timestamp,iteration,episode,episode_steps,reward,done,sjf_score,f1_score,episode_return,client_id,seed
2025-07-15T07:07:49.480022,0,0,256,-1517.004687927919,True,406.0317147653775,353.4017939367482,-1517.004687927919,job_scheduling_pt,0
2025-07-15T07:07:49.668916,0,1,256,-1939.0866780408924,True,331.08523005631287,385.2479846810932,-1939.0866780408924,job_scheduling_pt,0
2025-07-15T07:07:49.841034,0,2,256,-921.0775413610365,True,335.44881759280963,229.92384854179988,-921.0775413610365,job_scheduling_pt,0
2025-07-15T07:07:50.119568,0,3,256,-692.1254175881468,True,450.46534199342784,422.5679163972147,-692.1254175881468,job_scheduling_pt,0
2025-07-15T07:07:50.290150,0,4,256,-989.2672231820982,True,808.6135017441659,409.2843204014059,-989.2672231820982,job_scheduling_pt,0
2025-07-15T07:07:50.446643,0,5,256,-67.18615482657432,True,57.511738013313476,39.46212377981749,-67.18615482657432,job_scheduling_pt,0
2025-07-15T07:07:50.601569,0,6,256,-149.4580582770168,True,147.0440214353002,146.16466589308044,-149.4580582770168,job_scheduling_pt,0
2025-07-15T07:07:50.761566,0,7,256,-101.6421672293242,True,127.4749597686486,77.5999488581458,-101.6421672293242,job_scheduling_pt,0
2025-07-15T07:07:50.929519,0,8,256,-482.1405200210303,True,115.23450461038492,77.00744518239544,-482.1405200210303,job_scheduling_pt,0
2025-07-15T07:07:51.084378,0,9,256,-467.1693057227207,True,99.30432373369217,109.92640341390053,-467.1693057227207,job_scheduling_pt,0
2025-07-15T07:07:51.255528,0,10,256,-1761.0608532783922,True,631.2404035153028,528.5884094636459,-1761.0608532783922,job_scheduling_pt,0
2025-07-15T07:07:51.423157,0,11,256,-2128.3103667062246,True,305.5671995582199,765.7038502909255,-2128.3103667062246,job_scheduling_pt,0
2025-07-15T07:07:51.601328,0,12,256,-905.5064121143721,True,406.81041833400053,224.812752124823,-905.5064121143721,job_scheduling_pt,0
2025-07-15T07:07:51.773837,0,13,256,-459.5501265957207,True,154.7263453970229,132.58979427034143,-459.5501265957207,job_scheduling_pt,0
2025-07-15T07:07:51.948784,0,14,256,-255.3215023205373,True,183.761776300867,164.72487903262925,-255.3215023205373,job_scheduling_pt,0
2025-07-15T07:07:52.149374,0,15,256,-1240.9863938709339,True,277.33601210583487,522.4174574061873,-1240.9863938709339,job_scheduling_pt,0
2025-07-15T07:07:52.359724,0,16,256,-5288.020332930177,True,989.9363344031626,2342.3374702654964,-5288.020332930177,job_scheduling_pt,0
2025-07-15T07:07:52.526613,0,17,256,-6.814560504827361,True,7.005525117661868,16.396954602394853,-6.814560504827361,job_scheduling_pt,0
2025-07-15T07:07:52.701241,0,18,256,-414.86047599066495,True,219.87794867438447,247.04079431301687,-414.86047599066495,job_scheduling_pt,0
2025-07-15T07:07:52.898503,0,19,256,-912.2590516950842,True,365.6198139633084,160.93915051666514,-912.2590516950842,job_scheduling_pt,0
2025-07-15T07:07:53.089214,0,20,256,-294.86366501391797,True,153.5655340146949,116.35880314205592,-294.86366501391797,job_scheduling_pt,0
2025-07-15T07:07:53.303245,0,21,256,-2816.745291204338,True,404.0465706990729,717.907627729719,-2816.745291204338,job_scheduling_pt,0
2025-07-15T07:07:53.494675,0,22,256,-537.4915895966287,True,162.97105617384165,131.60227800428177,-537.4915895966287,job_scheduling_pt,0
2025-07-15T07:07:53.668639,0,23,256,-356.83960574648773,True,118.1888968537061,263.1979909726349,-356.83960574648773,job_scheduling_pt,0
2025-07-15T07:07:53.839320,0,24,256,-1.082726919498167,True,1.0818269195733965,1.0818269195733965,-1.082726919498167,job_scheduling_pt,0
2025-07-15T07:07:54.046307,0,25,256,-1471.9865521073107,True,323.50938569944907,291.5005647882617,-1471.9865521073107,job_scheduling_pt,0
2025-07-15T07:07:54.232773,0,26,256,-139.62858450128354,True,53.97461582602615,60.51309824133109,-139.62858450128354,job_scheduling_pt,0
2025-07-15T07:07:54.398034,0,27,256,-1.8220186019067794,True,2.1643626284276376,1.9318931199521525,-1.8220186019067794,job_scheduling_pt,0
2025-07-15T07:07:54.573909,0,28,256,-738.4231270195697,True,220.33426811352908,305.29113180224886,-738.4231270195697,job_scheduling_pt,0
2025-07-15T07:07:54.748948,0,29,256,-1252.0914802722878,True,208.7620756391971,279.60855209424847,-1252.0914802722878,job_scheduling_pt,0
2025-07-15T07:07:54.936944,0,30,256,-297.7094728837684,True,293.8482962816421,170.94544811805514,-297.7094728837684,job_scheduling_pt,0
2025-07-15T07:07:55.133600,0,31,256,-445.0666906588381,True,117.0908132345085,81.33171588922296,-445.0666906588381,job_scheduling_pt,0
2025-07-15T07:07:55.312144,0,32,256,-38.69818667727471,True,42.7565928453389,36.43029141931801,-38.69818667727471,job_scheduling_pt,0
2025-07-15T07:07:55.497628,0,33,256,-760.7860079755977,True,201.0140745008683,274.36002768184215,-760.7860079755977,job_scheduling_pt,0
2025-07-15T07:07:55.658147,0,34,256,-151.2953920872849,True,106.56764626681704,106.52866055832588,-151.2953920872849,job_scheduling_pt,0
2025-07-15T07:07:55.810630,0,35,256,-1.0815230786526162,True,1.0815230786526162,1.0815230786526162,-1.0815230786526162,job_scheduling_pt,0
2025-07-15T07:07:56.035025,0,36,256,-1492.2199793737327,True,302.0533354868839,461.52238918115734,-1492.2199793737327,job_scheduling_pt,0
2025-07-15T07:07:56.205998,0,37,256,-370.9237700679616,True,168.89482440612923,70.30029541787042,-370.9237700679616,job_scheduling_pt,0
2025-07-15T07:07:56.412850,0,38,256,-2212.688000455403,True,353.1662314330577,468.3344305594571,-2212.688000455403,job_scheduling_pt,0
