timestamp,datetime,memory_percent,memory_available_gb,memory_used_gb,cpu_percent,disk_usage_percent,process_memory_mb,process_cpu_percent,network_bytes_sent,network_bytes_recv,network_packets_sent,network_packets_recv
1752659604.9621828,2025-07-16T05:53:24.962183,4.5,119.86563491821289,4.357265472412109,6.8,5.1,956.8203125,0.0,0,0,0,0
1752659635.1090798,2025-07-16T05:53:55.109080,4.5,119.85578536987305,4.380702972412109,3.8,5.1,956.8203125,0.2,30386,33367,124,112
1752659665.2558796,2025-07-16T05:54:25.255880,4.7,119.65950012207031,4.568412780761719,2.5,5.1,1192.77734375,3.5,1109902,1116619,184,201
1752659695.4027584,2025-07-16T05:54:55.402758,4.6,119.71147918701172,4.512531280517578,0.9,5.1,1192.77734375,0.3,230591,22232,211,127
1752659725.5496402,2025-07-16T05:55:25.549640,4.6,119.68762588500977,4.524574279785156,2.2,5.1,1192.77734375,0.3,340076,220834,717,686
1752659755.683758,2025-07-16T05:55:55.683758,4.7,119.590087890625,4.622165679931641,8.4,5.1,1192.77734375,0.3,205061,233094,648,645
1752659785.8059118,2025-07-16T05:56:25.805912,4.6,119.67566299438477,4.554119110107422,1.6,5.1,1192.77734375,0.2,303527,111026,524,447
1752659815.9423473,2025-07-16T05:56:55.942347,4.6,119.70785140991211,4.521873474121094,1.2,5.1,1192.77734375,0.3,14314,46161,70,82
1752659846.0830877,2025-07-16T05:57:26.083088,4.7,119.64532852172852,4.579376220703125,3.8,5.1,1192.77734375,0.3,75749,107289,326,331
1752659876.2172718,2025-07-16T05:57:56.217272,4.7,119.65423202514648,4.571102142333984,3.7,5.1,1192.77734375,0.4,592538,579527,220,210
1752659906.3641512,2025-07-16T05:58:26.364151,4.7,119.59791946411133,4.616634368896484,4.6,5.1,1192.77734375,0.2,104924,59361,308,273
1752659936.5111723,2025-07-16T05:58:56.511172,4.7,119.56304931640625,4.651542663574219,1.6,5.1,1192.77734375,0.4,587920,578993,175,158
1752659966.6584847,2025-07-16T05:59:26.658485,4.7,119.59552764892578,4.6330108642578125,1.2,5.1,1192.77734375,0.4,592590,587046,235,221
1752659996.7851293,2025-07-16T05:59:56.785129,4.7,119.63027572631836,4.5972442626953125,1.6,5.1,1192.77734375,0.3,6114,8437,42,44
1752660026.9262373,2025-07-16T06:00:26.926237,4.8,119.44876861572266,4.712593078613281,1.2,5.1,1192.77734375,0.3,69760,2842198,475,2115
1752660057.0609543,2025-07-16T06:00:57.060954,5.2,119.01374435424805,5.129474639892578,66.0,5.1,1192.77734375,0.2,125336,75711,308,285
1752660087.2079093,2025-07-16T06:01:27.207909,4.9,119.39946746826172,4.758899688720703,2.8,5.1,1192.77734375,0.5,1124917,1128152,244,251
1752660117.3437448,2025-07-16T06:01:57.343745,4.9,119.39278411865234,4.763431549072266,3.7,5.1,1192.77734375,0.3,29555,40802,117,118
1752660147.4797997,2025-07-16T06:02:27.479800,4.8,119.43799591064453,4.781852722167969,1.3,5.1,1192.77734375,0.3,55879,59572,212,204
1752660177.6269388,2025-07-16T06:02:57.626939,4.8,119.45796966552734,4.7618408203125,1.6,5.1,1192.77734375,0.3,37266,41517,136,136
1752660207.7664187,2025-07-16T06:03:27.766419,5.1,119.11939239501953,5.080371856689453,1.2,5.1,1192.77734375,0.3,689514,4504239,1957,4472
1752660237.9061627,2025-07-16T06:03:57.906163,5.1,119.12380599975586,5.0675506591796875,0.9,5.1,1192.77734375,0.3,561738,3864267,1274,3639
1752660268.0179355,2025-07-16T06:04:28.017936,5.1,119.15024948120117,5.040962219238281,0.0,5.1,1192.77734375,0.3,215410,331552,379,495
1752660298.158612,2025-07-16T06:04:58.158612,5.1,119.1441421508789,5.046459197998047,0.0,5.1,1192.77734375,0.4,545466,44602762,2700,35082
1752660328.2766745,2025-07-16T06:05:28.276675,5.0,119.17121505737305,5.033237457275391,0.0,5.1,1192.77734375,0.3,26776,36160,158,159
1752660358.4038792,2025-07-16T06:05:58.403879,5.0,119.1744499206543,5.030010223388672,3.4,5.1,1192.77734375,0.4,25463,17001,80,79
1752660388.5195048,2025-07-16T06:06:28.519505,5.1,119.16085433959961,5.0262298583984375,1.9,5.1,1192.77734375,0.3,25594,26837,190,148
