timestamp,datetime,memory_percent,memory_available_gb,memory_used_gb,cpu_percent,disk_usage_percent,process_memory_mb,process_cpu_percent,network_bytes_sent,network_bytes_recv,network_packets_sent,network_packets_recv
1753041822.1638584,2025-07-20T16:03:42.163858,5.8,118.26356506347656,5.934368133544922,0.6,5.6,965.83984375,0.0,0,0,0,0
1753041852.305185,2025-07-20T16:04:12.305185,5.7,118.36109161376953,5.8388519287109375,0.0,5.6,965.83984375,0.4,59294,44889,164,179
1753041882.4455206,2025-07-20T16:04:42.445521,5.7,118.36100006103516,5.838863372802734,0.0,5.6,965.83984375,0.2,27994,13389,55,55
1753041912.5604715,2025-07-20T16:05:12.560472,5.7,118.37192916870117,5.827922821044922,0.0,5.6,965.83984375,0.3,41045,51821,188,207
1753041942.680418,2025-07-20T16:05:42.680418,5.7,118.37150192260742,5.828380584716797,0.0,5.6,965.83984375,0.3,6103,5075,41,38
1753041972.7918053,2025-07-20T16:06:12.791805,5.7,118.37240219116211,5.82745361328125,0.0,5.6,965.83984375,0.3,13118,13656,68,66
1753042002.905326,2025-07-20T16:06:42.905326,5.7,118.3712043762207,5.82867431640625,0.0,5.6,965.83984375,0.3,4505,2493,28,24
1753042033.0318062,2025-07-20T16:07:13.031806,5.7,118.37105560302734,5.828762054443359,0.0,5.6,965.83984375,0.3,13687,17224,93,97
1753042063.1724052,2025-07-20T16:07:43.172405,5.7,118.36685943603516,5.832798004150391,0.0,5.6,965.83984375,0.3,13908,28285,61,64
1753042093.2987695,2025-07-20T16:08:13.298769,5.7,118.36835098266602,5.831378936767578,0.3,5.6,965.83984375,0.3,13553,13170,63,60
1753042123.4173906,2025-07-20T16:08:43.417391,5.7,118.3715591430664,5.828273773193359,0.6,5.6,965.83984375,0.3,5138,3623,36,29
1753042153.5377676,2025-07-20T16:09:13.537768,5.5,118.5454330444336,5.654300689697266,0.0,5.6,965.83984375,0.3,56124,50144,193,207
1753042183.6755958,2025-07-20T16:09:43.675596,5.5,118.54742431640625,5.656291961669922,0.0,5.6,965.83984375,0.3,4483,2825,29,25
1753042213.7961588,2025-07-20T16:10:13.796159,5.5,118.57653427124023,5.627185821533203,0.3,5.6,965.83984375,0.3,44032,72766,222,234
1753042243.936195,2025-07-20T16:10:43.936195,5.5,118.56896591186523,5.634754180908203,0.0,5.6,965.83984375,0.3,8753,5662,41,38
1753042274.077571,2025-07-20T16:11:14.077571,5.5,118.57373809814453,5.629966735839844,0.0,5.6,965.83984375,0.3,13938,14848,83,88
1753042304.2038052,2025-07-20T16:11:44.203805,5.5,118.57410049438477,5.629611968994141,0.3,5.6,965.83984375,0.3,4435,3409,30,29
1753042334.3441787,2025-07-20T16:12:14.344179,5.5,118.56856536865234,5.635108947753906,0.3,5.6,965.83984375,0.3,10382,12294,68,63
1753042364.4788308,2025-07-20T16:12:44.478831,5.5,118.5444450378418,5.659244537353516,0.0,5.6,965.83984375,0.3,9132,6145,46,43
1753042394.6201794,2025-07-20T16:13:14.620179,5.5,118.54608154296875,5.657588958740234,0.3,5.6,965.83984375,0.3,11882,14572,74,80
1753042424.758854,2025-07-20T16:13:44.758854,5.6,118.4476203918457,5.752143859863281,1.3,5.6,965.83984375,0.2,108477,67589,281,294
1753042454.9019494,2025-07-20T16:14:14.901949,5.6,118.48073196411133,5.71600341796875,2.8,5.6,965.83984375,0.2,255831,157682,577,673
1753042485.0495956,2025-07-20T16:14:45.049596,5.6,118.51835632324219,5.681369781494141,0.6,5.6,965.83984375,0.2,40679,15281,89,93
1753042515.1896787,2025-07-20T16:15:15.189679,5.6,118.50135040283203,5.698345184326172,1.3,5.6,965.83984375,0.2,69898,71562,224,288
1753042545.3360307,2025-07-20T16:15:45.336031,5.6,118.50646209716797,5.6911773681640625,3.8,5.6,965.83984375,0.2,108346,58472,264,289
1753042575.4761095,2025-07-20T16:16:15.476110,5.6,118.5101203918457,5.689563751220703,0.9,5.6,965.83984375,0.2,65205,37277,158,176
1753042605.623926,2025-07-20T16:16:45.623926,5.6,118.49185943603516,5.704677581787109,1.6,5.6,965.83984375,0.2,47642,30583,128,132
1753042635.7705626,2025-07-20T16:17:15.770563,5.7,118.40779876708984,5.790119171142578,2.5,5.6,965.83984375,0.2,203907,2630113,933,2381
1753042665.910878,2025-07-20T16:17:45.910878,5.8,118.18787002563477,5.999031066894531,0.3,5.6,965.83984375,0.2,88196,10316800,789,7038
1753042696.0281143,2025-07-20T16:18:16.028114,5.6,118.52783203125,5.659313201904297,0.0,5.6,965.83984375,0.2,26317,23340,104,128
1753042726.1698222,2025-07-20T16:18:46.169822,5.6,118.521728515625,5.681247711181641,0.3,5.6,965.83984375,0.2,221929,16928830,1595,13264
1753042756.2936127,2025-07-20T16:19:16.293613,5.7,118.31763076782227,5.878753662109375,2.2,5.6,965.83984375,0.2,367345,72911505,4164,51127
1753042786.4336452,2025-07-20T16:19:46.433645,5.6,118.49864196777344,5.675712585449219,0.0,5.7,965.83984375,0.2,279881,82429732,3820,57178
1753042816.5754442,2025-07-20T16:20:16.575444,5.7,118.40737533569336,5.761558532714844,0.0,5.8,965.83984375,0.2,2613821,817656519,38806,565651
1753042846.707733,2025-07-20T16:20:46.707733,5.9,118.12614822387695,6.041862487792969,1.6,5.9,965.83984375,0.2,5097772,1720649526,77070,1190049
1753042876.8288033,2025-07-20T16:21:16.828803,5.7,118.36088943481445,5.807834625244141,0.3,6.2,965.83984375,0.1,1389028,444329693,20896,307375
1753042906.9485385,2025-07-20T16:21:46.948539,5.7,118.39080810546875,5.7818603515625,0.6,6.1,965.83984375,0.2,24552,17153,136,105
1753042937.0898979,2025-07-20T16:22:17.089898,5.6,118.4833755493164,5.689460754394531,0.0,6.1,965.83984375,0.3,30301,37606,136,154
