Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageEpsilon	StdEpsilon	MaxEpsilon	MinEpsilon	QVals	QTargets	LossQ	DeltaLossQ	StopIter
1	-513.9945475260416	100.07768466921085	-66.9658	-548.9729	501.0	0.05087875366210937	0.15913054424175482	1.0	0.01	-0.23337935384114583	-2.318728446960449	0.6034239530563354	0.5819039344787598	79.0
2	-513.172607421875	85.5278493873974	-181.00551	-548.9674	501.0	0.05087875366210937	0.15913053625104634	1.0	0.01	-1.4470511067708334	-7.134786128997803	0.2606969475746155	0.2602124810218811	79.0
3	-513.5720621744791	85.56199780714567	-153.49005	-548.9905	501.0	0.05087875366210937	0.15913053625104634	1.0	0.01	-6.564041666666666	-12.398590087890625	0.9130626916885376	0.3403470516204834	79.0
4	-514.3984781901041	94.65419862694066	-119.28598	-548.98334	501.0	0.05087875366210937	0.15913054424175482	1.0	0.01	-12.518134114583333	-13.72871208190918	2.0021862983703613	0.1382218599319458	79.0
5	-431.6211751302083	477.225903006113	1849.0792	-547.90625	501.0	0.05087875366210937	0.15913054424175482	1.0	0.01	-13.409934895833333	-16.455270767211914	0.2633245587348938	0.15671497583389282	79.0
6	-471.3430989583333	281.51638310821863	868.1731	-549.01886	501.0	0.05087875366210937	0.15913053625104634	1.0	0.01	-16.115424479166666	-19.26302719116211	0.13189326226711273	0.9713624715805054	79.0
7	-471.6863606770833	277.4081210509166	841.26825	-549.0112	501.0	0.05087874857584635	0.15913054424175482	1.0	0.01	-19.2017890625	-19.812664031982422	0.12115231156349182	0.06717744469642639	79.0
8	-473.3280436197917	248.82561664748266	671.7688	-549.02966	501.0	0.05087874857584635	0.15913053625104634	1.0	0.01	-19.735986979166668	-20.483856201171875	0.039978329092264175	0.4309972822666168	79.0
9	-511.1059163411458	97.1457071180108	-111.4275	-549.02124	501.0	0.05087875366210937	0.15913054424175482	1.0	0.01	-20.323708333333332	-19.362777709960938	0.7970399856567383	1.3989033699035645	79.0
10	-513.2212727864584	93.33526667454448	-125.82151	-549.0172	501.0	0.05087874857584635	0.15913053625104634	1.0	0.01	-19.3452421875	-20.878894805908203	0.2940189242362976	0.8416278958320618	79.0
11	-512.9378662109375	89.02056030069683	-151.81642	-549.01227	501.0	0.05087875366210937	0.15913054424175482	1.0	0.01	-20.9115546875	-21.401134490966797	0.0018397534731775522	0.01711232215166092	79.0
12	-512.5677083333334	95.56093646529946	-117.11275	-549.012	501.0	0.05087875366210937	0.15913053625104634	1.0	0.01	-21.382481770833333	-21.68852996826172	0.0030541452579200268	0.0004635173827409744	79.0
13	-513.8605143229166	89.3749344405354	-145.00914	-549.00494	501.0	0.05087875366210937	0.15913053625104634	1.0	0.01	-21.657165364583335	-21.596607208251953	0.050616662949323654	0.45720455050468445	79.0
14	-514.1534830729166	85.10451218820108	-153.20596	-549.005	501.0	0.05087875366210937	0.15913053625104634	1.0	0.01	-21.52649609375	-22.21211051940918	0.3461608290672302	1.718106746673584	79.0
15	-515.134521484375	95.6437958107233	-85.50358	-549.00214	501.0	0.05087874857584635	0.15913054424175482	1.0	0.01	-22.2823984375	-22.531707763671875	0.15304534137248993	0.52168869972229	79.0
16	-515.4071451822916	85.13345451774525	-140.00089	-548.9978	501.0	0.05087875366210937	0.15913053625104634	1.0	0.01	-22.703138020833332	-22.40969467163086	0.24352866411209106	0.32395678758621216	79.0
17	-514.8720703125	87.99347454499112	-153.29907	-548.996	501.0	0.05087875366210937	0.15913053625104634	1.0	0.01	-22.526880208333335	-22.320079803466797	0.00010691001079976559	0.0019574754405766726	79.0
