timestamp,interval_count,total_count,cpu_percent
2025-07-23T09:43:44.004181,2,2,0.0
2025-07-23T09:43:44.504553,18,20,25.6
2025-07-23T09:43:45.004943,22,42,25.2
2025-07-23T09:43:45.505302,19,61,25.1
2025-07-23T09:43:46.009074,23,84,25.3
2025-07-23T09:43:46.509371,19,103,25.3
2025-07-23T09:43:47.009732,22,125,26.8
2025-07-23T09:43:47.510280,17,142,25.9
2025-07-23T09:43:48.010676,16,158,25.8
2025-07-23T09:43:48.512062,17,175,26.9
2025-07-23T09:43:49.012454,21,196,29.7
2025-07-23T09:43:49.513709,18,214,32.1
2025-07-23T09:43:50.013987,18,232,26.6
2025-07-23T09:43:50.514246,19,251,25.6
2025-07-23T09:43:51.019399,21,272,26.4
2025-07-23T09:43:51.519833,21,293,28.0
2025-07-23T09:43:52.020132,19,312,26.4
2025-07-23T09:43:52.520461,10,322,23.3
2025-07-23T09:43:53.020765,18,340,25.8
2025-07-23T09:43:53.521066,14,354,25.9
2025-07-23T09:43:54.024785,20,374,26.0
2025-07-23T09:43:54.525139,18,392,29.4
2025-07-23T09:43:55.025488,21,413,25.7
2025-07-23T09:43:55.526732,20,433,25.5
2025-07-23T09:43:56.026988,19,452,25.6
2025-07-23T09:43:56.527648,22,474,25.6
2025-07-23T09:43:57.027974,21,495,28.9
2025-07-23T09:43:57.528453,21,516,25.9
2025-07-23T09:43:58.028741,18,534,30.2
2025-07-23T09:43:58.595291,17,551,25.1
2025-07-23T09:43:59.095683,24,575,25.5
2025-07-23T09:43:59.595943,11,586,18.8
2025-07-23T09:44:00.096241,3,589,13.2
