Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	Q1Vals	Q2Vals	LossPi	LossQ	DeltaLossQ	DeltaLossPi	StopIter
1	-263.303857421875	13.925592236620496	-228.3973	-288.9736	501.025	-0.6457980275154114	-0.655859112739563	0.5375005602836609	0.3220806419849396	0.37628069519996643	0.40109673142433167	49.0
2	-263.640576171875	15.190473602927922	-228.77202	-296.3723	501.0	-0.681226372718811	-0.6805778741836548	0.5662647485733032	0.36597514152526855	0.0024510622024536133	0.03195410966873169	49.0
3	-268.45654296875	14.881491493210618	-230.66864	-291.36935	501.0	-0.7310221195220947	-0.7335649728775024	0.6127051115036011	0.3832365572452545	0.002599090337753296	0.04799622297286987	49.0
4	-263.51455078125	14.223925912327264	-232.56949	-293.06903	501.0	-0.5715052485466003	-0.5803229808807373	0.46258988976478577	0.35362184047698975	0.02369573712348938	0.14841493964195251	49.0
5	-272.9018798828125	45.875802530446265	-235.96965	-547.4689	513.475	-0.6660518646240234	-0.6671779155731201	0.546287477016449	0.334188848733902	0.006042271852493286	0.0770629346370697	49.0
6	-264.360791015625	16.196888867445345	-236.36827	-292.56845	501.0	-0.742440938949585	-0.7419477701187134	0.622708797454834	0.3613310158252716	0.006464779376983643	0.07862496376037598	49.0
7	-263.629052734375	15.034312155605507	-219.66891	-292.66882	501.05	-0.6821157932281494	-0.6823264360427856	0.5581848621368408	0.3301829695701599	0.004416972398757935	0.06480652093887329	49.0
8	-265.581982421875	13.415576228655816	-237.9695	-297.76935	501.025	-0.6966394186019897	-0.6970130205154419	0.5747666358947754	0.40233683586120605	0.000728607177734375	0.021889925003051758	49.0
9	-261.8548095703125	14.843787828899165	-234.66986	-295.47003	501.025	-0.6332666873931885	-0.6301506757736206	0.5181668996810913	0.38507652282714844	0.004067361354827881	0.06078106164932251	49.0
10	-270.314990234375	42.357972703642226	-227.46992	-512.9701	513.4	-0.6767189502716064	-0.6769137382507324	0.5521059036254883	0.3305147886276245	0.001550227403640747	0.03683173656463623	49.0
11	-236.9165283203125	158.8583390162443	750.12506	-302.87512	501.025	-0.7412532567977905	-0.7440308928489685	0.6251094341278076	0.3499690890312195	0.004805207252502441	0.07262378931045532	49.0
12	-266.417333984375	16.17859160037965	-224.27467	-298.0743	501.025	-0.7703219652175903	-0.769302487373352	0.6459311842918396	0.35612988471984863	0.0005500912666320801	0.020379960536956787	49.0
13	-267.981298828125	17.08996616027589	-224.7735	-306.37408	501.05	-0.6089985370635986	-0.6148911714553833	0.4927171468734741	0.35977622866630554	0.024757415056228638	0.1557927131652832	49.0
14	-267.2281982421875	13.795129242609962	-236.57352	-289.07318	501.025	-0.7990301251411438	-0.8002061247825623	0.6895732879638672	0.35994458198547363	0.04026561975479126	0.1995558738708496	49.0
15	-273.31259765625	42.50947045218277	-238.77284	-526.0723	513.375	-0.7458760142326355	-0.7472778558731079	0.6344829797744751	0.35128527879714966	0.0036393404006958008	0.06094241142272949	49.0
16	-263.434716796875	14.138695482997626	-231.37218	-294.07205	501.025	-0.7141954302787781	-0.7115768194198608	0.5930606722831726	0.3510410189628601	0.0016315579414367676	0.03848344087600708	49.0
17	-263.7322998046875	13.848983209517586	-229.87242	-310.37238	501.025	-0.7972993850708008	-0.7976912260055542	0.674681544303894	0.3552325963973999	0.008017122745513916	0.08475685119628906	49.0
18	-260.7997802734375	15.976985400882107	-225.87215	-293.272	501.0	-0.8263585567474365	-0.824245035648346	0.7073725461959839	0.34328120946884155	0.0011494159698486328	0.031173884868621826	49.0
19	-263.3299072265625	19.1001843188914	-229.57231	-317.87225	501.025	-0.7800061702728271	-0.781673789024353	0.6598708033561707	0.4001477062702179	0.0022263824939727783	0.04475522041320801	49.0
20	-273.009765625	43.09900031468247	-243.17224	-528.17224	513.425	-0.7786940932273865	-0.7785508036613464	0.6567160487174988	0.36454880237579346	3.5375356674194336e-05	0.004191577434539795	49.0
21	-265.8520751953125	9.476283616053024	-246.17213	-287.072	501.0	-0.7522644996643066	-0.7522792220115662	0.6286208033561707	0.3511961102485657	0.000995635986328125	0.02886909246444702	49.0
22	-235.6814697265625	158.6234436487873	750.02576	-294.87454	501.05	-0.7700190544128418	-0.770472526550293	0.6512367129325867	0.31688082218170166	0.0004837512969970703	0.020090162754058838	49.0
