timestamp,interval_count,total_count,cpu_percent
2025-07-23T09:44:14.940203,6,6,0.0
2025-07-23T09:44:15.440498,19,25,29.4
2025-07-23T09:44:15.940825,24,49,30.1
2025-07-23T09:44:16.441257,21,70,33.0
2025-07-23T09:44:16.941667,17,87,29.7
2025-07-23T09:44:17.442011,19,106,31.3
2025-07-23T09:44:17.953444,18,124,28.3
2025-07-23T09:44:18.453785,27,151,32.3
2025-07-23T09:44:18.954091,22,173,31.2
2025-07-23T09:44:19.456163,20,193,31.4
2025-07-23T09:44:19.956458,24,217,30.4
2025-07-23T09:44:20.459224,21,238,29.7
2025-07-23T09:44:20.959569,20,258,32.0
2025-07-23T09:44:21.462240,19,277,35.3
2025-07-23T09:44:21.962583,17,294,36.0
2025-07-23T09:44:22.462991,17,311,29.7
2025-07-23T09:44:22.963292,24,335,29.1
2025-07-23T09:44:23.463574,21,356,29.5
2025-07-23T09:44:23.965768,21,377,29.3
2025-07-23T09:44:24.466080,22,399,29.9
2025-07-23T09:44:24.966422,23,422,30.2
2025-07-23T09:44:25.466706,15,437,30.6
2025-07-23T09:44:25.967017,20,457,28.8
2025-07-23T09:44:26.467397,19,476,29.6
2025-07-23T09:44:26.967729,20,496,29.9
2025-07-23T09:44:27.467989,13,509,30.4
2025-07-23T09:44:27.968274,25,534,29.6
2025-07-23T09:44:28.468631,25,559,31.0
2025-07-23T09:44:28.968993,23,582,30.1
2025-07-23T09:44:29.469310,22,604,29.5
2025-07-23T09:44:29.970650,24,628,30.3
2025-07-23T09:44:30.470984,21,649,29.3
2025-07-23T09:44:30.971335,20,669,29.5
2025-07-23T09:44:31.471691,12,681,28.5
2025-07-23T09:44:31.972035,4,685,16.8
2025-07-23T09:44:32.472369,2,687,10.2
