Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpLen	StdEpLen	MaxEpLen	MinEpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter
1	157.3463134765625	494.45437099898305	791.27423	-249.62712	501.0	0.0	501.0	501.0	0.0026698711395263673	0.018660631186143164	0.05332408	-0.031289548	1.7166136956348055e-08	35766.28125	-0.0062569258734583855	-4.984375	1.6006343364715576	0.015124999918043613	0.04280000180006027	30.0
2	1166.82255859375	499.1196750279436	1780.1846	749.375	501.0	0.0	501.0	501.0	0.0669634765625	0.04044140926844864	0.1373736	-0.031289548	-0.0022502720821648836	119109.578125	0.0018651181599125266	-82.390625	1.614486575126648	-0.001500000013038516	0.03519999980926514	39.0
3	1120.228515625	1325.474103858691	2783.831	-285.3529	601.0	200.0	1001.0	501.0	0.25977437337239584	0.09951604722042699	0.4196375	0.034085073	0.0011291202390566468	133218.8125	-0.002942195627838373	-169.71875	1.604617953300476	0.00016666666488163173	0.033666666597127914	39.0
4	1360.82412109375	1369.3417396691011	3784.4753	-249.51231	501.0	0.0	501.0	501.0	0.727483984375	0.2602828849075199	1.0212492	0.21930127	-0.0012454093666747212	204625.328125	-0.002886333968490362	-480.453125	1.605048418045044	-0.006025000009685755	0.07919999957084656	39.0
5	1952.04609375	745.5190138420347	2768.6035	755.86523	501.0	0.0	501.0	501.0	1.7871705078125	0.6079087929829091	2.4516077	0.516003	-0.0005711475387215614	246858.34375	-0.0011513414792716503	-1482.171875	1.598559856414795	-0.0014250000240281224	0.14399999380111694	39.0
6	3896.839453125	1846.990958288643	6579.3076	1755.492	701.0	244.54120307220214	1001.0	501.0	4.255116071428572	1.2826559685688743	5.85695	1.1836594	0.00014885058044455945	383100.0	-0.0044569578021764755	-5109.46875	1.595053791999817	-0.005553571507334709	0.07514286041259766	39.0
7	2726.284375	2126.649383419843	6582.21	745.97217	601.0	200.0	1001.0	501.0	9.345052734375	3.163701188218213	13.587313	2.7099116	-0.00029237644048407674	311251.0625	-0.0002697634045034647	-6800.28125	1.5876799821853638	-0.004416666459292173	0.15833333134651184	39.0
8	3323.7703125	2336.8486472170166	7548.3364	759.0639	601.0	200.0	1001.0	501.0	18.180365885416666	5.32327216686316	25.833874	6.2797775	0.00041050894651561975	452412.625	-0.009684077464044094	-12554.1875	1.5736254453659058	0.018124999478459358	0.09366666525602341	10.0
9	2987.979296875	749.9572987844041	3803.2124	1789.1952	501.0	0.0	501.0	501.0	33.27100625	8.990929109385748	45.82364	11.824082	-0.0006435350514948368	398027.9375	-0.002053182339295745	-18298.34375	1.5867668390274048	-0.0030499999411404133	0.17839999496936798	39.0
10	4742.4796875	2976.9294247596804	9602.096	781.10046	601.0	200.0	1001.0	501.0	52.60159375	14.652347650348277	75.657616	21.630018	0.0010417294688522816	593120.25	-0.002792068524286151	-36572.0625	1.5626763105392456	0.005375000182539225	0.24966666102409363	39.0
