timestamp,interval_count,total_count,cpu_percent
2025-07-23T09:46:30.774515,4,4,0.0
2025-07-23T09:46:31.274817,15,19,38.7
2025-07-23T09:46:31.777326,19,38,40.1
2025-07-23T09:46:32.283576,25,63,38.9
2025-07-23T09:46:32.784016,26,89,39.3
2025-07-23T09:46:33.284384,27,116,41.1
2025-07-23T09:46:33.784704,28,144,41.4
2025-07-23T09:46:34.285004,27,171,42.6
2025-07-23T09:46:34.786802,27,198,41.5
2025-07-23T09:46:35.287095,27,225,41.0
2025-07-23T09:46:35.787446,22,247,39.5
2025-07-23T09:46:36.287765,21,268,40.1
2025-07-23T09:46:36.788068,22,290,45.1
2025-07-23T09:46:37.288352,26,316,42.5
2025-07-23T09:46:37.788721,24,340,43.7
2025-07-23T09:46:38.289006,27,367,41.1
2025-07-23T09:46:38.789279,25,392,43.8
2025-07-23T09:46:39.291093,26,418,41.9
2025-07-23T09:46:39.791404,26,444,50.9
2025-07-23T09:46:40.292245,28,472,40.2
2025-07-23T09:46:40.792550,20,492,42.1
2025-07-23T09:46:41.295398,22,514,41.7
2025-07-23T09:46:41.798913,20,534,45.1
2025-07-23T09:46:42.299253,27,561,43.4
2025-07-23T09:46:42.799617,21,582,42.1
2025-07-23T09:46:43.303888,29,611,41.9
2025-07-23T09:46:43.804250,28,639,41.4
2025-07-23T09:46:44.304614,16,655,39.1
2025-07-23T09:46:44.804906,28,683,41.6
2025-07-23T09:46:45.305191,27,710,40.3
2025-07-23T09:46:45.805530,21,731,42.0
2025-07-23T09:46:46.305979,26,757,40.7
2025-07-23T09:46:46.809473,22,779,42.0
2025-07-23T09:46:47.309761,30,809,42.1
2025-07-23T09:46:47.810049,27,836,40.8
2025-07-23T09:46:48.310321,27,863,42.8
2025-07-23T09:46:48.810672,22,885,40.2
2025-07-23T09:46:49.313281,21,906,37.6
2025-07-23T09:46:49.813590,23,929,35.1
2025-07-23T09:46:50.313846,20,949,27.1
2025-07-23T09:46:50.814299,12,961,22.7
2025-07-23T09:46:51.314616,8,969,18.8
2025-07-23T09:46:51.815015,4,973,12.8
2025-07-23T09:46:52.315393,4,977,13.0
2025-07-23T09:46:52.815614,3,980,8.5
