timestamp,interval_count,total_count,cpu_percent
2025-07-23T09:49:24.043289,1,1,100.0
2025-07-23T09:49:24.545247,9,10,71.9
2025-07-23T09:49:25.048553,18,28,58.5
2025-07-23T09:49:25.548910,22,50,49.3
2025-07-23T09:49:26.049325,30,80,49.8
2025-07-23T09:49:26.549613,29,109,49.3
2025-07-23T09:49:27.069124,27,136,49.1
2025-07-23T09:49:27.569461,36,172,50.0
2025-07-23T09:49:28.075176,23,195,49.4
2025-07-23T09:49:28.575794,23,218,50.3
2025-07-23T09:49:29.083082,30,248,50.5
2025-07-23T09:49:29.583446,32,280,50.9
2025-07-23T09:49:30.083751,30,310,50.7
2025-07-23T09:49:30.584060,32,342,51.9
2025-07-23T09:49:31.157705,20,362,52.2
2025-07-23T09:49:31.658039,49,411,50.9
2025-07-23T09:49:32.158333,30,441,50.1
2025-07-23T09:49:32.658664,28,469,49.7
2025-07-23T09:49:33.159032,24,493,53.0
2025-07-23T09:49:33.659329,24,517,50.6
2025-07-23T09:49:34.159719,32,549,50.1
2025-07-23T09:49:34.660001,29,578,56.0
2025-07-23T09:49:35.160293,32,610,52.4
2025-07-23T09:49:35.896457,25,635,50.0
2025-07-23T09:49:36.398616,52,687,51.7
2025-07-23T09:49:36.899691,32,719,50.8
2025-07-23T09:49:37.399948,28,747,53.0
2025-07-23T09:49:37.900250,24,771,50.4
2025-07-23T09:49:38.400555,23,794,51.2
2025-07-23T09:49:38.900934,21,815,51.5
2025-07-23T09:49:39.401226,25,840,51.7
2025-07-23T09:49:39.901522,32,872,49.9
2025-07-23T09:49:40.403771,28,900,49.6
2025-07-23T09:49:40.906597,37,937,50.5
2025-07-23T09:49:41.406876,29,966,52.7
2025-07-23T09:49:41.907171,31,997,49.9
2025-07-23T09:49:42.407452,30,1027,49.9
2025-07-23T09:49:42.907828,22,1049,53.1
2025-07-23T09:49:43.408544,29,1078,50.3
2025-07-23T09:49:43.908888,25,1103,47.7
2025-07-23T09:49:44.409119,30,1133,43.4
2025-07-23T09:49:44.909329,27,1160,45.7
2025-07-23T09:49:45.409625,25,1185,43.3
2025-07-23T09:49:46.143126,23,1208,40.6
2025-07-23T09:49:46.645294,36,1244,39.9
2025-07-23T09:49:47.146630,13,1257,30.5
2025-07-23T09:49:47.646981,9,1266,24.7
2025-07-23T09:49:48.147319,6,1272,16.8
2025-07-23T09:49:48.647627,6,1278,12.2
