process_timestamp,process_pid,process_process_name,process_cpu_percent,process_cpu_percent_per_core,process_logical_cpu_count,process_cpu_times_user,process_cpu_times_system,process_num_threads,system_timestamp,system_cpu_percent,system_cpu_percent_per_core,system_cpu_count,system_load_avg_1m
2025-07-23T09:17:39.709735,53801,python,0.0,0.0,32,6.56,0.37,90,2025-07-23T09:17:39.822700,0.0,"[22.2, 90.0, 50.0, 100.0, 45.5, 100.0, 54.5, 100.0, 55.6, 100.0, 40.0, 100.0, 55.6, 90.0, 44.4, 90.0, 90.0, 100.0, 100.0, 100.0, 100.0, 100.0, 90.0, 100.0, 100.0, 100.0, 100.0, 100.0, 90.0, 100.0, 100.0, 100.0]",32,6.73681640625202025-07-23T09:17:40.324105,53801,python,107.6,3.3625,32,7.19,0.4,90,2025-07-23T09:17:40.425401,84.1,"[50.0, 100.0, 33.3, 90.0, 40.0, 90.0, 60.0, 81.8, 44.4, 90.0, 33.3, 100.0, 37.5, 90.9, 44.4, 100.0, 100.0, 100.0, 100.0, 100.0, 90.0, 90.0, 100.0, 100.0, 90.0, 90.9, 90.0, 100.0, 100.0, 100.0, 100.0, 100.0]",32,6.73681640625
2025-07-23T09:17:40.926408,53801,python,102.9,3.215625,32,7.8,0.41,90,2025-07-23T09:17:41.029294,83.2,"[40.0, 90.9, 37.5, 100.0, 20.0, 100.0, 25.0, 80.0, 33.3, 100.0, 45.5, 88.9, 40.0, 90.0, 54.5, 90.0, 80.0, 90.9, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",32,6.73681640625
2025-07-23T09:17:41.530186,53801,python,105.9,3.309375,32,8.42,0.43,90,2025-07-23T09:17:41.631552,83.7,"[50.0, 88.9, 33.3, 100.0, 66.7, 77.8, 40.0, 100.0, 45.5, 100.0, 37.5, 90.0, 70.0, 90.9, 80.0, 100.0, 90.0, 100.0, 100.0, 100.0, 91.7, 100.0, 90.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",32,6.73681640625
2025-07-23T09:17:42.140534,53801,python,102.5,3.203125,32,9.03,0.44,90,2025-07-23T09:17:42.242700,83.8,"[40.0, 100.0, 27.3, 90.0, 27.3, 100.0, 44.4, 63.6, 33.3, 100.0, 40.0, 88.9, 66.7, 88.9, 60.0, 100.0, 90.9, 90.0, 100.0, 100.0, 100.0, 90.9, 100.0, 100.0, 100.0, 100.0, 90.0, 88.9, 100.0, 100.0, 100.0, 100.0]",32,6.73681640625
2025-07-23T09:17:42.743694,53801,python,103.5,3.234375,32,9.65,0.45,90,2025-07-23T09:17:42.844942,83.0,"[36.4, 100.0, 50.0, 70.0, 44.4, 100.0, 22.2, 100.0, 33.3, 100.0, 22.2, 100.0, 90.0, 33.3, 50.0, 90.0, 90.0, 100.0, 100.0, 100.0, 100.0, 100.0, 90.9, 100.0, 100.0, 90.9, 100.0, 100.0, 88.9, 100.0, 100.0, 100.0]",32,8.27978515625
2025-07-23T09:17:43.345684,53801,python,106.3,3.321875,32,10.26,0.48,90,2025-07-23T09:17:43.446977,81.9,"[45.5, 100.0, 40.0, 90.0, 55.6, 100.0, 36.4, 100.0, 33.3, 100.0, 77.8, 50.0, 60.0, 88.9, 70.0, 100.0, 80.0, 90.9, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 90.0, 100.0, 100.0, 90.9, 100.0, 90.0]",32,8.2797852025-072025-07-23T09:17:43.947419,53801,python,106.4,3.325,32,10.88,0.5,90,2025-07-23T09:17:44.048860,84.6,"[40.0, 90.0, 44.4, 90.9, 60.0, 66.7, 33.3, 90.0, 44.4, 100.0, 40.0, 90.0, 44.4, 80.0, 44.4, 90.0, 90.0, 100.0, 81.8, 100.0, 100.0, 100.0, 88.9, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 90.9]",32,8.27978512025-02025-07-23T09:17:44.549563,53801,python,104.6,3.26875,32,11.49,0.52,90,2025-07-23T09:17:44.650882,84.0,"[55.6, 100.0, 50.0, 90.0, 40.0, 100.0, 33.3, 100.0, 33.3, 90.9, 30.0, 100.0, 54.5, 100.0, 40.0, 90.0, 100.0, 100.0, 100.0, 100.0, 90.9, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 88.9, 90.9, 90.0, 100.0]",32,8.2792025-07-232025-07-23T09:17:45.153080,53801,python,107.7,3.365625,32,12.12,0.54,90,2025-07-23T09:17:45.254293,83.5,"[40.0, 100.0, 36.4, 100.0, 22.2, 100.0, 45.5, 77.8, 33.3, 100.0, 36.4, 100.0, 50.0, 72.7, 60.0, 90.9, 66.7, 88.9, 90.9, 100.0, 100.0, 90.0, 90.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",32,8.2025-07-23T092025-07-23T09:17:45.755366,53801,python,103.0,3.21875,32,12.72,0.56,90,2025-07-23T09:17:45.856684,82.9,"[30.0, 100.0, 22.2, 100.0, 50.0, 100.0, 50.0, 80.0, 40.0, 70.0, 40.0, 100.0, 33.3, 100.0, 40.0, 100.0, 80.0, 81.8, 100.0, 100.0, 100.0, 90.9, 80.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",32,82025-07-23T09:2025-07-23T09:17:46.357354,53801,python,104.7,3.271875,32,13.34,0.57,90,2025-07-23T09:17:46.458520,83.2,"[36.4, 100.0, 11.1, 100.0, 20.0, 100.0, 63.6, 30.0, 50.0, 100.0, 22.2, 100.0, 33.3, 100.0, 33.3, 100.0, 81.8, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.02025-07-23T09:17:46.82025-07-23T09:17:46.959466,53801,python,106.4,3.325,32,13.95,0.6,90,2025-07-23T09:17:47.063793,83.5,"[40.0, 90.9, 30.0, 91.7, 30.0, 90.9, 27.3, 100.0, 30.0, 100.0, 72.7, 81.8, 30.0, 100.0, 30.0, 100.0, 100.0, 90.9, 100.0, 100.0, 90.9, 100.0, 100.0, 90.9, 100.0, 100.0, 90.0, 100.0, 100.0, 100.0, 100.0, 100.0]",322025-07-23T09:172025-07-23T09:17:47.567123,53801,python,105.7,3.303125,32,14.57,0.62,90,2025-07-23T09:17:47.670502,83.3,"[30.0, 91.7, 36.4, 90.9, 40.0, 100.0, 11.1, 100.0, 20.0, 100.0, 22.2, 100.0, 40.0, 88.9, 66.7, 100.0, 90.9, 90.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",2025-07-23T09:17:42025-07-23T09:17:48.171376,53801,python,103.8,3.24375,32,15.19,0.63,90,2025-07-23T09:17:48.272968,82.5,"[50.0, 90.9, 40.0, 90.0, 33.3, 90.0, 33.3, 90.9, 40.0, 90.0, 44.4, 90.0, 30.0, 100.0, 33.3, 100.0, 90.0, 90.0, 100.0, 100.0, 100.0, 90.0, 100.0, 100.0, 90.9, 100.0, 100.0, 90.9, 100.0, 100.0, 100.0, 100.0]",32,92025-07-23T02025-07-23T09:17:48.776246,53801,python,104.2,3.25625,32,15.8,0.65,90,2025-07-23T09:17:48.877462,83.5,"[40.0, 100.0, 27.3, 90.9, 40.0, 100.0, 20.0, 100.0, 33.3, 90.0, 80.0, 33.3, 54.5, 90.9, 50.0, 100.0, 90.0, 100.0, 90.9, 100.0, 100.0, 80.0, 90.0, 100.0, 88.9, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",32,9.779296872022025-07-23T09:17:49.378215,53801,python,108.0,3.375,32,16.43,0.67,90,2025-07-23T09:17:49.478966,82.0,"[44.4, 80.0, 40.0, 100.0, 40.0, 100.0, 45.5, 90.0, 60.0, 90.0, 44.4, 100.0, 55.6, 90.0, 72.7, 100.0, 90.0, 90.0, 90.0, 90.9, 100.0, 88.9, 100.0, 100.0, 100.0, 100.0, 100.0, 88.9, 100.0, 100.0, 100.0, 90.0]",32,9.779296875
2025-07-23T09:17:49.980602,53801,python,106.3,3.321875,32,17.05,0.69,90,2025-07-23T09:17:50.084460,82.5,"[45.5, 100.0, 36.4, 100.0, 44.4, 90.0, 40.0, 90.9, 44.4, 81.8, 60.0, 90.9, 50.0, 90.9, 63.6, 90.9, 90.0, 90.9, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 91.7, 100.0, 90.0, 100.0, 100.0, 100.0, 100.0]",32,9.779296875
2025-07-23T09:17:50.585072,53801,python,104.1,3.253125,32,17.66,0.71,90,2025-07-23T09:17:50.686804,85.4,"[22.2, 100.0, 20.0, 100.0, 10.0, 100.0, 20.0, 100.0, 40.0, 90.9, 30.0, 100.0, 50.0, 100.0, 36.4, 100.0, 80.0, 100.0, 100.0, 100.0, 100.0, 90.9, 100.0, 100.0, 100.0, 90.9, 90.0, 100.0, 100.0, 100.0, 100.0, 90.0]",32,9.779296875
2025-07-23T09:17:51.187817,53801,python,103.0,3.21875,32,18.27,0.72,90,2025-07-23T09:17:51.289153,82.0,"[50.0, 90.0, 40.0, 100.0, 33.3, 90.9, 22.2, 100.0, 77.8, 44.4, 45.5, 90.0, 40.0, 100.0, 40.0, 100.0, 100.0, 90.9, 100.0, 90.0, 100.0, 100.0, 90.9, 100.0, 100.0, 100.0, 100.0, 100.0, 90.0, 100.0, 90.9, 100.0]",32,9.77929687522025-07-23T09:17:51.790070,53801,python,106.2,3.31875,32,18.89,0.74,90,2025-07-23T09:17:51.893891,81.6,"[33.3, 100.0, 45.5, 100.0, 44.4, 90.9, 33.3, 100.0, 40.0, 77.8, 40.0, 100.0, 40.0, 100.0, 70.0, 90.0, 90.0, 90.0, 100.0, 100.0, 90.9, 100.0, 90.9, 90.9, 100.0, 90.9, 100.0, 90.9, 100.0, 100.0, 90.0, 100.0]",32,9.779296875
2025-07-23T09:17:52.394857,53801,python,104.1,3.253125,32,19.5,0.76,90,2025-07-23T09:17:52.495733,83.9,"[50.0, 70.0, 33.3, 90.9, 60.0, 80.0, 40.0, 100.0, 66.7, 77.8, 70.0, 81.8, 66.7, 90.0, 100.0, 55.6, 88.9, 100.0, 88.9, 100.0, 100.0, 91.7, 100.0, 100.0, 100.0, 90.0, 100.0, 100.0, 90.0, 100.0, 90.0, 100.0]",32,9.779296875
2025-07-23T09:17:52.996391,53801,python,108.1,3.378125,32,20.13,0.78,90,2025-07-23T09:17:53.097434,82.7,"[22.2, 100.0, 33.3, 80.0, 30.0, 90.0, 30.0, 100.0, 55.6, 100.0, 70.0, 100.0, 30.0, 100.0, 40.0, 100.0, 77.8, 88.9, 100.0, 100.0, 88.9, 100.0, 100.0, 100.0, 90.0, 100.0, 90.0, 100.0, 100.0, 90.9, 100.0, 100.0]",32,11.07861328125
