Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageEpsilon	StdEpsilon	MaxEpsilon	MinEpsilon	QVals	QTargets	LossQ	DeltaLossQ	StopIter
1	-444.7657470703125	204.32031951998803	-1.923526	-817.23456	73.140625	0.22238791740273717	0.3083874088504368	1.0	0.01	0.07834099597530188	-7.023586750030518	219.4046630859375	0.0	0.0
2	-425.2703857421875	223.61698210891765	-68.97842	-1029.1805	72.125	0.22542069205500329	0.30952783845954046	1.0	0.01	0.06589050158884488	-7.345999717712402	207.75442504882812	0.0	0.0
3	-453.3472900390625	264.7610213711603	48.976543	-1147.7001	74.328125	0.21894841302871298	0.30705267089495836	1.0	0.01	0.053814367574337774	-4.4137492179870605	395.806640625	0.0	0.0
4	-405.365234375	245.5016627362226	26.063835	-957.3892	72.546875	0.22415047166753113	0.3090543228725176	1.0	0.01	0.05184296380747195	-7.6686272621154785	359.81524658203125	0.0	0.0
5	-411.66351318359375	236.0381242379078	-84.04957	-1026.7626	73.03125	0.22271042697600327	0.3085103022727539	1.0	0.01	0.04190699976592157	-6.339552879333496	204.58482360839844	0.0	0.0
6	-388.6515808105469	232.2597044527957	19.52478	-992.1708	71.40625	0.22761984671479693	0.31033363988162227	1.0	0.01	0.032169458869294065	-5.068490028381348	46.29866027832031	0.0	0.0
7	-355.5084228515625	222.65672149072887	-58.441372	-840.9959	71.796875	0.22302880557634214	0.31096784068933875	1.0	0.01	0.020034404443973634	-6.341939926147461	202.33258056640625	0.0	0.0
8	-358.6606140136719	263.11175738647637	-31.077162	-1004.35706	73.625	0.22097137503697828	0.3078430588818682	1.0	0.01	0.008289203381169069	-4.759411811828613	187.1442108154297	0.0	0.0
9	-367.39215087890625	250.98345625259844	-79.784615	-884.20703	72.734375	0.22359072203938413	0.3088437607790911	1.0	0.01	-0.0029590978936104182	-6.818353652954102	342.971435546875	0.0	0.0
10	-366.00689697265625	264.6949305332461	-17.47129	-1010.29486	73.078125	0.22257207361498754	0.3084576276929282	1.0	0.01	-0.014860724203761787	-4.5599365234375	53.06590270996094	0.0	0.0
11	-353.5364990234375	268.0885756144786	29.660995	-1007.83484	72.171875	0.22527879197825193	0.30947524413273075	1.0	0.01	-0.02389163908136663	-4.656321048736572	43.02726745605469	0.0	0.0
12	-357.6087646484375	250.95365763672385	-24.4434	-868.67883	73.25	0.22206638428579153	0.30826450689090107	1.0	0.01	-0.036101608540360076	-4.3487958908081055	40.6445198059082	0.0	0.0
13	-388.9026794433594	246.09707339025795	-75.67898	-919.1072	73.734375	0.22065413953410312	0.30772013049520575	1.0	0.01	-0.054567360391422196	-7.152536392211914	360.6968994140625	0.0	0.0
14	-335.46185302734375	213.20085710134938	-75.54917	-924.18567	69.96875	0.23215563782319043	0.3119400989035982	1.0	0.01	-0.06208425158011087	-5.0438127517700195	189.5873565673828	0.0	0.0
15	-431.60809326171875	249.21082471724617	-76.273254	-1005.3402	74.015625	0.2198427291337872	0.307403959201924	1.0	0.01	-0.08423215970986919	-5.793422222137451	65.67129516601562	0.0	0.0
16	-468.1817626953125	244.4177072656562	-70.39045	-1094.3949	76.65625	0.21251859038588136	0.3044375967601304	1.0	0.01	-0.10823285348254853	-7.853964805603027	352.77667236328125	0.0	0.0
17	-356.44781494140625	201.95959914671053	-21.057405	-756.6667	70.46875	0.230556692242676	0.3113822685417337	1.0	0.01	-0.1024231561067884	-5.394730567932129	187.84414672851562	0.0	0.0
18	-474.83709716796875	230.71306753465439	19.818481	-1000.03296	74.3125	0.21899296987392103	0.3070702351180584	1.0	0.01	-0.13463656920606218	-8.661216735839844	371.3086242675781	0.0	0.0
19	-450.845947265625	190.91181292025908	-79.26099	-819.9972	71.328125	0.2278615819748389	0.3104211390881674	1.0	0.01	-0.14489868136941791	-4.718125820159912	36.144371032714844	0.0	0.0
20	-481.0531311035156	215.65574056236017	-101.49253	-1033.2255	73.484375	0.2195009731943172	0.3088665428338467	1.0	0.01	-0.17403137378071784	-8.13922119140625	360.1827087402344	0.0	0.0
21	-489.3544921875	246.3579871092066	0.26305595	-1066.1068	71.953125	0.22594252474847226	0.30972064149793943	1.0	0.01	-0.18844395486091994	-8.885215759277344	366.2781677246094	0.0	0.0
22	-478.95635986328125	233.26482067062747	38.86315	-960.1991	73.84375	0.22033783050628752	0.30759718185830126	1.0	0.01	-0.20390905693640068	-8.884122848510742	366.64886474609375	0.0	0.0
23	-477.45538330078125	203.30448800690553	-30.737469	-982.7967	71.359375	0.22776482345103263	0.3103861386997642	1.0	0.01	-0.21977443640003885	-6.181994438171387	57.891090393066406	0.0	0.0
24	-481.7322082519531	192.5371717357456	-82.67747	-896.767	71.6875	0.2267539971281637	0.310018487960382	1.0	0.01	-0.23318743178741158	-7.019477844238281	206.9420166015625	0.0	0.0
25	-479.78533935546875	175.72204280660125	-84.967964	-883.41077	70.546875	0.23030891495590877	0.31129501960266204	1.0	0.01	-0.25031319770135924	-7.230060577392578	203.18026733398438	0.0	0.0
26	-468.5634765625	211.66361136246354	-4.203563	-1132.2288	70.828125	0.22942157846938632	0.3109806790398813	1.0	0.01	-0.275314826137349	-7.20341157913208	533.49755859375	0.0	0.0
27	-489.453125	173.33536970458454	-91.07595	-860.89185	71.140625	0.22844397089587046	0.31063106744260127	1.0	0.01	-0.29711530638261585	-7.7286224365234375	213.33120727539062	0.0	0.0
28	-477.302978515625	180.72489127988152	-114.19441	-936.3172	70.640625	0.23001234890341035	0.31119025666905975	1.0	0.01	-0.312880179045953	-5.715887546539307	52.22547149658203	0.0	0.0
29	-487.26666259765625	189.98344911465315	-33.909145	-891.28625	73.21875	0.22215817037571667	0.3082996178111687	1.0	0.01	-0.3273497135388495	-4.565853595733643	365.2008361816406	0.0	0.0
30	-465.1776123046875	172.44164547391097	-73.362236	-814.03705	70.34375	0.23095425317393814	0.31152181853939676	1.0	0.01	-0.3400692967693781	-7.029481887817383	207.82911682128906	0.0	0.0
31	-489.95892333984375	208.88543510738128	40.250866	-1067.5548	71.328125	0.2278615819748389	0.3104211390881674	1.0	0.01	-0.37750961483385637	-7.12220573425293	228.04112243652344	0.0	0.0
