timestamp,interval_count,total_count,queue_size,max_queue_size,cpu_percent
2025-08-28T13:26:17.240897,160,160,3.5875,10,0.0
2025-08-28T13:26:17.741138,102,262,4.392156862745098,10,13.7
2025-08-28T13:26:18.241361,60,322,2.1666666666666665,10,10.3
2025-08-28T13:26:18.741559,20,342,3.7,10,11.8
2025-08-28T13:26:19.241832,65,407,3.4153846153846152,10,10.5
2025-08-28T13:26:19.742033,44,451,2.75,10,10.9
2025-08-28T13:26:20.242234,23,474,3.4782608695652173,10,11.6
2025-08-28T13:26:20.742553,20,494,4.6,10,11.4
2025-08-28T13:26:21.242808,79,573,3.8860759493670884,10,11.6
2025-08-28T13:26:21.743056,0,573,9.0,10,9.9
2025-08-28T13:26:22.243377,15,588,2.066666666666667,10,11.8
2025-08-28T13:26:22.743622,10,598,2.6,10,10.5
2025-08-28T13:26:23.243851,10,608,1.1,10,9.3
2025-08-28T13:26:23.744133,0,608,1.0,10,12.4
2025-08-28T13:26:24.244360,83,691,3.566265060240964,10,11.4
2025-08-28T13:26:24.744594,92,783,2.0760869565217392,10,15.6
2025-08-28T13:26:25.244865,35,818,2.5142857142857142,10,11.5
2025-08-28T13:26:25.745120,20,838,3.7,10,12.0
2025-08-28T13:26:26.245361,53,891,2.188679245283019,10,14.2
2025-08-28T13:26:26.745567,52,943,2.3653846153846154,10,11.8
2025-08-28T13:26:27.245781,10,953,5.5,10,11.2
2025-08-28T13:26:27.746033,20,973,5.05,10,11.1
2025-08-28T13:26:28.246270,0,973,9.0,10,14.6
2025-08-28T13:26:28.746582,70,1043,2.8142857142857145,10,13.4
2025-08-28T13:26:29.246822,80,1123,3.775,10,11.1
2025-08-28T13:26:29.747068,10,1133,2.6,10,13.8
2025-08-28T13:26:30.247281,46,1179,2.391304347826087,10,11.4
2025-08-28T13:26:30.747524,50,1229,3.42,10,10.2
2025-08-28T13:26:31.247753,84,1313,2.8214285714285716,10,12.6
2025-08-28T13:26:31.747975,50,1363,3.84,10,10.4
2025-08-28T13:26:32.248208,10,1373,2.5,10,12.1
2025-08-28T13:26:32.748448,101,1474,3.1485148514851486,10,11.0
2025-08-28T13:26:33.248679,0,1474,1.0,10,9.2
2025-08-28T13:26:33.748935,0,1474,1.0,10,11.1
2025-08-28T13:26:34.249130,0,1474,1.0,10,9.7
