process_timestamp,process_pid,process_process_name,process_cpu_percent,process_cpu_times_user,process_cpu_times_system,process_num_threads,system_timestamp,system_cpu_percent,system_cpu_count,system_load_avg_1m
2025-07-18T16:34:34.120092,9347,python,0.0,7.3,0.21,90,2025-07-18T16:34:34.122974,0.0,32,1.21044921875
2025-07-18T16:34:34.625751,9347,python,0.0,7.79,0.23,90,2025-07-18T16:34:34.626229,5.2,32,1.21044921875
2025-07-18T16:34:35.127642,9347,python,0.0,8.31,0.24,90,2025-07-18T16:34:35.127731,5.2,32,1.21044921875
2025-07-18T16:34:35.629558,9347,python,0.0,8.83,0.26,90,2025-07-18T16:34:35.629642,5.8,32,1.21044921875
2025-07-18T16:34:36.131060,9347,python,0.0,9.35,0.27,90,2025-07-18T16:34:36.132514,7.8,32,1.21044921875
2025-07-18T16:34:36.634104,9347,python,0.0,9.87,0.28,90,2025-07-18T16:34:36.635572,6.4,32,1.27392578125
2025-07-18T16:34:37.137877,9347,python,0.0,10.38,0.3,90,2025-07-18T16:34:37.138346,6.3,32,1.27392578125
2025-07-18T16:34:37.639707,9347,python,0.0,10.9,0.31,90,2025-07-18T16:34:37.639796,6.4,32,1.27392578125
2025-07-18T16:34:38.140362,9347,python,0.0,11.41,0.33,90,2025-07-18T16:34:38.140452,4.9,32,1.27392578125
2025-07-18T16:34:38.641886,9347,python,0.0,11.93,0.35,90,2025-07-18T16:34:38.641933,5.0,32,1.27392578125
2025-07-18T16:34:39.142686,9347,python,0.0,12.45,0.36,90,2025-07-18T16:34:39.143233,7.2,32,1.27392578125
2025-07-18T16:34:39.643676,9347,python,0.0,12.96,0.38,90,2025-07-18T16:34:39.643791,5.2,32,1.27392578125
2025-07-18T16:34:40.144854,9347,python,0.0,13.48,0.39,90,2025-07-18T16:34:40.144907,4.8,32,1.27392578125
2025-07-18T16:34:40.645510,9347,python,0.0,14.0,0.41,90,2025-07-18T16:34:40.645565,4.9,32,1.27392578125
2025-07-18T16:34:41.146448,9347,python,0.0,14.51,0.43,90,2025-07-18T16:34:41.146502,4.7,32,1.27392578125
2025-07-18T16:34:41.647293,9347,python,0.0,15.03,0.44,90,2025-07-18T16:34:41.647354,5.6,32,1.251953125
2025-07-18T16:34:42.155675,9347,python,0.0,15.55,0.45,90,2025-07-18T16:34:42.155956,5.0,32,1.251953125
2025-07-18T16:34:42.657095,9347,python,0.0,16.07,0.47,90,2025-07-18T16:34:42.657184,5.7,32,1.251953125
2025-07-18T16:34:43.158433,9347,python,0.0,16.59,0.48,90,2025-07-18T16:34:43.158534,4.5,32,1.251953125
2025-07-18T16:34:43.659252,9347,python,0.0,17.11,0.49,90,2025-07-18T16:34:43.659650,4.8,32,1.251953125
2025-07-18T16:34:44.160296,9347,python,0.0,17.62,0.51,90,2025-07-18T16:34:44.160362,4.7,32,1.251953125
2025-07-18T16:34:44.660909,9347,python,0.0,18.13,0.53,90,2025-07-18T16:34:44.660967,5.3,32,1.251953125
2025-07-18T16:34:45.162791,9347,python,0.0,18.65,0.54,90,2025-07-18T16:34:45.162842,5.0,32,1.251953125
2025-07-18T16:34:45.663635,9347,python,0.0,19.16,0.56,90,2025-07-18T16:34:45.663708,5.1,32,1.251953125
2025-07-18T16:34:46.164315,9347,python,0.0,19.67,0.58,90,2025-07-18T16:34:46.164383,4.8,32,1.2314453125
2025-07-18T16:34:46.665311,9347,python,0.0,20.19,0.59,90,2025-07-18T16:34:46.665863,4.4,32,1.2314453125
2025-07-18T16:34:47.167110,9347,python,0.0,20.7,0.61,90,2025-07-18T16:34:47.167169,4.8,32,1.2314453125
2025-07-18T16:34:47.667600,9347,python,0.0,21.22,0.64,90,2025-07-18T16:34:47.667666,4.7,32,1.2314453125
2025-07-18T16:34:48.168465,9347,python,0.0,21.73,0.65,90,2025-07-18T16:34:48.168532,5.6,32,1.2314453125
