timestamp,interval_count,total_count,queue_size,max_queue_size,cpu_percent
2025-07-28T01:18:04.476280,4,4,1.0,1,0.0
2025-07-28T01:18:04.976714,4,8,1.0,1,27.9
2025-07-28T01:18:05.477329,4,12,1.0,1,27.4
2025-07-28T01:18:05.977910,3,15,1.0,1,27.3
2025-07-28T01:18:06.478526,5,20,1.0,1,27.9
2025-07-28T01:18:06.979091,3,23,1.0,1,27.7
2025-07-28T01:18:07.483770,3,26,1.0,1,28.3
2025-07-28T01:18:07.984408,5,31,1.0,1,27.5
2025-07-28T01:18:08.484871,4,35,1.0,1,27.5
2025-07-28T01:18:08.985406,4,39,1.0,1,27.4
2025-07-28T01:18:09.486243,4,43,1.0,1,27.5
2025-07-28T01:18:09.987037,4,47,1.0,1,28.0
2025-07-28T01:18:10.487573,4,51,1.0,1,28.5
2025-07-28T01:18:10.987973,4,55,1.0,1,28.2
2025-07-28T01:18:11.488413,3,58,1.0,1,27.6
2025-07-28T01:18:11.988860,5,63,1.0,1,27.6
2025-07-28T01:18:12.489227,2,65,1.0,1,27.8
2025-07-28T01:18:12.990598,5,70,1.0,1,28.7
2025-07-28T01:18:13.490995,4,74,1.0,1,29.2
2025-07-28T01:18:13.991810,4,78,1.0,1,29.1
2025-07-28T01:18:14.492546,4,82,1.0,1,27.7
2025-07-28T01:18:14.993249,4,86,1.0,1,27.7
2025-07-28T01:18:15.493731,4,90,1.0,1,29.1
2025-07-28T01:18:15.994126,3,93,1.0,1,27.4
2025-07-28T01:18:16.494486,4,97,1.0,1,28.5
2025-07-28T01:18:16.995415,3,100,1.0,1,27.1
2025-07-28T01:18:17.496002,5,105,1.2,2,27.8
2025-07-28T01:18:17.996790,3,108,1.0,2,28.7
2025-07-28T01:18:18.497162,4,112,1.0,2,27.7
2025-07-28T01:18:18.997666,4,116,1.0,2,28.9
2025-07-28T01:18:19.498107,4,120,1.0,2,29.6
2025-07-28T01:18:19.998681,4,124,1.0,2,29.4
2025-07-28T01:18:20.499257,3,127,1.0,2,28.1
2025-07-28T01:18:21.216327,1,128,1.0,2,5.8
2025-07-28T01:18:21.720427,11,139,1.0833333333333333,2,28.2
2025-07-28T01:18:22.220885,3,142,1.0,2,28.8
2025-07-28T01:18:22.721439,3,145,1.0,2,28.4
2025-07-28T01:18:23.223381,4,149,1.0,2,28.8
2025-07-28T01:18:23.726910,5,154,1.0,2,31.3
2025-07-28T01:18:24.227938,4,158,1.0,2,29.9
2025-07-28T01:18:24.728616,3,161,1.0,2,29.2
2025-07-28T01:18:25.229142,3,164,1.0,2,28.9
2025-07-28T01:18:25.729865,4,168,1.0,2,29.9
2025-07-28T01:18:26.231150,4,172,1.0,2,29.5
2025-07-28T01:18:26.735018,4,176,1.0,2,29.8
2025-07-28T01:18:27.235600,4,180,1.0,2,29.2
2025-07-28T01:18:27.737369,2,182,1.0,2,28.7
2025-07-28T01:18:28.239043,5,187,1.0,2,28.4
2025-07-28T01:18:28.742242,4,191,1.0,2,29.8
2025-07-28T01:18:29.243014,4,195,1.0,2,29.6
2025-07-28T01:18:29.744407,3,198,1.0,2,29.4
2025-07-28T01:18:30.245500,4,202,1.0,2,30.0
2025-07-28T01:18:30.746564,3,205,0.6666666666666666,2,29.3
2025-07-28T01:18:31.247409,4,209,1.0,2,30.0
2025-07-28T01:18:31.748679,4,213,1.0,2,29.3
2025-07-28T01:18:32.249458,4,217,1.0,2,29.4
2025-07-28T01:18:32.750554,4,221,1.0,2,29.5
2025-07-28T01:18:33.252069,2,223,1.0,2,28.9
2025-07-28T01:18:33.752552,4,227,1.0,2,29.3
2025-07-28T01:18:34.253302,3,230,1.0,2,28.6
2025-07-28T01:18:34.753802,4,234,1.0,2,29.6
2025-07-28T01:18:35.254622,4,238,1.0,2,30.4
2025-07-28T01:18:35.755455,4,242,1.0,2,29.9
2025-07-28T01:18:36.256497,3,245,1.0,2,29.1
2025-07-28T01:18:36.757142,3,248,1.0,2,17.9
2025-07-28T01:18:37.257592,4,252,1.0,2,2.6
2025-07-28T01:18:37.758020,4,256,1.0,2,2.6
2025-07-28T01:18:38.258774,3,259,1.0,2,19.3
2025-07-28T01:18:38.759522,4,263,1.25,2,45.1
2025-07-28T01:18:39.263322,4,267,1.0,2,44.6
2025-07-28T01:18:39.764620,4,271,1.0,2,41.5
2025-07-28T01:18:40.266077,4,275,1.0,2,42.1
2025-07-28T01:18:40.767120,3,278,1.0,2,45.0
2025-07-28T01:18:41.268468,3,281,1.0,2,39.1
2025-07-28T01:18:41.778428,5,286,1.0,2,44.8
2025-07-28T01:18:42.287275,4,290,1.0,2,42.4
2025-07-28T01:18:42.788560,2,292,1.0,2,42.1
2025-07-28T01:18:43.289225,5,297,1.0,2,44.4
