timestamp,interval_count,total_count,queue_size,max_queue_size,cpu_percent
2025-09-02T09:10:40.335619,120,120,1.0,1,0.0
2025-09-02T09:10:40.835980,79,199,1.0,1,9.2
2025-09-02T09:10:41.336276,70,269,1.0,1,6.3
2025-09-02T09:10:41.836538,90,359,1.0,1,6.2
2025-09-02T09:10:42.336901,0,359,1.0,1,4.3
2025-09-02T09:10:42.837190,25,384,1.0,1,6.0
2025-09-02T09:10:43.337501,49,433,1.0,1,5.7
2025-09-02T09:10:43.837842,0,433,1.0,1,4.2
2025-09-02T09:10:44.338117,23,456,1.0,1,6.0
2025-09-02T09:10:44.838398,91,547,1.0,1,6.0
2025-09-02T09:10:45.338698,114,661,1.0,1,6.1
2025-09-02T09:10:45.839008,0,661,1.0,1,6.7
2025-09-02T09:10:46.339331,41,702,1.0,1,9.4
2025-09-02T09:10:46.839711,5,707,1.0,1,5.1
2025-09-02T09:10:47.340088,19,726,1.0,1,18.6
2025-09-02T09:10:47.840425,38,764,1.0,1,14.7
2025-09-02T09:10:48.340758,45,809,1.0,1,10.9
2025-09-02T09:10:48.841092,18,827,1.0,1,12.3
2025-09-02T09:10:49.341411,1,828,1.0,1,6.6
2025-09-02T09:10:49.841724,0,828,1.0,1,5.7
2025-09-02T09:10:50.342035,32,860,1.0,1,11.4
2025-09-02T09:10:50.842366,79,939,1.0,1,8.4
2025-09-02T09:10:51.342714,0,939,1.0,1,7.1
2025-09-02T09:10:51.843180,41,980,1.0,1,10.6
2025-09-02T09:10:52.343494,10,990,1.0,1,12.1
2025-09-02T09:10:52.843859,0,990,1.0,1,8.2
2025-09-02T09:10:53.344165,0,990,1.0,1,5.4
2025-09-02T09:10:53.844510,0,990,1.0,1,8.2
2025-09-02T09:10:54.344796,0,990,1.0,1,4.2
2025-09-02T09:10:54.845164,0,990,1.0,1,4.4
2025-09-02T09:10:55.345498,0,990,1.0,1,4.2
2025-09-02T09:10:55.845734,0,990,1.0,1,7.9
2025-09-02T09:10:56.345967,0,990,1.0,1,5.3
2025-09-02T09:10:56.846205,0,990,1.0,1,5.5
2025-09-02T09:10:57.346435,0,990,1.0,1,6.5
2025-09-02T09:10:57.846695,4,994,1.0,1,6.7
2025-09-02T09:10:58.346940,0,994,1.0,1,6.5
2025-09-02T09:10:58.847168,0,994,1.0,1,4.2
2025-09-02T09:10:59.347383,5,999,1.0,1,5.7
2025-09-02T09:10:59.847624,11,1010,1.0,1,10.7
2025-09-02T09:11:00.347885,0,1010,1.0,1,6.1
2025-09-02T09:11:00.848126,0,1010,1.0,1,5.0
2025-09-02T09:11:01.348429,0,1010,1.0,1,4.0
2025-09-02T09:11:01.848642,2,1012,1.0,1,6.7
2025-09-02T09:11:02.348845,6,1018,1.0,1,4.2
2025-09-02T09:11:02.849066,0,1018,1.0,1,4.3
2025-09-02T09:11:03.349282,1,1019,1.0,1,4.1
2025-09-02T09:11:03.849480,3,1022,1.0,1,6.2
2025-09-02T09:11:04.349707,3,1025,1.0,1,4.1
2025-09-02T09:11:04.849928,2,1027,1.0,1,4.5
2025-09-02T09:11:05.350216,0,1027,1.0,1,6.0
2025-09-02T09:11:05.850427,5,1032,1.0,1,4.1
2025-09-02T09:11:06.350632,13,1045,1.0,1,8.4
2025-09-02T09:11:06.850837,50,1095,1.0,1,6.7
2025-09-02T09:11:07.351052,56,1151,1.0,1,7.3
2025-09-02T09:11:07.851276,1,1152,1.0,1,4.3
2025-09-02T09:11:08.351471,41,1193,1.0,1,5.7
2025-09-02T09:11:08.851690,0,1193,1.0,1,4.1
2025-09-02T09:11:09.351881,101,1294,1.0,1,9.6
2025-09-02T09:11:09.852095,5,1299,1.0,1,4.8
2025-09-02T09:11:10.352324,0,1299,1.0,1,4.2
2025-09-02T09:11:10.852558,0,1299,1.0,1,6.3
2025-09-02T09:11:11.352778,0,1299,1.0,1,4.1
2025-09-02T09:11:11.854334,2,1301,1.0,1,5.0
2025-09-02T09:11:12.354549,2,1303,1.0,1,7.9
2025-09-02T09:11:12.854826,1,1304,1.0,1,7.7
2025-09-02T09:11:13.355120,86,1390,1.0,1,6.5
2025-09-02T09:11:13.855345,35,1425,1.0,1,5.2
2025-09-02T09:11:14.355594,47,1472,1.0,1,7.5
2025-09-02T09:11:14.855819,53,1525,1.0,1,5.7
2025-09-02T09:11:15.356051,0,1525,1.0,1,4.2
2025-09-02T09:11:15.856269,0,1525,1.0,1,6.7
2025-09-02T09:11:16.356476,0,1525,1.0,1,4.1
2025-09-02T09:11:16.856694,0,1525,1.0,1,4.4
2025-09-02T09:11:17.356926,0,1525,1.0,1,3.9
2025-09-02T09:11:17.857147,1,1526,1.0,1,6.3
2025-09-02T09:11:18.357369,0,1526,1.0,1,4.1
2025-09-02T09:11:18.857596,0,1526,1.0,1,4.1
2025-09-02T09:11:19.357812,4,1530,1.0,1,4.8
2025-09-02T09:11:19.858040,2,1532,1.0,1,6.1
2025-09-02T09:11:20.358265,1,1533,1.0,1,3.9
2025-09-02T09:11:20.858484,0,1533,1.0,1,4.3
2025-09-02T09:11:21.358711,1,1534,1.0,1,4.0
2025-09-02T09:11:21.858946,0,1534,1.0,1,6.1
2025-09-02T09:11:22.359178,2,1536,1.0,1,4.1
2025-09-02T09:11:22.859423,1,1537,1.0,1,4.4
