Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpLen	StdEpLen	MaxEpLen	MinEpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter
1	-9268.0015625	4177.0479528011165	-1444.638	-13955.803	142.2	20.960915078724497	161.0	103.0	0.12435552148575824	0.019130933387354717	0.15888532	0.09532578	-2.8704786103617153e-08	22779814.0	-0.002756127854809165	-1156.0	0.7035164833068848	-0.00805594865232706	0.2521246373653412	39.0
2	-11262.07578125	4173.654705411074	-5273.5693	-17455.361	150.6	25.24757394749791	177.0	115.0	0.03521522226180622	0.07450067607004844	0.18641306	-0.12747884	0.0022423239424824715	29655210.0	-0.0008670076495036483	-2164.0	0.694487452507019	-0.0023395721800625324	0.08288770169019699	39.0
3	-6898.8921875	2236.706507345119	-3573.9336	-9594.45	134.2	16.998823775944764	155.0	119.0	-0.13011176306922156	0.10754017440787593	0.05596268	-0.36570108	0.0015938947908580303	12433540.0	-0.0032517050858587027	-1471.0	0.6903612613677979	0.01576576568186283	0.012012012302875519	21.0
4	-11498.5515625	3037.055811143417	-7880.2915	-16644.34	163.0	12.328828005937952	177.0	143.0	-0.40879539207175924	0.17596206219547866	-0.16183901	-1.543975	-0.0010294829262420535	27681760.0	-0.003171458374708891	-6144.0	0.7093321084976196	0.00046296295477077365	0.043209876865148544	39.0
5	-4647.525	3213.817916435217	-984.3391	-9741.133	115.4	11.892854587287905	135.0	103.0	-0.7097427794983336	0.34357065031560907	-0.36389542	-2.0058877	0.006603122688829899	7996496.5	-0.011497927829623222	-3002.0	0.6995517611503601	0.0024038462433964014	0.07342657446861267	39.0
6	-7517.91484375	3964.332175789511	-2147.9612	-12613.37	149.0	25.706030420895406	175.0	105.0	-1.429452267208615	0.4710943102614211	-0.78316814	-3.6147995	-0.0015957081923261285	16297004.0	-0.0061994376592338085	-10155.0	0.7059701681137085	-0.008277026936411858	0.06081081181764603	39.0
7	-6118.921875	3537.665218756574	-3319.9353	-12833.06	128.2	21.188675299260687	169.0	113.0	-2.578454359522406	1.0065824165760413	-1.2533756	-5.370372	0.002258759457617998	12658229.0	-0.009770503267645836	-13412.0	0.6870312690734863	0.007272012531757355	0.011006289161741734	39.0
8	-7094.4734375	3003.7327444364955	-3311.1558	-12071.946	134.6	22.032702744656067	171.0	113.0	-4.5931791202750745	1.5283185806143456	-2.187587	-8.886333	-0.003911441657692194	14177490.0	0.013319207355380058	-26144.0	0.6951168179512024	-0.013285928405821323	0.28742516040802	39.0
9	-6915.76640625	2485.848426594027	-3339.3245	-10958.008	137.4	24.146222045332475	169.0	105.0	-7.174260561766862	2.7682253554220906	-3.6259024	-16.304506	0.00980183482170105	12646892.0	-0.007931359112262726	-37380.0	0.6635326147079468	0.006964809261262417	0.043988268822431564	39.0
10	-7619.621875	2988.3671795815185	-2710.78	-11741.017	137.0	19.879637823662684	163.0	107.0	-13.429362936580882	4.455708744767608	-6.613931	-24.632555	-0.0018634620355442166	15090849.0	0.00851142592728138	-61438.0	0.6817857027053833	-0.0012867647456005216	0.0029411765281111	39.0
