timestamp,buffer_len,memory_bytes
2025-07-16T10:06:48.558,1,357512
2025-07-16T10:06:48.690,2,714192
2025-07-16T10:06:48.852,3,1070872
2025-07-16T10:06:48.998,1,357512
2025-07-16T10:06:49.125,2,714192
2025-07-16T10:06:49.277,3,1070872
2025-07-16T10:06:49.441,1,357512
2025-07-16T10:06:49.564,2,714192
2025-07-16T10:06:49.792,3,1070872
2025-07-16T10:06:50.030,1,357512
2025-07-16T10:06:50.166,2,714192
2025-07-16T10:06:50.302,3,1070872
2025-07-16T10:06:50.518,1,357512
2025-07-16T10:06:50.727,2,714192
2025-07-16T10:06:50.948,3,1070872
2025-07-16T10:06:51.081,1,357512
2025-07-16T10:06:51.236,2,714192
2025-07-16T10:06:51.455,3,1070872
2025-07-16T10:06:51.642,1,357512
2025-07-16T10:06:51.765,2,714192
2025-07-16T10:06:51.944,3,1070872
2025-07-16T10:06:52.110,1,357512
2025-07-16T10:06:52.236,2,714192
2025-07-16T10:06:52.407,3,1070872
2025-07-16T10:06:52.569,1,357512
2025-07-16T10:06:52.763,2,714192
2025-07-16T10:06:53.090,3,1070872
2025-07-16T10:06:53.239,1,357512
2025-07-16T10:06:53.354,2,714192
2025-07-16T10:06:53.483,3,1070872
2025-07-16T10:06:53.713,1,357512
2025-07-16T10:06:53.957,2,714192
2025-07-16T10:06:54.101,3,1070872
2025-07-16T10:06:54.256,1,357512
2025-07-16T10:06:54.380,2,714192
2025-07-16T10:06:54.542,3,1070872
2025-07-16T10:06:54.672,1,357512
2025-07-16T10:06:54.868,2,714192
2025-07-16T10:06:54.999,3,1070872
2025-07-16T10:06:55.147,1,357512
2025-07-16T10:06:55.367,2,714192
2025-07-16T10:06:55.495,3,1070872
2025-07-16T10:06:55.696,1,357512
2025-07-16T10:06:55.818,2,714192
2025-07-16T10:06:55.979,3,1070872
2025-07-16T10:06:56.134,1,357512
2025-07-16T10:06:56.267,2,714192
2025-07-16T10:06:56.446,3,1070872
2025-07-16T10:06:56.596,1,357512
2025-07-16T10:06:56.774,2,714192
2025-07-16T10:06:56.893,3,1070872
2025-07-16T10:06:57.056,1,357512
2025-07-16T10:06:57.184,2,714192
2025-07-16T10:06:57.416,3,1070872
2025-07-16T10:06:57.667,1,357512
2025-07-16T10:06:57.861,2,714192
2025-07-16T10:06:58.003,3,1070872
2025-07-16T10:06:58.141,1,357512
2025-07-16T10:06:58.274,2,714192
2025-07-16T10:06:58.500,3,1070872
2025-07-16T10:06:58.646,1,357512
2025-07-16T10:06:58.766,2,714192
2025-07-16T10:06:58.901,3,1070872
2025-07-16T10:06:59.070,1,357512
2025-07-16T10:06:59.191,2,714192
2025-07-16T10:06:59.317,3,1070872
2025-07-16T10:06:59.449,1,357512
2025-07-16T10:06:59.609,2,714192
2025-07-16T10:06:59.810,3,1070872
2025-07-16T10:06:59.954,1,357512
2025-07-16T10:07:00.131,2,714192
2025-07-16T10:07:00.257,3,1070872
2025-07-16T10:07:00.445,1,357512
2025-07-16T10:07:00.571,2,714192
2025-07-16T10:07:00.708,3,1070872
2025-07-16T10:07:00.838,1,357512
2025-07-16T10:07:00.993,2,714192
2025-07-16T10:07:01.125,3,1070872
2025-07-16T10:07:01.267,1,357512
2025-07-16T10:07:01.404,2,714192
2025-07-16T10:07:01.532,3,1070872
2025-07-16T10:07:01.684,1,357512
2025-07-16T10:07:01.838,2,714192
2025-07-16T10:07:01.994,3,1070872
2025-07-16T10:07:02.213,1,357512
2025-07-16T10:07:02.379,2,714192
2025-07-16T10:07:02.611,3,1070872
2025-07-16T10:07:02.744,1,357512
2025-07-16T10:07:02.862,2,714192
2025-07-16T10:07:03.066,3,1070872
2025-07-16T10:07:03.213,1,357512
2025-07-16T10:07:03.332,2,714192
2025-07-16T10:07:03.462,3,1070872
2025-07-16T10:07:03.625,1,357512
2025-07-16T10:07:03.815,2,714192
2025-07-16T10:07:03.971,3,1070872
2025-07-16T10:07:04.166,1,357512
2025-07-16T10:07:04.286,2,714192
2025-07-16T10:07:04.428,3,1070872
2025-07-16T10:07:04.565,1,357512
