Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpLen	StdEpLen	MaxEpLen	MinEpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter
18	19428.7625	2665.301483885078	22847.896	14814.491	501.0	0.0	501.0	501.0	999.5531	210.82042405801198	1379.6034	387.50644	-0.000555297068785876	6260166.5	-0.003891769563779235	-1125549.5	1.376996397972107	-0.004749999847263098	0.15680000185966492	39.0
19	25995.1234375	10358.268272254778	46671.562	19802.25	601.0	199.50037593949543	1000.0	501.0	1279.6929166666666	271.78114724903196	1779.5205	509.3568	0.00020895131456200033	6925336.0	-0.009278398007154465	-1485161.0	1.336397647857666	-0.003874999936670065	0.17866666615009308	39.0
20	23835.8875	2763.4754929255296	27840.725	20825.926	501.0	0.0	501.0	501.0	1607.2378	348.81251353700026	2271.3389	653.5842	-0.0012649446725845337	6721677.5	-0.004513685591518879	-1519328.5	1.3166550397872925	0.008925000205636024	0.15199999511241913	39.0
21	23625.65625	1470.2231123200315	24827.314	20824.502	501.0	0.0	501.0	501.0	2028.1754	422.1481521930423	2816.068	831.265	-0.0007627040613442659	5405214.5	-0.009403673000633717	-1110388.5	1.3099169731140137	0.008174999617040157	0.14000000059604645	39.0
22	26839.0375	2764.867013076759	29851.324	21829.37	501.0	0.0	501.0	501.0	2411.4586	500.8114759068526	3330.1658	1027.6405	-0.0023018214851617813	6205189.5	0.00140299869235605	-1198123.0	1.2813235521316528	-0.0019499999471008778	0.13840000331401825	39.0
23	30852.884375	2619.2270615584284	32871.996	25829.191	501.0	0.0	501.0	501.0	2813.77	609.265209904521	3888.7224	1215.0565	0.0006033397512510419	7566774.5	0.001912310835905373	-1764619.0	1.247774362564087	0.016124999150633812	0.10440000146627426	9.0
24	37633.446875	12759.370015796234	62755.19	28839.734	601.0	200.0	1001.0	501.0	3381.601	711.0083881361738	4602.0347	1421.4299	0.0004971527960151434	7117475.0	-0.004374478943645954	-1408786.5	1.2484421730041504	0.00320833339355886	0.11433333158493042	39.0
25	40236.825	15303.14728413734	70780.31	30844.975	601.0	199.50037593949543	1000.0	501.0	3865.295666666667	823.835090294168	5303.217	1682.9435	-0.0009781992994248867	6841838.5	-0.0023491696920245886	-1328670.0	1.2054144144058228	-0.01152083370834589	0.14300000667572021	39.0
26	52836.975	18470.9463536658	75787.51	33839.168	701.0	244.54120307220214	1001.0	501.0	4386.292857142857	947.4369587772808	6015.332	1945.8282	-0.0008759340271353722	8967568.0	-0.0007649111794307828	-1973051.5	1.1588224172592163	-0.009107142686843872	0.11314285546541214	39.0
27	44252.89375	13323.352851290849	70767.22	35872.887	601.0	199.50037593949543	1000.0	501.0	5020.529333333333	1101.76407395897	6910.264	2217.755	-8.891487232176587e-05	6203459.5	-0.0009541810723021626	-470344.5	1.1310029029846191	0.010937499813735485	0.15666666626930237	39.0
28	47658.85625	18754.051764885367	84812.97	34866.51	601.0	199.50037593949543	1000.0	501.0	5450.788	1165.102488195781	7390.5566	2562.5928	0.0006114629213698208	8079386.5	-0.006597003899514675	-565192.0	1.105305790901184	0.008937500417232513	0.1393333375453949	39.0
29	41275.525	2164.161361821248	43878.086	37851.67	501.0	0.0	501.0	501.0	5876.0888	1238.3379829432674	7866.0547	2781.1375	-0.000650815200060606	7249797.0	-0.007455992978066206	-174923.5	1.080357313156128	-0.0006249999860301614	0.10840000212192535	39.0
30	42688.4625	1609.4838303008826	44906.3	40875.75	501.0	0.0	501.0	501.0	6096.4328	1258.228606255636	8075.9233	3010.4856	-0.0015541698085144162	7894108.0	0.003305867314338684	-237732.0	1.0444769859313965	0.0031500000040978193	0.18559999763965607	39.0
31	42877.340625	3355.67185523257	46895.03	38855.98	501.0	0.0	501.0	501.0	6320.6368	1280.7836800959012	8320.529	3166.4565	0.0026428967248648405	8642132.0	-0.002425108104944229	-125986.0	1.0432785749435425	-0.008925000205636024	0.1728000044822693	39.0
32	44887.975	2618.4551170489826	47895.418	40864.426	501.0	0.0	501.0	501.0	6498.3528	1296.094337307281	8438.8955	3339.6433	-0.0005381893133744597	8747584.0	-0.005152232479304075	-210086.0	1.0006986856460571	0.006525000091642141	0.11680000275373459	39.0
33	53675.1125	15398.962250749237	83801.8	40869.914	601.0	200.0	1001.0	501.0	6668.8133333333335	1310.9045182621044	8646.637	3472.406	-0.0006687164423055947	9298377.0	-0.006567991804331541	-249311.0	0.9772537350654602	0.0007708333432674408	0.08433333039283752	39.0
34	58488.68125	18227.426543535978	94844.13	46897.746	601.0	200.0	1001.0	501.0	6910.718666666667	1360.3446151619082	8916.408	3649.0266	-0.0014128684997558594	9852647.0	0.00031698797829449177	-657495.0	0.9458373188972473	0.0037291666958481073	0.09566666930913925	39.0
35	56473.725	18811.269473376855	93828.09	42850.906	601.0	200.0	1001.0	501.0	7363.530666666667	1407.6885716189738	9478.245	3854.3452	0.0002771523722913116	9442416.0	0.00046947223017923534	-118335.0	0.9355912208557129	0.002166666556149721	0.070333331823349	39.0
36	59688.15625	20087.36884711385	99835.13	48892.883	601.0	200.0	1001.0	501.0	7538.417333333334	1407.5461692842146	9510.255	4186.283	-0.0001161867767223157	8948190.0	0.0013569609727710485	-319793.0	0.9136899709701538	0.0016666667070239782	0.10733333230018616	39.0
37	49896.790625	1793.6077609109523	52899.645	47889.33	501.0	0.0	501.0	501.0	7789.0592	1431.391441639917	9813.475	4321.8584	0.00037256890209391713	9759412.0	-4.2228319216519594e-05	-199315.0	0.9048916101455688	0.00022499999613501132	0.05000000074505806	39.0
