timestamp,steps_per_sec
2025-07-28T00:39:40.706160,262.1
2025-07-28T00:39:41.885326,237.5
2025-07-28T00:39:42.985502,235.9
2025-07-28T00:39:43.901364,245.4
2025-07-28T00:39:45.239960,232.3
2025-07-28T00:39:46.929454,213.3
2025-07-28T00:39:47.892449,219.5
2025-07-28T00:39:48.769820,226.5
2025-07-28T00:39:49.535859,234.9
2025-07-28T00:39:50.683233,233.7
2025-07-28T00:39:51.537879,238.5
2025-07-28T00:39:52.587790,238.9
2025-07-28T00:39:53.526602,237.9
2025-07-28T00:39:54.448770,240.4
2025-07-28T00:39:55.335462,243.1
2025-07-28T00:39:56.228874,248.3
2025-07-28T00:39:57.606378,243.4
2025-07-28T00:39:58.828593,241.3
2025-07-28T00:40:00.021616,239.7
2025-07-28T00:40:01.640923,233.7
2025-07-28T00:40:02.547273,235.6
2025-07-28T00:40:03.509068,236.8
2025-07-28T00:40:04.397105,238.7
2025-07-28T00:40:05.383549,239.5
2025-07-28T00:40:06.834006,236.1
2025-07-28T00:40:07.774997,237.3
2025-07-28T00:40:08.710081,238.5
2025-07-28T00:40:09.676320,239.4
2025-07-28T00:40:11.156565,236.2
2025-07-28T00:40:12.078864,237.4
2025-07-28T00:40:12.973013,238.7
2025-07-28T00:40:13.743310,240.8
2025-07-28T00:40:14.610993,242.2
2025-07-28T00:40:15.831024,241.1
2025-07-28T00:40:16.707676,242.3
2025-07-28T00:40:18.181213,236.6
2025-07-28T00:40:19.070732,237.7
2025-07-28T00:40:19.939139,239.0
2025-07-28T00:40:20.793699,240.2
2025-07-28T00:40:21.875611,240.1
2025-07-28T00:40:23.151096,240.7
2025-07-28T00:40:24.085294,239.7
2025-07-28T00:40:25.685081,238.5
2025-07-28T00:40:27.383853,235.4
2025-07-28T00:40:28.369918,235.9
2025-07-28T00:40:29.527447,235.6
2025-07-28T00:40:30.783213,234.8
2025-07-28T00:40:31.625658,235.9
2025-07-28T00:40:32.917649,235.0
2025-07-28T00:40:34.499006,232.9
2025-07-28T00:40:35.932382,231.5
2025-07-28T00:40:37.173923,231.0
2025-07-28T00:40:38.082055,231.8
2025-07-28T00:40:38.888851,232.9
2025-07-28T00:40:39.794650,233.7
2025-07-28T00:40:40.600505,234.8
2025-07-28T00:40:41.699772,234.7
2025-07-28T00:40:42.579499,235.5
2025-07-28T00:40:43.842175,235.1
2025-07-28T00:40:44.782546,235.6
2025-07-28T00:40:45.936373,235.4
2025-07-28T00:40:46.963141,235.6
2025-07-28T00:40:48.219494,235.0
2025-07-28T00:40:49.142405,235.4
2025-07-28T00:40:50.424925,234.7
2025-07-28T00:40:51.666302,234.3
2025-07-28T00:40:53.001014,233.5
2025-07-28T00:40:53.888311,234.1
2025-07-28T00:40:54.758381,234.8
2025-07-28T00:40:55.681896,235.3
2025-07-28T00:40:56.631356,235.8
2025-07-28T00:40:57.544879,236.3
2025-07-28T00:40:58.531020,236.8
2025-07-28T00:40:59.646279,236.7
2025-07-28T00:41:00.635573,236.9
2025-07-28T00:41:01.548341,237.4
2025-07-28T00:41:02.453635,237.7
2025-07-28T00:41:03.865526,237.0
2025-07-28T00:41:04.655592,237.8
2025-07-28T00:41:06.142284,236.6
2025-07-28T00:41:07.000362,237.2
2025-07-28T00:41:07.909433,237.7
2025-07-28T00:41:08.796555,238.2
2025-07-28T00:41:09.667291,238.8
2025-07-28T00:41:11.451500,236.9
2025-07-28T00:41:12.360020,237.3
2025-07-28T00:41:13.312503,237.7
2025-07-28T00:41:14.043328,238.5
2025-07-28T00:41:14.903869,239.4
2025-07-28T00:41:16.387948,238.0
2025-07-28T00:41:17.645580,237.6
2025-07-28T00:41:18.897109,237.2
2025-07-28T00:41:20.043132,236.9
2025-07-28T00:41:20.901373,237.4
2025-07-28T00:41:21.772140,237.9
2025-07-28T00:41:22.403661,238.9
2025-07-28T00:41:23.050940,239.9
2025-07-28T00:41:23.611691,241.1
2025-07-28T00:41:24.461618,241.5
2025-07-28T00:41:25.005918,242.7
