process_timestamp,process_pid,process_process_name,process_cpu_percent,process_cpu_times_user,process_cpu_times_system,process_num_threads,system_timestamp,system_cpu_percent,system_cpu_count,system_load_avg_1m
2025-07-18T17:07:42.542873,12928,python,0.0,7.27,0.19,90,2025-07-18T17:07:42.542941,0.0,32,0.3154296875
2025-07-18T17:07:43.044617,12928,python,105.6,7.78,0.21,90,2025-07-18T17:07:43.044748,12.7,32,0.3154296875
2025-07-18T17:07:43.546873,12928,python,107.5,8.3,0.23,90,2025-07-18T17:07:43.548356,7.3,32,0.3154296875
2025-07-18T17:07:44.049141,12928,python,105.5,8.82,0.24,90,2025-07-18T17:07:44.049206,6.9,32,0.3154296875
2025-07-18T17:07:44.552044,12928,python,103.4,9.33,0.25,90,2025-07-18T17:07:44.552110,7.2,32,0.3154296875
2025-07-18T17:07:45.055372,12928,python,105.6,9.85,0.26,90,2025-07-18T17:07:45.055438,6.8,32,0.3154296875
2025-07-18T17:07:45.558472,12928,python,97.1,10.33,0.27,90,2025-07-18T17:07:45.558542,4.5,32,0.3154296875
2025-07-18T17:07:46.060862,12928,python,105.5,10.84,0.29,90,2025-07-18T17:07:46.060929,4.4,32,0.3154296875
2025-07-18T17:07:46.562805,12928,python,105.6,11.36,0.3,90,2025-07-18T17:07:46.562841,4.7,32,0.37060546875
2025-07-18T17:07:47.064530,12928,python,105.9,11.87,0.32,90,2025-07-18T17:07:47.064585,4.3,32,0.37060546875
2025-07-18T17:07:47.565424,12928,python,105.5,12.39,0.33,90,2025-07-18T17:07:47.565529,4.4,32,0.37060546875
2025-07-18T17:07:48.066220,12928,python,105.8,12.91,0.34,90,2025-07-18T17:07:48.066623,4.2,32,0.37060546875
2025-07-18T17:07:48.567166,12928,python,105.8,13.42,0.36,90,2025-07-18T17:07:48.567225,4.7,32,0.37060546875
2025-07-18T17:07:49.068024,12928,python,103.9,13.93,0.37,90,2025-07-18T17:07:49.068093,4.2,32,0.37060546875
2025-07-18T17:07:49.568854,12928,python,105.8,14.44,0.39,90,2025-07-18T17:07:49.568915,4.4,32,0.37060546875
2025-07-18T17:07:50.069571,12928,python,105.8,14.96,0.4,90,2025-07-18T17:07:50.069639,4.5,32,0.37060546875
2025-07-18T17:07:50.570401,12928,python,107.8,15.47,0.43,90,2025-07-18T17:07:50.570461,4.6,32,0.37060546875
2025-07-18T17:07:51.071393,12928,python,105.9,15.99,0.44,90,2025-07-18T17:07:51.071667,4.5,32,0.37060546875
2025-07-18T17:07:51.572655,12928,python,103.6,16.5,0.45,90,2025-07-18T17:07:51.574052,4.4,32,0.42138671875
2025-07-18T17:07:52.074432,12928,python,105.6,17.02,0.46,90,2025-07-18T17:07:52.074490,4.5,32,0.42138671875
2025-07-18T17:07:52.575359,12928,python,105.8,17.53,0.48,90,2025-07-18T17:07:52.575418,4.4,32,0.42138671875
2025-07-18T17:07:53.076198,12928,python,107.8,18.05,0.5,90,2025-07-18T17:07:53.076561,5.6,32,0.42138671875
2025-07-18T17:07:53.577422,12928,python,105.8,18.57,0.51,90,2025-07-18T17:07:53.577486,5.4,32,0.42138671875
2025-07-18T17:07:54.079434,12928,python,107.5,19.09,0.53,90,2025-07-18T17:07:54.079483,4.4,32,0.42138671875
2025-07-18T17:07:54.581403,12928,python,105.6,19.61,0.54,90,2025-07-18T17:07:54.581456,4.6,32,0.42138671875
2025-07-18T17:07:55.082167,12928,python,105.9,20.13,0.55,90,2025-07-18T17:07:55.082227,4.4,32,0.42138671875
2025-07-18T17:07:55.582960,12928,python,107.8,20.65,0.57,90,2025-07-18T17:07:55.583014,4.7,32,0.42138671875
2025-07-18T17:07:56.084805,12928,python,103.6,21.16,0.58,90,2025-07-18T17:07:56.084860,4.6,32,0.42138671875
2025-07-18T17:07:56.585644,12928,python,105.9,21.68,0.59,90,2025-07-18T17:07:56.585698,4.6,32,0.4677734375
2025-07-18T17:07:57.086349,12928,python,105.8,22.19,0.61,90,2025-07-18T17:07:57.086695,4.5,32,0.4677734375
2025-07-18T17:07:57.587441,12928,python,107.8,22.71,0.63,90,2025-07-18T17:07:57.587508,4.5,32,0.4677734375
2025-07-18T17:07:58.095767,12928,python,104.3,23.22,0.65,90,2025-07-18T17:07:58.095873,3.9,32,0.4677734375
