process_timestamp,process_pid,process_process_name,process_cpu_percent,process_cpu_percent_per_core,process_logical_cpu_count,process_cpu_times_user,process_cpu_times_system,process_num_threads,system_timestamp,system_cpu_percent,system_cpu_percent_per_core,system_cpu_count,system_load_avg_1m
2025-07-23T08:58:57.967398,42442,python,0.0,0.0,32,6.71,0.32,90,2025-07-23T08:58:58.075296,0.0,"[20.0, 90.0, 18.2, 100.0, 88.9, 20.0, 0.0, 90.9, 100.0, 0.0, 10.0, 100.0, 10.0, 100.0, 0.0, 100.0, 55.6, 20.0, 100.0, 63.6, 70.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 88.9, 66.7]",32,11.2929687522025-07-23T08:58:58.576805,42442,python,97.7,3.053125,32,7.28,0.35,90,2025-07-23T08:58:58.687776,79.4,"[80.0, 100.0, 70.0, 100.0, 72.7, 100.0, 70.0, 100.0, 70.0, 100.0, 63.6, 100.0, 100.0, 63.6, 100.0, 70.0, 80.0, 72.7, 77.8, 90.9, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",32,11.29296875202025-07-23T08:58:59.188335,42442,python,93.2,2.9125,32,7.82,0.38,90,2025-07-23T08:58:59.290468,77.9,"[88.9, 100.0, 80.0, 100.0, 81.8, 100.0, 100.0, 81.8, 80.0, 100.0, 80.0, 100.0, 80.0, 100.0, 77.8, 100.0, 80.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 88.9, 90.9, 100.0, 100.0, 100.0, 100.0, 100.0]",32,11.29296875202025-07-23T08:58:59.798254,42442,python,86.9,2.715625,32,8.32,0.41,90,2025-07-23T08:58:59.899458,86.5,"[90.9, 90.0, 90.0, 81.8, 90.0, 100.0, 100.0, 90.0, 100.0, 100.0, 80.0, 88.9, 100.0, 81.8, 88.9, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",32,11.29296875
2025-07-23T08:59:00.402222,42442,python,96.0,3.0,32,8.89,0.42,90,2025-07-23T08:59:00.505228,76.2,"[27.3, 100.0, 22.2, 30.0, 30.0, 60.0, 10.0, 100.0, 0.0, 100.0, 0.0, 100.0, 20.0, 100.0, 9.1, 100.0, 33.3, 80.0, 80.0, 60.0, 100.0, 100.0, 90.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",32,11.29296875
2025-07-23T08:59:01.006181,42442,python,104.4,3.2625,32,9.5,0.44,90,2025-07-23T08:59:01.107488,71.7,"[20.0, 100.0, 30.0, 100.0, 72.7, 10.0, 30.0, 60.0, 20.0, 88.9, 11.1, 100.0, 10.0, 100.0, 10.0, 90.9, 62.5, 80.0, 70.0, 100.0, 90.0, 100.0, 100.0, 72.7, 100.0, 90.0, 100.0, 100.0, 100.0, 90.0, 100.0, 100.0]",32,11.29296875
2025-07-23T08:59:01.608230,42442,python,102.9,3.215625,32,10.11,0.45,90,2025-07-23T08:59:01.709278,72.3,"[22.2, 80.0, 30.0, 77.8, 33.3, 80.0, 11.1, 90.0, 20.0, 90.0, 20.0, 90.0, 30.0, 100.0, 66.7, 40.0, 70.0, 70.0, 100.0, 90.0, 90.0, 100.0, 100.0, 88.9, 90.9, 100.0, 100.0, 100.0, 100.0, 80.0, 100.0, 100.0]",32,11.29296875
2025-07-23T08:59:02.209926,42442,python,109.7,3.428125,32,10.73,0.49,90,2025-07-23T08:59:02.311565,72.8,"[30.0, 90.0, 22.2, 70.0, 40.0, 63.6, 40.0, 70.0, 30.0, 66.7, 11.1, 90.0, 18.2, 100.0, 10.0, 100.0, 66.7, 72.7, 90.0, 100.0, 90.0, 100.0, 100.0, 90.0, 90.0, 100.0, 100.0, 90.0, 90.0, 100.0, 100.0, 100.0]",32,11.29296875
2025-07-23T08:59:02.812612,42442,python,104.6,3.26875,32,11.35,0.5,90,2025-07-23T08:59:02.913681,72.8,"[50.0, 12.5, 10.0, 100.0, 20.0, 70.0, 40.0, 60.0, 0.0, 100.0, 9.1, 100.0, 9.1, 100.0, 11.1, 91.7, 54.5, 40.0, 90.9, 100.0, 100.0, 90.9, 66.7, 100.0, 100.0, 100.0, 100.0, 100.0, 90.9, 100.0, 100.0, 100.0]",32,12.0703125
2025-07-23T08:59:03.414701,42442,python,106.2,3.31875,32,11.97,0.52,90,2025-07-23T08:59:03.516028,71.9,"[30.0, 100.0, 20.0, 100.0, 22.2, 81.8, 20.0, 100.0, 20.0, 90.9, 10.0, 100.0, 11.1, 100.0, 10.0, 100.0, 77.8, 63.6, 66.7, 63.6, 100.0, 100.0, 88.9, 100.0, 100.0, 100.0, 100.0, 81.8, 80.0, 100.0, 100.0, 100.0]",32,12.0703125
2025-07-23T08:59:04.016521,42442,python,108.0,3.375,32,12.59,0.55,90,2025-07-23T08:59:04.117412,73.0,"[50.0, 54.5, 22.2, 100.0, 30.0, 90.0, 10.0, 100.0, 9.1, 100.0, 0.0, 100.0, 77.8, 30.0, 0.0, 100.0, 60.0, 60.0, 88.9, 90.0, 63.6, 90.0, 100.0, 100.0, 60.0, 100.0, 100.0, 100.0, 90.0, 100.0, 100.0, 90.0]",32,12.0703125
2025-07-23T2025-07-23T08:59:04.605321,42409,python,104.6,3.26875,32,13.15,0.64,90,2025-07-23T08:59:04.729196,71.9,"[54.5, 81.8, 18.2, 100.0, 30.0, 100.0, 20.0, 100.0, 27.3, 81.8, 27.3, 91.7, 20.0, 90.0, 40.0, 90.9, 80.0, 63.6, 90.0, 100.0, 100.0, 100.0, 80.0, 81.8, 100.0, 90.9, 100.0, 83.3, 100.0, 70.0, 100.0, 100.0]",32,2025-07-23T02025-07-23T08:59:05.229653,42409,python,107.3,3.353125,32,13.8,0.66,90,2025-07-23T08:59:05.333016,72.9,"[20.0, 100.0, 11.1, 100.0, 18.2, 100.0, 10.0, 90.9, 9.1, 100.0, 27.3, 100.0, 0.0, 100.0, 20.0, 100.0, 100.0, 66.7, 100.0, 80.0, 90.0, 100.0, 100.0, 100.0, 100.0, 90.0, 54.5, 45.5, 100.0, 100.0, 100.0, 100.0]",322025-07-23T08:59:05.825469,42442,python,104.2,3.25625,32,14.45,0.61,90,2025-07-23T08:59:05.942288,72.0,"[33.3, 91.7, 27.3, 100.0, 27.3, 90.9, 36.4, 75.0, 9.1, 92.3, 50.0, 27.3, 20.0, 90.9, 10.0, 90.9, 54.5, 80.0, 100.0, 100.0, 100.0, 90.0, 100.0, 60.0, 100.0, 100.0, 100.0, 83.3, 100.0, 100.0, 54.5, 100.0]",32,12.0703125
2025-07-23T08:59:06.442892,42442,python,105.3,3.290625,32,15.07,0.64,90,2025-07-23T08:59:06.544327,72.3,"[40.0, 90.9, 22.2, 70.0, 30.0, 80.0, 10.0, 100.0, 36.4, 80.0, 11.1, 100.0, 10.0, 90.0, 22.2, 100.0, 80.0, 90.9, 70.0, 70.0, 90.0, 100.0, 100.0, 72.7, 90.0, 60.0, 100.0, 100.0, 88.9, 100.0, 100.0, 100.0]",32,12.0703125
2025-07-23T08:59:07.045652,42442,python,106.3,3.321875,32,15.7,0.66,90,2025-07-23T08:59:07.146670,72.3,"[30.0, 90.9, 33.3, 100.0, 20.0, 100.0, 33.3, 66.7, 10.0, 100.0, 20.0, 72.7, 10.0, 63.6, 20.0, 90.0, 60.0, 80.0, 100.0, 100.0, 100.0, 100.0, 88.9, 88.9, 90.0, 100.0, 77.8, 100.0, 100.0, 100.0, 100.0, 90.9]",32,12.0703125
