Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpLen	StdEpLen	MaxEpLen	MinEpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter
1	2200.2232421875	1012.4616535948411	3800.953	813.94885	501.0	0.0	501.0	501.0	-0.296546435546875	0.014643044254556276	-0.26528883	-0.34324965	-2.8228759774151513e-08	300656.5	-0.007355120033025742	-77.53125	1.6132358312606812	-0.003650000086054206	0.14560000598430634	39.0
2	795.383544921875	636.7113160608974	1800.5399	-212.52301	501.0	0.0	501.0	501.0	-0.238818115234375	0.053485218180753205	-0.17321338	-0.34324965	-0.0006506814970634878	80543.9140625	0.0007183353300206363	-7.578125	1.6044502258300781	-0.006825000047683716	0.2476000040769577	39.0
3	4811.48203125	1099.806983065665	6819.268	3789.6506	501.0	0.0	501.0	501.0	-0.17455888671875	0.01720855810035549	-0.13130979	-0.22969007	0.0010155149502679706	995424.5625	-0.007265869062393904	-194.125	1.5900757312774658	0.015049999579787254	0.03480000048875809	4.0
4	4388.0328125	1017.5490651560739	5796.9287	2800.5515	501.0	0.0	501.0	501.0	-0.05661390380859375	0.03869860286112821	-0.01089789	-0.18185243	-0.0008761779754422605	797827.0	-0.0018605354707688093	-490.4375	1.6064666509628296	-0.015350000001490116	0.2863999903202057	39.0
5	4814.8125	1086.0379827611923	6797.5874	3815.9807	501.0	0.0	501.0	501.0	0.1718072509765625	0.16171258857525886	0.40407073	-0.064049415	0.0009811708005145192	947330.875	-0.0046743121929466724	-1513.0625	1.5755735635757446	0.01510000042617321	0.23360000550746918	14.0
6	5600.0546875	1170.6793326953373	6820.3335	3779.2878	501.0	0.0	501.0	501.0	1.03549921875	0.36743738172944174	1.572651	0.19260357	-0.0007350759697146714	1170996.375	-0.003398298053070903	-3754.875	1.5829989910125732	0.000699999975040555	0.19920000433921814	39.0
7	7195.790625	1184.0503789957588	8783.4	5811.677	501.0	0.0	501.0	501.0	2.5630419921875	1.0206306452691394	4.208804	0.8771381	0.00045412121107801795	1755554.625	0.0001520112855359912	-10163.875	1.5620187520980835	-0.008024999871850014	0.14159999787807465	39.0
8	5797.715625	1551.03442901826	8797.66	4772.3193	501.0	0.0	501.0	501.0	6.20005078125	2.1794148799046957	9.742082	2.551775	-0.0021941123995929956	1303564.125	-0.002873210469260812	-12227.75	1.547271728515625	-0.001025000005029142	0.1728000044822693	39.0
9	8196.2703125	1496.2876728757742	9795.734	5793.8	501.0	0.0	501.0	501.0	12.11162265625	3.391041737062521	17.895292	5.7591066	-0.000737761496566236	2152477.5	-0.004681426100432873	-31683.0	1.5278593301773071	0.008925000205636024	0.22040000557899475	39.0
10	9204.4046875	802.1249279258188	10808.575	8792.474	501.0	0.0	501.0	501.0	22.715796875	6.3489721116886315	33.338284	11.083449	-0.00022300853743217885	2589561.75	0.002002744935452938	-56969.0	1.5158272981643677	-0.003074999898672104	0.1395999938249588	39.0
11	10804.1984375	1902.3362478804845	13814.747	8780.494	501.0	0.0	501.0	501.0	40.0039	10.136758912492692	57.84172	22.059017	-0.00014792499132454395	3167306.25	-0.004681267775595188	-89824.5	1.4908007383346558	0.013949999585747719	0.28760001063346863	39.0
12	10390.75	799.1855228919003	11784.679	9775.349	501.0	0.0	501.0	501.0	65.28241875	14.914417521311384	93.01467	33.934525	-0.0013628484448418021	3069367.75	-0.004700175020843744	-112293.75	1.471883773803711	0.0007750000222586095	0.11999999731779099	39.0
13	13810.059375	1792.4505014086162	16807.924	11806.903	501.0	0.0	501.0	501.0	99.90254375	20.17993310197038	138.55759	53.512104	-0.0010217624949291348	5156350.5	-0.0036307149566709995	-214455.5	1.4535624980926514	-0.007849999703466892	0.2152000069618225	39.0
14	12388.69375	2065.9574051756244	15795.541	10767.529	501.0	0.0	501.0	501.0	147.0969	29.956541856496052	206.7855	79.597885	-0.0033129036892205477	4152795.5	-0.0017299840692430735	-223712.75	1.4215255975723267	0.003000000026077032	0.18000000715255737	39.0
15	14191.509375	1024.8318886529635	15809.66	12786.356	501.0	0.0	501.0	501.0	208.423325	37.26422412985409	286.6133	116.53198	0.0008352210861630738	5132858.0	-0.008800884708762169	-339078.0	1.4009939432144165	-0.0027000000700354576	0.10320000350475311	39.0
16	15193.1703125	1625.8970447110112	16802.623	12792.521	501.0	0.0	501.0	501.0	283.929025	50.13606486352913	391.0239	160.03116	-0.0037828453350812197	5247808.5	-0.003912872634828091	-393892.5	1.3793799877166748	-0.004350000061094761	0.10239999741315842	39.0
17	15989.525	1180.3644352487074	16821.906	13763.033	501.0	0.0	501.0	501.0	378.20605	62.05623256369984	515.15564	218.23819	-0.00013880863843951374	5525572.0	-0.00027220870833843946	-476249.0	1.357994794845581	0.005024999845772982	0.1316000074148178	39.0
18	15185.115625	1364.9387532046997	16798.816	12773.8955	501.0	0.0	501.0	501.0	489.936	76.60754270957919	663.3191	288.63876	-0.0006892490200698376	4633636.0	-0.007807284127920866	-490901.75	1.3306711912155151	-0.004124999977648258	0.16359999775886536	39.0
19	16990.7046875	2049.2088229363058	19817.416	14783.947	501.0	0.0	501.0	501.0	613.0062	90.50946027902278	829.71564	406.59732	-0.003775751916691661	4936551.0	-0.00033747381530702114	-583166.5	1.30135977268219	0.0008999999845400453	0.11919999867677689	39.0
20	16782.671875	900.8988289480678	17794.908	15765.154	501.0	0.0	501.0	501.0	763.5113	107.29934948544656	1018.53546	502.49118	-0.00019354229152668267	4582963.0	-0.00287797162309289	-623947.5	1.283022403717041	0.006225000135600567	0.10360000282526016	39.0
21	16373.66875	1507.8953544593205	18801.152	14762.565	501.2	0.400000017881393	502.0	501.0	925.7387045181928	124.30249054760513	1230.484	572.92664	-0.00044377887388691306	3750751.5	-0.006066835485398769	-578710.25	1.268908143043518	-0.006447420921176672	0.10275889933109283	39.0
22	18588.0421875	1488.896369798785	19811.584	16760.285	501.0	0.0	501.0	501.0	1103.7113	139.83651025393905	1453.7059	758.2714	-0.0019700205884873867	4415984.5	-0.0012619011104106903	-689410.0	1.227879285812378	0.006074999924749136	0.10080000013113022	39.0
23	19792.21875	901.7477197087886	20799.72	18778.725	501.4	0.48989795829003324	502.0	501.0	1302.349520383693	160.68384039084268	1711.1743	894.9327	-0.00014388866838999093	4813544.5	0.0020042150281369686	-838241.0	1.2196346521377563	-0.006319943815469742	0.13509193062782288	39.0
