Wall time,Step,Value
1754403680.492742,139,-643.9349975585938
1754403681.0174615,140,-640.1575927734375
1754403681.5211174,141,-636.5623779296875
1754403682.0448017,142,-632.9027099609375
1754403682.5484056,143,-628.9644775390625
1754403683.0725815,144,-625.6155395507812
1754403683.5963938,145,-622.0939331054688
1754403684.1205769,146,-618.7799072265625
1754403684.6450691,147,-615.2827758789062
1754403685.1685984,148,-612.0584106445312
1754403685.691759,149,-609.0325927734375
1754403686.1957266,150,-604.3331298828125
1754403686.6994102,151,-600.0866088867188
1754403687.226427,152,-595.429443359375
1754403687.7517443,153,-590.0335693359375
1754403688.255344,154,-585.6334838867188
1754403688.7592082,155,-581.6339721679688
1754403689.263069,156,-577.892822265625
1754403689.7670484,157,-575.416259765625
1754403690.289983,158,-571.7453002929688
1754403690.7941668,159,-569.4420166015625
1754403691.3181102,160,-567.0775146484375
1754403691.8421173,161,-563.6869506835938
1754403692.3661244,162,-559.4445190429688
1754403692.889876,163,-555.91162109375
1754403693.4132242,164,-553.6262817382812
1754403693.9389653,165,-551.4494018554688
1754403694.4428515,166,-550.0338745117188
1754403694.9466078,167,-548.1256713867188
1754403695.4743438,168,-546.7930297851562
1754403696.0024014,169,-545.17041015625
1754403696.5067546,170,-543.8125610351562
1754403697.0330102,171,-542.388916015625
1754403697.561171,172,-540.2721557617188
1754403698.0881681,173,-538.5928955078125
1754403698.6170778,174,-537.068603515625
1754403699.1218033,175,-535.7540283203125
1754403699.650755,176,-534.81201171875
1754403700.1553082,177,-533.5159301757812
1754403700.68349,178,-532.4326171875
1754403701.2112918,179,-530.9813232421875
1754403701.717606,180,-529.616455078125
1754403702.2465324,181,-528.4125366210938
1754403702.772688,182,-526.3981323242188
1754403703.2993472,183,-523.44775390625
1754403703.804538,184,-521.1336059570312
1754403704.3311138,185,-519.3330688476562
1754403704.857124,186,-518.3120727539062
1754403705.3831525,187,-516.7429809570312
1754403705.9118268,188,-514.7854614257812
1754403706.4382582,189,-513.4155883789062
1754403706.9642673,190,-512.0789184570312
1754403707.4924524,191,-510.16796875
1754403707.9965956,192,-508.7644348144531
1754403708.5233836,193,-508.0165100097656
1754403709.0509071,194,-506.9318542480469
1754403709.5555263,195,-505.9996032714844
1754403710.0599866,196,-504.2559509277344
1754403710.5648012,197,-502.6667785644531
1754403711.0697966,198,-501.14398193359375
1754403711.5979633,199,-499.4765319824219
1754403712.1028416,200,-497.48681640625
1754403712.6311991,201,-495.7389221191406
1754403713.1594217,202,-494.1807556152344
1754403713.6881557,203,-492.22174072265625
1754403714.2161133,204,-493.91265869140625
1754403714.7443678,205,-495.8726806640625
1754403715.2734063,206,-521.3275146484375
1754403715.7781007,207,-534.2919311523438
1754403716.2828994,208,-545.2678833007812
1754403716.8098469,209,-556.0123291015625
1754403717.3362663,210,-579.0304565429688
1754403717.8624327,211,-618.0596923828125
1754403718.3666086,212,-652.9368286132812
1754403718.8714678,213,-675.8209228515625
1754403719.3764067,214,-696.8698120117188
1754403719.8810682,215,-721.5120239257812
1754403720.4073265,216,-743.8572387695312
1754403720.9338562,217,-785.8170776367188
1754403721.4605727,218,-815.6551513671875
1754403721.987405,219,-828.8019409179688
1754403722.5130494,220,-833.0440063476562
1754403723.0177028,221,-829.0881958007812
1754403723.52329,222,-823.505126953125
1754403724.0513482,223,-819.6158447265625
1754403724.5561965,224,-818.7551879882812
1754403725.0613048,225,-814.7213134765625
1754403725.5668783,226,-810.765380859375
1754403726.095112,227,-806.6519775390625
1754403726.6240332,228,-801.9786376953125
1754403727.1509042,229,-798.434326171875
1754403727.6791043,230,-795.8180541992188
1754403728.184385,231,-793.13525390625
1754403728.7121005,232,-790.9912719726562
1754403729.2402945,233,-787.5819091796875
1754403729.745179,234,-784.7872314453125
1754403730.2745004,235,-780.239990234375
1754403730.7791045,236,-777.0374755859375
1754403731.28458,237,-774.310546875
1754403731.7901812,238,-771.3724975585938
1754403732.318233,239,-768.1507568359375
1754403732.8445284,240,-765.8203125
1754403733.3493283,241,-763.593017578125
1754403733.8760679,242,-761.2715454101562
1754403734.3809514,243,-759.3523559570312
1754403734.9091377,244,-757.7432861328125
1754403735.4353201,245,-755.7825317382812
1754403735.9403355,246,-753.8574829101562
1754403736.4671862,247,-752.1080932617188
1754403736.9928079,248,-749.7901000976562
1754403737.5209222,249,-747.0171508789062
1754403738.0491424,250,-745.01171875
1754403738.5540419,251,-742.1513061523438
1754403739.0591235,252,-739.2184448242188
1754403739.5873892,253,-737.3615112304688
1754403740.115262,254,-733.6119384765625
1754403740.6424422,255,-732.8889770507812
1754403741.1706696,256,-740.517333984375
1754403741.6752317,257,-742.2604370117188
1754403742.180118,258,-744.5856323242188
1754403742.7082467,259,-745.7724609375
1754403743.2355707,260,-753.1355590820312
1754403743.7404313,261,-754.660400390625
1754403744.2682579,262,-755.3792724609375
1754403744.7730043,263,-757.423828125
1754403745.2780213,264,-754.9733276367188
1754403745.8065,265,-751.3534545898438
1754403746.3322306,266,-750.7990112304688
1754403746.8377001,267,-748.7396240234375
1754403747.367205,268,-745.4434814453125
1754403747.8957675,269,-742.99560546875
1754403748.4223576,270,-741.3246459960938
1754403748.9506407,271,-739.7450561523438
1754403749.4761274,272,-737.8076782226562
1754403750.0058198,273,-736.6340942382812
1754403750.510525,274,-735.1544799804688
1754403751.036902,275,-733.59765625
1754403751.5626447,276,-730.8193359375
1754403752.0673323,277,-727.3777465820312
1754403752.5721679,278,-724.4420776367188
1754403753.1018088,279,-721.32421875
1754403753.630027,280,-719.1729736328125
1754403754.1585405,281,-716.0430908203125
1754403754.6874812,282,-714.745361328125
1754403755.215567,283,-713.1690673828125
1754403755.74241,284,-710.7646484375
1754403756.2478054,285,-707.7429809570312
1754403756.7769346,286,-704.8007202148438
1754403757.3063378,287,-703.9876708984375
1754403757.8371007,288,-709.4497680664062
1754403758.3418295,289,-712.21142578125
1754403758.869365,290,-713.1851196289062
1754403759.3740933,291,-711.2205200195312
1754403759.879422,292,-712.3779907226562
1754403760.408037,293,-709.4276733398438
1754403760.913315,294,-707.29541015625
1754403761.4410367,295,-705.4046630859375
1754403761.9695528,296,-703.81787109375
1754403762.497665,297,-702.5255126953125
1754403763.0251718,298,-701.1918334960938
1754403763.5299594,299,-699.8818969726562
1754403764.0565054,300,-698.31591796875
1754403764.584047,301,-696.820556640625
1754403765.1115613,302,-695.5703125
1754403765.637665,303,-694.302490234375
1754403766.1422114,304,-693.0001220703125
1754403766.6471796,305,-691.7138061523438
1754403767.1519885,306,-690.4744873046875
1754403767.6800733,307,-689.4808349609375
1754403768.184845,308,-688.2947387695312
1754403768.690004,309,-687.3175659179688
1754403769.195028,310,-686.0572509765625
1754403769.723026,311,-685.2464599609375
1754403770.2507706,312,-684.1425170898438
1754403770.7785692,313,-683.10693359375
1754403771.3057516,314,-682.1947021484375
1754403771.8103597,315,-680.416015625
1754403772.3375406,316,-678.5578002929688
1754403772.8421044,317,-676.1070556640625
1754403773.3471265,318,-673.7787475585938
1754403773.8763425,319,-671.3712158203125
1754403774.3811865,320,-670.0359497070312
1754403774.8860865,321,-668.8343505859375
1754403775.4143665,322,-667.28759765625
1754403775.9190357,323,-666.362548828125
1754403776.4239936,324,-665.3416748046875
1754403776.9518757,325,-664.4530029296875
1754403777.4803705,326,-663.4791870117188
1754403778.0090642,327,-662.2203979492188
1754403778.5371644,328,-661.1292724609375
1754403779.0664115,329,-659.587890625
1754403779.5717368,330,-658.6763916015625
1754403780.1000233,331,-657.7770385742188
1754403780.6280615,332,-656.9357299804688
1754403781.1564107,333,-656.086181640625
1754403781.6839871,334,-654.6240234375
1754403782.2105067,335,-653.777587890625
1754403782.7380836,336,-654.333251953125
1754403783.2430782,337,-653.4141845703125
1754403783.7479687,338,-652.5506591796875
1754403784.2759976,339,-651.475830078125
1754403784.7810478,340,-650.7109375
1754403785.2861013,341,-649.9825439453125
1754403785.8140419,342,-649.1088256835938
1754403786.3401756,343,-647.693359375
1754403786.8451948,344,-645.65625
1754403787.3719258,345,-643.6515502929688
1754403787.8997552,346,-642.2380981445312
1754403788.4261384,347,-641.1581420898438
1754403788.9305203,348,-640.119873046875
1754403789.4347243,349,-639.313720703125
1754403789.9604282,350,-638.3621826171875
1754403790.487288,351,-637.2998657226562
1754403791.015901,352,-635.9678955078125
1754403791.5210168,353,-635.1371459960938
1754403792.0492656,354,-634.2122192382812
1754403792.55421,355,-633.2479858398438
1754403793.0821748,356,-632.3872680664062
1754403793.6085875,357,-631.0272827148438
1754403794.113655,358,-630.2166137695312
1754403794.641365,359,-629.7154541015625
1754403795.1677094,360,-628.7312622070312
1754403795.6951816,361,-627.391845703125
1754403796.1995864,362,-625.7896728515625
1754403796.7041306,363,-625.7864990234375
1754403797.2089252,364,-624.30224609375
1754403797.7369082,365,-622.5204467773438
1754403798.26539,366,-621.1080322265625
1754403798.796085,367,-620.1687622070312
1754403799.3012896,368,-618.9418334960938
1754403799.806016,369,-618.263427734375
1754403800.3327222,370,-616.813232421875
1754403800.8376548,371,-615.069091796875
1754403801.3428476,372,-613.3759155273438
1754403801.8480604,373,-611.8014526367188
1754403802.3766026,374,-610.1502075195312
1754403802.9058266,375,-610.4581298828125
1754403803.434547,376,-610.12060546875
1754403803.9629872,377,-609.0761108398438
1754403804.48982,378,-608.4014892578125
1754403805.0161726,379,-607.5904541015625
1754403805.5209558,380,-606.8556518554688
1754403806.0491743,381,-606.1682739257812
1754403806.5771234,382,-605.3374633789062
1754403807.1072838,383,-604.2792358398438
1754403807.612363,384,-602.7283325195312
1754403808.140519,385,-601.3102416992188
1754403808.6684408,386,-600.2561645507812
1754403809.1964765,387,-599.5368041992188
1754403809.7010033,388,-599.0244750976562
1754403810.2291594,389,-598.2705078125
1754403810.756594,390,-597.2579345703125
1754403811.2822948,391,-596.4052734375
1754403811.7867827,392,-595.67333984375
1754403812.3149815,393,-594.8621215820312
1754403812.843305,394,-594.031982421875
1754403813.369346,395,-593.0902709960938
1754403813.8741837,396,-592.2203979492188
1754403814.3789785,397,-591.65771484375
1754403814.884356,398,-590.7882080078125
1754403815.4107542,399,-590.0650024414062
1754403815.9398272,400,-589.0758056640625
1754403816.4682643,401,-588.399169921875
1754403816.995533,402,-587.5115356445312
1754403817.5006795,403,-586.8232421875
1754403818.0063639,404,-586.1318969726562
1754403818.5341709,405,-585.3561401367188
1754403819.0621874,406,-584.2617797851562
1754403819.5670123,407,-583.8180541992188
1754403820.0953434,408,-583.2932739257812
1754403820.5999582,409,-582.6705322265625
1754403821.104994,410,-582.0479736328125
1754403821.6312973,411,-581.3116455078125
1754403822.1572766,412,-580.49755859375
1754403822.6849308,413,-579.3982543945312
1754403823.2113948,414,-578.6077880859375
1754403823.7385836,415,-578.0017700195312
1754403824.2427459,416,-577.427978515625
1754403824.7476933,417,-577.0244140625
1754403825.2753382,418,-576.4864501953125
1754403825.8030264,419,-575.8280029296875
1754403826.3084805,420,-575.2081909179688
1754403826.8366075,421,-574.504638671875
1754403827.3651724,422,-573.81005859375
1754403827.8930213,423,-573.18017578125
1754403828.4210727,424,-572.7252197265625
1754403828.949507,425,-572.179931640625
1754403829.4773488,426,-571.7721557617188
1754403829.9823692,427,-571.01708984375
1754403830.5118687,428,-570.2222900390625
1754403831.0404785,429,-569.1161499023438
1754403831.5691938,430,-568.2257690429688
1754403832.09708,431,-567.6959838867188
1754403832.602338,432,-567.1890258789062
1754403833.1298933,433,-566.7837524414062
1754403833.6583173,434,-566.3145141601562
1754403834.1867535,435,-565.8145141601562
1754403834.714485,436,-565.3945922851562
1754403835.2190216,437,-564.935302734375
1754403835.7468622,438,-564.3798828125
1754403836.2524362,439,-563.91259765625
1754403836.7574437,440,-563.3196411132812
1754403837.2854264,441,-562.7691040039062
1754403837.813264,442,-562.0386962890625
1754403838.3414564,443,-561.5415649414062
1754403838.846113,444,-561.11767578125
1754403839.3728704,445,-560.6879272460938
1754403839.9007137,446,-560.273193359375
1754403840.4058616,447,-559.43408203125
1754403840.9109898,448,-558.7238159179688
1754403841.4161232,449,-557.9583740234375
1754403841.9444692,450,-557.2937622070312
1754403842.4721842,451,-556.7903442382812
1754403843.0002317,452,-556.3577880859375
1754403843.5290954,453,-555.8541870117188
1754403844.0340958,454,-555.0717163085938
1754403844.5623925,455,-554.58203125
1754403845.0676932,456,-554.0692749023438
1754403845.5962608,457,-553.6302490234375
1754403846.1018786,458,-553.2095336914062
1754403846.6303277,459,-552.7847290039062
1754403847.157774,460,-552.3276977539062
1754403847.6859047,461,-551.8317260742188
1754403848.2141447,462,-551.2350463867188
1754403848.7420807,463,-550.5740356445312
1754403849.2705243,464,-550.0364379882812
1754403849.7758293,465,-549.3185424804688
1754403850.3038604,466,-548.5369873046875
1754403850.808841,467,-547.8883056640625
1754403851.3341632,468,-546.9301147460938
1754403851.8389554,469,-546.0975341796875
1754403852.367832,470,-545.4656372070312
1754403852.8959389,471,-544.4017333984375
1754403853.4247117,472,-543.600830078125
1754403853.930035,473,-543.1007690429688
1754403854.4347594,474,-542.8485717773438
1754403854.962738,475,-542.4940185546875
1754403855.491007,476,-541.7802124023438
1754403856.0173037,477,-540.809326171875
1754403856.544277,478,-540.0337524414062
1754403857.0735896,479,-539.2448120117188
1754403857.5999439,480,-538.321044921875
1754403858.124202,481,-537.2732543945312
1754403858.627966,482,-536.3942260742188
1754403859.1518826,483,-535.5887451171875
1754403859.6559055,484,-535.2853393554688
1754403860.1801813,485,-534.6836547851562
1754403860.7045186,486,-533.9515380859375
1754403861.2288525,487,-533.3638305664062
1754403861.7524421,488,-532.4744262695312
1754403862.2561946,489,-531.4310302734375
1754403862.7600365,490,-530.4904174804688
1754403863.2839062,491,-529.56884765625
1754403863.787881,492,-530.1422729492188
1754403864.2918217,493,-531.2715454101562
1754403864.815777,494,-533.1203002929688
1754403865.3394864,495,-532.4755859375
1754403865.864113,496,-533.0611572265625
1754403866.3878562,497,-536.7489013671875
1754403866.8920999,498,-544.2717895507812
1754403867.4157546,499,-552.6423950195312
1754403867.9387689,500,-565.4750366210938
1754403868.4423437,501,-585.4117431640625
1754403868.9461105,502,-609.439697265625
1754403869.4709022,503,-621.4708862304688
1754403869.975242,504,-692.2151489257812
1754403870.5007684,505,-708.691650390625
1754403871.0261974,506,-728.5695190429688
1754403871.5529165,507,-757.9474487304688
1754403872.0574386,508,-772.4175415039062
1754403872.5837884,509,-780.192138671875
1754403873.088681,510,-784.0401611328125
1754403873.6156018,511,-786.4180908203125
1754403874.1430197,512,-795.5827026367188
1754403874.6693938,513,-797.4266967773438
1754403875.1740205,514,-800.9022827148438
1754403875.7024026,515,-800.9149169921875
1754403876.2310646,516,-800.1451416015625
1754403876.759313,517,-799.9566650390625
1754403877.2639985,518,-798.9506225585938
1754403877.7944033,519,-797.320068359375
1754403878.3241003,520,-797.2560424804688
1754403878.8294146,521,-799.6038818359375
1754403879.334467,522,-801.3640747070312
1754403879.8631706,523,-807.1727294921875
1754403880.3679163,524,-807.1793823242188
1754403880.8964822,525,-807.4318237304688
1754403881.425301,526,-805.9915161132812
1754403881.9512923,527,-805.95361328125
1754403882.4560003,528,-806.0178833007812
1754403882.984876,529,-804.189697265625
1754403883.5128562,530,-803.6743774414062
1754403884.0400932,531,-806.8023071289062
1754403884.5667186,532,-811.087890625
1754403885.071384,533,-819.22705078125
1754403885.5777493,534,-822.298828125
1754403886.1060185,535,-825.4478149414062
1754403886.6343496,536,-826.3947143554688
1754403887.1623588,537,-824.6961669921875
1754403887.6900613,538,-824.36279296875
1754403888.195005,539,-827.3924560546875
1754403888.7219338,540,-830.4404907226562
1754403889.2269614,541,-837.62841796875
1754403889.7540405,542,-839.4747314453125
1754403890.2796352,543,-848.4454345703125
1754403890.8074617,544,-848.0596313476562
1754403891.3360481,545,-847.8826293945312
1754403891.8415916,546,-847.5132446289062
1754403892.3705595,547,-847.800537109375
1754403892.8969824,548,-850.9114379882812
1754403893.4254897,549,-851.7115478515625
1754403893.9528072,550,-850.50537109375
1754403894.4575734,551,-850.4642333984375
1754403894.9620495,552,-851.6824340820312
1754403895.467412,553,-851.1763916015625
