Wall time,Step,Value
1754473041.8302681,164,-1403.5162353515625
1754473042.3483915,165,-6691.0634765625
1754473042.867321,166,-3584.283447265625
1754473043.3852704,167,-4084.5966796875
1754473043.9042156,168,-3215.27978515625
1754473044.4230895,169,-3214.362060546875
1754473044.9411461,170,-4287.51220703125
1754473045.46052,171,-3591.197998046875
1754473045.9794755,172,-3371.7158203125
1754473046.497879,173,-4548.5546875
1754473047.0165493,174,-3725.883544921875
1754473047.5347958,175,-3389.259765625
1754473048.0541596,176,-3693.53955078125
1754473048.5724363,177,-3951.44970703125
1754473049.0904164,178,-3446.133544921875
1754473049.6085484,179,-3558.2568359375
1754473050.1282265,180,-3650.38330078125
1754473050.648266,181,-3740.179443359375
1754473051.1663756,182,-3585.325439453125
1754473051.6843278,183,-3918.616943359375
1754473052.2030883,184,-3818.867919921875
1754473052.721368,185,-3540.710205078125
1754473053.2400382,186,-16293.431640625
1754473053.758286,187,-2276.39990234375
1754473054.2770786,188,-3650.364013671875
1754473054.7965794,189,-4739.115234375
1754473055.3146513,190,-3079.9169921875
1754473055.8340034,191,-3490.059326171875
1754473056.3536153,192,-3160.094970703125
1754473056.8731618,193,-2191.25341796875
1754473057.3912175,194,-4530.99951171875
1754473057.910351,195,-4996.8857421875
1754473058.42948,196,-4071.37255859375
1754473058.9473882,197,-2141.365966796875
1754473059.4663062,198,-2787.367431640625
1754473059.9846163,199,-2026.8878173828125
1754473060.5028393,200,-8163.98876953125
1754473061.0216615,201,-3818.728515625
1754473061.539992,202,-3597.78466796875
1754473062.0584087,203,-3603.6005859375
1754473062.5765028,204,-4237.638671875
1754473063.095328,205,-3903.981201171875
1754473063.6134155,206,-3933.6943359375
1754473064.132337,207,-3847.04541015625
1754473064.6506286,208,-3660.7685546875
1754473065.1689453,209,-3529.768798828125
1754473065.687865,210,-3686.906005859375
1754473066.2068298,211,-3608.326416015625
1754473066.7260056,212,-3621.110595703125
1754473067.2451184,213,-3774.677978515625
1754473067.7634552,214,-3351.002685546875
1754473068.28175,215,-8356.1123046875
1754473068.8014743,216,-4006.822021484375
1754473069.3212078,217,-4566.1484375
1754473069.8405395,218,-3064.99658203125
1754473070.3590517,219,-2309.949462890625
1754473070.8773913,220,-5394.3642578125
1754473071.3956027,221,-4341.65234375
1754473071.9139547,222,-4127.630859375
1754473072.4328535,223,-3558.614990234375
1754473072.9528594,224,-3718.386962890625
1754473073.4718425,225,-4053.17919921875
1754473073.9897664,226,-3659.131591796875
1754473074.5089414,227,-3537.693603515625
1754473075.027964,228,-3624.859375
1754473075.546818,229,-3885.825439453125
1754473076.0659935,230,-3689.172607421875
1754473076.5852048,231,-3543.421630859375
1754473077.1033313,232,-3767.02880859375
1754473077.6217382,233,-3568.66015625
1754473078.1408143,234,-3540.279296875
1754473078.65984,235,-3997.179931640625
1754473079.1792402,236,-3426.8232421875
1754473079.6978269,237,-3443.56689453125
1754473080.2158544,238,-3637.705810546875
1754473080.7338257,239,-3463.22802734375
1754473081.252153,240,-3929.454345703125
1754473081.7707894,241,-3578.9150390625
1754473082.2898114,242,-3362.98828125
1754473082.8088324,243,-4811.4560546875
1754473083.3270776,244,-3286.640625
1754473083.8455424,245,-3351.966552734375
1754473084.3636847,246,-3771.690673828125
1754473084.882149,247,-3605.06396484375
1754473085.4015229,248,-3678.826416015625
1754473085.9201832,249,-3583.935791015625
1754473086.4397497,250,-3280.171142578125
1754473086.958742,251,-3042.668212890625
1754473087.4773307,252,-3561.23583984375
1754473087.9964314,253,-3518.383544921875
1754473088.5153189,254,-4115.94970703125
1754473089.0340164,255,-3388.258544921875
1754473089.5525117,256,-3662.396728515625
1754473090.0711217,257,-3483.68798828125
1754473090.591036,258,-3497.528564453125
1754473091.1091268,259,-3594.18505859375
1754473091.6279378,260,-3543.835205078125
1754473092.1474192,261,-4833.46728515625
1754473092.6660964,262,-3295.693115234375
1754473093.1856518,263,-15244.0068359375
1754473093.704353,264,-2238.023193359375
1754473094.2234266,265,-3605.54248046875
1754473094.741932,266,-3828.7822265625
1754473095.2603846,267,-3624.744873046875
1754473095.7787502,268,-3730.847412109375
1754473096.2975914,269,-2808.19482421875
1754473096.8161936,270,-4378.96044921875
1754473097.33439,271,-5515.47998046875
1754473097.85346,272,-3420.128662109375
1754473098.3724704,273,-4000.94677734375
1754473098.8922586,274,-3229.67822265625
1754473099.4111438,275,-4232.4296875
1754473099.929362,276,-3083.49609375
1754473100.4478283,277,-3434.04638671875
1754473100.966,278,-3343.5810546875
1754473101.4844272,279,-3547.876708984375
1754473102.003227,280,-3632.62939453125
1754473102.5223246,281,-3839.4443359375
1754473103.0418622,282,-3806.5458984375
1754473103.5600717,283,-5067.49853515625
1754473104.0788429,284,-2896.69287109375
1754473104.597465,285,-3500.930419921875
1754473105.116045,286,-3707.969970703125
1754473105.6341991,287,-4066.035888671875
1754473106.1530435,288,-4187.556640625
1754473106.6712985,289,-2332.063232421875
1754473107.190093,290,-2969.804931640625
1754473107.7091208,291,-5120.95068359375
1754473108.2288704,292,-3568.147216796875
1754473108.7472239,293,-3127.00341796875
1754473109.2661989,294,-2577.568115234375
1754473109.7850785,295,-3022.8935546875
1754473110.3032665,296,-5857.22216796875
1754473110.8221316,297,-3949.766845703125
1754473111.3402731,298,-3606.04296875
1754473111.8593848,299,-3574.65869140625
1754473112.3784418,300,-3566.067138671875
1754473112.898003,301,-3777.368408203125
1754473113.4164577,302,-3873.004150390625
1754473113.9345694,303,-4165.13916015625
1754473114.453328,304,-3816.4794921875
1754473114.9722853,305,-3586.091796875
1754473115.4904163,306,-3609.001953125
1754473116.0083435,307,-3472.822265625
1754473116.5274177,308,-3799.39013671875
1754473117.0453815,309,-3466.28173828125
1754473117.5634613,310,-3974.140625
1754473118.0831704,311,-3618.413818359375
1754473118.6013706,312,-4456.689453125
1754473119.1202943,313,-3614.306396484375
1754473119.6387398,314,-3500.89697265625
1754473120.1571908,315,-2988.924560546875
1754473120.675362,316,-2808.017333984375
1754473121.1933634,317,-5435.1845703125
1754473121.711508,318,-3384.74658203125
1754473122.230218,319,-3503.16064453125
1754473122.7483501,320,-4057.31982421875
1754473123.267404,321,-3528.08447265625
1754473123.7857058,322,-3970.383544921875
1754473124.3043466,323,-3465.53369140625
1754473124.822394,324,-2509.039794921875
1754473125.3405848,325,-5920.73486328125
1754473125.8593512,326,-3412.18701171875
1754473126.3780298,327,-5745.1728515625
1754473126.8965158,328,-4197.025390625
1754473127.4149861,329,-3082.84375
1754473127.93344,330,-4640.8837890625
1754473128.4519925,331,-3294.397705078125
1754473128.9702547,332,-3858.05908203125
1754473129.48823,333,-3523.890380859375
1754473130.0065622,334,-3473.463623046875
1754473130.524684,335,-3787.09326171875
1754473131.0431154,336,-4184.05859375
1754473131.561823,337,-3454.14404296875
1754473132.0807235,338,-3567.173828125
1754473132.5996542,339,-3087.157958984375
1754473133.1190886,340,-3505.46435546875
1754473133.6377895,341,-4083.719970703125
1754473134.1565385,342,-3247.1826171875
1754473134.675301,343,-3893.094482421875
1754473135.1935785,344,-3443.165771484375
1754473135.7115915,345,-3010.7314453125
1754473136.2302785,346,-2317.3125
1754473136.7484505,347,-2219.44921875
1754473137.2662866,348,-7129.15283203125
1754473137.7847307,349,-4053.320556640625
1754473138.303371,350,-4382.1865234375
1754473138.8228176,351,-3920.032958984375
1754473139.341157,352,-3634.517822265625
1754473139.8597822,353,-3408.160400390625
1754473140.3778186,354,-3583.842041015625
1754473140.8964102,355,-3425.215087890625
1754473141.414439,356,-4444.28076171875
1754473141.9331608,357,-3645.110595703125
1754473142.451773,358,-2893.63427734375
1754473142.9703493,359,-2727.6689453125
1754473143.4888477,360,-6716.93408203125
1754473144.0078373,361,-3089.5927734375
1754473144.526099,362,-3662.1162109375
1754473145.0453796,363,-3987.47998046875
1754473145.564004,364,-3593.097412109375
1754473146.0830092,365,-3319.560546875
1754473146.6019669,366,-3549.92578125
1754473147.1205676,367,-3252.68994140625
1754473147.6387646,368,-4880.7275390625
1754473148.1574552,369,-5214.33544921875
1754473148.6759174,370,-3467.502685546875
1754473149.1948586,371,-3411.97119140625
1754473149.7130475,372,-3540.4228515625
1754473150.2315238,373,-3364.742431640625
1754473150.7499247,374,-3588.8564453125
1754473151.2680635,375,-3511.930908203125
1754473151.7867496,376,-3278.109375
1754473152.3047094,377,-3724.041748046875
1754473152.822842,378,-3414.078857421875
1754473153.34291,379,-3507.918701171875
1754473153.8610554,380,-3968.256103515625
1754473154.3794136,381,-4030.82666015625
1754473154.9006743,382,-6364.6435546875
1754473155.4221325,383,-4078.490478515625
1754473155.9423852,384,-3836.637451171875
1754473156.463125,385,-3665.0205078125
1754473156.983872,386,-3513.64453125
1754473157.5035052,387,-3715.89697265625
1754473158.0230575,388,-3693.84619140625
1754473158.544418,389,-7398.22265625
1754473159.0643399,390,-2956.53759765625
1754473159.584963,391,-3854.303955078125
1754473160.104041,392,-3269.310791015625
1754473160.625567,393,-3805.0244140625
1754473161.1452665,394,-3516.352783203125
1754473161.6666358,395,-3531.747802734375
1754473162.1881328,396,-3385.27392578125
1754473162.7088351,397,-3556.2939453125
1754473163.2293282,398,-4831.66796875
1754473163.7484558,399,-3348.89208984375
1754473164.268485,400,-3630.80517578125
1754473164.7901776,401,-1713.4251708984375
1754473165.311875,402,-5407.16015625
1754473165.8322895,403,-3412.763916015625
1754473166.353849,404,-3326.841796875
1754473166.8749819,405,-3456.253662109375
1754473167.3953416,406,-3389.0693359375
1754473167.9162323,407,-3552.1611328125
1754473168.436755,408,-3571.993408203125
1754473168.9578648,409,-3867.91357421875
1754473169.4784992,410,-3701.34521484375
1754473169.9996922,411,-4058.230224609375
1754473170.521133,412,-3523.37890625
1754473171.0424926,413,-3497.2177734375
1754473171.563702,414,-3721.166259765625
1754473172.0865138,415,-4749.13623046875
1754473172.6079366,416,-3179.90185546875
1754473173.1278777,417,-3955.27099609375
1754473173.6496537,418,-5333.705078125
1754473174.1721206,419,-3927.583984375
1754473174.6920857,420,-3501.01708984375
1754473175.2137163,421,-3377.018798828125
1754473175.7340848,422,-2820.135009765625
1754473176.2551012,423,-3098.9560546875
1754473176.7759242,424,-5138.37744140625
1754473177.2951124,425,-3145.109375
1754473177.8152306,426,-3981.07763671875
1754473178.3360362,427,-3416.813232421875
1754473178.8575017,428,-4603.23828125
1754473179.3819373,429,-3070.852294921875
1754473179.9018815,430,-3793.156982421875
1754473180.4218605,431,-3827.669677734375
1754473180.9420729,432,-3681.55126953125
1754473181.4639268,433,-3601.064453125
1754473181.9846134,434,-3938.32666015625
1754473182.5053325,435,-3489.996337890625
1754473183.0253425,436,-4556.9326171875
1754473183.5453587,437,-21323.962890625
1754473184.0659466,438,-2406.51611328125
1754473184.5862246,439,-3355.464111328125
1754473185.1070857,440,-3567.560546875
1754473185.6278996,441,-3383.990478515625
1754473186.148709,442,-2846.427734375
1754473186.6685753,443,-3945.719970703125
1754473187.18995,444,-3465.994873046875
1754473187.7115438,445,-3397.779296875
1754473188.2325277,446,-4329.5771484375
1754473188.7535968,447,-3401.403076171875
1754473189.274289,448,-3308.394287109375
1754473189.7952502,449,-3232.066650390625
1754473190.3162327,450,-3541.308837890625
1754473190.8378553,451,-3783.740478515625
1754473191.358415,452,-3644.70556640625
1754473191.879226,453,-3515.496826171875
1754473192.3990593,454,-3506.39208984375
1754473192.919545,455,-3549.151123046875
1754473193.4400265,456,-5107.220703125
1754473193.9615822,457,-3403.790771484375
1754473194.484873,458,-3028.154052734375
1754473195.004318,459,-2873.803466796875
1754473195.5256622,460,-4236.62646484375
1754473196.0458357,461,-4523.74853515625
1754473196.5670457,462,-3907.948486328125
1754473197.0880356,463,-3673.4189453125
1754473197.6098452,464,-3752.72265625
1754473198.130621,465,-3746.56884765625
1754473198.6539574,466,-15931.580078125
1754473199.1751919,467,-2116.3369140625
1754473199.6953585,468,-3600.86328125
1754473200.2166681,469,-3988.091552734375
1754473200.7370274,470,-3774.272216796875
1754473201.2580218,471,-3869.091552734375
1754473201.7792556,472,-3568.21533203125
1754473202.3001533,473,-3866.20751953125
1754473202.8219223,474,-3824.22412109375
1754473203.3422334,475,-3700.83740234375
1754473203.863358,476,-3990.30078125
1754473204.3860204,477,-4045.21142578125
1754473204.9063482,478,-3409.98974609375
1754473205.428156,479,-3747.593505859375
1754473205.949035,480,-3417.479248046875
1754473206.4701703,481,-3670.275390625
1754473206.9908211,482,-3642.79833984375
1754473207.5119903,483,-3519.6337890625
1754473208.0320919,484,-3951.473876953125
1754473208.5528145,485,-9001.4072265625
1754473209.0729592,486,-3668.840087890625
1754473209.5937617,487,-3553.67919921875
1754473210.1158094,488,-3764.76220703125
1754473210.6368554,489,-3585.80419921875
1754473211.1579008,490,-3550.491943359375
1754473211.6781452,491,-4723.15771484375
1754473212.1999457,492,-4860.828125
1754473212.7199981,493,-3203.77734375
1754473213.2402604,494,-3938.597900390625
1754473213.762563,495,-6647.76904296875
1754473214.2835784,496,-3349.46533203125
1754473214.804921,497,-3252.890380859375
1754473215.3275616,498,-3457.26123046875
1754473215.8481863,499,-4625.2470703125
1754473216.3691037,500,-3148.838134765625
1754473216.8899014,501,-3366.25537109375
1754473217.4106355,502,-3728.24755859375
1754473217.9311347,503,-3408.16064453125
1754473218.452004,504,-3895.876953125
1754473218.9732728,505,-4450.2333984375
1754473219.4939024,506,-3477.890869140625
1754473220.0145886,507,-4157.94921875
1754473220.5350184,508,-3701.066650390625
1754473221.0560958,509,-3593.72412109375
1754473221.5754304,510,-3702.554443359375
1754473222.096219,511,-1891.2724609375
1754473222.6179564,512,-6510.48388671875
1754473223.1391966,513,-3367.977294921875
1754473223.6607082,514,-14032.26171875
1754473224.1815367,515,-2214.872802734375
1754473224.7014735,516,-3537.98681640625
1754473225.222675,517,-3603.727783203125
1754473225.7464526,518,-4181.69287109375
1754473226.2672327,519,-3433.164306640625
1754473226.789275,520,-3008.155517578125
1754473227.3089082,521,-4203.62109375
1754473227.8327222,522,-4547.681640625
1754473228.3531835,523,-3337.144775390625
1754473228.8741767,524,-4490.2783203125
1754473229.3954568,525,-3753.287109375
1754473229.9164639,526,-3626.78466796875
1754473230.438129,527,-3196.178466796875
1754473230.9581048,528,-3544.56103515625
1754473231.4797528,529,-3721.51025390625
1754473232.000245,530,-3701.83642578125
1754473232.5214756,531,-3523.812255859375
1754473233.0418093,532,-3999.589599609375
1754473233.5628452,533,-3457.979736328125
1754473234.0843918,534,-3868.110595703125
1754473234.6059198,535,-3433.169189453125
1754473235.1273637,536,-3520.73583984375
1754473235.647649,537,-3383.647705078125
1754473236.1684709,538,-3520.938720703125
1754473236.6894317,539,-3938.214111328125
1754473237.2108471,540,-3510.63525390625
1754473237.7316914,541,-3370.862548828125
1754473238.251327,542,-4663.6064453125
1754473238.7734373,543,-7393.4365234375
1754473239.2929974,544,-2597.939453125
1754473239.8132057,545,-3545.50048828125
1754473240.3335147,546,-6001.91064453125
1754473240.8534114,547,-3659.8623046875
1754473241.373682,548,-3519.826416015625
1754473241.8938763,549,-3531.50439453125
1754473242.4150167,550,-3874.7275390625
1754473242.9358954,551,-4041.932373046875
1754473243.456581,552,-3616.2783203125
