Wall time,Step,Value
1753772649.0241432,0,-109.19245147705078
1753772649.4009714,1,-134.14053344726562
1753772649.9185913,2,-460.5143737792969
1753772650.3500116,3,-72.21470642089844
1753772650.7643833,4,-198.54855346679688
1753772651.101009,5,-120.12809753417969
1753772651.5595832,6,-127.00807189941406
1753772652.239772,7,-65.35220336914062
1753772652.6910079,8,-97.6390151977539
1753772653.303876,9,-37.40311050415039
1753772653.7107239,10,-70.85340118408203
1753772654.3796332,11,-64.63981628417969
1753772654.9255304,12,-27.248252868652344
1753772655.6113374,13,-16.913345336914062
1753772656.3333232,14,0.8539445400238037
1753772656.8282037,15,-26.277084350585938
1753772657.4978867,16,76.76104736328125
1753772658.4720602,17,26.241212844848633
1753772659.0659463,18,39.51926040649414
1753772659.728728,19,-19.154457092285156
1753772660.2474566,20,43.55833435058594
1753772660.9766529,21,100.8786849975586
1753772661.5887055,22,53.3721809387207
1753772662.1806724,23,-32.25713348388672
1753772663.2618082,24,-44.21131896972656
1753772663.8679836,25,101.96208953857422
1753772664.4381564,26,56.387351989746094
1753772665.258371,27,110.63710021972656
1753772665.851143,28,83.91859436035156
1753772666.4663572,29,97.79737854003906
1753772667.4364574,30,1.2854690551757812
1753772668.24311,31,118.11540222167969
1753772668.9479947,32,106.9768295288086
1753772669.5644157,33,85.9686508178711
1753772670.2646205,34,115.93551635742188
1753772670.8901248,35,118.2142105102539
1753772671.4674516,36,81.76158142089844
1753772672.042688,37,110.5210189819336
1753772672.7078252,38,115.83368682861328
1753772673.440801,39,77.415283203125
1753772674.1090887,40,84.32225036621094
1753772674.7723722,41,100.057861328125
1753772675.396715,42,123.4772720336914
1753772676.1178687,43,113.3625259399414
1753772676.7803204,44,117.9405746459961
1753772677.3378286,45,82.2569580078125
1753772678.1194031,46,110.65451049804688
1753772678.7294686,47,109.52111053466797
1753772679.5037374,48,102.08588409423828
1753772680.2261772,49,116.47065734863281
1753772681.241645,50,126.18217468261719
1753772681.8198705,51,116.96516418457031
1753772682.6867805,52,109.83431243896484
1753772683.3164248,53,115.20722198486328
1753772684.0917022,54,30.912155151367188
1753772684.670719,55,117.26905059814453
1753772685.3731616,56,106.4075927734375
1753772685.9356906,57,124.91571044921875
1753772686.5451953,58,125.41900634765625
1753772687.5902247,59,99.9673080444336
1753772688.2331476,60,113.99987030029297
1753772688.8138645,61,111.93730926513672
1753772689.4586146,62,102.31693267822266
1753772690.1716511,63,138.3896026611328
1753772690.8374867,64,140.85328674316406
1753772691.4607801,65,127.32013702392578
1753772692.221307,66,110.9218521118164
1753772692.823449,67,114.97908020019531
1753772693.450515,68,144.5338134765625
1753772694.049994,69,170.54714965820312
1753772694.991308,70,146.80613708496094
1753772695.628809,71,137.8516387939453
1753772696.2937937,72,-20.750572204589844
1753772696.955012,73,-25.616981506347656
1753772697.4974341,74,-0.6133880615234375
1753772698.1309483,75,100.27252197265625
1753772698.813507,76,164.96144104003906
1753772699.397048,77,133.133056640625
1753772700.1468272,78,126.00352478027344
1753772700.7111957,79,92.8095703125
1753772701.2610774,80,122.44816589355469
1753772701.9357512,81,83.10391235351562
1753772702.8332121,82,102.97434997558594
1753772703.4173567,83,119.93793487548828
1753772703.9996998,84,154.306640625
1753772704.568177,85,121.79961395263672
1753772705.3862858,86,134.4762420654297
1753772705.918721,87,135.63851928710938
1753772706.5172186,88,132.40155029296875
1753772707.0789983,89,106.15855407714844
1753772707.7084484,90,152.82583618164062
1753772708.4037938,91,154.86358642578125
1753772709.3228164,92,85.79759979248047
1753772710.086547,93,112.74700164794922
1753772710.6432178,94,160.4097900390625
1753772711.2439463,95,131.7926025390625
1753772711.8708293,96,161.65158081054688
1753772712.4711077,97,122.40080261230469
1753772713.0591667,98,127.8177261352539
1753772713.6543336,99,129.78683471679688
1753772714.1638036,100,114.44200134277344
1753772714.8156338,101,150.3258514404297
1753772715.4153981,102,101.42748260498047
1753772716.1685243,103,167.05099487304688
1753772716.7343345,104,171.50344848632812
1753772717.4703074,105,87.66157531738281
