Wall time,Step,Value
1752507237.7754943,66,-475.90350341796875
1752507253.1887662,67,-466.1878967285156
1752507268.7266068,68,-517.4512939453125
1752507284.0960703,69,-482.87054443359375
1752507299.5335839,70,-449.586181640625
1752507314.752661,71,-443.44073486328125
1752507330.285957,72,-465.03729248046875
1752507345.6685977,73,-469.748779296875
1752507361.0067706,74,-406.65264892578125
1752507376.329498,75,-457.41546630859375
1752507391.7057297,76,-426.6632385253906
1752507407.0259984,77,-473.9956970214844
1752507422.268896,78,-424.84405517578125
1752507437.7819784,79,-408.4073791503906
1752507454.297934,80,-452.8738708496094
1752507470.817609,81,-395.3497009277344
1752507487.3680694,82,-414.4746398925781
1752507502.6974094,83,-408.8038635253906
1752507517.972831,84,-436.4131164550781
1752507533.200345,85,-440.778564453125
1752507548.4474015,86,-388.4778137207031
1752507563.735511,87,-399.2651672363281
1752507578.871602,88,-409.4491271972656
1752507594.0715604,89,-372.5572509765625
1752507609.4882946,90,-382.3270263671875
1752507624.675537,91,-345.0331726074219
1752507640.9862463,92,-397.50714111328125
1752507657.57675,93,-431.6131591796875
1752507672.7726536,94,-377.9148864746094
1752507687.9302087,95,-381.339111328125
1752507703.2932317,96,-357.2373046875
1752507718.5877118,97,-397.8895263671875
1752507733.8344474,98,-360.494140625
1752507749.1778696,99,-389.7981262207031
1752507765.5966544,100,-389.7317199707031
1752507780.7956052,101,-357.7731628417969
1752507796.199444,102,-376.90191650390625
1752507812.7525303,103,-388.6288757324219
1752507827.9520228,104,-350.0658874511719
1752507843.446653,105,-368.7948913574219
1752507859.7710097,106,-368.4915771484375
1752507874.896,107,-354.41876220703125
1752507890.1088026,108,-358.7527770996094
1752507906.3296306,109,-346.7574157714844
1752507921.4477425,110,-350.2698974609375
1752507936.8363237,111,-384.366943359375
1752507952.147346,112,-355.08734130859375
1752507967.3908117,113,-329.3382568359375
1752507982.9019682,114,-346.1252746582031
1752507998.2078512,115,-378.5400390625
1752508013.4032502,116,-327.631591796875
1752508028.8708756,117,-373.0013427734375
1752508044.3170323,118,-358.0290222167969
1752508059.5495393,119,-333.2490539550781
1752508074.7341948,120,-351.498291015625
1752508090.085304,121,-360.3507385253906
1752508106.4523056,122,-363.5882873535156
1752508121.8247154,123,-357.3070983886719
1752508137.2686896,124,-392.0746765136719
1752508153.3785555,125,-342.2809753417969
1752508168.8328354,126,-419.2254333496094
1752508184.1605146,127,-352.5145263671875
1752508199.4101865,128,-353.3291015625
1752508215.6369097,129,-365.46722412109375
1752508230.940616,130,-330.8814392089844
1752508247.4390836,131,-376.5837097167969
1752508262.7210705,132,-339.1700744628906
1752508277.8098183,133,-333.9112548828125
1752508293.1611087,134,-390.748779296875
1752508308.4843252,135,-378.29351806640625
1752508323.7382748,136,-354.6967468261719
1752508339.0573344,137,-411.0249328613281
1752508355.1995049,138,-350.2397766113281
1752508370.3947577,139,-320.21759033203125
1752508385.5701258,140,-355.31597900390625
1752508400.876765,141,-339.95062255859375
1752508417.186843,142,-360.73809814453125
1752508432.661978,143,-399.3060302734375
1752508447.9560535,144,-391.222412109375
1752508462.920432,145,-353.3380432128906
1752508478.2883985,146,-388.19659423828125
1752508493.3643892,147,-334.9476318359375
1752508508.498559,148,-337.93121337890625
1752508523.6370227,149,-348.7499694824219
1752508538.7928345,150,-332.44512939453125
1752508554.2201524,151,-383.9335021972656
1752508569.7956045,152,-318.6943359375
1752508586.218289,153,-330.9097595214844
1752508602.533468,154,-345.26800537109375
1752508617.8106058,155,-325.2991638183594
1752508633.0614407,156,-326.9917297363281
1752508648.4230275,157,-380.2253112792969
1752508663.7419026,158,-314.2138977050781
1752508679.130664,159,-344.64605712890625
