timestamp,datetime,memory_percent,memory_available_gb,memory_used_gb,cpu_percent,disk_usage_percent,process_memory_mb,process_cpu_percent,network_bytes_sent,network_bytes_recv,network_packets_sent,network_packets_recv
1754217408.1406856,2025-08-03T05:36:48.140686,1.8,184.20935440063477,2.0741195678710938,0.5,66.4,989.95703125,0.0,0,0,0,0
1754217438.2785733,2025-08-03T05:37:18.278573,2.1,183.6801643371582,2.6032562255859375,0.0,66.4,1111.98828125,4.7,627670,265202,803,3112
1754217468.4161937,2025-08-03T05:37:48.416194,2.1,183.6803436279297,2.6030349731445312,1.7,66.4,1111.98828125,0.1,804134,198337,1101,3189
1754217498.5541854,2025-08-03T05:38:18.554185,2.1,183.6799430847168,2.6034202575683594,0.0,66.4,1111.98828125,0.2,743212,216688,1037,3457
1754217528.69154,2025-08-03T05:38:48.691540,2.1,183.67972946166992,2.603557586669922,0.0,66.4,1111.98828125,0.1,707262,207790,997,3376
1754217558.8291492,2025-08-03T05:39:18.829149,2.1,183.6793327331543,2.6039581298828125,0.5,66.4,1111.98828125,0.3,713590,213268,1015,3443
1754217588.966897,2025-08-03T05:39:48.966897,2.1,183.6796112060547,2.6036720275878906,0.0,66.4,1112.09765625,0.3,699204,210054,984,3418
1754217619.1042833,2025-08-03T05:40:19.104283,2.1,183.67931365966797,2.6039581298828125,1.5,66.4,1112.09765625,0.2,715330,206960,994,3327
1754217649.2420878,2025-08-03T05:40:49.242088,2.1,183.6797103881836,2.603565216064453,0.0,66.4,1112.09765625,0.3,691158,212475,1005,3425
1754217679.354204,2025-08-03T05:41:19.354204,2.1,183.67974090576172,2.603515625,0.2,66.4,1112.09765625,0.2,719308,209716,1000,3385
