timestamp,interval_count,total_count,queue_size,max_queue_size,cpu_percent
2025-07-28T00:39:34.179015,4,4,1,1,0.0
2025-07-28T00:39:34.679484,2,6,1,1,28.6
2025-07-28T00:39:35.179921,2,8,1,1,27.7
2025-07-28T00:39:35.680580,4,12,1,1,28.8
2025-07-28T00:39:36.181104,3,15,1,1,29.0
2025-07-28T00:39:36.681537,4,19,1,1,29.4
2025-07-28T00:39:37.182238,6,25,1,1,28.9
2025-07-28T00:39:37.683509,5,30,1,1,28.5
2025-07-28T00:39:38.186891,10,40,1,1,30.5
2025-07-28T00:39:38.687671,7,47,1,1,28.0
2025-07-28T00:39:39.190819,12,59,1,1,29.5
2025-07-28T00:39:39.691395,15,74,1,1,31.1
2025-07-28T00:39:40.192411,10,84,1,1,29.0
2025-07-28T00:39:40.706181,13,97,1,2,28.2
2025-07-28T00:39:41.206653,19,116,1,2,29.0
2025-07-28T00:39:42.035862,9,125,1,2,17.2
2025-07-28T00:39:42.537414,28,153,1,6,27.3
2025-07-28T00:39:43.037840,15,168,1,6,30.1
2025-07-28T00:39:43.543311,13,181,1,6,29.4
2025-07-28T00:39:44.045992,18,199,1,6,30.0
2025-07-28T00:39:44.546429,16,215,1,6,29.3
2025-07-28T00:39:45.047282,13,228,1,6,28.8
2025-07-28T00:39:45.547784,16,244,1,6,30.8
2025-07-28T00:39:46.048501,17,261,1,6,30.7
2025-07-28T00:39:46.548933,12,273,1,6,30.3
2025-07-28T00:39:47.049344,18,291,1,6,29.8
2025-07-28T00:39:47.550039,14,305,1,6,30.1
2025-07-28T00:39:48.050510,16,321,1,6,31.1
2025-07-28T00:39:48.551870,16,337,1,6,31.3
2025-07-28T00:39:49.453158,13,350,1,6,13.7
2025-07-28T00:39:49.954619,29,379,1,6,28.5
2025-07-28T00:39:50.455593,18,397,1,6,31.7
2025-07-28T00:39:50.956321,13,410,1,6,30.6
2025-07-28T00:39:51.456974,14,424,1,6,29.6
2025-07-28T00:39:51.957465,15,439,1,6,30.9
2025-07-28T00:39:52.458208,11,450,1,6,29.5
2025-07-28T00:39:52.959217,22,472,1,6,31.0
2025-07-28T00:39:53.460077,11,483,1,6,31.7
2025-07-28T00:39:53.960821,21,504,1,6,32.9
2025-07-28T00:39:54.461336,13,517,1,6,31.7
2025-07-28T00:39:54.961976,15,532,1,6,31.1
2025-07-28T00:39:55.462506,16,548,1,6,29.4
2025-07-28T00:39:55.963218,17,565,1,6,30.6
2025-07-28T00:39:56.464227,15,580,1,6,30.8
2025-07-28T00:39:56.965000,15,595,1,6,30.1
2025-07-28T00:39:57.465720,17,612,1,6,29.5
2025-07-28T00:39:57.967155,9,621,1,6,30.1
2025-07-28T00:39:58.800226,4,625,1,6,5.6
2025-07-28T00:39:59.301911,42,667,1,6,26.6
2025-07-28T00:39:59.807468,12,679,1,6,30.5
2025-07-28T00:40:00.308112,20,699,1,6,29.9
2025-07-28T00:40:00.808765,8,707,1,6,29.8
2025-07-28T00:40:01.313596,20,727,1,6,30.0
2025-07-28T00:40:01.814357,11,738,1,6,29.9
2025-07-28T00:40:02.314784,18,756,1,6,29.9
2025-07-28T00:40:02.815581,11,767,1,6,30.5
2025-07-28T00:40:03.316263,15,782,1,6,29.9
2025-07-28T00:40:03.816880,18,800,1,6,30.2
2025-07-28T00:40:04.317310,15,815,1,6,30.4
2025-07-28T00:40:04.817667,16,831,1,6,29.9
2025-07-28T00:40:05.318231,16,847,1,6,29.3
2025-07-28T00:40:05.818744,17,864,1,6,30.6
2025-07-28T00:40:06.319624,12,876,1,6,30.8
2025-07-28T00:40:06.820391,17,893,2,6,31.7
2025-07-28T00:40:07.320758,12,905,2,6,29.7
2025-07-28T00:40:07.821229,16,921,1,6,31.2
2025-07-28T00:40:08.321891,15,936,1,6,30.9
2025-07-28T00:40:08.822369,15,951,1,6,31.6
2025-07-28T00:40:09.990105,8,959,2,6,6.4
2025-07-28T00:40:10.490821,44,1003,1,7,26.6
2025-07-28T00:40:10.991564,18,1021,1,7,31.1
2025-07-28T00:40:11.492405,10,1031,1,7,29.3
2025-07-28T00:40:11.992783,16,1047,1,7,29.1
2025-07-28T00:40:12.495848,18,1065,1,7,30.3
2025-07-28T00:40:12.997210,12,1077,1,7,30.7
2025-07-28T00:40:13.500813,18,1095,1,7,29.5
2025-07-28T00:40:14.001183,11,1106,1,7,29.6
2025-07-28T00:40:14.501558,19,1125,1,7,30.2
2025-07-28T00:40:15.002385,14,1139,1,7,11.9
2025-07-28T00:40:15.503169,13,1152,1,7,2.7
2025-07-28T00:40:16.003945,14,1166,1,7,2.8
2025-07-28T00:40:16.504499,17,1183,1,7,2.8
2025-07-28T00:40:17.005264,11,1194,1,7,44.2
2025-07-28T00:40:17.510561,22,1216,1,7,45.1
2025-07-28T00:40:18.011036,11,1227,1,7,45.2
2025-07-28T00:40:18.517044,18,1245,1,7,45.3
2025-07-28T00:40:19.017690,14,1259,1,7,42.1
2025-07-28T00:40:19.528166,14,1273,1,7,43.3
2025-07-28T00:40:20.028705,13,1286,1,7,45.0
2025-07-28T00:40:20.529160,17,1303,1,7,40.7
2025-07-28T00:40:21.038108,17,1320,1,7,44.4
2025-07-28T00:40:21.538856,15,1335,1,7,42.5
2025-07-28T00:40:22.040458,16,1351,1,7,42.0
2025-07-28T00:40:22.543191,12,1363,1,7,44.7
2025-07-28T00:40:23.820361,7,1370,1,7,8.6
2025-07-28T00:40:24.320782,49,1419,1,8,44.4
