timestamp,interval_count,total_count,cpu_percent
2025-07-27T19:53:10.537119,2,2,0.0
2025-07-27T19:53:11.037545,3,5,6.9
2025-07-27T19:53:11.537809,4,9,5.5
2025-07-27T19:53:12.038125,3,12,4.8
2025-07-27T19:53:12.538451,3,15,4.6
2025-07-27T19:53:13.038749,3,18,5.3
2025-07-27T19:53:13.539076,4,22,5.0
2025-07-27T19:53:14.039331,4,26,5.0
2025-07-27T19:53:14.539608,4,30,5.0
2025-07-27T19:53:15.039934,3,33,4.6
2025-07-27T19:53:15.540134,4,37,5.0
2025-07-27T19:53:16.040956,4,41,4.8
2025-07-27T19:53:16.541267,3,44,4.8
2025-07-27T19:53:17.041535,4,48,4.6
2025-07-27T19:53:17.541801,4,52,5.6
2025-07-27T19:53:18.042258,3,55,5.7
2025-07-27T19:53:18.542578,3,58,5.6
2025-07-27T19:53:19.042951,3,61,5.7
2025-07-27T19:53:19.543254,3,64,6.5
2025-07-27T19:53:20.043527,4,68,6.8
2025-07-27T19:53:20.543809,3,71,5.1
2025-07-27T19:53:21.044067,4,75,5.9
2025-07-27T19:53:21.544326,4,79,5.0
2025-07-27T19:53:22.044602,3,82,4.4
2025-07-27T19:53:22.544875,4,86,4.8
2025-07-27T19:53:23.045164,3,89,5.1
2025-07-27T19:53:23.545411,4,93,5.3
2025-07-27T19:53:24.045671,3,96,5.5
2025-07-27T19:53:24.546439,3,99,4.4
2025-07-27T19:55:00.583758,2,101,2.3
2025-07-27T19:55:01.084246,4,105,11.2
2025-07-27T19:55:01.584577,3,108,8.3
2025-07-27T19:55:02.084878,3,111,6.4
2025-07-27T19:55:02.585237,3,114,7.2
2025-07-27T19:55:03.085565,3,117,7.1
2025-07-27T19:55:03.586473,3,120,4.8
