timestamp,datetime,memory_percent,memory_available_gb,memory_used_gb,cpu_percent,disk_usage_percent,process_memory_mb,process_cpu_percent,network_bytes_sent,network_bytes_recv,network_packets_sent,network_packets_recv
1753771860.8762767,2025-07-29T02:51:00.876277,11.2,111.45735549926758,12.061759948730469,0.9,6.5,964.71875,0.0,0,0,0,0
1753771891.012772,2025-07-29T02:51:31.012772,11.7,110.87964630126953,12.6531982421875,70.2,6.5,1112.82421875,492.7,10265682,10264926,1017,1011
1753771921.1479664,2025-07-29T02:52:01.147966,11.7,110.85482406616211,12.678268432617188,21.6,6.5,1124.265625,579.8,42941963,42945104,2790,2817
1753771951.282714,2025-07-29T02:52:31.282714,11.7,110.82501983642578,12.708072662353516,6.2,6.5,1133.578125,556.2,11880467,11881482,971,981
1753771981.4181442,2025-07-29T02:53:01.418144,11.7,110.83158493041992,12.701499938964844,64.7,6.5,1141.61328125,526.6,10395400,10395829,789,797
1753772011.5529635,2025-07-29T02:53:31.552963,11.7,110.80934143066406,12.723751068115234,6.0,6.5,1148.83203125,569.5,10544793,10545131,730,731
1753772041.6873317,2025-07-29T02:54:01.687332,11.7,110.86474990844727,12.668403625488281,30.7,6.5,1157.17578125,577.0,10278899,10287721,838,850
1753772071.82194,2025-07-29T02:54:31.821940,11.8,110.6451301574707,12.888023376464844,33.4,6.5,1165.81640625,588.0,21688674,21689857,1480,1484
1753772101.956542,2025-07-29T02:55:01.956542,11.9,110.6070556640625,12.926029205322266,51.5,6.5,1173.109375,596.0,10655974,10666299,943,966
1753772132.090518,2025-07-29T02:55:32.090518,11.9,110.54788208007812,12.98123550415039,45.2,6.5,1181.8671875,598.9,20475455,20474980,1223,1220
1753772162.224981,2025-07-29T02:56:02.224981,11.9,110.59626388549805,12.93634033203125,5.0,6.5,1188.28125,591.5,51130012,51145670,2933,2942
