timestamp,interval_count,total_count,cpu_percent
2025-07-23T09:47:19.868367,1,1,0.0
2025-07-23T09:47:20.375688,8,9,59.6
2025-07-23T09:47:20.876035,12,21,44.2
2025-07-23T09:47:21.376381,26,47,42.7
2025-07-23T09:47:21.876644,30,77,43.5
2025-07-23T09:47:22.380667,27,104,43.9
2025-07-23T09:47:22.986374,22,126,43.4
2025-07-23T09:47:23.486814,41,167,44.1
2025-07-23T09:47:23.987076,32,199,44.1
2025-07-23T09:47:24.487399,25,224,42.8
2025-07-23T09:47:24.987897,25,249,43.2
2025-07-23T09:47:25.488263,19,268,45.1
2025-07-23T09:47:25.988632,27,295,43.3
2025-07-23T09:47:26.488948,30,325,44.2
2025-07-23T09:47:27.181892,24,349,43.3
2025-07-23T09:47:27.682404,43,392,45.4
2025-07-23T09:47:28.182678,29,421,46.6
2025-07-23T09:47:28.682987,27,448,42.8
2025-07-23T09:47:29.183376,31,479,43.2
2025-07-23T09:47:29.683737,20,499,49.8
2025-07-23T09:47:30.184084,21,520,43.1
2025-07-23T09:47:30.684350,21,541,44.9
2025-07-23T09:47:31.184620,30,571,43.3
2025-07-23T09:47:31.684921,28,599,43.5
2025-07-23T09:47:32.249493,20,619,43.2
2025-07-23T09:47:32.749771,40,659,44.1
2025-07-23T09:47:33.282134,27,686,43.3
2025-07-23T09:47:33.782488,21,707,43.9
2025-07-23T09:47:34.282777,28,735,43.0
2025-07-23T09:47:34.786325,22,757,43.4
2025-07-23T09:47:35.287901,26,783,43.6
2025-07-23T09:47:35.788081,24,807,43.4
2025-07-23T09:47:36.288349,30,837,43.6
2025-07-23T09:47:36.788603,27,864,45.3
2025-07-23T09:47:37.288816,33,897,43.6
2025-07-23T09:47:37.789145,26,923,43.7
2025-07-23T09:47:38.385846,26,949,42.2
2025-07-23T09:47:38.886204,32,981,39.2
2025-07-23T09:47:39.386559,22,1003,37.4
2025-07-23T09:47:39.886892,19,1022,32.8
2025-07-23T09:47:40.387154,15,1037,27.5
2025-07-23T09:47:40.887425,15,1052,24.5
2025-07-23T09:47:41.400432,13,1065,22.6
2025-07-23T09:47:41.900633,9,1074,20.3
2025-07-23T09:47:42.400866,5,1079,13.8
