timestamp,interval_count,total_count,cpu_percent
2025-07-27T19:58:19.695890,1,1,0.0
2025-07-27T19:58:20.196263,4,5,5.0
2025-07-27T19:58:20.696554,4,9,4.8
2025-07-27T19:58:21.196952,3,12,4.4
2025-07-27T19:58:21.697342,2,14,4.1
2025-07-27T19:58:22.197676,4,18,5.3
2025-07-27T19:58:22.698028,4,22,4.4
2025-07-27T19:58:23.198338,3,25,4.6
2025-07-27T19:58:23.698673,4,29,4.6
2025-07-27T19:58:24.199027,3,32,4.5
2025-07-27T19:58:24.699555,5,37,4.8
2025-07-27T19:58:25.199977,3,40,4.7
2025-07-27T19:58:25.700311,4,44,7.0
2025-07-27T19:58:26.200500,3,47,6.5
2025-07-27T19:58:26.700682,4,51,5.7
2025-07-27T19:58:27.200893,3,54,6.2
2025-07-27T19:58:27.701092,3,57,4.6
2025-07-27T19:58:28.201288,3,60,4.5
2025-07-27T19:58:28.701481,3,63,4.6
2025-07-27T19:58:29.201673,4,67,5.1
2025-07-27T19:58:29.701871,3,70,4.5
2025-07-27T19:58:30.202268,4,74,4.9
2025-07-27T19:58:30.702565,4,78,4.9
2025-07-27T19:58:31.202754,3,81,4.6
2025-07-27T19:58:31.702994,4,85,5.4
2025-07-27T19:58:32.203160,3,88,4.8
2025-07-27T19:58:32.703329,4,92,4.9
2025-07-27T19:58:33.203548,3,95,4.7
2025-07-27T19:58:33.703793,4,99,4.8
2025-07-27T19:58:34.203984,4,103,10.8
2025-07-27T19:58:34.704214,3,106,8.8
2025-07-27T19:58:35.204414,4,110,7.4
2025-07-27T19:58:35.704611,3,113,7.2
2025-07-27T19:58:36.204868,4,117,7.2
2025-07-27T19:58:36.705059,3,120,6.1
2025-07-27T19:58:37.205259,2,122,4.4
2025-07-27T19:58:37.705509,4,126,4.8
2025-07-27T19:58:38.205745,3,129,4.7
2025-07-27T19:58:38.705974,5,134,5.4
2025-07-27T19:58:39.206211,3,137,4.8
2025-07-27T19:58:39.706413,3,140,4.8
2025-07-27T19:58:40.206626,4,144,5.3
2025-07-27T19:58:40.706888,4,148,4.6
2025-07-27T19:58:41.207062,2,150,4.1
2025-07-27T19:58:41.707313,4,154,4.4
2025-07-27T19:58:42.207510,3,157,4.7
2025-07-27T19:58:42.707779,4,161,4.7
2025-07-27T19:58:43.208060,4,165,4.7
2025-07-27T19:58:43.708549,4,169,4.7
2025-07-27T19:58:44.208865,4,173,6.9
2025-07-27T19:58:44.709262,3,176,4.6
2025-07-27T19:58:45.209591,4,180,4.8
2025-07-27T19:58:45.709904,4,184,4.8
2025-07-27T19:58:46.210176,4,188,4.8
2025-07-27T19:58:46.710469,4,192,4.8
2025-07-27T19:58:47.210791,4,196,5.0
2025-07-27T19:58:47.711280,4,200,4.7
2025-07-27T19:58:48.211615,3,203,4.9
2025-07-27T19:58:48.711964,3,206,4.6
2025-07-27T19:58:49.212227,4,210,4.9
2025-07-27T19:58:49.712468,3,213,4.6
2025-07-27T19:58:50.212757,4,217,4.6
2025-07-27T19:58:50.713084,3,220,4.8
2025-07-27T19:58:51.213451,4,224,11.5
2025-07-27T19:58:51.713751,3,227,6.9
2025-07-27T19:58:52.214089,4,231,8.8
2025-07-27T19:58:52.714402,3,234,7.0
2025-07-27T19:58:53.214592,3,237,5.9
2025-07-27T19:58:53.714838,2,239,4.2
2025-07-27T19:58:54.215063,3,242,4.6
2025-07-27T19:58:54.715287,3,245,4.6
2025-07-27T19:58:55.215514,5,250,4.9
2025-07-27T19:58:55.715763,4,254,4.8
2025-07-27T19:58:56.215974,3,257,4.9
2025-07-27T19:58:56.716175,4,261,5.1
2025-07-27T19:58:57.216409,1,262,4.7
