Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpLen	StdEpLen	MaxEpLen	MinEpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter
1	3374.36328125	810.1525782221519	4800.099	2757.9531	501.0	0.0	501.0	501.0	-0.357908154296875	0.019922196927928924	-0.30985183	-0.4109181	2.002716037452501e-08	640405.0	-0.006744577083736658	-195.6875	1.6145286560058594	-0.002675000112503767	0.14720000326633453	39.0
2	4322.275	1783.566090729469	7551.501	2738.5745	601.0	199.50037593949543	1000.0	501.0	-0.230762451171875	0.07915973298343745	-0.11611238	-0.4109181	-0.0019372209208086133	600261.0625	0.006484325975179672	-281.3125	1.618070363998413	-0.01406249962747097	0.15666666626930237	39.0
3	5361.686328125	2247.9079162634753	7776.027	1758.4409	501.0	0.0	501.0	501.0	-0.014984869384765625	0.11434332403753673	0.099680156	-0.26390564	0.002466450212523341	1327120.125	-0.005134013947099447	-801.75	1.5996131896972656	0.0017000000225380063	0.07159999758005142	39.0
4	5795.01484375	890.2467354615798	6788.1846	4795.2583	501.0	0.0	501.0	501.0	0.430572900390625	0.22353364681802518	0.66857743	-0.0878167	-0.0005434688646346331	1399330.5	-0.007802924141287804	-2107.125	1.5968713760375977	0.007350000087171793	0.10000000149011612	39.0
5	6776.42109375	2766.8503392847256	10787.968	3758.5144	501.0	0.0	501.0	501.0	1.433559765625	0.5198911582304993	2.0269475	0.28997377	-0.00316723738797009	1627916.5	0.0004414655268192291	-4955.625	1.599855899810791	-0.005425000097602606	0.12839999794960022	39.0
6	8740.159375	2595.845449944969	13555.722	5789.324	601.0	199.50037593949543	1000.0	501.0	3.553046875	1.136356560998333	4.882907	0.9660014	3.646707409643568e-05	1993441.625	-0.0023119994439184666	-10506.75	1.5825599431991577	0.006708333268761635	0.13366666436195374	39.0
7	9198.85859375	1619.5520368299376	11781.875	6800.202	501.2	0.4000000327825533	502.0	501.0	7.419676660585766	2.2173377032837913	10.257092	2.520061	0.00018049078062176704	2580327.5	-0.006425684783607721	-21234.25	1.5805224180221558	0.0005997600965201855	0.153938427567482	39.0
8	11743.0453125	2288.4323018171194	15561.376	8786.536	600.8	199.59999843436873	1000.0	501.0	14.52028801267089	3.8362300194227976	19.550943	5.4559417	-0.0013494074810296297	3195384.75	-0.0013094684109091759	-38991.25	1.572129487991333	-0.0049183061346411705	0.09636545181274414	39.0
9	11172.1703125	2085.2602715248763	13802.705	7732.0005	501.0	0.0	501.0	501.0	26.0505765625	6.476618764834009	34.857956	10.537703	-0.0009269155561923981	3867399.75	-0.007510812021791935	-64147.75	1.5583001375198364	0.006175000220537186	0.19280000030994415	39.0
10	11387.76875	2155.1359121874425	13793.422	8778.8955	501.0	0.0	501.0	501.0	43.534	10.790512615256052	57.9303	18.818024	-0.00027979316655546427	4187501.75	-0.004980036057531834	-91474.0	1.5471227169036865	0.009050000458955765	0.12800000607967377	39.0
11	12591.05078125	1473.0119483561564	13813.504	9782.658	501.0	0.0	501.0	501.0	66.87181875	15.524913848392202	89.84989	31.02249	-0.0016612919280305505	5094523.0	-0.003978644032031298	-143497.0	1.5457879304885864	-0.0038250000216066837	0.07999999821186066	39.0
12	12987.03203125	2319.133027663571	15786.097	8777.059	501.0	0.0	501.0	501.0	100.43455	21.814208672330977	134.39598	48.007526	-0.0011547089088708162	4992153.0	-0.0017233456019312143	-176973.0	1.5354465246200562	0.007424999959766865	0.1467999964952469	39.0
13	14992.334375	2934.309867754256	18807.09	10784.978	501.0	0.0	501.0	501.0	144.0590875	29.548837540586938	190.67218	72.097336	-0.0006567342788912356	6249545.5	-0.0052886223420500755	-265349.5	1.522269368171692	-0.006000000052154064	0.17880000174045563	39.0
14	17341.0765625	3283.2263400502866	23529.76	13798.117	601.0	199.50037593949543	1000.0	501.0	207.36829166666666	38.39324376328037	265.70316	102.679794	-0.0003513401316013187	5541946.5	-0.006206319201737642	-299410.0	1.4955888986587524	0.0052083334885537624	0.16099999845027924	39.0
15	16384.0125	3443.107782222334	21778.578	11770.619	501.0	0.0	501.0	501.0	274.17585	54.415277266591225	355.29367	142.88544	-0.0013765878975391388	7176519.5	-0.0066261207684874535	-417859.0	1.4909882545471191	0.008574999868869781	0.15000000596046448	39.0
16	16394.940625	3207.2177350469988	21811.61	12801.099	501.2	0.40000000298023225	502.0	501.0	353.6177528988405	64.16119494231252	469.1867	189.97421	-0.00047574774362146854	6410703.0	-0.0053102560341358185	-453128.0	1.4915177822113037	-0.005047980695962906	0.24110355973243713	39.0
17	18584.8375	2783.644661231027	21795.037	14789.437	501.0	0.0	501.0	501.0	462.84675	87.26056612239002	599.3214	249.35286	0.00039088152698241174	7854828.0	-0.005072841886430979	-636544.5	1.4672151803970337	0.00930000003427267	0.20479999482631683	39.0
18	25970.91875	8016.739287266363	41632.945	19796.66	601.0	199.50037593949543	1000.0	501.0	604.9909583333333	102.87688758900126	762.97784	319.55823	-0.0012440206483006477	10475650.0	-0.00332373334094882	-986716.0	1.4517635107040405	-0.0019374999683350325	0.21133333444595337	39.0
19	24972.13125	9175.512454353708	42639.83	17795.285	600.8	199.60000626252494	1000.0	501.0	759.56918972991	132.36507156619368	977.03687	405.8968	-0.0009914200054481626	9226428.0	-0.010202265344560146	-951177.5	1.4274019002914429	0.003376125358045101	0.2000666856765747	39.0
20	22603.271875	990.7195364985996	23831.57	20791.203	501.0	0.0	501.0	501.0	944.9024	160.1612387564482	1205.9896	519.7538	-0.0014825471444055438	9182213.0	-0.006886645220220089	-1093539.5	1.3909388780593872	0.012550000101327896	0.14079999923706055	39.0
