process_timestamp,process_pid,process_process_name,process_cpu_percent,process_cpu_percent_per_core,process_logical_cpu_count,process_cpu_times_user,process_cpu_times_system,process_num_threads,system_timestamp,system_cpu_percent,system_cpu_percent_per_core,system_cpu_count,system_load_avg_1m
2025-07-23T09:55:18.687609,81368,python,572.7,17.896875,32,6.81,0.29,90,2025-07-23T09:55:18.789602,66.7,"[10.0, 72.7, 60.0, 40.0, 50.0, 30.0, 0.0, 100.0, 70.0, 40.0, 0.0, 100.0, 100.0, 10.0, 90.9, 0.0, 33.3, 44.4, 90.0, 44.4, 80.0, 90.0, 100.0, 77.8, 45.5, 63.6, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",32,10.362025-07-23T09:55:19.311809,81503,python,107.1,3.346875,32,7.32,0.32,90,2025-07-23T09:55:19.414480,72.2,"[33.3, 90.9, 27.3, 100.0, 30.0, 100.0, 22.2, 100.0, 63.6, 63.6, 30.0, 100.0, 30.0, 100.0, 70.0, 45.5, 70.0, 75.0, 81.8, 81.8, 54.5, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 70.0, 90.9, 90.0, 100.0]",32,10.36669922025-02025-07-23T09:55:19.915347,81503,python,104.1,3.253125,32,7.93,0.35,90,2025-07-23T09:55:20.019717,73.3,"[60.0, 30.0, 0.0, 100.0, 9.1, 100.0, 0.0, 100.0, 20.0, 90.9, 0.0, 100.0, 0.0, 100.0, 0.0, 100.0, 45.5, 37.5, 60.0, 100.0, 100.0, 100.0, 33.3, 100.0, 100.0, 100.0, 100.0, 81.8, 60.0, 100.0, 100.0, 100.0]",32,10.366692025-07-2025-07-23T09:55:20.521103,81503,python,82.5,2.578125,32,8.41,0.37,90,2025-07-23T09:55:20.622417,83.3,"[45.5, 30.0, 18.2, 90.0, 20.0, 80.0, 10.0, 100.0, 10.0, 90.0, 9.1, 100.0, 9.1, 100.0, 33.3, 60.0, 50.0, 60.0, 66.7, 66.7, 90.0, 100.0, 66.7, 90.0, 100.0, 81.8, 100.0, 100.0, 66.7, 100.0, 100.0, 70.0]",32,10.3666992025-072025-07-23T09:55:21.128153,81503,python,99.1,3.096875,32,9.0,0.38,90,2025-07-23T09:55:21.230204,77.2,"[40.0, 90.0, 45.5, 70.0, 27.3, 100.0, 44.4, 80.0, 27.3, 100.0, 27.3, 100.0, 36.4, 100.0, 60.0, 44.4, 63.6, 77.8, 88.9, 70.0, 100.0, 90.0, 72.7, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 80.0, 100.0]",32,10.36669921820252025-07-23T09:55:21.731377,81503,python,104.3,3.259375,32,9.61,0.4,90,2025-07-23T09:55:21.832668,69.5,"[30.0, 90.0, 27.3, 100.0, 20.0, 90.9, 0.0, 100.0, 20.0, 72.7, 18.2, 81.8, 81.8, 0.0, 33.3, 63.6, 45.5, 70.0, 100.0, 80.0, 80.0, 100.0, 90.0, 80.0, 90.9, 100.0, 100.0, 88.9, 90.9, 90.9, 90.0, 100.0]",32,10.366699212025-2025-07-23T09:55:22.333703,81503,python,107.8,3.36875,32,10.23,0.43,90,2025-07-23T09:55:22.436473,71.5,"[22.2, 90.9, 20.0, 80.0, 22.2, 88.9, 20.0, 77.8, 18.2, 100.0, 33.3, 70.0, 22.2, 77.8, 11.1, 100.0, 70.0, 60.0, 62.5, 90.0, 90.9, 90.0, 90.0, 90.0, 77.8, 90.9, 100.0, 100.0, 80.0, 100.0, 90.0, 100.0]",32,10.36669921820252025-07-23T09:55:22.937091,81503,python,106.1,3.315625,32,10.85,0.45,90,2025-07-23T09:55:23.039208,70.3,"[20.0, 100.0, 66.7, 30.0, 9.1, 100.0, 30.0, 55.6, 12.5, 70.0, 33.3, 80.0, 33.3, 60.0, 18.2, 100.0, 70.0, 77.8, 81.8, 70.0, 66.7, 100.0, 100.0, 81.8, 100.0, 100.0, 90.0, 100.0, 90.9, 90.0, 100.0, 100.0]",32,10.36669921820252025-07-23T09:55:23.539561,81503,python,107.8,3.36875,32,11.48,0.47,90,2025-07-23T09:55:23.640751,69.8,"[40.0, 66.7, 58.3, 30.0, 10.0, 100.0, 77.8, 11.1, 18.2, 100.0, 0.0, 100.0, 10.0, 100.0, 11.1, 100.0, 60.0, 77.8, 81.8, 90.9, 90.0, 100.0, 100.0, 77.8, 100.0, 100.0, 100.0, 88.9, 80.0, 90.0, 100.0, 90.0]",32,11.29833982025-07-23T09:55:24.164565,81401,python,105.0,3.28125,32,12.06,0.46,90,2025-07-23T09:55:24.266718,71.0,"[30.0, 40.0, 20.0, 100.0, 9.1, 100.0, 10.0, 90.0, 33.3, 62.5, 10.0, 100.0, 18.2, 100.0, 10.0, 100.0, 63.6, 60.0, 88.9, 100.0, 100.0, 90.0, 81.8, 100.0, 100.0, 100.0, 100.0, 100.0, 77.8, 90.0, 100.0, 80.0]",32,11.29833984375
2025-07-23T09:55:24.767349,81401,python,104.8,3.275,32,12.68,0.48,90,2025-07-23T09:55:24.870705,70.8,"[36.4, 55.6, 50.0, 50.0, 22.2, 88.9, 11.1, 90.0, 30.0, 80.0, 10.0, 100.0, 30.0, 90.0, 10.0, 90.9, 66.7, 100.0, 100.0, 66.7, 100.0, 100.0, 100.0, 100.0, 100.0, 90.0, 70.0, 100.0, 100.0, 100.0, 70.0, 100.0]",32,11.29833984375
2025-07-23T09:55:25.371617,81401,python,107.6,3.3625,32,13.31,0.5,90,2025-07-23T09:55:25.473299,70.6,"[36.4, 100.0, 50.0, 70.0, 20.0, 70.0, 45.5, 80.0, 10.0, 100.0, 50.0, 50.0, 10.0, 100.0, 70.0, 20.0, 50.0, 66.7, 70.0, 90.0, 100.0, 100.0, 90.9, 100.0, 100.0, 100.0, 100.0, 90.0, 90.9, 90.9, 100.0, 90.9]",32,11.298339842025-2025-07-23T09:55:25.974747,81401,python,102.9,3.215625,32,13.91,0.52,90,2025-07-23T09:55:26.075942,71.1,"[30.0, 90.0, 10.0, 100.0, 10.0, 90.0, 11.1, 80.0, 0.0, 100.0, 30.0, 55.6, 27.3, 77.8, 9.1, 100.0, 50.0, 77.8, 66.7, 70.0, 77.8, 100.0, 100.0, 80.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 88.9, 100.0]",32,11.29833984375202025-07-23T09:55:26.577555,81401,python,109.5,3.421875,32,14.53,0.56,90,2025-07-23T09:55:26.679039,71.1,"[27.3, 88.9, 20.0, 90.0, 50.0, 60.0, 10.0, 90.9, 18.2, 100.0, 0.0, 90.0, 20.0, 100.0, 20.0, 90.0, 70.0, 58.3, 54.5, 55.6, 100.0, 100.0, 100.0, 80.0, 100.0, 100.0, 100.0, 100.0, 100.0, 70.0, 100.0, 90.0]",32,11.29833984320252025-07-23T09:55:27.179531,81401,python,106.2,3.31875,32,15.15,0.58,90,2025-07-23T09:55:27.280630,70.3,"[40.0, 80.0, 45.5, 75.0, 18.2, 100.0, 27.3, 80.0, 22.2, 80.0, 18.2, 100.0, 9.1, 100.0, 50.0, 40.0, 77.8, 88.9, 90.9, 60.0, 100.0, 90.0, 100.0, 90.0, 100.0, 100.0, 90.0, 100.0, 90.0, 72.7, 90.0, 100.0]",32,11.298339842025-2025-07-23T09:55:27.781099,81401,python,104.7,3.271875,32,15.76,0.6,90,2025-07-23T09:55:27.883003,70.5,"[11.1, 100.0, 10.0, 100.0, 22.2, 100.0, 10.0, 100.0, 10.0, 100.0, 50.0, 40.0, 30.0, 80.0, 30.0, 50.0, 63.6, 60.0, 70.0, 100.0, 88.9, 81.8, 55.6, 100.0, 90.9, 100.0, 90.9, 100.0, 100.0, 45.5, 100.0, 100.0]",32,11.29833982025-02025-07-23T09:55:28.384007,81401,python,107.8,3.36875,32,16.39,0.62,90,2025-07-23T09:55:28.487684,69.6,"[20.0, 100.0, 36.4, 100.0, 30.0, 66.7, 11.1, 100.0, 55.6, 27.3, 10.0, 100.0, 11.1, 100.0, 20.0, 90.0, 44.4, 90.0, 77.8, 70.0, 81.8, 100.0, 100.0, 100.0, 80.0, 88.9, 100.0, 81.8, 91.7, 100.0, 88.9, 90.9]",32,12.155762025-07-2025-07-23T09:55:28.988299,81401,python,107.6,3.3625,32,17.02,0.64,90,2025-07-23T09:55:29.090617,70.1,"[36.4, 70.0, 22.2, 88.9, 27.3, 100.0, 11.1, 100.0, 63.6, 40.0, 33.3, 72.7, 30.0, 60.0, 30.0, 81.8, 72.7, 62.5, 60.0, 80.0, 100.0, 90.0, 100.0, 88.9, 90.0, 100.0, 100.0, 100.0, 90.0, 100.0, 90.0, 100.0]",32,12.1552025-07-232025-07-23T09:55:29.591674,81401,python,109.4,3.41875,32,17.64,0.68,90,2025-07-23T09:55:29.702609,70.5,"[18.2, 100.0, 10.0, 100.0, 9.1, 90.9, 9.1, 100.0, 9.1, 81.8, 100.0, 9.1, 0.0, 91.7, 0.0, 100.0, 50.0, 83.3, 100.0, 72.7, 100.0, 91.7, 100.0, 60.0, 90.9, 100.0, 100.0, 100.0, 83.3, 100.0, 54.5, 54.5]",32,12.155762025-07-2025-07-23T09:55:30.203314,81401,python,106.3,3.321875,32,18.27,0.7,90,2025-07-23T09:55:30.304119,69.7,"[40.0, 70.0, 22.2, 88.9, 20.0, 100.0, 11.1, 88.9, 9.1, 100.0, 18.2, 100.0, 10.0, 100.0, 18.2, 100.0, 63.6, 77.8, 88.9, 88.9, 77.8, 80.0, 80.0, 100.0, 88.9, 100.0, 100.0, 88.9, 77.8, 100.0, 100.0, 66.7]",32,12.15572025-07-22025-07-23T09:55:30.804883,81401,python,109.7,3.428125,32,18.9,0.73,90,2025-07-23T09:55:30.913249,69.7,"[30.0, 60.0, 18.2, 100.0, 18.2, 80.0, 18.2, 81.8, 0.0, 100.0, 9.1, 100.0, 58.3, 50.0, 9.1, 100.0, 66.7, 66.7, 60.0, 100.0, 100.0, 100.0, 90.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 70.0, 60.0]",32,12.1552025-07-232025-07-23T09:55:31.413637,81401,python,106.8,3.3375,32,19.52,0.76,90,2025-07-23T09:55:31.515223,70.0,"[70.0, 100.0, 70.0, 90.9, 70.0, 100.0, 72.7, 90.9, 90.0, 80.0, 70.0, 100.0, 80.0, 80.0, 72.7, 100.0, 81.8, 90.9, 90.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 70.0, 81.8, 100.0, 100.0, 100.0, 100.0]",32,12.1552025-07-232025-07-23T09:55:32.015950,81401,python,106.3,3.321875,32,20.14,0.78,90,2025-07-23T09:55:32.117400,73.2,"[36.4, 77.8, 33.3, 90.0, 18.2, 90.0, 30.0, 80.0, 10.0, 100.0, 20.0, 100.0, 20.0, 80.0, 20.0, 90.0, 70.0, 80.0, 80.0, 100.0, 80.0, 100.0, 100.0, 80.0, 100.0, 100.0, 100.0, 81.8, 100.0, 80.0, 100.0, 70.0]",32,12.12025-07-23T02025-07-23T09:55:32.618366,81401,python,106.2,3.31875,32,20.76,0.8,90,2025-07-23T09:55:32.733733,70.5,"[30.0, 63.6, 60.0, 36.4, 0.0, 100.0, 83.3, 18.2, 90.9, 8.3, 7.7, 100.0, 18.2, 81.8, 72.7, 33.3, 54.5, 45.5, 72.7, 66.7, 91.7, 100.0, 83.3, 100.0, 100.0, 100.0, 100.0, 100.0, 90.9, 100.0, 72.7, 91.7]",32,12.155761712025-2025-07-23T09:55:33.241230,81401,python,108.0,3.375,32,21.4,0.83,90,2025-07-23T09:55:33.343122,71.1,"[33.3, 100.0, 20.0, 100.0, 63.6, 55.6, 20.0, 90.0, 22.2, 90.0, 0.0, 90.9, 20.0, 90.0, 11.1, 100.0, 80.0, 66.7, 60.0, 100.0, 90.0, 100.0, 100.0, 90.0, 70.0, 72.7, 80.0, 100.0, 100.0, 90.0, 90.0, 88.9]",32,13.6650390625
2025-07-23T09:55:33.843636,81401,python,105.8,3.30625,32,22.02,0.85,90,2025-07-23T09:55:33.945061,70.7,"[40.0, 22.2, 25.0, 100.0, 10.0, 100.0, 18.2, 77.8, 11.1, 88.9, 30.0, 100.0, 10.0, 100.0, 11.1, 80.0, 44.4, 50.0, 88.9, 100.0, 90.0, 100.0, 100.0, 40.0, 90.0, 100.0, 90.0, 100.0, 90.0, 100.0, 100.0, 100.0]",32,13.6650390625
2025-07-23T09:55:34.633361,81401,python,103.8,3.24375,32,22.82,0.87,90,2025-07-23T09:55:34.734492,69.6,"[60.0, 77.8, 44.4, 81.8, 25.0, 80.0, 60.0, 44.4, 11.1, 100.0, 22.2, 100.0, 36.4, 90.0, 40.0, 80.0, 72.7, 80.0, 100.0, 100.0, 90.9, 88.9, 100.0, 81.8, 88.9, 90.9, 100.0, 90.9, 90.0, 100.0, 100.0, 100.0]",32,13.6650390625
2025-07-23T09:55:35.235096,81401,python,108.0,3.375,32,23.44,0.9,90,2025-07-23T09:55:35.336152,71.1,"[44.4, 70.0, 44.4, 66.7, 50.0, 54.5, 18.2, 100.0, 10.0, 90.0, 44.4, 63.6, 10.0, 100.0, 10.0, 100.0, 60.0, 60.0, 66.7, 90.0, 77.8, 100.0, 90.0, 100.0, 88.9, 100.0, 100.0, 100.0, 100.0, 100.0, 81.8, 100.0]",32,13.6650390625
2025-07-23T09:55:35.837098,81401,python,108.0,3.375,32,24.06,0.93,90,2025-07-23T09:55:35.938131,70.8,"[27.3, 100.0, 50.0, 27.3, 70.0, 40.0, 70.0, 20.0, 9.1, 100.0, 0.0, 100.0, 10.0, 90.0, 11.1, 100.0, 50.0, 60.0, 60.0, 100.0, 80.0, 100.0, 88.9, 100.0, 90.9, 100.0, 100.0, 100.0, 80.0, 100.0, 100.0, 100.0]",32,13.6650390625
2025-07-23T09:55:36.451663,81401,python,109.2,3.4125,32,24.69,0.96,90,2025-07-23T09:55:36.553414,70.4,"[11.1, 72.7, 0.0, 100.0, 0.0, 100.0, 9.1, 100.0, 44.4, 50.0, 30.0, 44.4, 50.0, 55.6, 10.0, 100.0, 37.5, 55.6, 70.0, 70.0, 90.9, 90.0, 100.0, 100.0, 90.9, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 90.0]",32,13.6650390625
2025-07-23T09:55:37.054012,81401,python,102.8,3.2125,32,25.3,0.98,90,2025-07-23T09:55:37.155121,69.1,"[11.1, 100.0, 11.1, 100.0, 0.0, 100.0, 9.1, 91.7, 20.0, 88.9, 60.0, 40.0, 10.0, 100.0, 0.0, 100.0, 66.7, 80.0, 60.0, 54.5, 88.9, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 63.6, 100.0, 90.9, 100.0, 100.0]",32,13.66502025-07-2025-07-23T09:55:37.658695,81401,python,106.0,3.3125,32,25.92,1.0,90,2025-07-23T09:55:37.763568,70.4,"[30.0, 100.0, 30.0, 70.0, 20.0, 90.0, 18.2, 90.0, 20.0, 90.9, 11.1, 81.8, 27.3, 88.9, 10.0, 100.0, 63.6, 90.0, 63.6, 80.0, 90.9, 100.0, 100.0, 90.9, 100.0, 77.8, 80.0, 100.0, 90.0, 70.0, 100.0, 88.9]",32,13.6650390625202025-07-23T09:55:38.264146,81401,python,103.9,3.246875,32,26.53,1.02,90,2025-07-23T09:55:38.365315,70.1,"[50.0, 70.0, 30.0, 88.9, 90.0, 40.0, 40.0, 80.0, 70.0, 60.0, 50.0, 77.8, 44.4, 80.0, 36.4, 90.9, 75.0, 70.0, 81.8, 90.0, 100.0, 100.0, 80.0, 100.0, 100.0, 100.0, 81.8, 100.0, 100.0, 90.0, 100.0, 100.0]",32,14.65283203125202025-07-23T09:55:38.865855,81401,python,108.0,3.375,32,27.14,1.06,90,2025-07-23T09:55:38.967237,72.3,"[36.4, 100.0, 10.0, 90.9, 20.0, 90.0, 11.1, 100.0, 9.1, 100.0, 10.0, 90.0, 18.2, 100.0, 0.0, 100.0, 66.7, 50.0, 66.7, 44.4, 88.9, 66.7, 100.0, 100.0, 100.0, 88.9, 100.0, 100.0, 60.0, 100.0, 100.0, 100.0]",32,14.65283203125202025-07-23T09:55:39.468055,81401,python,106.3,3.321875,32,27.76,1.08,90,2025-07-23T09:55:39.579622,70.9,"[18.2, 100.0, 9.1, 100.0, 18.2, 75.0, 0.0, 81.8, 9.1, 100.0, 72.7, 41.7, 0.0, 100.0, 16.7, 100.0, 45.5, 60.0, 60.0, 100.0, 72.7, 100.0, 100.0, 100.0, 100.0, 100.0, 70.0, 100.0, 100.0, 90.0, 54.5, 100.0]",32,14.65283203125202025-07-23T09:55:40.080450,81401,python,106.1,3.315625,32,28.39,1.1,90,2025-07-23T09:55:40.181720,70.1,"[11.1, 100.0, 20.0, 90.0, 10.0, 100.0, 20.0, 72.7, 18.2, 100.0, 10.0, 100.0, 10.0, 90.9, 10.0, 100.0, 87.5, 63.6, 66.7, 100.0, 90.0, 50.0, 100.0, 100.0, 70.0, 66.7, 77.8, 100.0, 100.0, 100.0, 100.0, 100.0]",32,14.65283202025-02025-07-23T09:55:40.682299,81401,python,104.7,3.271875,32,29.0,1.12,90,2025-07-23T09:55:40.796602,72.2,"[41.7, 91.7, 10.0, 100.0, 18.2, 90.0, 70.0, 40.0, 40.0, 70.0, 16.7, 100.0, 41.7, 60.0, 10.0, 100.0, 75.0, 70.0, 80.0, 80.0, 100.0, 62.5, 81.8, 100.0, 81.8, 88.9, 100.0, 90.0, 100.0, 100.0, 100.0, 90.9]",32,14.652025-07-23T2025-07-23T09:55:41.297984,81401,python,105.6,3.3,32,29.63,1.14,90,2025-07-23T09:55:41.399262,71.0,"[36.4, 90.0, 50.0, 33.3, 20.0, 80.0, 0.0, 100.0, 0.0, 90.0, 100.0, 0.0, 30.0, 70.0, 11.1, 100.0, 55.6, 63.6, 77.8, 100.0, 90.0, 90.0, 80.0, 90.0, 100.0, 100.0, 100.0, 88.9, 100.0, 70.0, 90.0, 100.0]",32,14.65283202025-02025-07-23T09:55:41.900521,81401,python,107.9,3.371875,32,30.25,1.17,90,2025-07-23T09:55:42.001489,71.4,"[50.0, 66.7, 20.0, 72.7, 22.2, 90.0, 11.1, 90.9, 11.1, 100.0, 10.0, 100.0, 22.2, 100.0, 10.0, 90.9, 60.0, 70.0, 62.5, 87.5, 90.9, 100.0, 100.0, 100.0, 100.0, 90.9, 100.0, 100.0, 66.7, 80.0, 100.0, 100.0]",32,14.65282025-07-22025-07-23T09:55:42.504887,81401,python,106.0,3.3125,32,30.86,1.2,90,2025-07-23T09:55:42.606545,71.1,"[27.3, 80.0, 10.0, 100.0, 11.1, 100.0, 9.1, 100.0, 11.1, 100.0, 0.0, 100.0, 40.0, 66.7, 10.0, 100.0, 81.8, 77.8, 44.4, 77.8, 100.0, 100.0, 90.0, 100.0, 80.0, 100.0, 72.7, 100.0, 100.0, 60.0, 100.0, 88.9]",32,14.65282025-07-22025-07-23T09:55:43.110861,81401,python,105.6,3.3,32,31.48,1.22,90,2025-07-23T09:55:43.212754,71.4,"[40.0, 77.8, 18.2, 100.0, 20.0, 80.0, 18.2, 90.9, 80.0, 20.0, 20.0, 90.9, 9.1, 100.0, 27.3, 88.9, 60.0, 77.8, 88.9, 77.8, 77.8, 80.0, 90.0, 100.0, 60.0, 90.9, 100.0, 90.9, 88.9, 100.0, 100.0, 100.0]",32,14.65283203125
2025-07-23T09:55:43.713186,81401,python,106.1,3.315625,32,32.1,1.24,90,2025-07-23T09:55:43.814345,70.1,"[11.1, 90.0, 10.0, 100.0, 40.0, 33.3, 0.0, 100.0, 20.0, 80.0, 0.0, 100.0, 90.0, 10.0, 27.3, 100.0, 45.5, 30.0, 90.0, 30.0, 45.5, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",32,15.401367187522025-07-23T09:55:44.314697,81401,python,104.7,3.271875,32,32.71,1.26,90,2025-07-23T09:55:44.427533,70.0,"[36.4, 58.3, 20.0, 100.0, 18.2, 100.0, 41.7, 54.5, 10.0, 90.9, 16.7, 90.9, 9.1, 100.0, 9.1, 91.7, 63.6, 81.8, 54.5, 81.8, 100.0, 100.0, 100.0, 100.0, 100.0, 91.7, 100.0, 100.0, 84.6, 100.0, 91.7, 80.0]",32,15.4013671872022025-07-23T09:55:44.929042,81401,python,107.6,3.3625,32,33.34,1.29,90,2025-07-23T09:55:45.048838,69.6,"[9.1, 100.0, 0.0, 100.0, 63.6, 8.3, 8.3, 100.0, 0.0, 100.0, 9.1, 84.6, 0.0, 92.3, 8.3, 100.0, 41.7, 61.5, 40.0, 58.3, 36.4, 100.0, 100.0, 100.0, 100.0, 45.5, 91.7, 100.0, 100.0, 100.0, 100.0, 100.0]",32,15.4013671875
2025-07-23T09:55:45.549567,81401,python,106.2,3.31875,32,33.98,1.31,90,2025-07-23T09:55:45.652656,66.2,"[33.3, 54.5, 36.4, 50.0, 0.0, 90.0, 30.0, 77.8, 22.2, 66.7, 63.6, 0.0, 22.2, 70.0, 9.1, 100.0, 54.5, 50.0, 40.0, 40.0, 90.0, 88.9, 100.0, 40.0, 100.0, 87.5, 100.0, 100.0, 90.0, 100.0, 90.9, 88.9]",32,15.4013671875
