timestamp,steps_per_sec
2025-07-28T17:13:07.450790,1909.1
2025-07-28T17:13:07.568624,2032.3
2025-07-28T17:13:07.697204,2018.3
2025-07-28T17:13:07.811962,2067.6
2025-07-28T17:13:07.928727,2091.4
2025-07-28T17:13:08.065452,2051.4
2025-07-28T17:13:08.181028,2073.3
2025-07-28T17:13:08.286269,2112.3
2025-07-28T17:13:08.451774,2029.8
2025-07-28T17:13:08.592095,2007.2
2025-07-28T17:13:08.750750,1963.7
2025-07-28T17:13:08.865800,1983.1
2025-07-28T17:13:09.074038,1893.8
2025-07-28T17:13:09.263388,1841.1
2025-07-28T17:13:09.466922,1785.9
2025-07-28T17:13:09.570607,1817.3
2025-07-28T17:13:09.722432,1809.0
2025-07-28T17:13:09.841674,1825.0
2025-07-28T17:13:09.997100,1814.6
2025-07-28T17:13:10.108977,1833.6
2025-07-28T17:13:10.224140,1849.0
2025-07-28T17:13:10.341996,1861.6
2025-07-28T17:13:10.450351,1879.0
2025-07-28T17:13:10.575338,1885.4
2025-07-28T17:13:10.701644,1890.7
2025-07-28T17:13:10.828500,1895.3
2025-07-28T17:13:10.955156,1899.7
2025-07-28T17:13:11.068825,1910.4
2025-07-28T17:13:11.173328,1925.0
2025-07-28T17:13:11.277983,1938.8
2025-07-28T17:13:11.423801,1932.3
2025-07-28T17:13:11.624557,1901.6
2025-07-28T17:13:11.745015,1907.7
2025-07-28T17:13:11.855295,1917.8
2025-07-28T17:13:11.964123,1928.0
2025-07-28T17:13:12.078207,1935.5
2025-07-28T17:13:12.177978,1948.5
2025-07-28T17:13:12.317855,1945.1
2025-07-28T17:13:12.425879,1954.1
2025-07-28T17:13:12.545267,1958.5
2025-07-28T17:13:12.744434,1933.8
2025-07-28T17:13:12.849676,1943.3
2025-07-28T17:13:12.978620,1944.2
2025-07-28T17:13:13.085514,1952.6
2025-07-28T17:13:13.213952,1953.4
2025-07-28T17:13:13.323091,1960.6
2025-07-28T17:13:13.442359,1964.2
2025-07-28T17:13:13.594848,1957.3
2025-07-28T17:13:13.705250,1963.5
2025-07-28T17:13:13.823491,1967.2
2025-07-28T17:13:13.923558,1976.1
2025-07-28T17:13:14.034131,1981.7
2025-07-28T17:13:14.143211,1987.5
2025-07-28T17:13:14.350168,1965.5
2025-07-28T17:13:14.572707,1940.5
2025-07-28T17:13:14.752662,1927.9
2025-07-28T17:13:14.870123,1931.8
2025-07-28T17:13:14.979711,1937.6
2025-07-28T17:13:15.099876,1940.6
2025-07-28T17:13:15.309727,1921.7
2025-07-28T17:13:15.424713,1926.0
2025-07-28T17:13:15.531716,1932.1
2025-07-28T17:13:15.641113,1937.4
2025-07-28T17:13:15.786563,1934.4
2025-07-28T17:13:15.893899,1940.0
2025-07-28T17:13:15.997499,1946.4
2025-07-28T17:13:16.104803,1951.7
2025-07-28T17:13:16.280651,1942.0
2025-07-28T17:13:16.457827,1932.4
2025-07-28T17:13:16.577159,1935.1
2025-07-28T17:13:16.691874,1938.7
2025-07-28T17:13:16.794945,1944.7
2025-07-28T17:13:16.968460,1936.2
2025-07-28T17:13:17.084781,1939.4
2025-07-28T17:13:17.200260,1942.6
2025-07-28T17:13:17.303132,1948.2
2025-07-28T17:13:17.440590,1947.1
2025-07-28T17:13:17.553820,1950.5
2025-07-28T17:13:17.660029,1955.3
2025-07-28T17:13:17.798915,1953.8
2025-07-28T17:13:17.905830,1958.2
2025-07-28T17:13:18.038937,1957.8
2025-07-28T17:13:18.154618,1960.5
2025-07-28T17:13:18.287532,1960.1
2025-07-28T17:13:18.449632,1954.6
2025-07-28T17:13:18.600072,1951.2
2025-07-28T17:13:18.776127,1943.6
2025-07-28T17:13:18.882078,1947.9
2025-07-28T17:13:18.981061,1953.3
2025-07-28T17:13:19.120616,1951.9
2025-07-28T17:13:19.261560,1950.3
2025-07-28T17:13:19.367019,1954.5
2025-07-28T17:13:19.477808,1957.7
2025-07-28T17:13:19.604270,1958.4
2025-07-28T17:13:19.763326,1953.9
2025-07-28T17:13:19.892355,1954.3
2025-07-28T17:13:20.049823,1950.2
2025-07-28T17:13:20.151922,1954.6
2025-07-28T17:13:20.266986,1957.0
2025-07-28T17:13:20.371988,1960.9
