timestamp,steps_per_sec
2025-07-21T11:08:08.188646,233.6
2025-07-21T11:08:09.298610,232.1
2025-07-21T11:08:10.433029,229.9
2025-07-21T11:08:11.505478,232.1
2025-07-21T11:08:12.582775,233.2
2025-07-21T11:08:13.669141,233.6
2025-07-21T11:08:14.845694,231.1
2025-07-21T11:08:15.879629,233.1
2025-07-21T11:08:17.016944,232.2
2025-07-21T11:08:18.277342,228.9
2025-07-21T11:08:19.427041,228.3
2025-07-21T11:08:20.450070,230.0
2025-07-21T11:08:21.658853,228.5
2025-07-21T11:08:22.835337,227.7
2025-07-21T11:08:23.914257,228.3
2025-07-21T11:08:24.921750,229.7
2025-07-21T11:08:25.968479,230.6
2025-07-21T11:08:27.058747,230.8
2025-07-21T11:08:28.250976,229.9
2025-07-21T11:08:29.324683,230.3
2025-07-21T11:08:30.407168,230.6
2025-07-21T11:08:31.474298,231.0
2025-07-21T11:08:32.515754,231.6
2025-07-21T11:08:33.598218,231.8
2025-07-21T11:08:34.722556,231.6
2025-07-21T11:08:35.902632,231.0
2025-07-21T11:08:37.107016,230.3
2025-07-21T11:08:38.142509,230.9
2025-07-21T11:08:39.153587,231.6
2025-07-21T11:08:40.207597,231.9
2025-07-21T11:08:41.380829,231.5
2025-07-21T11:08:42.523541,231.2
2025-07-21T11:08:43.581642,231.5
2025-07-21T11:08:44.638396,231.8
2025-07-21T11:08:45.654022,232.4
2025-07-21T11:08:46.724038,232.5
2025-07-21T11:08:47.736816,233.0
2025-07-21T11:08:48.797996,233.3
2025-07-21T11:08:49.832985,233.6
2025-07-21T11:08:50.915418,233.7
2025-07-21T11:08:52.053283,233.4
2025-07-21T11:08:53.098437,233.7
2025-07-21T11:08:54.160658,233.9
2025-07-21T11:08:55.224922,234.0
2025-07-21T11:08:56.323882,234.0
2025-07-21T11:08:57.373260,234.2
2025-07-21T11:08:58.413251,234.4
2025-07-21T11:08:59.534355,234.3
2025-07-21T11:09:00.610999,234.4
2025-07-21T11:09:01.694128,234.4
2025-07-21T11:09:02.728538,234.7
2025-07-21T11:09:03.751643,235.0
2025-07-21T11:09:04.812077,235.1
2025-07-21T11:09:06.016267,234.6
2025-07-21T11:09:07.247063,234.1
2025-07-21T11:09:08.478508,233.5
2025-07-21T11:09:09.521891,233.7
2025-07-21T11:09:10.584357,233.9
2025-07-21T11:09:11.695013,233.8
2025-07-21T11:09:12.897173,233.4
2025-07-21T11:09:14.030310,233.3
2025-07-21T11:09:15.107071,233.4
2025-07-21T11:09:16.175365,233.5
2025-07-21T11:09:17.265006,233.5
2025-07-21T11:09:18.490983,233.1
2025-07-21T11:09:19.515912,233.3
2025-07-21T11:09:20.588929,233.4
2025-07-21T11:09:21.688711,233.4
2025-07-21T11:09:22.889165,233.0
2025-07-21T11:09:23.939706,233.2
2025-07-21T11:09:25.037029,233.2
2025-07-21T11:09:26.081590,233.3
2025-07-21T11:09:27.181916,233.3
2025-07-21T11:09:28.275857,233.3
2025-07-21T11:09:29.390495,233.3
2025-07-21T11:09:30.430351,233.5
2025-07-21T11:09:31.502689,233.5
2025-07-21T11:09:32.569342,233.6
2025-07-21T11:09:33.606634,233.8
2025-07-21T11:09:34.676211,233.8
2025-07-21T11:09:35.722984,234.0
2025-07-21T11:09:36.876328,233.8
2025-07-21T11:09:37.949737,233.9
2025-07-21T11:09:38.983910,234.0
2025-07-21T11:09:40.113963,233.9
2025-07-21T11:09:41.225086,233.9
2025-07-21T11:09:42.506365,233.4
2025-07-21T11:09:43.548898,233.6
2025-07-21T11:09:44.598814,233.7
2025-07-21T11:09:45.721513,233.6
2025-07-21T11:09:46.837469,233.6
2025-07-21T11:09:47.872631,233.7
2025-07-21T11:09:48.931120,233.8
2025-07-21T11:09:50.075470,233.7
2025-07-21T11:09:51.269244,233.5
2025-07-21T11:09:52.348645,233.5
2025-07-21T11:09:53.558089,233.2
2025-07-21T11:09:54.600501,233.4
2025-07-21T11:09:55.640565,233.5
2025-07-21T11:09:56.700537,233.6
