timestamp,interval_count,total_count,queue_size,max_queue_size,cpu_percent
2025-07-28T00:34:47.613163,3,3,1,1,50.0
2025-07-28T00:34:48.113840,4,7,1,2,28.7
2025-07-28T00:34:48.614341,3,10,1,2,30.6
2025-07-28T00:34:49.115008,3,13,1,2,26.1
2025-07-28T00:34:49.615770,4,17,1,2,24.9
2025-07-28T00:34:50.116235,4,21,1,2,26.4
2025-07-28T00:34:50.616864,3,24,1,2,26.8
2025-07-28T00:34:51.117331,3,27,1,2,27.4
2025-07-28T00:34:51.617857,4,31,1,2,27.4
2025-07-28T00:34:52.118326,4,35,1,2,26.9
2025-07-28T00:34:52.618868,4,39,1,2,28.9
2025-07-28T00:34:53.119366,4,43,1,2,27.3
2025-07-28T00:34:53.619997,4,47,2,2,26.9
2025-07-28T00:34:54.120657,4,51,1,2,23.9
2025-07-28T00:34:54.621099,4,55,1,2,29.3
2025-07-28T00:34:55.121521,4,59,1,2,27.5
2025-07-28T00:34:55.623038,3,62,1,2,26.7
2025-07-28T00:34:56.127763,3,65,1,2,27.5
2025-07-28T00:34:56.628312,5,70,1,2,29.1
2025-07-28T00:34:57.128870,4,74,1,2,27.5
2025-07-28T00:34:57.629634,3,77,1,2,28.0
2025-07-28T00:34:58.132578,5,82,1,2,28.2
2025-07-28T00:34:58.633062,4,86,1,2,28.3
2025-07-28T00:34:59.133448,3,89,1,2,28.3
2025-07-28T00:34:59.633808,4,93,1,2,27.9
2025-07-28T00:35:00.134226,4,97,1,2,28.0
2025-07-28T00:35:00.635267,4,101,1,2,28.8
2025-07-28T00:35:01.136026,3,104,1,2,27.9
2025-07-28T00:35:01.636564,4,108,1,2,28.1
2025-07-28T00:35:02.137236,2,110,1,2,27.5
2025-07-28T00:35:02.637730,4,114,1,2,27.3
2025-07-28T00:35:03.138186,4,118,1,2,27.6
2025-07-28T00:35:03.638652,4,122,1,2,28.7
2025-07-28T00:35:04.139294,3,125,1,2,28.4
2025-07-28T00:35:04.639765,4,129,1,2,28.6
2025-07-28T00:35:05.343148,2,131,1,2,7.4
2025-07-28T00:35:05.843733,8,139,1,2,28.0
2025-07-28T00:35:06.344507,4,143,1,2,27.8
2025-07-28T00:35:06.845088,4,147,1,2,28.3
2025-07-28T00:35:07.345517,3,150,1,2,28.6
2025-07-28T00:35:07.853139,3,153,1,2,27.8
2025-07-28T00:35:08.353824,4,157,1,2,28.0
2025-07-28T00:35:08.854492,3,160,1,2,27.9
2025-07-28T00:35:09.355227,3,163,1,2,29.1
2025-07-28T00:35:09.856223,4,167,1,2,29.2
2025-07-28T00:35:10.357007,4,171,1,2,28.6
2025-07-28T00:35:10.857616,4,175,1,2,28.8
2025-07-28T00:35:11.358461,4,179,1,2,29.4
2025-07-28T00:35:11.859057,3,182,1,2,29.7
2025-07-28T00:35:12.359516,4,186,1,2,29.5
