timestamp,datetime,memory_percent,memory_available_gb,memory_used_gb,cpu_percent,disk_usage_percent,process_memory_mb,process_cpu_percent,network_bytes_sent,network_bytes_recv,network_packets_sent,network_packets_recv
1753737135.1992023,2025-07-28T17:12:15.199202,9.2,113.93796920776367,10.301544189453125,4.4,6.5,966.546875,0.0,0,0,0,0
1753737165.337222,2025-07-28T17:12:45.337222,9.2,113.90808868408203,10.331302642822266,2.2,6.5,966.546875,0.2,45026,28769,198,177
1753737195.4724908,2025-07-28T17:13:15.472491,9.7,113.35743713378906,10.866195678710938,3.7,6.5,1092.49609375,2.1,627946,609317,339,325
1753737225.6140316,2025-07-28T17:13:45.614032,9.3,113.8836555480957,10.355552673339844,1.9,6.5,1092.49609375,0.2,36475,30367,205,189
1753737255.762222,2025-07-28T17:14:15.762222,9.3,113.83642959594727,10.387214660644531,2.8,6.5,1092.49609375,0.2,69778,63675,267,266
1753737285.8969383,2025-07-28T17:14:45.896938,10.2,112.64312362670898,11.59197998046875,20.3,6.5,1092.49609375,0.2,762831,711905,466,412
1753737316.0305533,2025-07-28T17:15:16.030553,10.4,112.40044403076172,11.820987701416016,17.5,6.5,1092.49609375,0.1,2025636,1915015,658,584
1753737346.1686647,2025-07-28T17:15:46.168665,9.8,113.2391471862793,10.996925354003906,1.9,6.5,1092.49609375,0.2,724859,646223,368,314
1753737376.307989,2025-07-28T17:16:16.307989,10.2,112.70747375488281,11.513957977294922,21.3,6.5,1092.49609375,0.2,24699033,24631630,60861,60825
1753737406.4496517,2025-07-28T17:16:46.449652,10.3,112.61540985107422,11.619693756103516,17.6,6.5,1092.49609375,0.1,81473482,81238231,200533,200397
1753737436.5966878,2025-07-28T17:17:16.596688,10.4,112.48728561401367,11.745929718017578,27.4,6.5,1092.49609375,0.1,81150719,80822366,199676,199467
1753737466.7426293,2025-07-28T17:17:46.742629,10.4,112.41161346435547,11.821537017822266,18.0,6.5,1092.49609375,0.1,82579740,82286857,203257,203009
1753737496.8620148,2025-07-28T17:18:16.862015,10.0,112.90725326538086,11.33181381225586,0.0,6.5,1092.49609375,0.2,23526300,23527727,58028,58000
1753737527.005456,2025-07-28T17:18:47.005456,10.0,112.95381164550781,11.285259246826172,0.6,6.5,1092.49609375,0.3,31342,20631,152,137
1753737557.1454484,2025-07-28T17:19:17.145448,10.0,112.97292709350586,11.266136169433594,0.3,6.5,1092.49609375,0.2,83963,114570,396,404
1753737587.2875493,2025-07-28T17:19:47.287549,10.0,112.9903793334961,11.24276351928711,0.6,6.5,1092.49609375,0.2,61506,63352,256,256
1753737617.4286845,2025-07-28T17:20:17.428684,10.0,112.98217391967773,11.254692077636719,2.5,6.5,1092.49609375,0.2,1753057,169575,1553,895
1753737647.5468307,2025-07-28T17:20:47.546831,10.1,112.88662719726562,11.334800720214844,3.7,6.5,1092.49609375,0.2,129393,547052,954,1227
1753737677.6872234,2025-07-28T17:21:17.687223,10.0,112.89836502075195,11.298721313476562,0.6,6.5,1092.49609375,0.2,542587,88435,650,476
1753737707.828159,2025-07-28T17:21:47.828159,10.0,112.96099853515625,11.274097442626953,0.0,6.5,1092.49609375,0.2,47258,26017,183,160
1753737737.9548695,2025-07-28T17:22:17.954870,10.1,112.88366317749023,11.315444946289062,0.9,6.5,1092.49609375,0.2,65782,55771,280,276
1753737768.0810013,2025-07-28T17:22:48.081001,9.9,113.03878021240234,11.183990478515625,0.6,6.5,1092.49609375,0.3,14003,12502,134,118
1753737798.2214577,2025-07-28T17:23:18.221458,10.0,113.00545120239258,11.20998764038086,0.0,6.5,1092.49609375,0.2,47178,44709,214,212
1753737828.3615532,2025-07-28T17:23:48.361553,10.0,113.00945281982422,11.205940246582031,0.3,6.5,1092.74609375,0.2,19698,15988,160,134
1753737858.5024822,2025-07-28T17:24:18.502482,10.0,113.01322174072266,11.209968566894531,0.6,6.5,1092.74609375,0.2,63077,71275,295,294
1753737888.6384432,2025-07-28T17:24:48.638443,10.0,112.99583435058594,11.227001190185547,0.0,6.5,1092.99609375,0.2,18185,22530,146,139
1753737918.7786014,2025-07-28T17:25:18.778601,10.1,112.83194732666016,11.334266662597656,0.3,6.5,1092.99609375,0.2,355303,107676,579,416
1753737948.918127,2025-07-28T17:25:48.918127,10.1,112.89041519165039,11.292396545410156,0.6,6.5,1092.99609375,0.2,237864,192630,655,749
1753737979.049676,2025-07-28T17:26:19.049676,10.0,112.95975875854492,11.271724700927734,1.6,6.5,1092.99609375,0.2,369657,288314,959,1095
1753738009.1969988,2025-07-28T17:26:49.196999,10.0,112.96754837036133,11.261978149414062,0.9,6.5,1092.99609375,0.2,328956,263277,777,900
1753738039.33709,2025-07-28T17:27:19.337090,10.0,113.0067138671875,11.228538513183594,0.9,6.5,1092.99609375,0.2,86818,63320,237,242
1753738069.4767067,2025-07-28T17:27:49.476707,10.0,112.98486328125,11.247467041015625,0.3,6.5,1092.99609375,0.2,71164,57111,218,218
1753738099.6244442,2025-07-28T17:28:19.624444,10.0,112.95705032348633,11.251018524169922,1.9,6.5,1092.99609375,0.2,126192,93381,304,294
1753738129.7641637,2025-07-28T17:28:49.764164,10.1,112.80851745605469,11.325675964355469,0.3,6.5,1092.99609375,0.2,377559,57060,455,275
1753738159.9028168,2025-07-28T17:29:19.902817,10.1,112.83694076538086,11.326583862304688,2.8,6.5,1092.99609375,0.2,231344,423099,615,752
1753738190.038348,2025-07-28T17:29:50.038348,10.1,112.82352828979492,11.340103149414062,4.1,6.5,1092.99609375,0.2,136623,101707,361,338
1753738220.1797397,2025-07-28T17:30:20.179740,10.0,112.96928024291992,11.194332122802734,1.6,6.5,1092.99609375,0.2,48766,40580,172,168
1753738250.2984788,2025-07-28T17:30:50.298479,10.2,112.74723052978516,11.416492462158203,2.5,6.5,1092.99609375,0.2,139902,131761,555,546
1753738280.4376988,2025-07-28T17:31:20.437699,10.0,112.93490219116211,11.24844741821289,0.3,6.5,1092.99609375,0.2,259706,182607,564,562
1753738310.5774903,2025-07-28T17:31:50.577490,10.0,112.93602752685547,11.24410629272461,0.3,6.5,1092.99609375,0.2,148359,118561,379,448
1753738340.718023,2025-07-28T17:32:20.718023,10.0,112.93730163574219,11.246593475341797,0.6,6.5,1092.99609375,0.2,60550,33663,173,156
1753738370.8582604,2025-07-28T17:32:50.858260,10.0,112.94485092163086,11.239131927490234,0.9,6.5,1092.99609375,0.2,9766,6698,71,59
1753738400.9982162,2025-07-28T17:33:20.998216,10.0,112.95175170898438,11.236026763916016,1.6,6.5,1092.99609375,0.2,57789,55264,208,211
1753738431.1317377,2025-07-28T17:33:51.131738,10.0,112.94416427612305,11.243709564208984,0.3,6.5,1092.99609375,0.2,15830,16714,105,86
1753738461.273892,2025-07-28T17:34:21.273892,10.0,112.94676971435547,11.241783142089844,0.3,6.5,1092.99609375,0.2,75778,88552,265,293
1753738491.407694,2025-07-28T17:34:51.407694,9.7,113.27606201171875,10.909648895263672,3.5,6.5,1092.99609375,0.2,24020,29165,125,123
1753738521.555612,2025-07-28T17:35:21.555612,9.8,113.20965957641602,10.976646423339844,0.3,6.5,1092.99609375,0.2,70315,76732,252,247
1753738551.702801,2025-07-28T17:35:51.702801,9.8,113.20628356933594,10.97808837890625,1.2,6.5,1092.99609375,0.2,10509,9210,83,71
1753738581.8431566,2025-07-28T17:36:21.843157,9.8,113.16217041015625,11.022174835205078,0.3,6.5,1092.99609375,0.2,59135,38492,188,174
1753738611.9782703,2025-07-28T17:36:51.978270,9.8,113.18722534179688,10.985401153564453,0.6,6.5,1092.99609375,0.2,20966,17887,86,100
1753738642.1065102,2025-07-28T17:37:22.106510,9.8,113.17687225341797,10.999683380126953,0.3,6.5,1092.99609375,0.2,135347,85169,337,340
1753738672.2539017,2025-07-28T17:37:52.253902,9.8,113.18899917602539,10.98358154296875,0.6,6.5,1092.99609375,0.2,18876,16542,116,105
1753738702.3863323,2025-07-28T17:38:22.386332,9.8,113.18463897705078,10.987907409667969,0.6,6.5,1092.99609375,0.2,50152,45334,227,216
1753738732.5216966,2025-07-28T17:38:52.521697,9.8,113.18158340454102,10.99100112915039,4.4,6.5,1092.99609375,0.2,52119,43476,195,190
1753738762.6618526,2025-07-28T17:39:22.661853,9.9,113.13739013671875,11.024425506591797,0.9,6.5,1092.99609375,0.2,73154,76786,320,320
1753738792.809161,2025-07-28T17:39:52.809161,9.8,113.16632843017578,11.00234603881836,2.5,6.5,1092.99609375,0.2,67457,49433,263,247
1753738822.9491563,2025-07-28T17:40:22.949156,9.9,113.13113021850586,11.055244445800781,0.6,6.5,1092.99609375,0.2,72358,62328,270,254
1753738853.0980418,2025-07-28T17:40:53.098042,9.9,113.10574722290039,11.077629089355469,2.8,6.5,1092.99609375,0.2,23801,29919,169,190
1753738883.242351,2025-07-28T17:41:23.242351,9.9,113.07872772216797,11.111549377441406,0.9,6.5,1092.99609375,0.2,209491,136548,586,535
1753738913.3836808,2025-07-28T17:41:53.383681,10.0,112.91022109985352,11.262435913085938,50.8,6.5,1092.99609375,0.2,163632,70204,426,378
1753738943.5181525,2025-07-28T17:42:23.518152,10.5,112.29450225830078,11.891914367675781,82.8,6.5,1092.99609375,0.1,97457159,97419418,5214,5181
1753738973.654201,2025-07-28T17:42:53.654201,10.6,112.22355651855469,11.962890625,83.3,6.5,1092.99609375,0.1,95390966,95401627,4960,4988
1753739003.7959952,2025-07-28T17:43:23.795995,10.1,112.79295349121094,11.375904083251953,3.1,6.5,1092.99609375,0.2,9531904,8564251,1373,954
1753739033.934987,2025-07-28T17:43:53.934987,10.1,112.83078002929688,11.35345458984375,0.3,6.5,1092.99609375,0.2,1098698,145815,1096,685
1753739064.06024,2025-07-28T17:44:24.060240,10.2,112.73453903198242,11.451904296875,0.3,6.5,1092.99609375,0.2,698286,621727,1438,1526
1753739094.2012537,2025-07-28T17:44:54.201254,10.2,112.71426391601562,11.455940246582031,0.3,6.5,1092.99609375,0.2,57304,73059,297,306
1753739124.34954,2025-07-28T17:45:24.349540,10.1,112.77693176269531,11.391841888427734,0.6,6.5,1092.99609375,0.2,66460,50164,210,205
1753739154.487605,2025-07-28T17:45:54.487605,10.2,112.69922256469727,11.470867156982422,3.1,6.5,1092.99609375,0.2,155843,117529,471,443
1753739184.6352594,2025-07-28T17:46:24.635259,10.3,112.63367462158203,11.556049346923828,1.3,6.5,1092.99609375,0.2,221620,152097,489,490
1753739214.7837234,2025-07-28T17:46:54.783723,10.1,112.80841064453125,11.381248474121094,0.3,6.5,1092.99609375,0.2,42963,32654,212,201
1753739244.9098506,2025-07-28T17:47:24.909851,10.1,112.80578231811523,11.38393783569336,0.3,6.5,1092.99609375,0.2,42748,32647,180,170
1753739275.05709,2025-07-28T17:47:55.057090,10.1,112.8228645324707,11.366859436035156,2.5,6.5,1092.99609375,0.2,43971,33482,204,198
1753739305.204684,2025-07-28T17:48:25.204684,10.2,112.75420761108398,11.429195404052734,1.6,6.5,1092.99609375,0.2,69213,72583,268,294
1753739335.3522146,2025-07-28T17:48:55.352215,10.2,112.76092147827148,11.42409896850586,2.2,6.5,1092.99609375,0.2,114950,109747,401,423
1753739365.493215,2025-07-28T17:49:25.493215,10.1,112.80711364746094,11.379985809326172,1.3,6.5,1092.99609375,0.2,89302,79258,318,338
