timestamp,datetime,memory_percent,memory_available_gb,memory_used_gb,cpu_percent,disk_usage_percent,process_memory_mb,process_cpu_percent,network_bytes_sent,network_bytes_recv,network_packets_sent,network_packets_recv
1753031478.8148599,2025-07-20T13:11:18.814860,4.4,119.96013259887695,3.364154815673828,3.1,5.6,958.765625,0.0,0,0,0,0
1753031508.9500272,2025-07-20T13:11:48.950027,5.4,118.77348709106445,4.522666931152344,4.6,5.6,1504.86328125,16.5,2977845,2945606,706,679
1753031539.0845299,2025-07-20T13:12:19.084530,4.8,119.42484664916992,4.89599609375,5.0,5.6,1919.23046875,37.3,5701875,5702092,1427,1415
1753031569.2187324,2025-07-20T13:12:49.218732,4.8,119.48381042480469,4.834190368652344,3.4,5.6,2039.41015625,29.5,5793224,5789993,801,795
1753031599.3398204,2025-07-20T13:13:19.339820,4.8,119.53659057617188,4.767574310302734,5.0,5.6,1911.49609375,39.4,6114451,6115778,817,816
1753031629.4809277,2025-07-20T13:13:49.480928,4.2,120.18523406982422,4.128852844238281,0.0,5.6,1922.49609375,0.5,35033,32595,33,27
1753031659.615891,2025-07-20T13:14:19.615891,4.2,120.17556762695312,4.138519287109375,0.0,5.6,1922.49609375,0.4,8656,10547,47,48
1753031689.7564204,2025-07-20T13:14:49.756420,4.3,120.16845703125,4.143501281738281,0.0,5.6,1922.49609375,0.4,3840,1607,23,16
1753031719.897064,2025-07-20T13:15:19.897064,4.2,120.17380142211914,4.138053894042969,0.0,5.6,1922.49609375,0.3,28369,49413,143,156
1753031750.0368605,2025-07-20T13:15:50.036860,4.3,120.10018157958984,4.2115631103515625,0.0,5.6,1922.49609375,0.3,12107,14076,49,44
1753031780.1708164,2025-07-20T13:16:20.170816,4.3,120.05684280395508,4.254886627197266,4.7,5.6,1922.49609375,0.3,8394,9443,42,42
1753031810.3105567,2025-07-20T13:16:50.310557,4.3,120.09890365600586,4.213432312011719,3.5,5.6,1922.49609375,0.4,4604,1742,25,17
1753031840.4446826,2025-07-20T13:17:20.444683,4.9,119.36479949951172,4.941017150878906,4.7,5.6,2023.01953125,29.3,6883729,6885252,926,924
1753031870.5561168,2025-07-20T13:17:50.556117,4.4,119.96399307250977,4.349628448486328,0.0,5.6,2058.88671875,2.4,404867,402263,79,73
1753031900.6746523,2025-07-20T13:18:20.674652,4.4,119.96437454223633,4.349193572998047,0.0,5.6,2058.88671875,0.4,7983,9361,41,42
1753031930.8076606,2025-07-20T13:18:50.807661,4.4,119.96757125854492,4.345996856689453,0.0,5.6,2058.88671875,0.4,3906,1672,24,17
1753031960.9476051,2025-07-20T13:19:20.947605,4.4,119.96728515625,4.3463592529296875,0.0,5.6,2058.88671875,0.4,9670,6206,54,47
1753031991.0603845,2025-07-20T13:19:51.060385,4.4,119.95249557495117,4.360973358154297,0.0,5.6,2058.88671875,0.4,11444,15440,55,52
1753032021.1991818,2025-07-20T13:20:21.199182,4.4,119.92244338989258,4.391139984130859,0.0,5.6,2058.88671875,0.4,21655,35389,113,121
1753032051.3406477,2025-07-20T13:20:51.340648,4.4,119.92770767211914,4.389686584472656,0.3,5.6,2058.88671875,0.4,6707,3120,32,24
1753032081.4533658,2025-07-20T13:21:21.453366,4.4,119.93441772460938,4.383079528808594,0.0,5.6,2058.88671875,0.4,7756,9317,42,40
1753032111.594039,2025-07-20T13:21:51.594039,4.4,119.92963790893555,4.387859344482422,0.0,5.6,2058.88671875,0.4,3708,1470,21,15
1753032141.714036,2025-07-20T13:22:21.714036,4.4,119.93706893920898,4.380390167236328,0.0,5.6,2058.88671875,0.4,8992,11075,53,51
1753032171.8549235,2025-07-20T13:22:51.854923,4.4,119.94043350219727,4.376956939697266,0.0,5.6,2058.88671875,0.4,4131,1802,25,18
1753032201.9956129,2025-07-20T13:23:21.995613,4.4,119.93358612060547,4.383857727050781,0.0,5.6,2058.88671875,0.4,7729,9243,41,40
1753032232.1208951,2025-07-20T13:23:52.120895,4.4,119.93234252929688,4.385078430175781,1.2,5.6,2058.88671875,0.4,8565,9995,46,44
1753032262.2535312,2025-07-20T13:24:22.253531,4.4,119.93350601196289,4.383922576904297,0.0,5.6,2058.88671875,0.4,3696,1530,21,16
1753032292.3924358,2025-07-20T13:24:52.392436,4.4,119.93844223022461,4.378986358642578,0.6,5.6,2058.88671875,0.4,18911,24985,89,89
1753032322.5236251,2025-07-20T13:25:22.523625,4.4,119.92521286010742,4.392230987548828,0.0,5.6,2058.88671875,0.4,12227,11470,78,73
1753032352.6519823,2025-07-20T13:25:52.651982,4.4,119.92471313476562,4.392726898193359,0.3,5.6,2058.88671875,0.5,7903,9683,42,41
1753032382.7887895,2025-07-20T13:26:22.788790,4.4,119.92572784423828,4.391727447509766,0.0,5.6,2058.88671875,0.4,6296,2381,28,20
1753032412.9130259,2025-07-20T13:26:52.913026,4.4,119.92698669433594,4.390449523925781,0.0,5.6,2058.88671875,0.4,8699,10401,48,48
1753032443.0363643,2025-07-20T13:27:23.036364,4.4,119.92818832397461,4.389213562011719,0.0,5.6,2058.88671875,0.4,4169,2364,26,19
1753032473.177039,2025-07-20T13:27:53.177039,4.4,119.93350219726562,4.383892059326172,0.3,5.6,2058.88671875,0.5,8843,10619,48,47
1753032503.297257,2025-07-20T13:28:23.297257,4.4,119.93437576293945,4.383022308349609,0.0,5.6,2058.88671875,0.5,3954,1666,23,17
1753032533.4284613,2025-07-20T13:28:53.428461,4.4,119.9377326965332,4.379661560058594,0.0,5.6,2058.88671875,0.4,7933,9616,45,43
1753032563.563078,2025-07-20T13:29:23.563078,5.1,119.13414764404297,5.169471740722656,3.4,5.6,2152.66015625,14.8,2474187,2462168,532,506
