timestamp,queue_size
2025-07-28T18:47:00.917723,1
2025-07-28T18:47:01.376455,1
2025-07-28T18:47:01.816776,1
2025-07-28T18:47:02.257274,1
2025-07-28T18:47:02.681485,1
2025-07-28T18:47:03.096346,1
2025-07-28T18:47:03.515568,1
2025-07-28T18:47:03.961370,1
2025-07-28T18:47:04.395440,1
2025-07-28T18:47:04.810811,1
2025-07-28T18:47:05.243662,1
2025-07-28T18:47:05.705989,1
2025-07-28T18:47:06.225464,1
2025-07-28T18:47:06.654683,1
2025-07-28T18:47:07.107781,1
2025-07-28T18:47:07.549889,1
2025-07-28T18:47:08.001974,1
2025-07-28T18:47:08.579629,1
2025-07-28T18:47:09.005380,1
2025-07-28T18:47:09.427944,1
2025-07-28T18:47:09.857573,1
2025-07-28T18:47:10.297783,1
2025-07-28T18:47:10.738018,1
2025-07-28T18:47:11.185361,1
2025-07-28T18:47:11.653503,1
2025-07-28T18:47:12.108654,1
2025-07-28T18:47:12.568160,1
2025-07-28T18:47:12.999526,1
2025-07-28T18:47:13.429515,1
2025-07-28T18:47:14.011678,1
2025-07-28T18:47:14.436735,1
2025-07-28T18:47:14.893790,1
2025-07-28T18:47:15.395433,1
2025-07-28T18:47:15.817701,1
2025-07-28T18:47:16.269773,1
2025-07-28T18:47:16.740840,1
2025-07-28T18:47:17.182510,1
2025-07-28T18:47:17.631299,1
2025-07-28T18:47:18.304159,1
2025-07-28T18:47:18.727725,1
2025-07-28T18:47:19.143831,1
2025-07-28T18:47:19.597597,1
2025-07-28T18:47:20.331659,1
2025-07-28T18:47:20.783696,1
2025-07-28T18:47:21.341961,1
2025-07-28T18:47:21.772708,1
2025-07-28T18:47:22.281279,1
2025-07-28T18:47:22.912745,1
2025-07-28T18:47:23.352850,1
2025-07-28T18:47:23.842757,1
2025-07-28T18:47:24.289422,1
2025-07-28T18:47:24.818947,1
2025-07-28T18:47:25.375967,1
2025-07-28T18:47:25.808998,1
2025-07-28T18:47:26.342676,1
2025-07-28T18:47:26.806176,1
2025-07-28T18:47:27.530708,1
2025-07-28T18:47:28.080157,1
2025-07-28T18:47:28.512764,1
2025-07-28T18:47:29.122625,1
2025-07-28T18:47:29.579296,1
2025-07-28T18:47:30.039272,1
2025-07-28T18:47:30.680095,1
2025-07-28T18:47:31.126258,1
2025-07-28T18:47:31.566803,1
2025-07-28T18:47:32.014486,1
2025-07-28T18:47:32.459055,1
2025-07-28T18:47:32.893263,1
2025-07-28T18:47:33.355928,1
2025-07-28T18:47:34.058919,1
2025-07-28T18:47:34.474937,1
2025-07-28T18:47:34.918514,1
2025-07-28T18:47:35.549499,1
2025-07-28T18:47:36.005428,1
2025-07-28T18:47:36.504464,1
2025-07-28T18:47:36.926102,1
2025-07-28T18:47:37.347946,1
2025-07-28T18:47:37.773343,1
2025-07-28T18:47:38.229396,1
2025-07-28T18:47:38.913379,1
2025-07-28T18:47:39.355990,1
2025-07-28T18:47:40.004276,1
2025-07-28T18:47:40.433711,1
2025-07-28T18:47:40.891502,1
2025-07-28T18:47:41.320113,1
2025-07-28T18:47:41.785622,1
2025-07-28T18:47:42.472506,1
2025-07-28T18:47:42.907979,1
2025-07-28T18:47:43.493578,1
2025-07-28T18:47:43.937081,1
2025-07-28T18:47:44.369404,1
2025-07-28T18:47:45.081882,1
2025-07-28T18:47:45.502565,1
2025-07-28T18:47:46.269510,1
2025-07-28T18:47:46.847224,1
2025-07-28T18:47:47.276178,1
2025-07-28T18:47:47.857977,1
2025-07-28T18:47:48.292633,1
2025-07-28T18:47:48.728429,1
