timestamp,datetime,memory_percent,memory_available_gb,memory_used_gb,cpu_percent,disk_usage_percent,process_memory_mb,process_cpu_percent,network_bytes_sent,network_bytes_recv,network_packets_sent,network_packets_recv
1752203943.3404832,2025-07-10T23:19:03.340483,6.0,117.99924087524414,6.170501708984375,3.7,4.7,965.5859375,0.0,0,0,0,0
1752203973.4817836,2025-07-10T23:19:33.481784,5.8,118.18850708007812,5.99676513671875,0.3,4.7,1086.6328125,2.1,209075,105710,179,132
1752204003.5963123,2025-07-10T23:20:03.596312,5.8,118.19057083129883,5.993679046630859,0.3,4.7,1086.6328125,0.2,119199,10898,121,68
1752204033.742789,2025-07-10T23:20:33.742789,5.8,118.19342422485352,5.990882873535156,0.9,4.7,1086.6328125,0.2,545060,176746,1009,1063
1752204063.8801482,2025-07-10T23:21:03.880148,5.9,118.13868713378906,6.030933380126953,2.8,4.7,1086.6328125,0.2,471240,119372,662,554
1752204094.0196316,2025-07-10T23:21:34.019632,5.8,118.18266677856445,6.001594543457031,0.6,4.7,1086.8828125,0.2,315280,74814,574,541
1752204124.1419828,2025-07-10T23:22:04.141983,5.8,118.18578720092773,6.005390167236328,0.0,4.7,1086.8828125,0.2,4259,8310,28,46
1752204154.2812724,2025-07-10T23:22:34.281272,5.8,118.19067001342773,5.996547698974609,0.3,4.7,1086.8828125,0.2,9154,12089,53,54
1752204184.414606,2025-07-10T23:23:04.414606,5.8,118.18141174316406,6.003826141357422,0.0,4.7,1086.8828125,0.2,14410,10894,63,53
1752204214.5410106,2025-07-10T23:23:34.541011,5.7,118.31644058227539,5.872516632080078,0.6,4.7,1086.8828125,0.2,144107,149870,394,387
1752204244.6821926,2025-07-10T23:24:04.682193,5.7,118.32000732421875,5.869071960449219,0.3,4.7,1086.8828125,0.2,114819,82001,272,245
1752204274.8059993,2025-07-10T23:24:34.805999,5.8,118.26766967773438,5.905841827392578,3.4,4.7,1086.8828125,0.2,128498,1439102,981,1684
1752204304.9352427,2025-07-10T23:25:04.935243,5.8,118.19672775268555,5.9766998291015625,0.3,4.7,1086.8828125,0.2,268182,5524030,2354,5120
1752204335.0719497,2025-07-10T23:25:35.071950,5.8,118.23374557495117,5.954364776611328,0.3,4.7,1086.8828125,0.2,15622,23554,79,81
1752204365.1922867,2025-07-10T23:26:05.192287,5.8,118.23254013061523,5.95855712890625,0.0,4.7,1086.8828125,0.2,10898,10115,55,49
1752204395.332409,2025-07-10T23:26:35.332409,5.8,118.23162078857422,5.95947265625,0.6,4.7,1086.8828125,0.3,9310,11630,57,58
1752204425.480537,2025-07-10T23:27:05.480537,5.8,118.2201042175293,5.967998504638672,0.9,4.7,1086.8828125,0.2,7504,8771,39,36
