Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageEpsilon	StdEpsilon	MaxEpsilon	MinEpsilon	QVals	QTargets	LossQ	DeltaLossQ	StopIter
1	-510.81640625	38.0055441576456	-341.09644	-523.9778	501.0	0.05087875366210937	0.15913054424175482	1.0	0.01	-0.46042704264322915	-1.4913232326507568	0.0071447608061134815	1.0485435724258423	79.0
2	-510.00390625	39.683004994791744	-334.42828	-523.8628	501.0	0.05087875366210937	0.15913053625104634	1.0	0.01	-1.42978515625	-2.514561414718628	0.018712850287556648	0.9442734718322754	79.0
3	-509.73046875	34.91193464044268	-371.82544	-523.9839	501.0	0.05087875366210937	0.15913053625104634	1.0	0.01	-2.3606116536458335	-3.4189677238464355	0.0207928866147995	0.8338311910629272	79.0
4	-510.0354817708333	37.77168294572117	-353.44366	-523.9807	501.0	0.05087875366210937	0.15913054424175482	1.0	0.01	-3.2886998697916665	-4.186032295227051	0.09207093715667725	0.7537487149238586	79.0
5	-509.4300130208333	36.366595893415706	-357.44193	-523.9793	501.0	0.05087874857584635	0.15913053625104634	1.0	0.01	-4.133188151041667	-5.061565399169922	0.013090566731989384	0.6679145693778992	79.0
6	-509.0008138020833	37.0042645170515	-358.0218	-523.85925	501.0	0.05087875366210937	0.15913053625104634	1.0	0.01	-4.933203125	-5.800922393798828	0.030031772330403328	0.5926709771156311	79.0
7	-509.0564371744792	36.97799220552792	-354.20135	-523.881	501.0	0.05087875366210937	0.15913053625104634	1.0	0.01	-5.697395833333333	-6.520519733428955	0.06673069298267365	0.5716090202331543	79.0
8	-508.459228515625	39.352603997782026	-345.02136	-523.8604	501.0	0.05087875366210937	0.15913053625104634	1.0	0.01	-6.440376953125	-7.219934940338135	0.01732609048485756	0.4862917959690094	79.0
9	-508.9418131510417	36.89791285841642	-365.94113	-523.98083	501.0	0.05087875366210937	0.15913054424175482	1.0	0.01	-7.132126302083333	-7.827832221984863	0.15379872918128967	0.34732404351234436	79.0
10	-508.9399820963542	37.29206019927365	-354.26102	-523.98047	501.0	0.05087875366210937	0.15913054424175482	1.0	0.01	-7.7524075520833335	-8.331399917602539	0.25513938069343567	0.739960789680481	79.0
11	-509.41748046875	33.69782690933435	-380.5608	-523.9796	501.0	0.05087875366210937	0.15913054424175482	1.0	0.01	-8.287337890625	-8.898921966552734	0.07509715110063553	0.3722604513168335	79.0
12	-508.2567545572917	39.604157077414236	-342.62088	-523.9207	501.0	0.05087875366210937	0.15913053625104634	1.0	0.01	-8.859844401041666	-9.508625984191895	0.002819895977154374	0.3680536448955536	79.0
13	-509.4517415364583	37.022871766708846	-355.74078	-523.9202	501.0	0.05087875366210937	0.15913054424175482	1.0	0.01	-9.453258463541667	-10.044769287109375	0.0901825800538063	0.3320305347442627	79.0
14	-509.7024332682292	35.39909184039896	-377.08066	-523.97925	501.0	0.05087875366210937	0.15913053625104634	1.0	0.01	-10.044928385416666	-10.61296272277832	0.012009648606181145	0.281834214925766	79.0
15	-508.6640625	37.86806136593981	-349.24054	-523.9804	501.0	0.05087875366210937	0.15913053625104634	1.0	0.01	-10.570583984375	-11.001411437988281	0.1909475475549698	0.14893938601016998	79.0
16	-511.0614420572917	31.870439829030182	-397.68036	-523.87915	501.0	0.05087874857584635	0.15913054424175482	1.0	0.01	-10.970313802083334	-11.503856658935547	0.0009309425950050354	0.2500744163990021	79.0
17	-509.4488118489583	39.215998409450194	-341.10028	-523.97943	501.0	0.05087875366210937	0.15913054424175482	1.0	0.01	-11.450967447916666	-11.977237701416016	0.00029002412338741124	0.2254728525876999	79.0
18	-508.8255208333333	35.735922435887254	-384.4202	-523.9798	501.0	0.05087875366210937	0.15913054424175482	1.0	0.01	-11.917026041666666	-12.40836238861084	0.011971966363489628	0.18862248957157135	79.0
19	-507.7065022786458	41.43700115964193	-362.42038	-522.71936	501.0	0.05087875366210937	0.15913053625104634	1.0	0.01	-12.3441484375	-12.799067497253418	0.04029914364218712	0.18088820576667786	79.0
20	-508.4990641276042	38.67135837196999	-358.04037	-523.97974	501.0	0.05087875366210937	0.15913054424175482	1.0	0.01	-12.77433203125	-13.074094772338867	0.20549842715263367	0.10229891538619995	79.0
21	-507.9333089192708	38.747788495361256	-350.8204	-523.98004	501.0	0.05087874857584635	0.15913054424175482	1.0	0.01	-13.058091145833334	-13.376768112182617	0.10453882813453674	0.08952535688877106	79.0
22	-510.3631998697917	35.4794759387822	-358.10034	-523.9803	501.0	0.05087875366210937	0.15913054424175482	1.0	0.01	-13.361244791666667	-13.723974227905273	0.0626438558101654	0.11528748273849487	79.0
23	-510.5956217447917	34.02755159540758	-368.28015	-523.97986	501.0	0.05087875366210937	0.15913054424175482	1.0	0.01	-13.692247395833334	-14.001153945922852	0.06998895108699799	0.08212611079216003	79.0
24	-509.4272054036458	33.94776164687936	-374.7201	-522.81976	501.0	0.05087875366210937	0.15913053625104634	1.0	0.01	-13.987822916666667	-14.253992080688477	0.12239272892475128	0.06744419038295746	79.0
25	-509.2188720703125	36.20722040207991	-374.3001	-523.97955	501.0	0.05087875366210937	0.15913054424175482	1.0	0.01	-14.242174479166666	-14.521095275878906	0.08415665477514267	0.07544942945241928	79.0
26	-509.5513509114583	36.102721422915266	-354.12003	-523.9799	501.0	0.05087875366210937	0.15913054424175482	1.0	0.01	-14.51200390625	-14.806121826171875	0.08437758684158325	0.07919524610042572	79.0
27	-466.3294270833333	226.11880404262416	609.27716	-523.9828	501.0	0.05087874857584635	0.15913054424175482	1.0	0.01	-14.791930989583333	-15.09874439239502	0.049342405050992966	0.08875468373298645	79.0
28	-508.915283203125	37.37410725661774	-358.68317	-523.98267	501.0	0.05087875366210937	0.15913054424175482	1.0	0.01	-15.085296875	-15.356491088867188	0.12425510585308075	0.12083558738231659	79.0
29	-510.6068115234375	33.932895636093306	-372.48297	-523.9227	501.0	0.05087874857584635	0.15913053625104634	1.0	0.01	-15.339602864583334	-15.635875701904297	0.00028548971749842167	0.07626615464687347	79.0
30	-510.6640625	31.121484437921524	-382.16272	-523.8623	501.0	0.05087875366210937	0.15913054424175482	1.0	0.01	-15.610743489583333	-15.902393341064453	0.00023775755835231394	0.07175151258707047	79.0
31	-509.0847981770833	37.945785665071995	-352.76263	-523.8622	501.0	0.05087875366210937	0.15913054424175482	1.0	0.01	-15.876626302083332	-16.15747833251953	0.0001538544602226466	0.06496196240186691	79.0
32	-510.488037109375	35.39661005315634	-361.2825	-523.88196	501.0	0.05087875366210937	0.15913054424175482	1.0	0.01	-16.125604166666665	-16.362205505371094	0.04030577093362808	0.04380759596824646	79.0
33	-509.5703938802083	35.0225989633985	-385.06235	-523.92175	501.0	0.05087875366210937	0.15913054424175482	1.0	0.01	-16.3420078125	-16.504005432128906	0.09816804528236389	0.019112370908260345	79.0
34	-508.9669596354167	35.562319218198965	-382.20227	-523.9818	501.0	0.05087875366210937	0.15913053625104634	1.0	0.01	-16.4804296875	-16.664020538330078	0.1216391772031784	0.036933571100234985	79.0
35	-509.724365234375	32.721601525295306	-373.4421	-523.9216	501.0	0.05087875366210937	0.15913054424175482	1.0	0.01	-16.668489583333333	-16.8602294921875	0.024277372285723686	0.032751791179180145	79.0
36	-510.4558919270833	32.1230417488431	-380.742	-523.8619	501.0	0.05087875366210937	0.15913054424175482	1.0	0.01	-16.84705078125	-17.068191528320312	0.00013561865489464253	0.042924005538225174	79.0
37	-510.3616536458333	34.739078113517685	-368.6419	-523.9815	501.0	0.05087875366210937	0.15913054424175482	1.0	0.01	-17.048677083333335	-17.26540184020996	0.0010142334504052997	0.03693326190114021	79.0
38	-509.563232421875	36.76236549689211	-353.5618	-523.8618	501.0	0.05087875366210937	0.15913054424175482	1.0	0.01	-17.240860677083333	-17.45167350769043	2.025706271524541e-05	0.035121574997901917	79.0
39	-511.3739013671875	30.104333819460972	-403.50165	-523.92114	501.0	0.05087875366210937	0.15913054424175482	1.0	0.01	-17.431270833333333	-17.593305587768555	0.03999105468392372	0.024029139429330826	79.0
40	-510.0071207682292	35.519418196395286	-357.16156	-523.98126	501.0	0.05087875366210937	0.15913054424175482	1.0	0.01	-17.577020833333332	-17.710283279418945	0.0894409716129303	0.013570360839366913	79.0
41	-510.0362141927083	36.07187626339193	-367.30148	-523.9814	501.0	0.05087874857584635	0.15913054424175482	1.0	0.01	-17.697244791666666	-17.786169052124023	0.11572673916816711	0.012159720063209534	79.0
42	-508.1912434895833	39.06177082652765	-353.34143	-523.981	501.0	0.05087874857584635	0.15913054424175482	1.0	0.01	-17.815942708333335	-17.926774978637695	0.08458272367715836	0.024307407438755035	79.0
43	-508.9520263671875	37.65258021537169	-353.70142	-523.9812	501.0	0.05087875366210937	0.15913054424175482	1.0	0.01	-17.913127604166668	-18.033409118652344	0.036936257034540176	0.014383785426616669	79.0
44	-509.5986328125	37.811912443782184	-349.18137	-523.7609	501.0	0.05087875366210937	0.15913054424175482	1.0	0.01	-18.02728125	-18.161535263061523	0.02694040723145008	0.1293666511774063	79.0
45	-508.8444417317708	37.32667191430166	-360.9413	-523.9213	501.0	0.05087875366210937	0.15913053625104634	1.0	0.01	-18.145235677083335	-18.225900650024414	0.05918702110648155	0.01178155466914177	79.0
46	-509.3485514322917	35.73318164091034	-364.96127	-523.9812	501.0	0.05087875366210937	0.15913054424175482	1.0	0.01	-18.22883984375	-18.345413208007812	0.0419214628636837	0.010955017060041428	79.0
47	-509.3660481770833	36.38481911249468	-357.02124	-522.881	501.0	0.05087875366210937	0.15913054424175482	1.0	0.01	-18.339072916666666	-18.401004791259766	0.07787968963384628	0.006201691925525665	79.0
48	-510.3059488932292	33.42418689409288	-390.40118	-523.98096	501.0	0.05087875366210937	0.15913053625104634	1.0	0.01	-18.408494791666666	-18.543277740478516	0.07647188007831573	0.035195037722587585	79.0
49	-510.439208984375	37.41840950376788	-357.78113	-523.9811	501.0	0.05087875366210937	0.15913054424175482	1.0	0.01	-18.542921875	-18.673887252807617	0.0018157936865463853	0.016908295452594757	79.0
50	-508.9175618489583	35.8754196585501	-378.22104	-522.76074	501.0	0.05087875366210937	0.15913054424175482	1.0	0.01	-18.677389322916667	-18.75336265563965	0.0492032989859581	0.006164200603961945	79.0
51	-508.2283528645833	38.96208969747067	-351.44104	-523.981	501.0	0.05087874857584635	0.15913053625104634	1.0	0.01	-18.7500703125	-18.87281608581543	0.001434661797247827	0.014456924051046371	79.0
52	-510.4657796223958	33.065299729836994	-369.981	-523.8208	501.0	0.05087874857584635	0.15913055223246286	1.0	0.01	-18.86020703125	-18.939525604248047	0.0368913859128952	0.005583260208368301	79.0
53	-509.9024251302083	35.16386144456704	-377.24094	-523.9809	501.0	0.05087875366210937	0.15913053625104634	1.0	0.01	-18.925852864583334	-19.019201278686523	0.0051564485765993595	0.011321576312184334	79.0
54	-507.57080078125	42.27920780667983	-348.12097	-523.98096	501.0	0.05087875366210937	0.15913054424175482	1.0	0.01	-19.0146171875	-19.057090759277344	0.06564853340387344	0.0017807930707931519	79.0
55	-509.9707438151042	33.5056038340044	-371.7409	-523.98083	501.0	0.05087874857584635	0.15913054424175482	1.0	0.01	-19.047268229166665	-19.11774253845215	0.03915511816740036	0.0037470757961273193	79.0
56	-508.691162109375	35.295144610454805	-376.15088	-523.9805	501.0416666666667	0.05087533802521665	0.15912434569646847	1.0	0.01	-19.10428037246896	-19.173660278320312	0.040626056492328644	0.00338088721036911	79.0
57	-507.7657877604167	42.0734434284512	-343.76096	-523.8606	501.0	0.05087874857584635	0.15913054424175482	1.0	0.01	-19.165848958333335	-19.259693145751953	0.0007892717840149999	0.007504820823669434	79.0
58	-509.631591796875	36.593999074017134	-371.7409	-523.9809	501.0	0.05087874857584635	0.15913053625104634	1.0	0.01	-19.244330729166666	-19.33724594116211	0.0008710866677574813	0.007609769701957703	79.0
59	-531.5894368489584	111.75040781059072	-383.94086	-1043.2308	521.7916666666666	0.0492467424737729	0.1561269417005085	1.0	0.01	-19.331546523721897	-19.419952392578125	0.00010320250294171274	0.006620342843234539	79.0
60	-507.7015380859375	38.76340284004467	-349.32083	-523.98083	501.0	0.05087875366210937	0.15913053625104634	1.0	0.01	-19.32461328125	-19.35498046875	0.044059280306100845	0.02562422677874565	79.0
61	-509.3515218098958	37.669946938424935	-357.42084	-523.98083	501.0	0.05087875366210937	0.15913053625104634	1.0	0.01	-19.4329375	-19.4658203125	0.10636448115110397	0.008347935974597931	79.0
62	-511.4622802734375	30.574429441562494	-393.44077	-523.88055	501.0	0.05087875366210937	0.15913054424175482	1.0	0.01	-19.46607291666667	-19.53801918029785	0.06856225430965424	0.010856769979000092	79.0
63	-510.133056640625	33.99687988326098	-374.9607	-523.92053	501.0	0.05087874857584635	0.15913053625104634	1.0	0.01	-19.53361197916667	-19.61107635498047	8.615425031166524e-06	0.005345130804926157	79.0
64	-509.4571940104167	38.36557888562567	-351.1207	-523.92035	501.0	0.05087875366210937	0.15913053625104634	1.0	0.01	-19.608915364583332	-19.607955932617188	0.07430075854063034	0.0017480403184890747	79.0
