timestamp,interval_count,total_count,cpu_percent
2025-07-27T19:56:54.977332,2,2,0.0
2025-07-27T19:56:55.477667,4,6,5.1
2025-07-27T19:56:55.977980,3,9,4.9
2025-07-27T19:56:56.478185,3,12,4.6
2025-07-27T19:56:56.978426,3,15,4.4
2025-07-27T19:56:57.478702,4,19,5.3
2025-07-27T19:56:57.979141,4,23,5.1
2025-07-27T19:56:58.479445,3,26,4.6
2025-07-27T19:56:58.979633,4,30,4.5
2025-07-27T19:56:59.479846,4,34,5.1
2025-07-27T19:56:59.980162,4,38,4.8
2025-07-27T19:57:00.480400,3,41,5.9
2025-07-27T19:57:00.980637,4,45,5.2
2025-07-27T19:57:01.480908,4,49,4.9
2025-07-27T19:57:01.981125,4,53,5.0
2025-07-27T19:57:02.481310,2,55,4.3
2025-07-27T19:57:02.981549,4,59,5.1
2025-07-27T19:57:03.481837,3,62,4.5
2025-07-27T19:57:03.982120,4,66,4.8
2025-07-27T19:57:04.482329,3,69,4.8
2025-07-27T19:57:04.982553,4,73,4.9
2025-07-27T19:57:05.482712,4,77,4.6
2025-07-27T19:57:05.982965,4,81,4.9
2025-07-27T19:57:06.483161,3,84,4.8
2025-07-27T19:57:06.983473,4,88,4.8
2025-07-27T19:57:07.483727,4,92,5.0
2025-07-27T19:57:07.983981,3,95,4.6
2025-07-27T19:57:08.484144,4,99,4.8
2025-07-27T19:57:08.984385,4,103,11.2
2025-07-27T19:57:09.484678,4,107,7.4
2025-07-27T19:57:09.984959,4,111,8.4
2025-07-27T19:57:10.485159,3,114,7.8
2025-07-27T19:57:10.985407,3,117,7.2
2025-07-27T19:57:11.486013,3,120,5.6
