Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	Q1Vals	Q2Vals	LossPi	LossQ	DeltaLossQ	DeltaLossPi	StopIter
99	-334.995947265625	156.81386757076046	635.7713	-402.06842	501.1	-1.6715326309204102	-1.6767332553863525	1.5402157306671143	0.4998636245727539	0.008587896823883057	0.09417104721069336	49.0
100	-337.4578125	166.96141957051034	653.451	-667.6488	513.2	-1.6360442638397217	-1.6334718465805054	1.503631353378296	0.49949297308921814	0.001239687204360962	0.0354381799697876	49.0
101	-311.220263671875	227.21829399280332	692.5208	-398.46878	501.1	-1.7366613149642944	-1.7425055503845215	1.6009931564331055	0.4805490970611572	0.010330438613891602	0.09475970268249512	49.0
102	-333.239990234375	158.71106806080036	651.3108	-390.1692	501.05	-1.524523138999939	-1.5321359634399414	1.3933078050613403	0.5159662961959839	0.04321068525314331	0.20052087306976318	49.0
103	-334.11728515625	158.87238392810752	651.57074	-390.2389	501.175	-1.560694932937622	-1.5581600666046143	1.4308445453643799	0.4644293189048767	0.0016112327575683594	0.03618669509887695	49.0
104	-362.50234375	19.773891551977698	-310.90887	-393.08884	501.05	-1.7164738178253174	-1.713410496711731	1.5795820951461792	0.4549064636230469	0.017738044261932373	0.14049756526947021	49.0
105	-317.625439453125	231.35507072463312	666.2708	-683.2283	513.075	-1.7143863439559937	-1.7146323919296265	1.580471158027649	0.4516271650791168	0.00011608004570007324	0.007318377494812012	49.0
106	-286.9220703125	265.3394288453942	661.13043	-398.6294	501.15	-1.5226069688796997	-1.515515923500061	1.3885949850082397	0.4544990062713623	0.041733115911483765	0.19238746166229248	49.0
107	-339.066064453125	157.7873371028233	638.7297	-405.89008	501.05	-1.5956722497940063	-1.5932376384735107	1.4617477655410767	0.44174259901046753	0.0059487223625183105	0.0737539529800415	49.0
108	-359.504150390625	20.32391626300465	-317.04944	-399.60956	501.2	-1.6246471405029297	-1.6225602626800537	1.4896247386932373	0.4777154326438904	0.0009003281593322754	0.027848482131958008	49.0
109	-360.31943359375	18.81947091051081	-325.92935	-416.52936	501.075	-1.7539258003234863	-1.7449617385864258	1.61767578125	0.49585655331611633	0.014756113290786743	0.12880539894104004	49.0
110	-364.7240234375	62.50708084889263	-304.7686	-731.0388	513.075	-1.7619507312774658	-1.7623891830444336	1.6313055753707886	0.5205113291740417	0.00022202730178833008	0.012455940246582031	49.0
111	-333.82578125	157.97726794542308	645.521	-406.12866	501.1	-1.6492682695388794	-1.6561264991760254	1.515939712524414	0.5530523061752319	0.01294851303100586	0.11051273345947266	49.0
112	-309.0687744140625	224.8163278100592	672.0113	-392.62854	501.125	-1.7428414821624756	-1.7370634078979492	1.6113636493682861	0.5107021927833557	0.0072823166847229	0.08657407760620117	49.0
113	-357.268603515625	19.942369360312355	-308.46902	-398.98898	501.125	-1.6379867792129517	-1.6427987813949585	1.508749008178711	0.500779390335083	0.010691404342651367	0.09879148006439209	49.0
114	-332.554052734375	159.66757948155913	655.991	-416.87875	501.125	-1.6331567764282227	-1.6339924335479736	1.4998595714569092	0.41244208812713623	9.211897850036621e-05	0.004489421844482422	49.0
115	-291.7605224609375	358.2587577436175	1685.6702	-702.67896	512.975	-1.7168529033660889	-1.7143619060516357	1.5800576210021973	0.44443637132644653	0.005228281021118164	0.07559406757354736	49.0
116	-359.653173828125	24.061716708030207	-300.16934	-407.30933	501.125	-1.6965879201889038	-1.6977710723876953	1.5623174905776978	0.5341994762420654	0.0002759695053100586	0.015022635459899902	49.0
117	-359.2947265625	21.455791212688943	-308.24884	-396.32898	501.075	-1.8025156259536743	-1.8019804954528809	1.668703556060791	0.489574670791626	0.010670065879821777	0.10901129245758057	49.0
118	-334.318310546875	158.87429681197648	650.37103	-407.6886	501.1	-1.6307483911514282	-1.6382267475128174	1.5050857067108154	0.44136202335357666	0.031164944171905518	0.1659008264541626	49.0
119	-356.89658203125	22.779558836405283	-302.96844	-414.36844	501.15	-1.681739091873169	-1.679613471031189	1.5505919456481934	0.5319430828094482	0.00250244140625	0.0440828800201416	49.0
120	-364.61943359375	53.81625458736886	-322.62808	-669.6782	513.175	-1.8318537473678589	-1.8218663930892944	1.6986738443374634	0.4744090437889099	0.018170833587646484	0.1433640718460083	49.0
121	-360.8328369140625	22.693121936021164	-302.58786	-399.85785	501.1	-1.7346775531768799	-1.7383058071136475	1.6026185750961304	0.5020418167114258	0.008704781532287598	0.09064102172851562	49.0
122	-334.60849609375	165.41443218474015	690.68207	-408.34778	501.125	-1.7619279623031616	-1.759972095489502	1.6304985284805298	0.4513941705226898	0.0010771453380584717	0.03130614757537842	49.0
123	-336.1699462890625	161.65884699731097	664.3121	-412.16754	501.025	-1.7680094242095947	-1.7685015201568604	1.6327091455459595	0.4692144989967346	5.412101745605469e-05	0.005052924156188965	49.0
124	-355.62021484375	22.152752280331896	-308.88742	-403.24747	501.075	-1.8808561563491821	-1.87711763381958	1.745732307434082	0.48744362592697144	0.011105060577392578	0.1121065616607666	49.0
125	-342.643701171875	174.9727210881742	688.5123	-711.2276	513.125	-1.6824944019317627	-1.6758546829223633	1.5443954467773438	0.5182744860649109	0.04182326793670654	0.19298803806304932	49.0
126	-338.237939453125	151.46077771984403	599.53235	-409.46732	501.1	-1.7387069463729858	-1.7368983030319214	1.607058048248291	0.4889315366744995	0.004046499729156494	0.060697078704833984	49.0
127	-336.018505859375	158.35775359924753	647.69257	-393.2272	501.125	-1.8495690822601318	-1.8417564630508423	1.7171587944030762	0.4539954662322998	0.010613441467285156	0.10755634307861328	49.0
128	-363.40908203125	21.211398763400776	-319.90686	-398.487	501.05	-1.7434666156768799	-1.7421938180923462	1.6094235181808472	0.49828851222991943	0.013877332210540771	0.11279153823852539	49.0
129	-327.29814453125	161.0859145766631	672.1329	-400.00705	501.075	-1.8190423250198364	-1.8156850337982178	1.6897060871124268	0.41404038667678833	0.0076081156730651855	0.0864788293838501	49.0
130	-369.2370361328125	62.91171579582773	-310.02673	-741.4968	513.175	-1.820125937461853	-1.8196698427200317	1.687241792678833	0.44753676652908325	3.764033317565918e-05	0.0035486221313476562	49.0
131	-357.1484375	16.831618137916063	-321.51648	-387.74637	501.1	-1.5870108604431152	-1.572540521621704	1.4560669660568237	0.4002501368522644	0.05020812153816223	0.2222210168838501	49.0
132	-257.0082275390625	308.7972433490947	684.573	-395.18713	501.125	-1.7793986797332764	-1.7693760395050049	1.6431078910827637	0.39746880531311035	0.03211984038352966	0.18072021007537842	49.0
133	-362.021044921875	20.992704741022536	-317.92743	-408.9073	501.075	-1.877336859703064	-1.8784712553024292	1.748491883277893	0.3878735899925232	0.012279599905014038	0.10040438175201416	49.0
134	-310.108740234375	222.78714617320273	660.0923	-400.84708	501.075	5.978431224822998	6.162355422973633	-5.893255233764648	7761.72509765625	63.89599609375	7.633803844451904	49.0
135	-363.6400634765625	60.388876510910514	-325.8975	-727.6874	513.075	-1.7797139883041382	-1.6983304023742676	1.5789563655853271	0.5073537230491638	56.77460861206055	7.471601486206055	49.0
136	-281.197314453125	265.88695906343355	669.2122	-390.58798	501.025	-1.721115231513977	-1.7263493537902832	1.59927237033844	0.4872632920742035	0.011715710163116455	0.012351512908935547	49.0
137	-328.182958984375	159.04656354351076	657.3517	-397.87814	501.025	-1.598466396331787	-1.5941823720932007	1.465760350227356	0.44993728399276733	0.016179054975509644	0.13270866870880127	49.0
138	-337.00439453125	159.34080025216392	652.89197	-387.94797	501.05	-1.8269472122192383	-1.8246062994003296	1.6948821544647217	0.43425655364990234	0.04293239116668701	0.21656525135040283	49.0
139	-307.575048828125	223.0617837618089	670.1516	-408.7686	501.125	-1.5789272785186768	-1.5775816440582275	1.450618863105774	0.47436827421188354	0.06365197896957397	0.23883569240570068	49.0
140	-321.955029296875	231.3961835251394	665.97095	-711.6787	513.325	-1.4788227081298828	-1.4820555448532104	1.3517379760742188	0.427080363035202	0.010803788900375366	0.09987175464630127	49.0
141	-356.8488525390625	16.04961028294379	-329.1287	-400.46854	501.075	-1.6106692552566528	-1.6126468181610107	1.4831385612487793	0.5049431324005127	0.019044876098632812	0.13090181350708008	49.0
142	-355.9003173828125	18.911016961020366	-319.44824	-398.90817	501.15	-1.378403663635254	-1.386536717414856	1.2605310678482056	0.4842032194137573	0.04842859506607056	0.22126662731170654	49.0
143	-283.4237548828125	272.59604958619633	683.65125	-391.26862	501.125	-1.5127376317977905	-1.5057836771011353	1.3759104013442993	0.4771697223186493	0.014323383569717407	0.11332738399505615	49.0
144	-282.8932373046875	268.6345100689783	672.8309	-403.28937	501.1	-1.352644681930542	-1.3577277660369873	1.2296245098114014	0.3987967371940613	0.019228696823120117	0.14241540431976318	49.0
145	-343.0442626953125	171.38383456440692	673.92004	-682.7998	513.1	-1.3633170127868652	-1.3624207973480225	1.2303234338760376	0.45375072956085205	0.0001195073127746582	0.004371523857116699	49.0
146	-357.206201171875	18.475181304083325	-318.1896	-397.4695	501.075	-1.4020986557006836	-1.4008766412734985	1.270815372467041	0.4431370496749878	0.004076540470123291	0.03445899486541748	49.0
147	-302.75634765625	229.28666555209878	701.84015	-392.90952	501.025	-1.3802976608276367	-1.381629467010498	1.250259280204773	0.424315869808197	0.0005956292152404785	0.02141392230987549	49.0
148	-362.815283203125	21.50012036666888	-312.32944	-407.7195	501.025	-1.5155820846557617	-1.5099976062774658	1.3784188032150269	0.43229490518569946	0.017170310020446777	0.12405967712402344	49.0
