process_timestamp,process_pid,process_process_name,process_cpu_percent,process_cpu_percent_per_core,process_logical_cpu_count,process_cpu_times_user,process_cpu_times_system,process_num_threads,system_timestamp,system_cpu_percent,system_cpu_percent_per_core,system_cpu_count,system_load_avg_1m
2025-07-23T08:32:39.750230,14744,python,0.0,0.0,32,6.99,0.25,90,2025-07-23T08:32:39.851120,0.0,"[80.0, 50.0, 40.0, 45.5, 40.0, 100.0, 55.6, 40.0, 50.0, 40.0, 40.0, 100.0, 40.0, 100.0, 40.0, 100.0, 50.0, 40.0, 60.0, 90.0, 50.0, 90.9, 45.5, 100.0, 45.5, 45.5, 44.4, 100.0, 50.0, 40.0, 40.0, 50.0]",322025-07-23T08:322025-07-23T08:32:40.351707,14744,python,101.4,3.16875,32,7.58,0.27,90,2025-07-23T08:32:40.453388,51.0,"[70.0, 0.0, 100.0, 0.0, 100.0, 0.0, 0.0, 90.0, 80.0, 0.0, 20.0, 50.0, 0.0, 100.0, 90.0, 10.0, 41.7, 11.1, 10.0, 10.0, 30.0, 20.0, 10.0, 11.1, 0.0, 16.7, 10.0, 54.5, 40.0, 22.2, 30.0, 20.0]",32,2025-07-23T08:32025-07-23T08:32:40.954219,14744,python,107.9,3.371875,32,8.2,0.3,90,2025-07-23T08:32:41.056421,33.2,"[0.0, 80.0, 100.0, 0.0, 90.0, 0.0, 10.0, 100.0, 100.0, 0.0, 90.0, 0.0, 100.0, 0.0, 0.0, 100.0, 20.0, 10.0, 20.0, 22.2, 27.3, 11.1, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 50.0, 22.2, 11.1, 60.0]",32,1.2025-07-23T082025-07-23T08:32:41.556948,14744,python,107.8,3.36875,32,8.83,0.32,90,2025-07-23T08:32:41.658674,33.2,"[72.7, 0.0, 0.0, 90.0, 90.0, 0.0, 100.0, 0.0, 90.0, 0.0, 100.0, 0.0, 80.0, 0.0, 90.0, 0.0, 20.0, 11.1, 18.2, 18.2, 30.0, 60.0, 20.0, 0.0, 20.0, 30.0, 22.2, 20.0, 0.0, 18.2, 50.0, 36.4]",32,2025-07-23T08:32025-07-23T08:32:42.159101,14744,python,112.9,3.528125,32,9.47,0.36,90,2025-07-23T08:32:42.263695,34.1,"[0.0, 100.0, 70.0, 0.0, 0.0, 100.0, 100.0, 0.0, 60.0, 10.0, 100.0, 0.0, 20.0, 70.0, 0.0, 100.0, 10.0, 10.0, 10.0, 0.0, 18.2, 10.0, 11.1, 20.0, 36.4, 18.2, 18.2, 10.0, 22.2, 0.0, 30.0, 100.2025-07-23T08:32:42.522025-07-23T08:32:42.764473,14744,python,107.4,3.35625,32,10.1,0.38,90,2025-07-23T08:32:42.865893,34.4,"[33.3, 0.0, 100.0, 0.0, 100.0, 0.0, 0.0, 100.0, 100.0, 0.0, 70.0, 0.0, 100.0, 0.0, 100.0, 0.0, 18.2, 11.1, 10.0, 18.2, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 10.0, 100.0, 100.0, 10.0]",2025-07-23T08:32:42025-07-23T08:32:43.366362,14744,python,104.7,3.271875,32,10.71,0.4,90,2025-07-23T08:32:43.467867,34.4,"[77.8, 0.0, 80.0, 0.0, 0.0, 100.0, 100.0, 0.0, 30.0, 9.1, 50.0, 0.0, 9.1, 100.0, 90.0, 9.1, 27.3, 18.2, 20.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 0.0, 36.4, 10.0, 27.3, 90.0, 50.0]",32025-07-23T08:32:2025-07-23T08:32:43.968393,14744,python,108.0,3.375,32,11.33,0.43,90,2025-07-23T08:32:44.069673,32.9,"[0.0, 90.0, 100.0, 0.0, 100.0, 0.0, 100.0, 0.0, 0.0, 90.0, 88.9, 0.0, 27.3, 45.5, 0.0, 100.0, 30.0, 20.0, 36.4, 0.0, 9.1, 20.0, 10.0, 10.0, 10.0, 20.0, 11.1, 0.0, 0.0, 100.0, 11.1, 36.4]",32,2025-07-23T08:32025-07-23T08:32:44.571580,14744,python,104.4,3.2625,32,11.94,0.45,90,2025-07-23T08:32:44.674921,33.8,"[0.0, 100.0, 70.0, 0.0, 30.0, 27.3, 63.6, 0.0, 0.0, 100.0, 72.7, 0.0, 10.0, 88.9, 72.7, 0.0, 36.4, 10.0, 10.0, 36.4, 20.0, 20.0, 20.0, 18.2, 0.0, 10.0, 10.0, 63.6, 20.0, 30.0, 70.0, 80.0]",322025-07-23T08:322025-07-23T08:32:45.176144,14744,python,102.7,3.209375,32,12.55,0.46,90,2025-07-23T08:32:45.277253,33.7,"[55.6, 18.2, 90.0, 0.0, 81.8, 0.0, 66.7, 0.0, 50.0, 0.0, 70.0, 0.0, 30.0, 70.0, 0.0, 100.0, 44.4, 30.0, 22.2, 10.0, 0.0, 0.0, 10.0, 30.0, 33.3, 20.0, 54.5, 30.0, 9.1, 80.0, 10.0, 80.0]",32,22025-07-23T08:2025-07-23T08:32:45.778378,14744,python,109.6,3.425,32,13.18,0.49,90,2025-07-23T08:32:45.879274,33.0,"[20.0, 40.0, 100.0, 0.0, 90.0, 0.0, 40.0, 0.0, 90.0, 0.0, 0.0, 100.0, 20.0, 80.0, 0.0, 100.0, 33.3, 20.0, 30.0, 20.0, 10.0, 10.0, 11.1, 20.0, 11.1, 60.0, 20.0, 40.0, 20.0, 20.0, 10.0, 80.0]",32,2025-07-23T08:32025-07-23T08:32:46.379925,14744,python,106.3,3.321875,32,13.79,0.52,90,2025-07-23T08:32:46.481096,33.3,"[81.8, 18.2, 90.9, 0.0, 50.0, 0.0, 91.7, 0.0, 54.5, 10.0, 88.9, 0.0, 0.0, 70.0, 60.0, 10.0, 30.0, 40.0, 18.2, 36.4, 60.0, 30.0, 10.0, 18.2, 10.0, 20.0, 20.0, 30.0, 18.2, 100.0, 10.0, 10.0]2025-07-23T08:32:46.2025-07-23T08:32:46.981505,14744,python,109.7,3.428125,32,14.42,0.55,90,2025-07-23T08:32:47.083553,33.6,"[90.0, 0.0, 100.0, 0.0, 90.0, 0.0, 33.3, 0.0, 50.0, 54.5, 9.1, 100.0, 0.0, 90.0, 81.8, 0.0, 30.0, 20.0, 18.2, 11.1, 20.0, 10.0, 27.3, 9.1, 20.0, 10.0, 20.0, 10.0, 33.3, 10.0, 10.0, 1002025-07-23T08:32:47.3822025-07-23T08:32:47.583998,14744,python,107.9,3.371875,32,15.05,0.57,90,2025-07-23T08:32:47.685204,33.8,"[70.0, 0.0, 0.0, 100.0, 70.0, 27.3, 70.0, 0.0, 63.6, 11.1, 70.0, 0.0, 30.0, 22.2, 0.0, 100.0, 11.1, 30.0, 10.0, 20.0, 22.2, 25.0, 20.0, 27.3, 36.4, 10.0, 40.0, 9.1, 11.1, 10.0, 60.02025-07-23T08:32:47.984480,2025-07-23T08:32:48.185743,14744,python,108.0,3.375,32,15.67,0.6,90,2025-07-23T08:32:48.287215,30.5,"[66.7, 10.0, 0.0, 90.0, 0.0, 100.0, 33.3, 0.0, 0.0, 100.0, 0.0, 100.0, 0.0, 90.0, 0.0, 90.0, 10.0, 30.0, 11.1, 20.0, 0.0, 11.1, 20.0, 10.0, 30.0, 22.2, 70.0, 10.0, 30.0, 27.3, 18.2025-07-23T08:32:48.586385,14711,python,111.3,3.478125,32,16.45,0.65,90,2025-07-23T08:32:48.687714,30.5,"[0.0, 100.0, 11.1, 80.0, 50.0, 0.0, 80.0, 0.0, 0.0, 100.0, 60.0, 40.0, 83.3, 0.0, 72.7, 10.0, 36.4, 20.0, 22.2, 36.4, 0.0, 10.0, 11.1, 0.0, 10.0, 10.0, 0.0, 22.2, 20.0, 0.0, 9.1, 40.0]",32,2.86572265625
