process_timestamp,process_pid,process_process_name,process_cpu_percent,process_cpu_percent_total,process_cpu_times_user,process_cpu_times_system,process_num_threads,system_timestamp,system_cpu_percent,system_cpu_count,system_load_avg_1m
2025-07-18T17:06:29.073968,12659,python,0.0,0.0,7.28,0.25,90,2025-07-18T17:06:29.074133,0.0,32,0.1025390625
2025-07-18T17:06:29.590666,12659,python,3.26875,104.6,7.81,0.26,90,2025-07-18T17:06:29.590960,4.7,32,0.1025390625
2025-07-18T17:06:30.092305,12659,python,3.296875,105.5,8.33,0.27,90,2025-07-18T17:06:30.092794,5.4,32,0.1025390625
2025-07-18T17:06:30.594106,12659,python,3.3,105.6,8.85,0.28,90,2025-07-18T17:06:30.594429,5.0,32,0.1025390625
2025-07-18T17:06:31.094857,12659,python,3.30625,105.8,9.36,0.3,90,2025-07-18T17:06:31.094926,5.1,32,0.1025390625
2025-07-18T17:06:31.595600,12659,python,3.24375,103.8,9.87,0.31,90,2025-07-18T17:06:31.595658,6.9,32,0.1748046875
2025-07-18T17:06:32.097420,12659,python,3.3,105.6,10.39,0.32,90,2025-07-18T17:06:32.097476,4.9,32,0.1748046875
2025-07-18T17:06:32.598424,12659,python,3.30625,105.8,10.91,0.33,90,2025-07-18T17:06:32.598474,4.5,32,0.1748046875
2025-07-18T17:06:33.099267,12659,python,3.30625,105.8,11.43,0.34,90,2025-07-18T17:06:33.099327,5.2,32,0.1748046875
2025-07-18T17:06:33.601287,12659,python,3.3,105.6,11.94,0.36,90,2025-07-18T17:06:33.601342,5.0,32,0.1748046875
2025-07-18T17:06:34.102241,12659,python,3.30625,105.8,12.46,0.37,90,2025-07-18T17:06:34.102297,7.3,32,0.1748046875
2025-07-18T17:06:34.602856,12659,python,3.309375,105.9,12.98,0.38,90,2025-07-18T17:06:34.602906,4.9,32,0.1748046875
2025-07-18T17:06:35.104789,12659,python,3.3625,107.6,13.5,0.4,90,2025-07-18T17:06:35.104844,5.1,32,0.1748046875
2025-07-18T17:06:35.606162,12659,python,3.303125,105.7,14.01,0.42,90,2025-07-18T17:06:35.606196,4.9,32,0.1748046875
2025-07-18T17:06:36.122341,12659,python,3.25625,104.2,14.54,0.43,90,2025-07-18T17:06:36.122501,6.0,32,0.1748046875
2025-07-18T17:06:36.623044,12659,python,3.321875,106.3,15.05,0.45,90,2025-07-18T17:06:36.623118,4.8,32,0.2412109375
2025-07-18T17:06:37.166091,12659,python,3.309375,105.9,15.6,0.47,90,2025-07-18T17:06:37.166128,4.6,32,0.2412109375
2025-07-18T17:06:37.672762,12659,python,3.3,105.6,16.13,0.48,90,2025-07-18T17:06:37.672799,5.0,32,0.2412109375
2025-07-18T17:06:38.180858,12659,python,3.259375,104.3,16.65,0.49,90,2025-07-18T17:06:38.180947,4.6,32,0.2412109375
2025-07-18T17:06:38.682533,12659,python,3.3625,107.6,17.17,0.51,90,2025-07-18T17:06:38.682584,6.7,32,0.2412109375
2025-07-18T17:06:39.183180,12659,python,3.246875,103.9,17.68,0.52,90,2025-07-18T17:06:39.183265,6.8,32,0.2412109375
2025-07-18T17:06:39.683904,12659,python,3.36875,107.8,18.2,0.54,90,2025-07-18T17:06:39.684196,5.9,32,0.2412109375
2025-07-18T17:06:40.185092,12659,python,3.24375,103.8,18.71,0.55,90,2025-07-18T17:06:40.185147,5.3,32,0.2412109375
2025-07-18T17:06:40.685602,12659,python,3.30625,105.8,19.23,0.56,90,2025-07-18T17:06:40.685662,5.1,32,0.2412109375
2025-07-18T17:06:41.187132,12659,python,3.365625,107.7,19.75,0.58,90,2025-07-18T17:06:41.187183,6.6,32,0.2412109375
2025-07-18T17:06:41.688984,12659,python,3.2375,103.6,20.26,0.59,90,2025-07-18T17:06:41.689035,4.9,32,0.30224609375
2025-07-18T17:06:42.190159,12659,python,3.30625,105.8,20.77,0.61,90,2025-07-18T17:06:42.190283,4.9,32,0.30224609375
2025-07-18T17:06:42.690961,12659,python,3.30625,105.8,21.29,0.62,90,2025-07-18T17:06:42.691015,4.5,32,0.30224609375
2025-07-18T17:06:43.192016,12659,python,3.36875,107.8,21.81,0.64,90,2025-07-18T17:06:43.192092,4.7,32,0.30224609375
2025-07-18T17:06:43.692991,12659,python,3.24375,103.8,22.32,0.65,90,2025-07-18T17:06:43.693048,4.6,32,0.30224609375
2025-07-18T17:06:44.210697,12659,python,3.2625,104.4,22.85,0.66,90,2025-07-18T17:06:44.211072,4.4,32,0.30224609375
2025-07-18T17:06:44.724335,12659,python,3.371875,107.9,23.38,0.68,90,2025-07-18T17:06:44.724477,4.3,32,0.30224609375
