timestamp,interval_count,total_count,queue_size,max_queue_size,cpu_percent
2025-07-28T01:16:31.087155,2,2,1.0,1,0.0
2025-07-28T01:16:31.587788,0,2,1.0,1,18.4
2025-07-28T01:16:32.088557,2,4,1.0,1,20.6
2025-07-28T01:16:32.589029,1,5,1.0,1,17.6
2025-07-28T01:16:33.089480,1,6,1.0,1,23.4
2025-07-28T01:16:33.590086,1,7,1.0,1,17.5
2025-07-28T01:16:34.090618,1,8,1.0,1,21.6
2025-07-28T01:16:34.591131,1,9,1.0,1,17.9
2025-07-28T01:16:35.091569,1,10,1.0,1,21.9
2025-07-28T01:16:35.592066,1,11,1.0,1,16.6
2025-07-28T01:16:36.092479,1,12,1.0,1,19.0
2025-07-28T01:16:36.593250,1,13,1.0,1,11.6
2025-07-28T01:16:37.093958,1,14,1.0,1,21.9
2025-07-28T01:16:37.594317,1,15,1.0,1,16.7
2025-07-28T01:16:38.095217,1,16,1.0,1,20.5
2025-07-28T01:16:38.595656,1,17,1.0,1,16.6
2025-07-28T01:16:39.096248,1,18,1.0,1,13.4
2025-07-28T01:16:39.596801,1,19,1.0,1,19.2
2025-07-28T01:16:40.097255,1,20,1.0,1,23.0
2025-07-28T01:16:40.597733,1,21,1.0,1,18.9
2025-07-28T01:16:41.098493,1,22,1.0,1,22.2
2025-07-28T01:16:41.599216,1,23,1.0,1,21.3
2025-07-28T01:16:42.100031,1,24,1.0,1,17.3
2025-07-28T01:16:42.600478,1,25,1.0,1,19.8
2025-07-28T01:16:43.101131,1,26,1.0,1,16.5
2025-07-28T01:16:43.602297,1,27,1.0,1,20.0
2025-07-28T01:16:44.103028,1,28,1.0,1,18.8
2025-07-28T01:16:44.603817,1,29,1.0,1,23.3
2025-07-28T01:16:45.104265,1,30,1.0,1,9.5
2025-07-28T01:16:45.604733,1,31,1.0,1,23.2
2025-07-28T01:16:46.105430,1,32,1.0,1,16.4
2025-07-28T01:16:46.606000,1,33,1.0,1,19.0
2025-07-28T01:16:47.106671,1,34,1.0,1,18.5
2025-07-28T01:16:47.607294,1,35,1.0,1,21.7
2025-07-28T01:16:48.107863,1,36,1.0,1,15.5
2025-07-28T01:16:48.608605,1,37,1.0,1,22.7
2025-07-28T01:16:49.109186,1,38,1.0,1,17.7
2025-07-28T01:16:49.610059,0,38,1.0,1,9.7
2025-07-28T01:16:50.110841,1,39,1.0,1,19.0
2025-07-28T01:16:50.611609,2,41,1.0,1,23.2
2025-07-28T01:16:51.112327,1,42,1.0,1,17.0
