Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageEpsilon	StdEpsilon	MaxEpsilon	MinEpsilon	QVals	QTargets	LossQ	DeltaLossQ	StopIter
1	-2582.6564127604165	904.5626475448416	-796.017	-3490.6104	260.8333333333333	1.0	0.0	1.0	1.0	0.03784891242320298	0.30003607273101807	3.0123455871944316e-06	0.002293219091370702	79.0
2	-1863.26025390625	168.70105771749033	-1698.0844	-2181.0254	258.0	0.8795720161012484	0.05967658247831675	1.0	0.85	0.24457681658357652	0.30426353216171265	2.444413894409081e-06	2.6070906642416958e-06	79.0
3	-1532.7721354166667	109.6729156970854	-1386.3025	-1703.408	258.0	0.850000047498176	0.0	0.85	0.85	0.301767510044281	0.30425411462783813	3.2764866773504764e-05	3.0892468203091994e-05	79.0
4	-1250.39111328125	55.556664485460246	-1185.0099	-1341.788	258.0	0.850000047498176	0.0	0.85	0.85	0.29076473567581673	0.30296334624290466	1.491022203481407e-06	4.2452240450074896e-05	79.0
5	-2255.0185546875	1093.8285590834912	-1126.7347	-3765.8208	303.0	0.8500001077883554	5.960464477539063e-08	0.85	0.85	0.3022729397872689	-24.134450912475586	83.56928253173828	513.6012573242188	79.0
6	-2621.1266276041665	405.7964134472687	-2103.4443	-3262.85	258.0	0.850000047498176	0.0	0.85	0.85	-0.7560721668287937	0.3018193244934082	0.0008777990005910397	60.14523696899414	79.0
7	-1858.9580078125	114.14345871168732	-1700.9343	-2045.2961	258.0	0.850000047498176	0.0	0.85	0.85	0.14792275830774765	0.3037162721157074	0.001033779582940042	8.28644260764122e-05	79.0
8	-1537.95947265625	80.36106670314093	-1419.382	-1648.2786	258.0	0.850000047498176	0.0	0.85	0.85	0.1748098529266476	0.3021467924118042	0.0010401238687336445	8.596444968134165e-05	79.0
9	-1324.154541015625	43.91145061133447	-1253.8706	-1385.7195	258.0	0.850000047498176	0.0	0.85	0.85	0.18659705967290857	0.30415019392967224	0.0009448006749153137	0.00010971655137836933	79.0
10	-2377.9376627604165	801.6410772076657	-774.4617	-3310.973	266.5	0.8500001072808773	5.960464477539063e-08	0.85	0.85	-0.3510921499823446	0.30284494161605835	0.0006673943717032671	9.402504656463861e-05	79.0
11	-1758.3785807291667	199.7768416467067	-1535.4828	-2099.9248	258.0	0.850000047498176	0.0	0.85	0.85	0.20205326302969967	0.30345746874809265	0.00027898079133592546	2.706676605157554e-05	79.0
12	-1400.2945963541667	66.2455653979633	-1320.8237	-1499.5916	258.0	0.850000047498176	0.0	0.85	0.85	0.20817132497112112	0.30406901240348816	0.00043620425276458263	0.0001372867845930159	79.0
13	-1215.5472819010417	47.941988327474135	-1164.6476	-1291.7223	258.0	0.850000047498176	0.0	0.85	0.85	0.21979495987354086	-8.772087097167969	82.22090911865234	0.14829254150390625	79.0
