Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpLen	StdEpLen	MaxEpLen	MinEpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter
1	-8023.75625	3899.6732170785795	-1145.457	-12945.162	142.2	20.960915078724497	161.0	103.0	-0.060113561052100854	0.021539176624071572	0.001484707	-0.13951208	7.226852005715045e-08	17545266.0	0.0008958604885265231	-810.0	0.6836473345756531	0.015580736100673676	0.0	5.0
2	-10648.440625	4041.7008300961616	-5228.748	-16854.154	151.4	26.119724160763546	181.0	115.0	-0.11942433296365941	0.05301149450627917	-0.012474641	-0.32574376	0.0014339888002723455	26381410.0	-0.01147972047328949	-1522.0	0.6977051496505737	-8.311169949593022e-05	0.0	39.0
3	-6460.1359375	2307.926861926088	-3233.032	-10105.696	134.2	16.998823775944764	155.0	119.0	-0.25204059955952046	0.07162525494269245	-0.15325233	-0.5210112	-0.001432990189641714	11061261.0	0.0006171952118165791	-754.0	0.6992537379264832	0.0034722222480922937	0.03303303197026253	39.0
4	-11014.02421875	2765.666357317889	-7793.657	-15320.898	163.8	12.56025516323713	179.0	143.0	-0.42046984173449015	0.08752310914000155	-0.25734913	-1.0405636	0.0004227038298267871	25183872.0	0.00022472886485047638	-2892.0	0.6946778297424316	0.015509827993810177	0.03685503825545311	19.0
5	-3917.526171875	2652.6097338281784	-575.8758	-7847.422	115.4	11.892854587287905	135.0	103.0	-0.6145562125252677	0.1589260647790193	-0.3877838	-1.689603	-0.0017339562764391303	5577410.0	0.005417624022811651	-1130.5	0.7114346623420715	-0.007539335638284683	0.0	39.0
6	-7116.453125	3936.332506280434	-2339.9885	-12911.361	149.8	26.18701987179192	175.0	105.0	-0.8914033623151881	0.23755907361373813	-0.53628796	-2.1058023	-0.004533763043582439	14753767.0	0.00047550536692142487	-4320.0	0.7074739336967468	-0.003444220405071974	0.04704301059246063	39.0
7	-5058.684375	2975.0568397931493	-2893.7925	-10910.614	129.4	20.72293391955818	169.0	113.0	-1.3719667809031835	0.5324981159793215	-0.69479966	-3.7384987	0.00150228978600353	8834198.0	-0.002948941197246313	-4570.0	0.7064630389213562	-0.006717289797961712	0.009345794096589088	39.0
8	-6167.228125	2653.113190197508	-2453.8252	-10321.308	134.6	22.957351550960205	173.0	113.0	-2.373739825037425	0.8524297681894109	-1.0146228	-5.9044185	-0.0009956281865015626	10850663.0	-0.00020731601398438215	-9778.0	0.7022157907485962	-0.005800898186862469	0.1347305327653885	39.0
9	-6359.08828125	2181.7735904534184	-2901.417	-9707.131	137.4	24.44258558815689	169.0	103.0	-3.7625857713984603	1.5015379180344635	-1.5078163	-9.62023	-0.0002462098200339824	10616745.0	0.002796576591208577	-16163.0	0.6915432810783386	0.006048386916518211	0.0249266866594553	39.0
10	-6651.93984375	2884.2345258317673	-1992.0402	-10757.804	136.6	19.774731721275955	161.0	105.0	-5.914835611979167	2.4867183260831984	-2.3605957	-16.99078	0.0007712239748798311	11973535.0	-0.002301836386322975	-25954.0	0.6999850869178772	0.003318584058433771	0.1150442510843277	39.0
11	-6433.20703125	2958.6505031855318	-3665.097	-11903.773	128.2	20.30172430523144	159.0	107.0	-10.713082559453616	4.329972054678911	-4.169875	-27.09259	0.0007843054481782019	11771055.0	-0.0027655281592160463	-41502.0	0.7000054717063904	-0.00147405662573874	0.08018867671489716	39.0
12	-5681.02421875	2446.1374450345184	-2057.7527	-8271.1875	135.0	24.49489742783178	179.0	105.0	-14.929428055037313	6.527553540483647	-5.1592574	-51.995358	-0.0010058758780360222	9104995.0	-0.002168978564441204	-44101.0	0.7013984322547913	0.0048507461324334145	0.04328358173370361	39.0
13	-5966.68515625	1671.4420121559706	-2700.0476	-7269.23	131.4	19.571407466873072	159.0	105.0	-23.22096973255368	8.619185031307255	-9.090745	-64.063545	-0.007527248468250036	8917575.0	-0.00044569140300154686	-56814.0	0.7003453969955444	-0.00460122711956501	0.06288343667984009	39.0
14	-6449.986328125	2480.4452826055244	-3828.227	-10526.17	153.4	11.55162283985999	169.0	139.0	-31.287029917158794	12.21465025517715	-11.549897	-110.635216	-0.002507863799110055	10061047.0	0.004180390853434801	-80935.0	0.6896364092826843	-0.0002460629912093282	0.1666666716337204	39.0
15	-7569.12265625	3261.4802774200552	-3695.944	-13402.097	142.2	23.752051720588266	177.0	105.0	-49.29419706090651	20.82201805557078	-19.329369	-156.48547	0.0024875507224351168	14996055.0	-0.00894790980964899	-153828.0	0.7013582587242126	0.0030984419863671064	0.01983002759516239	39.0
16	-5189.359765625	1179.190315428345	-3234.5417	-6448.9966	120.6	17.77188832534229	151.0	99.0	-67.27799043687291	20.30198435035041	-24.020565	-141.31091	-0.001611206098459661	6688619.0	-0.0015681599033996463	-101031.0	0.6981654763221741	0.0031354515813291073	0.06354515254497528	39.0
17	-5558.802734375	2872.775104319863	-1543.8167	-10341.745	129.8	23.752052748459974	175.0	105.0	-81.1708377814441	26.406045907734207	-17.711699	-176.24179	0.0016238389071077108	9062422.0	-0.002290459116920829	-126974.0	0.7007429003715515	-0.004076086916029453	0.1444099396467209	39.0
18	-6591.4859375	4517.368260392327	-2711.7068	-14824.847	129.8	25.190473614791365	179.0	109.0	-118.27290372670808	37.743834591750755	-37.505264	-276.03223	0.0035043025854974985	14215445.0	-0.0038040855433791876	-263639.0	0.6919024586677551	9.704969124868512e-05	0.14751553535461426	39.0
19	-6179.19375	2682.845951596923	-2868.156	-9218.309	135.0	14.25482374496437	151.0	111.0	-145.1612639925373	51.072913930119874	-42.371128	-452.06174	0.0022942095529288054	9447467.0	0.0030848949681967497	-199347.0	0.6848841309547424	0.0024253730662167072	0.026865672320127487	39.0
20	-7400.39375	1835.9065335686346	-5864.2163	-10881.114	141.8	15.77846587446202	163.0	127.0	-192.3802157315341	61.29911064533556	-56.11871	-375.82053	0.00208012736402452	11347557.0	-0.0006375381490215659	-309723.0	0.6783750653266907	0.0048828125	0.3110795319080353	39.0
21	-5512.480859375	2596.4914788999404	-1810.7109	-7880.3926	158.6	16.752313710303945	177.0	137.0	-213.462206535533	74.45724082088927	-52.33696	-619.675	0.0007587620057165623	6844643.0	0.0002732782159000635	-167179.5	0.6699886322021484	0.0060279187746346	0.1395939141511917	39.0
22	-3254.559375	1778.7452881174415	-655.6882	-5957.3794	120.2	7.440430341190581	129.0	109.0	-243.50456166107384	91.31707335381506	-25.599817	-637.7426	-0.0027022389695048332	2483535.5	-0.0008942780550569296	-73727.5	0.6728289723396301	-0.0031459731981158257	0.020134227350354195	39.0
23	-5847.33828125	2033.8070704961176	-2983.1394	-8791.41	131.4	18.56448261192424	161.0	111.0	-318.41820839723925	101.6245269535244	-121.78982	-916.665	0.002958477009087801	7306775.5	-0.0062996093183755875	-266535.0	0.6716359853744507	0.00805214699357748	0.1579754650592804	39.0
24	-6497.45859375	2835.1626408373822	-3429.279	-11135.995	146.2	23.068593580138884	177.0	115.0	-356.13866649449034	130.93583481028242	-99.80849	-824.69543	0.0027255062013864517	8475778.0	-0.004609513096511364	-365180.5	0.6685084700584412	0.005251377355307341	0.05509641766548157	39.0
25	-2368.041015625	1275.4748919520132	-426.66187	-4289.757	125.0	14.310835055998654	147.0	111.0	-329.36494455645163	100.93670964935755	-27.343103	-892.6677	-0.0012375001097097993	1039903.6875	-0.0076456875540316105	-39441.25	0.6668168306350708	0.0014112903736531734	0.025806451216340065	39.0
26	-6352.7765625	2362.9539140660363	-2695.9998	-9779.989	145.8	9.846827086026716	161.0	135.0	-465.98204419889504	140.05955718197544	-108.15685	-1122.7269	-0.00048194965347647667	7091729.5	0.0025804040487855673	-333316.0	0.6539134383201599	-0.006906077265739441	0.08701657503843307	39.0
27	-5599.708984375	3131.275139619641	-1872.369	-9943.61	133.4	22.852570757671334	173.0	113.0	-543.8872734138973	192.48679477601053	-36.116882	-1344.4613	0.003239980898797512	6730984.0	-0.008195840753614902	-390575.0	0.6631340384483337	0.009629908949136734	0.04531722143292427	39.0
28	-8018.41875	3835.398284402808	-3165.3655	-13676.881	151.4	20.684293322092852	183.0	123.0	-663.1889128989362	236.3668150917039	-193.62471	-1338.9276	-0.00040887866634875536	11483791.0	-0.006022513844072819	-822522.0	0.6639063358306885	0.0004986702115274966	0.05718085169792175	39.0
29	-7113.7515625	1890.1019020148094	-3850.9067	-9048.284	139.0	18.373894524569362	161.0	113.0	-836.9601449275362	240.7856946013149	-219.94917	-2198.8337	-0.001871905755251646	7022117.0	-0.0023671621456742287	-581310.5	0.6541830897331238	-0.0009963768534362316	0.043478261679410934	39.0
30	-3828.467578125	2062.545805551964	-1147.8723	-6622.2505	131.0	16.780941570722426	153.0	105.0	-741.7350961538461	213.81505307876927	-41.57325	-1386.893	0.0028586997650563717	2076138.125	0.0021653384901583195	-114152.125	0.6690049171447754	-0.005192307755351067	0.07230769097805023	39.0
31	-6430.58671875	2795.053058530374	-3515.8328	-11390.554	151.0	17.481418706729727	169.0	129.0	-903.8051666666667	342.47796620123364	-97.06111	-2360.4272	-0.0011655992129817605	5839392.0	-0.009307781234383583	-364961.5	0.6734146475791931	-0.00800000037997961	0.03733333200216293	39.0
32	-7592.62578125	5159.14551064418	-1219.3026	-16500.377	144.2	25.56873109416314	181.0	113.0	-1138.1840083798882	389.4999229064546	-61.72218	-2862.6797	-0.0054800845682621	10658516.0	-0.0026888633146882057	-817328.0	0.6760438084602356	0.0056738825514912605	0.05586592108011246	39.0
33	-8944.4203125	4269.543488477428	-3614.0684	-14998.498	152.2	21.264054405630763	179.0	125.0	-1346.3338293650793	527.4459976369907	-460.5977	-2788.5974	0.0020424937829375267	10447459.0	-0.005415827967226505	-1047983.0	0.6776354908943176	-0.0096726194024086	0.06216931343078613	39.0
34	-4935.4265625	2291.501865589465	-2087.5173	-8624.973	128.6	16.16910604314212	151.0	105.0	-1283.3226880877744	327.0555636169334	-211.28842	-3038.4858	0.007928472012281418	2775904.75	-0.0020101089030504227	-130722.75	0.6518328785896301	0.002938871504738927	0.05329153686761856	39.0
35	-3847.85234375	1321.2561447350017	-1677.1594	-5350.001	123.4	12.611105829164032	145.0	107.0	-1420.9652777777778	400.94466881476353	-58.093178	-3490.7734	-0.00155869300942868	903278.125	-0.006837529130280018	-18073.8125	0.659320592880249	0.00857843179255724	0.1895424872636795	39.0
36	-6339.512890625	3797.8667696484563	-4172.1367	-13919.303	141.4	31.658174916796767	183.0	103.0	-1565.0097934472935	556.3221514395559	-338.02457	-3762.8376	0.0015511945821344852	5059459.5	-0.0007738404674455523	-257295.5	0.6789908409118652	0.005430911667644978	0.0783475786447525	39.0
37	-6916.83984375	1526.8482570314577	-4049.4678	-8551.505	155.4	24.735399536582687	175.0	107.0	-1587.8670660621763	513.5518499535111	-216.9059	-4600.2363	0.0005955263623036444	3952960.0	0.003258956829085946	-286531.0	0.6786702871322632	-0.014086787588894367	0.018134715035557747	39.0
38	-4961.93828125	2190.766258641026	-1674.9404	-7829.6626	143.4	26.725268758880144	179.0	111.0	-1508.0112359550562	504.5993849836152	-506.10977	-4296.144	0.006626749411225319	2047306.25	-0.006315633188933134	-88734.75	0.648882269859314	0.009568117558956146	0.09691011160612106	39.0
39	-7174.8453125	2251.4844880655965	-3107.928	-9772.396	152.2	20.497804998721815	177.0	125.0	-1907.1150793650793	611.9634114317759	-777.665	-5017.1475	0.006358484737575054	4171519.25	-0.014859330840408802	-219415.25	0.6801050305366516	-0.003058862406760454	0.050264548510313034	39.0
40	-7236.703125	2488.248299507105	-4368.13	-10650.504	148.6	23.09632089884664	181.0	109.0	-1977.61331300813	660.8275997044656	-140.71754	-5028.114	-0.0023486847057938576	3974137.0	-0.00042436947114765644	-265063.0	0.6661492586135864	0.0035569106694310904	0.04471544548869133	39.0
41	-6071.6234375	3641.137514568765	-3974.389	-13336.331	135.4	28.49280679509304	171.0	101.0	-2153.6597842261904	696.4614986110998	-920.1335	-4622.874	0.001180353225208819	3659821.25	-0.005154132843017578	-113986.5	0.6830279231071472	-0.008649553172290325	0.03125	39.0
42	-4400.405859375	1665.324713081506	-1215.8378	-5805.6562	130.2	21.488601856929293	167.0	107.0	-2023.8324303405573	567.6272050940197	-41.959064	-3998.3108	0.004253594670444727	1092553.75	-0.005929815582931042	-20032.75	0.6554261445999146	0.006869195029139519	0.0015479875728487968	39.0
43	-5159.92109375	992.2413012972197	-3956.5544	-6739.388	146.6	11.271202351187128	163.0	129.0	-1877.4162087912089	531.0729549849847	-148.25601	-4290.716	-0.0031050711404532194	1264958.5	-0.0015436725225299597	-26823.625	0.6807750463485718	0.015195741318166256	0.0	4.0
44	-6869.6109375	3214.0338517196733	-2624.177	-11243.903	156.6	12.158946921274678	169.0	139.0	-2085.4794344473007	705.5472597442696	-147.35892	-3759.0732	3.06462861772161e-05	3493603.75	2.4273340386571363e-05	-157846.75	0.6807125210762024	-0.0015263495733961463	0.0012853470398113132	39.0
45	-3957.496875	1445.6126728830236	-2246.7249	-6639.5835	127.0	10.430723848324238	143.0	115.0	-2028.6785714285713	547.7483838985671	-86.41973	-4132.3203	-0.003304495941847563	1124503.625	-0.0012551774270832539	-47236.375	0.6795127987861633	-0.0059523810632526875	0.10476190596818924	39.0
46	-4673.85390625	3022.122432993078	-1609.6979	-9416.904	128.6	23.846173492499272	173.0	103.0	-2101.228840125392	590.9776820571612	-51.44	-4121.3887	-0.002201949479058385	2325906.75	-0.004712030291557312	-16981.25	0.6575092673301697	0.006857366766780615	0.1222570538520813	39.0
47	-4471.22109375	1531.6944865083246	-2754.7617	-6800.0728	136.6	11.689311461390968	149.0	119.0	-2055.8657817109142	493.66507222997154	-806.57556	-5111.638	0.000849998090416193	931811.125	-0.007306492887437344	-25128.6875	0.6588705778121948	0.001843657810240984	0.10619468986988068	39.0
48	-4211.534375	2068.4890137489247	-1045.3284	-6504.9883	128.6	16.11955304077551	157.0	113.0	-2088.3938087774295	629.1611173608443	-58.80989	-4882.323	-0.0006021102308295667	1008549.1875	-0.002631336683407426	-25533.875	0.6671284437179565	-0.0006857366533949971	0.10188087821006775	39.0
49	-6685.8078125	1900.1089442450398	-3296.686	-8832.951	158.6	9.583318967946662	175.0	149.0	-2049.772366751269	564.3795749037414	-661.395	-4152.3804	-0.005700507201254368	2460707.0	0.004802368115633726	-130841.5	0.6476364731788635	0.0015862943837419152	0.07233502715826035	39.0
50	-4038.62109375	2209.142095927738	-659.4871	-6995.496	134.2	26.701311926453165	169.0	103.0	-1959.513888888889	490.7611052869435	-42.702515	-4393.5537	0.013856339268386364	1293575.875	-0.01379956491291523	-12148.5	0.6703526973724365	-0.005442942958325148	0.07957957684993744	39.0
51	-4878.05546875	2177.5899522178183	-2969.954	-8938.883	143.8	26.33932439842801	181.0	103.0	-2101.334033613445	626.3584318535686	-107.47207	-5655.061	-0.0006097231525927782	1506621.875	-0.006885509006679058	-28122.875	0.6624413132667542	0.004201680887490511	0.04901960864663124	39.0
52	-4870.965234375	3785.5825443384533	-226.55904	-10750.348	148.2	17.91535613242345	173.0	125.0	-1951.3552989130435	708.1694712425833	-12.103222	-4000.083	0.004391329828649759	2720119.0	-0.008310982026159763	-43283.25	0.6534467339515686	-0.0055197011679410934	0.010869565419852734	39.0
53	-6069.784375	1566.4334649132084	-3770.7732	-7928.3877	145.8	20.497803807664372	169.0	117.0	-2130.7681284530386	494.81439122963656	-266.94125	-4607.4106	-0.0008014634950086474	1904237.25	0.00021226238459348679	-78821.875	0.6558722257614136	0.012258287519216537	0.07182320207357407	39.0
54	-5042.677734375	3807.9802520496346	-196.06464	-11664.939	145.0	24.13296500639737	175.0	103.0	-2182.368229166667	744.9223673197989	-89.23063	-4297.6045	0.0015331546310335398	3143865.5	0.0017827260307967663	-29458.5	0.6544749140739441	0.0054687499068677425	0.0625	39.0
55	-6257.73984375	2618.426703194115	-2922.4727	-10136.222	136.2	21.930801594874502	165.0	111.0	-2480.6205621301774	552.4985314178988	-663.20526	-4877.7275	0.0002693177666515112	2245334.5	-0.002921546110883355	-47001.5	0.6543459296226501	-0.0027736686170101166	0.08136094361543655	39.0
56	-5431.31953125	3083.757318596909	-967.1219	-10310.676	140.6	11.48216018183888	155.0	123.0	-2105.3638968481378	547.6288664398236	-42.961815	-5392.6997	0.0009701983071863651	2021502.125	0.0006341920234262943	-42227.0	0.6283643841743469	0.0027757880743592978	0.05587392672896385	39.0
57	-3581.346875	1134.7318626001475	-2296.426	-5064.002	136.2	18.95679323529233	169.0	113.0	-2046.2455621301774	394.5016480267959	-55.241753	-4308.5044	0.0001518705248599872	749248.1875	-0.004581869579851627	-69419.125	0.6229462027549744	-0.004622781183570623	0.004437869880348444	39.0
58	-6221.226953125	3461.9255913436386	-1303.7402	-12015.18	151.4	22.177466921686527	183.0	117.0	-2424.083444148936	662.3865619461257	-499.80743	-4214.1377	0.0030459114350378513	2356368.75	-0.01049957424402237	-57085.25	0.6255792379379272	0.004072473384439945	0.08510638028383255	39.0
59	-5199.09609375	2385.489970634964	-999.44977	-7316.3994	137.8	14.119490421598968	165.0	125.0	-2321.7754020467837	643.2230248126406	-485.08044	-4696.8057	-0.002740368479862809	1444355.75	-0.004567350260913372	-24978.5	0.6264728307723999	-0.01215277798473835	0.0628654956817627	39.0
60	-4515.397265625	2980.3005217595087	-1677.5505	-10277.873	131.4	24.046621181246547	177.0	109.0	-2192.584930981595	485.9563210950856	-49.022	-3554.2139	0.007695818319916725	1814008.75	0.0002723671495914459	-20859.25	0.5903397798538208	-0.00201303674839437	0.01380368135869503	39.0
61	-3882.20234375	1268.8473509449434	-2759.107	-6300.486	147.8	33.361054553738256	189.0	105.0	-1872.8445163487738	409.8687501756778	-572.47235	-4409.1865	-9.215463069267571e-05	980820.3125	-0.00010351360833737999	-22602.3125	0.6023600101470947	-0.004002043511718512	0.06675749272108078	39.0
62	-2682.98125	2021.9255179160284	-1230.4902	-6641.4004	127.4	19.734233966241888	157.0	103.0	-1940.5348101265822	504.364269606498	-37.58779	-3981.1848	-0.0014934000791981816	1046842.5625	-0.007112907245755196	-115286.125	0.6018865704536438	0.0035601265262812376	0.08227848261594772	39.0
63	-4325.96875	1619.9816665629276	-2088.9229	-6244.796	155.0	24.033310217279684	179.0	109.0	-1973.2988636363636	450.16007542483544	-75.37122	-3614.3887	0.002242007525637746	1009212.75	-0.0057992758229374886	-21151.25	0.6032809615135193	-0.00641233753412962	0.12597402930259705	39.0
64	-4171.726953125	2488.766361071284	-869.5541	-7456.097	138.2	22.577864401610263	171.0	111.0	-2086.3888483965015	517.6705842707715	-69.69423	-3117.0322	0.0029103895649313927	908726.875	0.0027930415235459805	-14859.6875	0.6000292301177979	-0.01958819292485714	0.03790087625384331	39.0
65	-4020.18984375	2060.430149264954	-927.44653	-6505.4375	137.8	14.062717012214424	155.0	115.0	-1792.3505116959063	350.13033496397924	-88.46942	-3644.4712	0.0006892695091664791	924066.0625	-0.008077526465058327	-14762.875	0.5729003548622131	-0.005299707408994436	0.011695906519889832	39.0
66	-4388.38203125	1492.010589774751	-2773.1462	-7111.8506	147.8	20.692027686179646	165.0	113.0	-1854.2053814713897	423.9853989568631	-178.91649	-3972.917	0.0004479115305002779	670547.1875	-0.005360196344554424	-8177.9375	0.5811260938644409	0.006386240012943745	0.13487738370895386	39.0
