timestamp,interval_count,total_count,cpu_percent
2025-07-23T09:37:02.609387,7,7,0.0
2025-07-23T09:37:03.109667,14,21,18.0
2025-07-23T09:37:03.609959,15,36,18.1
2025-07-23T09:37:04.110257,14,50,18.2
2025-07-23T09:37:04.610830,14,64,18.0
2025-07-23T09:37:05.111240,15,79,18.2
2025-07-23T09:37:05.611719,15,94,17.7
2025-07-23T09:37:06.112029,14,108,17.9
2025-07-23T09:37:06.612304,12,120,22.6
2025-07-23T09:37:07.112553,16,136,17.8
2025-07-23T09:37:07.612883,14,150,18.2
2025-07-23T09:37:08.113203,13,163,17.9
2025-07-23T09:37:08.613487,14,177,18.3
2025-07-23T09:37:09.113787,10,187,17.8
2025-07-23T09:37:09.614163,13,200,18.4
2025-07-23T09:37:10.115282,14,214,18.4
2025-07-23T09:37:10.615903,13,227,18.3
2025-07-23T09:37:11.116359,12,239,18.2
2025-07-23T09:37:11.616631,14,253,18.4
2025-07-23T09:37:12.116955,14,267,18.0
2025-07-23T09:37:12.617250,14,281,17.9
2025-07-23T09:37:13.117542,10,291,18.4
2025-07-23T09:37:13.617851,13,304,22.5
2025-07-23T09:37:14.118128,16,320,17.8
2025-07-23T09:37:14.618411,14,334,18.1
2025-07-23T09:37:15.118681,16,350,18.5
2025-07-23T09:37:15.618955,12,362,17.2
2025-07-23T09:37:16.119277,10,372,16.3
2025-07-23T09:37:16.619592,11,383,16.7
2025-07-23T09:37:17.120415,4,387,10.3
