Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	Q1Vals	Q2Vals	LossPi	LossQ	DeltaLossQ	DeltaLossPi	StopIter
1	12.482754516601563	740.2016617111854	3635.1177	-371.2096	501.0	-0.48486757278442383	-0.4749312102794647	0.35539594292640686	0.28586775064468384	0.3453637957572937	0.5103824138641357	49.0
2	6.025927734375	557.3611934822876	1679.4124	-365.68024	501.025	-0.470340371131897	-0.4712357521057129	0.33925312757492065	0.2920708954334259	0.0010592341423034668	0.022762000560760498	49.0
3	9.119305419921876	642.2222162149174	1686.1489	-368.3596	501.0	-0.47300487756729126	-0.47298532724380493	0.34136149287223816	0.3348287343978882	0.00021648406982421875	0.004583537578582764	49.0
4	14.215478515625	632.3864522584272	2673.4077	-362.7749	501.025	-0.5246012210845947	-0.5194460153579712	0.39117035269737244	0.278372198343277	0.0030465424060821533	0.052797019481658936	49.0
5	-30.672314453125	670.8893351365782	2636.1184	-384.6645	513.45	-0.4880833029747009	-0.486668199300766	0.35663020610809326	0.32149481773376465	0.0016468465328216553	0.03808557987213135	49.0
6	245.97783203125	765.0450313543641	2681.5977	-357.72034	501.0	-0.5218595266342163	-0.5234824419021606	0.39033663272857666	0.3207257390022278	0.0009463131427764893	0.027761518955230713	49.0
7	78.4920654296875	658.2870194679522	1695.8094	-395.10703	501.05	7.320985794067383	6.998959541320801	-7.218821048736572	7762.369140625	60.3359375	7.608478546142578	49.0
8	-47.5310546875	537.8092133833336	1656.3472	-388.17096	501.025	-0.5495098829269409	-0.5304573178291321	0.41123807430267334	0.282528281211853	60.02336120605469	7.64102840423584	49.0
9	-13.347796630859374	541.9556946836152	1676.4265	-368.3291	501.0	-0.38506799936294556	-0.385863721370697	0.2592736780643463	0.30172261595726013	0.022465676069259644	0.14273101091384888	49.0
10	63.2406982421875	571.0638755866107	1665.3958	-373.63388	513.425	-0.43372148275375366	-0.4329695701599121	0.3036124110221863	0.2981380522251129	0.001996546983718872	0.03726780414581299	49.0
11	-110.8308349609375	548.316149680091	2674.06	-370.7507	501.025	-0.37152817845344543	-0.3671376705169678	0.24041931331157684	0.30677714943885803	0.004269123077392578	0.06119410693645477	49.0
12	102.53167724609375	577.9740046057435	1665.7744	-370.765	501.025	-0.37123751640319824	-0.3711179196834564	0.24106574058532715	0.32011911273002625	0.00028583407402038574	0.004422903060913086	49.0
13	-8.9576416015625	586.9551729050525	1705.0043	-351.0703	501.025	6.90909481048584	6.706077575683594	-6.894318580627441	7762.4775390625	60.3681640625	7.129613399505615	49.0
14	-35.471554565429685	491.2603179578013	1669.4417	-367.39655	501.0	-0.3828573524951935	-0.2498912513256073	0.21842007339000702	0.34149110317230225	51.51189422607422	7.105494022369385	49.0
15	-49.565234375	496.1292422343194	1648.8737	-667.11115	513.425	-0.29612237215042114	-0.2960463762283325	0.17186789214611053	0.30409926176071167	0.013412892818450928	0.041381627321243286	49.0
16	1.26871337890625	512.9883039602365	1678.7578	-374.9419	501.0	-0.3463588356971741	-0.3464146852493286	0.2213457226753235	0.28744474053382874	0.002814650535583496	0.04288475215435028	49.0
17	184.20609130859376	658.8296441417917	1675.9231	-365.4819	501.0	-0.18324768543243408	-0.18529140949249268	0.05357823893427849	0.3379639983177185	0.025956928730010986	0.160458043217659	49.0
18	-135.6115478515625	369.78351775058877	691.7499	-382.84305	501.0	-0.17848944664001465	-0.17884552478790283	0.04966077208518982	0.30488231778144836	0.0003027915954589844	0.00593128427863121	49.0
19	233.1812255859375	790.6364524862233	3653.5984	-367.83102	501.0	-0.28109627962112427	-0.2822282910346985	0.151545450091362	0.3232539892196655	0.009943217039108276	0.10210568457841873	49.0
20	252.778076171875	827.9664848289452	2683.9333	-384.0969	501.0	-0.31102100014686584	-0.31132614612579346	0.1795562505722046	0.29493987560272217	0.0008121728897094727	0.028229713439941406	49.0
