Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	Q1Vals	Q2Vals	LossPi	LossQ	DeltaLossQ	DeltaLossPi	StopIter
21	-28.959942626953126	623.5886665102245	1739.3893	-355.50122	501.0	-0.31567221879959106	-0.31557518243789673	0.18663132190704346	0.3061622381210327	0.0001760721206665039	0.005828782916069031	49.0
22	40.3748046875	747.511906259693	3677.8076	-371.08234	501.0	-0.22696098685264587	-0.22691982984542847	0.0971083790063858	0.311932235956192	0.006776005029678345	0.0862915962934494	49.0
23	-79.38423461914063	559.6891771331656	2654.8203	-365.81665	501.0	-0.1862148493528366	-0.186444953083992	0.054767776280641556	0.2997377812862396	0.0018833577632904053	0.04237660393118858	49.0
24	-22.9073486328125	635.2793873564607	2678.5815	-382.1248	501.0	-0.24604520201683044	-0.24611109495162964	0.11691480875015259	0.32133281230926514	0.003491699695587158	0.060432154685258865	49.0
25	277.8464599609375	755.9425242701988	1673.9857	-373.34726	501.0	-0.26800966262817383	-0.26842403411865234	0.13626153767108917	0.30225029587745667	0.0006363987922668457	0.021697618067264557	49.0
26	121.16181640625	815.4319100942763	2653.4028	-371.25092	501.0	-0.26636481285095215	-0.26629936695098877	0.1352503001689911	0.304421067237854	7.534027099609375e-05	0.0031893253326416016	49.0
27	171.66171875	591.1768136522271	1689.1139	-395.3424	501.0	-0.2284327745437622	-0.22709758579730988	0.09860570728778839	0.30621665716171265	0.0017240643501281738	0.03615698218345642	49.0
28	-58.3699462890625	480.28470723103396	1673.6495	-381.7076	501.025	-0.20291954278945923	-0.2029571831226349	0.07358264178037643	0.3307957053184509	0.0009841322898864746	0.027972392737865448	49.0
29	40.01986083984375	750.992742974258	2668.181	-366.9185	501.025	-0.2820368707180023	-0.2828633785247803	0.1499614715576172	0.3010738492012024	0.005197018384933472	0.07549978047609329	49.0
30	-141.3857421875	357.2641354796196	714.4077	-384.11044	513.45	-0.3361694812774658	-0.3345257341861725	0.20419062674045563	0.27982795238494873	0.002973496913909912	0.05217026174068451	49.0
31	-98.73787841796874	676.4197291623005	3700.037	-373.8987	501.0	-0.29186224937438965	-0.2933395802974701	0.16374383866786957	0.29821646213531494	0.0016637146472930908	0.04065379500389099	49.0
32	-44.51974182128906	434.3070054696332	693.2791	-362.001	501.0	-0.20502063632011414	-0.20647795498371124	0.074684277176857	0.3160613775253296	0.0067882537841796875	0.08585496246814728	49.0
33	81.97144775390625	620.1963801893719	2696.9026	-373.6778	501.0	-0.30142831802368164	-0.2987278401851654	0.16581423580646515	0.2901005446910858	0.008313506841659546	0.09240178763866425	49.0
34	90.7147216796875	737.7434513433515	2668.6174	-379.24167	501.025	7.680760383605957	7.133632659912109	-7.520164966583252	7763.23291015625	59.93798828125	7.682969570159912	49.0
35	22.695013427734374	668.4394886599683	2663.901	-380.77768	513.475	-0.329584538936615	-0.35822945833206177	0.29442256689071655	0.2630866765975952	62.703792572021484	7.806654453277588	49.0
36	166.00711669921876	806.4934593659145	2683.099	-389.89786	501.0	7.354189872741699	6.710834503173828	-7.0325703620910645	7762.8173828125	61.28125	7.306219577789307	49.0
37	215.492333984375	804.9080382254857	1688.3878	-373.05048	501.0	-0.49027150869369507	-0.42346227169036865	0.379658967256546	0.3120426535606384	59.11798095703125	7.404401779174805	49.0
38	155.4875244140625	663.4651460325554	1694.0416	-361.12143	501.0	-0.11705431342124939	-0.11532815545797348	-0.004488321021199226	0.30463749170303345	0.1325697898864746	0.3805517256259918	49.0
39	187.3013427734375	699.5357031631767	1701.4885	-373.5857	501.0	-0.28751587867736816	-0.2890245020389557	0.17531222105026245	0.3221888244152069	0.029963910579681396	0.1599525809288025	49.0
40	20.94426574707031	641.73097946102	2659.2896	-397.52988	501.025	-0.20242969691753387	-0.20248517394065857	0.0787697285413742	0.331435889005661	0.00789991021156311	0.0865241289138794	49.0
41	163.9682373046875	730.7402411253947	2651.8765	-364.49307	501.025	-0.35466891527175903	-0.36565524339675903	0.23614248633384705	0.2937428057193756	0.021721631288528442	0.14794114232063293	49.0
42	-98.73753662109375	471.7145058189328	1694.4253	-378.60934	501.025	-0.2898104190826416	-0.2834733724594116	0.16311189532279968	0.2934330403804779	0.005425363779067993	0.07108236849308014	49.0
43	-59.78116455078125	482.0714677306675	1670.3108	-368.74786	501.025	-0.30335018038749695	-0.30544164776802063	0.17736905813217163	0.30223870277404785	0.0004259943962097168	0.011025160551071167	49.0
44	103.11610107421875	733.3535300249124	2689.174	-370.88675	501.0	-0.3246626853942871	-0.32589930295944214	0.19608059525489807	0.2776699662208557	0.0007835626602172852	0.021191179752349854	49.0
45	72.09033203125	643.4415280349878	1669.9541	-377.92807	513.4	-0.3228902816772461	-0.3223915696144104	0.19411762058734894	0.2800114154815674	0.00018084049224853516	0.005133703351020813	49.0
46	-131.65811767578126	361.92848050409077	677.5754	-359.4268	501.0	-0.33637934923171997	-0.3360903263092041	0.20677495002746582	0.2924589514732361	0.00023797154426574707	0.009699508547782898	49.0
47	20.29344482421875	650.4667554917776	1716.6619	-374.9205	501.0	-0.1538074016571045	-0.14550942182540894	0.02637006714940071	0.3048040568828583	0.034734517335891724	0.18015703558921814	49.0
48	-37.05311279296875	490.17950793561334	1670.3248	-361.6781	501.0	-0.2193744033575058	-0.2224043756723404	0.09370044618844986	0.31528788805007935	0.005341976881027222	0.06641446053981781	49.0
49	-84.61807861328126	461.9213948281677	1667.0304	-366.8065	501.0	-0.18406794965267181	-0.18516263365745544	0.05611083656549454	0.32332539558410645	0.0018256902694702148	0.037124887108802795	49.0
50	109.7622802734375	797.021706103416	2684.6675	-385.94757	501.025	-0.3320798873901367	-0.34108781814575195	0.20959244668483734	0.2807224690914154	0.023332208395004272	0.1542312502861023	49.0
51	78.46297607421874	694.3631614652379	1685.1858	-370.9527	501.025	-0.21204730868339539	-0.21772101521492004	0.08776813000440598	0.31832820177078247	0.017075836658477783	0.12359870225191116	49.0
52	-56.7542236328125	575.9015974973503	1685.4286	-365.57605	501.025	-0.2599230408668518	-0.2574205994606018	0.12928113341331482	0.31036776304244995	0.001725614070892334	0.03780549764633179	49.0
53	177.98282470703126	655.9269395290912	1688.4275	-377.19202	501.025	9.21953010559082	7.229853630065918	-6.9969096183776855	7764.9208984375	57.41650390625	7.123042583465576	49.0
54	-60.158538818359375	527.3763836198963	1672.846	-364.033	501.025	-0.3283776342868805	-0.19454535841941833	0.18434369564056396	0.325473427772522	67.86367797851562	7.241100788116455	49.0
55	68.76848754882812	728.3069751142028	2657.6057	-633.4549	513.375	-0.24696901440620422	-0.25433045625686646	0.1347479373216629	0.31308579444885254	0.012054800987243652	0.05289030075073242	49.0
56	56.694384765625	720.9177484290424	2654.3013	-369.01584	501.0	-0.37460803985595703	-0.3642553985118866	0.24912966787815094	0.3138478398323059	0.017762601375579834	0.11295808851718903	49.0
57	67.87430419921876	757.656419493691	2712.0056	-361.75552	501.0	-0.2580079436302185	-0.25899702310562134	0.13287602365016937	0.3085206151008606	0.014288604259490967	0.11978895962238312	49.0
58	-30.044094848632813	487.98276096599966	1691.1262	-375.6931	501.025	-0.3169153332710266	-0.3160340189933777	0.1870085895061493	0.2778893709182739	0.003123551607131958	0.05439247190952301	49.0
59	78.25596923828125	622.9093433237296	1687.3256	-383.49432	501.0	-0.4147071838378906	-0.41693300008773804	0.28600800037384033	0.2620571255683899	0.01198810338973999	0.09970006346702576	49.0
60	-170.270703125	409.22742759986164	1697.8499	-388.62912	513.5	-0.29248225688934326	-0.2964858412742615	0.16853250563144684	0.3308928608894348	0.012530267238616943	0.117714062333107	49.0
61	92.41035766601563	762.9185408678964	2663.5906	-370.4287	501.0	-0.31486451625823975	-0.31399500370025635	0.18664275109767914	0.2948271632194519	0.00045758485794067383	0.01859883964061737	49.0
62	-68.62517700195312	617.9143953655716	2682.3533	-392.02634	501.0	-0.31554991006851196	-0.31585660576820374	0.18758966028690338	0.3283131718635559	0.00015693902969360352	0.00040352344512939453	49.0
63	77.06701049804687	649.8632548467408	1677.3527	-391.58548	501.0	-0.3533594310283661	-0.35415104031562805	0.22356174886226654	0.2853245437145233	0.0014755427837371826	0.03682859241962433	49.0
64	-39.580877685546874	586.9494654567802	1677.015	-391.52524	501.025	-0.28950801491737366	-0.29181158542633057	0.16224423050880432	0.31990474462509155	0.0037049055099487305	0.06122186779975891	49.0
65	-70.8253662109375	573.6598513056322	2304.415	-365.78363	513.45	-0.3244428336620331	-0.3241662383079529	0.19437061250209808	0.27876803278923035	0.0010921061038970947	0.03228527307510376	49.0
66	-54.3228515625	475.5546235712571	1644.4999	-382.32065	501.025	-0.2686535120010376	-0.2712405025959015	0.1387420892715454	0.2946610450744629	0.002945929765701294	0.05633789300918579	49.0
67	47.895693969726565	479.326923925623	716.70215	-377.4779	501.0	-0.29847192764282227	-0.2983487546443939	0.16726048290729523	0.30532306432724	0.000756680965423584	0.026413068175315857	49.0
68	-99.50011596679687	447.0115211043223	1688.3832	-386.35837	501.025	-0.3499237298965454	-0.3511562943458557	0.21629105508327484	0.27346158027648926	0.0026183724403381348	0.04992188513278961	49.0
69	129.4890869140625	798.8490157720669	2693.539	-374.57758	501.0	-0.2718565762042999	-0.27438658475875854	0.14203877747058868	0.3094932436943054	0.005080163478851318	0.075029656291008	49.0
70	41.33297119140625	613.0627822662211	1675.2992	-382.04025	513.475	-0.37885573506355286	-0.38035261631011963	0.25048601627349854	0.2824828028678894	0.010855436325073242	0.10579046607017517	49.0
71	149.57236328125	700.0491054204698	2677.8945	-385.2643	501.025	-0.34098005294799805	-0.339791476726532	0.20910251140594482	0.30889981985092163	0.002649635076522827	0.04044978320598602	49.0
72	0.21639404296875	564.9681628198177	1715.0356	-389.7423	501.025	-0.3019244968891144	-0.3025752305984497	0.17089146375656128	0.31945884227752686	0.001361846923828125	0.0383896678686142	49.0
73	-138.5990966796875	430.64415414585625	1676.2168	-384.51984	501.0	-0.20735636353492737	-0.21152335405349731	0.07977493852376938	0.32083284854888916	0.008075684309005737	0.09029952436685562	49.0
74	8.423489379882813	641.1620699947869	2685.9631	-394.05823	501.0	-0.37763267755508423	-0.37623319029808044	0.2448895275592804	0.33375102281570435	0.02352827787399292	0.16269853711128235	49.0
75	95.91444702148438	724.9440668079159	2693.2986	-375.01886	513.425	-0.19443905353546143	-0.1921813189983368	0.06220380216836929	0.3364184498786926	0.037166059017181396	0.17971298098564148	49.0
76	157.3682861328125	771.1127997900177	2687.3967	-373.0416	501.0	-0.29523220658302307	-0.2934640347957611	0.16502012312412262	0.32401612401008606	0.010953336954116821	0.10147979110479355	49.0
77	178.3489013671875	631.1835905661679	1707.9136	-390.50235	501.0	-0.35659563541412354	-0.3568184971809387	0.22632738947868347	0.3099380135536194	0.003281712532043457	0.05796952545642853	49.0
78	-89.7960693359375	465.1696196012805	1650.3339	-359.90588	501.0	-0.37131452560424805	-0.3715515732765198	0.2413351833820343	0.2917552590370178	0.00031185150146484375	0.01675894856452942	49.0
79	222.5552734375	654.4985103115208	1649.6758	-374.80646	501.0	-0.3332432210445404	-0.33405011892318726	0.20198379456996918	0.3229708671569824	0.0014069080352783203	0.03962871432304382	49.0
80	10.924273681640624	597.8746733220935	1722.5719	-382.52835	501.025	-0.3724784851074219	-0.3724497854709625	0.24157337844371796	0.2927800416946411	0.001488417387008667	0.04039850831031799	49.0
81	338.163427734375	901.9781593808134	2681.7668	-365.7731	501.025	-0.4416724443435669	-0.4430277347564697	0.3090553879737854	0.29655715823173523	0.0046197474002838135	0.06610827147960663	49.0
82	1.7405204772949219	556.8364212226064	1649.0267	-387.47427	501.0	-0.3885696530342102	-0.38808614015579224	0.25910234451293945	0.3049384355545044	0.002529919147491455	0.05097857117652893	49.0
83	-37.4772216796875	579.6371063001402	1689.0458	-369.462	501.025	-0.3346779942512512	-0.3351407051086426	0.20277398824691772	0.3122343122959137	0.0027541816234588623	0.05541437864303589	49.0
84	221.7237060546875	640.2624266658164	1657.8857	-374.11472	513.425	-0.4015237092971802	-0.40174755454063416	0.268481582403183	0.28638118505477905	0.0040801167488098145	0.06527706980705261	49.0
85	-65.54174194335937	576.1308011207177	2663.5046	-377.75534	501.0	-0.4245176911354065	-0.4253329038619995	0.2912136912345886	0.30847346782684326	0.0005667805671691895	0.02273637056350708	49.0
86	-23.8033935546875	505.7126901710101	1664.007	-382.57312	501.0	-0.4749094545841217	-0.47584807872772217	0.3426078259944916	0.2390408217906952	0.0030487775802612305	0.052145421504974365	49.0
87	155.9201171875	729.4052371624432	2690.3252	-377.13333	501.025	-0.3487325608730316	-0.3471203148365021	0.21836598217487335	0.30273616313934326	0.014188826084136963	0.1249055415391922	49.0
88	76.91911010742187	697.5729352548019	2675.0637	-380.1158	501.0	-0.3833615183830261	-0.3845438063144684	0.25166547298431396	0.3148844242095947	0.001043766736984253	0.03146100044250488	49.0
89	19.09116973876953	650.9337523895961	1676.6631	-639.1447	513.475	-0.36874037981033325	-0.3686237335205078	0.23593877255916595	0.2869025766849518	0.0001704692840576172	0.012531265616416931	49.0
90	187.4557861328125	759.5820232206657	2663.441	-359.24017	501.025	-0.39904922246932983	-0.3993678092956543	0.26662665605545044	0.3238662779331207	0.000911325216293335	0.0290071964263916	49.0
91	-63.77073974609375	522.3072371698481	1662.6921	-385.29785	501.025	-0.4094734787940979	-0.4096619784832001	0.2756619453430176	0.32145535945892334	0.00016200542449951172	0.010737001895904541	49.0
92	149.98343505859376	665.6928721264785	1689.5808	-372.73834	501.0	-0.4214857220649719	-0.42172712087631226	0.29006242752075195	0.28890788555145264	0.00014403462409973145	0.010585635900497437	49.0
93	69.83416748046875	918.172478350337	4662.418	-385.76163	501.025	-0.45579344034194946	-0.4555378258228302	0.3231472671031952	0.3073396682739258	0.0012788176536560059	0.03255632519721985	49.0
94	138.9690185546875	641.0431342741298	1677.3191	-384.76224	513.45	-0.4869837164878845	-0.48731493949890137	0.35512515902519226	0.25874269008636475	0.0012944936752319336	0.03336086869239807	49.0
95	-65.80916748046874	723.7742051220117	3648.2173	-366.9634	501.0	-0.4612589180469513	-0.4612870216369629	0.33002808690071106	0.3026135563850403	0.0007644891738891602	0.025278151035308838	49.0
96	-31.341046142578126	580.1395090838065	1687.4425	-379.6383	501.025	-0.3372594118118286	-0.3352465331554413	0.20731216669082642	0.31520289182662964	0.013828575611114502	0.1203046441078186	49.0
97	107.6529296875	614.5602492839901	1680.5403	-375.65912	501.0	-0.4002736210823059	-0.4010014533996582	0.26555901765823364	0.30311304330825806	0.0035217106342315674	0.056156039237976074	49.0
98	-85.73592529296874	412.1104372616641	707.14	-372.89816	501.025	-0.3259383738040924	-0.325385183095932	0.19516034424304962	0.33136817812919617	0.004457324743270874	0.06996376812458038	49.0
99	-158.32916259765625	402.7093399711509	1697.9448	-364.7167	513.425	-0.35445475578308105	-0.3558162450790405	0.22108140587806702	0.2976701259613037	0.0009374022483825684	0.028899967670440674	49.0
100	120.7604248046875	727.1437959578559	2683.2856	-370.01352	501.05	6.623061180114746	7.146784782409668	-6.6977338790893555	7761.23583984375	60.78759765625	6.9226837158203125	49.0
101	60.590972900390625	608.4229614339025	1697.183	-382.7563	501.0	-0.3456285297870636	-0.3268149495124817	0.2120962291955948	0.3200598359107971	48.592071533203125	6.795586585998535	49.0
102	-81.16461181640625	678.9959130952114	3642.2056	-376.07407	501.0	8.84887981414795	8.687170028686523	-8.256772994995117	7766.30517578125	55.373046875	8.485396385192871	49.0
103	-135.81287841796876	537.1861874620381	2660.9492	-388.64975	501.0	-0.44005969166755676	-0.15849435329437256	0.2974543869495392	0.32797181606292725	79.8590087890625	8.381843566894531	49.0
104	375.2735107421875	965.5682264863524	3658.3481	-362.41174	513.45	-0.33955225348472595	-0.32963308691978455	0.21687345206737518	0.3147544264793396	0.020143777132034302	0.08059008419513702	49.0
105	187.22825927734374	775.0856726839944	2671.3218	-384.4972	501.025	-0.4032774567604065	-0.4045994281768799	0.279232382774353	0.2859031558036804	0.005775511264801025	0.05197928845882416	49.0
106	105.01090087890626	730.4337752322245	2644.7786	-364.54074	501.0	-0.3760482668876648	-0.373943030834198	0.2473238706588745	0.2924502491950989	0.0012173056602478027	0.031347692012786865	49.0
107	-59.534210205078125	476.43819116439437	1665.7604	-382.1999	501.025	-0.44328397512435913	-0.443711519241333	0.31829506158828735	0.28312617540359497	0.005325645208358765	0.06897954642772675	49.0
108	7.298602294921875	508.5902083210018	1654.4822	-379.57776	501.0	-0.3319832682609558	-0.3338572084903717	0.20726662874221802	0.2994570732116699	0.012381434440612793	0.1042487621307373	49.0
109	-0.3229278564453125	654.5132160621357	2652.0212	-375.87866	513.45	-0.41401994228363037	-0.4139382541179657	0.28656312823295593	0.27313852310180664	0.006793558597564697	0.0742289125919342	49.0
110	77.19022216796876	689.5335379805684	2635.3433	-370.59796	501.025	-0.42942941188812256	-0.429276704788208	0.30104735493659973	0.30107852816581726	0.00040537118911743164	0.014135688543319702	49.0
111	-22.176589965820312	500.0447979931398	1639.5415	-370.93713	501.025	8.715797424316406	8.485369682312012	-8.247997283935547	7766.388671875	57.07373046875	8.551080703735352	49.0
112	143.08411865234376	574.7765652842851	1739.7429	-349.41797	501.025	-0.036696095019578934	-0.4017921984195709	0.2472395896911621	0.3794497847557068	74.61650848388672	8.25320816040039	49.0
113	63.54888916015625	575.9331558436274	1742.74	-373.07913	501.0	-0.3151630163192749	-0.2909213602542877	0.196077361702919	0.3212939202785492	0.0486544668674469	0.06021599471569061	49.0
114	52.69775390625	629.0025437150473	2419.461	-386.79932	513.45	-0.2790578603744507	-0.27678626775741577	0.1603628247976303	0.3084176778793335	0.0034403204917907715	0.033266231417655945	49.0
115	97.76988525390625	658.343983036224	2658.8599	-386.95834	501.025	-0.4281623363494873	-0.43429505825042725	0.3121102452278137	0.31480416655540466	0.02246198058128357	0.14650866389274597	49.0
116	-23.974148559570313	497.9555954098719	1629.8003	-370.61984	501.0	-0.5378818511962891	-0.5394364595413208	0.4157850742340088	0.265499085187912	0.011963754892349243	0.1054842472076416	49.0
117	35.69770202636719	601.7526900646145	2681.4404	-373.27972	501.0	-0.33055466413497925	-0.32099857926368713	0.20178352296352386	0.3293992877006531	0.04264557361602783	0.21112976968288422	49.0
118	57.9807373046875	567.0010361542561	1689.3406	-388.61896	501.025	-0.387140154838562	-0.3876284956932068	0.26408976316452026	0.28612273931503296	0.004500269889831543	0.059183672070503235	49.0
119	92.1004150390625	712.2087123870361	1687.8186	-651.25104	513.425	-0.40118786692619324	-0.4008876383304596	0.274757444858551	0.28151705861091614	0.00033023953437805176	0.008248180150985718	49.0
120	38.089227294921876	715.761098412033	2642.1987	-366.8816	501.0	-0.42157450318336487	-0.42190080881118774	0.29406434297561646	0.30221572518348694	0.0008047819137573242	0.021038323640823364	49.0
121	-24.07906494140625	500.8177313154957	1653.9999	-390.70053	501.025	-0.38834232091903687	-0.3882257044315338	0.26162779331207275	0.3324403762817383	0.0013256072998046875	0.03466448187828064	49.0
122	-33.58162841796875	542.4061670003393	1733.1404	-376.15762	501.0	-0.2893913984298706	-0.28506550192832947	0.15779083967208862	0.3033967614173889	0.01011437177658081	0.10307532548904419	49.0
123	156.7614990234375	896.6685006177032	2714.4807	-382.61868	501.0	-0.4050050973892212	-0.40595543384552	0.27713605761528015	0.2844734787940979	0.012949109077453613	0.11874216794967651	49.0
124	74.530078125	756.8429163307271	2667.3809	-381.5589	513.475	-0.39842039346694946	-0.3983933925628662	0.2699139416217804	0.29179301857948303	0.00014144182205200195	0.006319612264633179	49.0
125	45.590023803710935	592.3957292216074	1664.0193	-347.20053	501.0	-0.29726019501686096	-0.2918119728565216	0.1657107025384903	0.3019943833351135	0.01036083698272705	0.10366837680339813	49.0
126	23.827099609375	598.0226793358258	1650.2594	-383.8207	501.025	-0.4548267424106598	-0.454495906829834	0.32483652234077454	0.32555681467056274	0.022252023220062256	0.15489445626735687	49.0
127	340.6315185546875	752.8833242940104	2666.074	-373.06396	501.0	-0.47908759117126465	-0.4787503480911255	0.3484530746936798	0.3288215696811676	0.0007896721363067627	0.022704988718032837	49.0
128	-133.893017578125	370.73538406793597	724.5567	-371.56393	501.0	-0.3648916482925415	-0.3626059591770172	0.2368922233581543	0.31894344091415405	0.010875791311264038	0.10927283763885498	49.0
129	120.4383056640625	659.1736493519746	2658.1152	-366.90393	513.475	-0.37943035364151	-0.3794684410095215	0.24769708514213562	0.34822866320610046	0.0001895129680633545	0.009209826588630676	49.0
130	63.73560791015625	560.9571062033175	1670.2953	-373.1845	501.0	-0.3955262005329132	-0.39568424224853516	0.2675047218799591	0.28439658880233765	0.0003833174705505371	0.019115492701530457	49.0
131	-65.69614868164062	569.4479344066497	1672.0354	-368.26416	501.0	-0.34961000084877014	-0.3491325378417969	0.2199496030807495	0.2930141091346741	0.002092719078063965	0.047608405351638794	49.0
132	-229.69755859375	256.7788201935666	687.23706	-372.28217	501.0	-0.36778199672698975	-0.36784669756889343	0.23580403625965118	0.28785592317581177	0.0002975761890411377	0.016788586974143982	49.0
133	-80.22178955078125	467.4300215005451	1696.0026	-369.6981	501.0	-0.32064780592918396	-0.3197844624519348	0.1889236718416214	0.3016550540924072	0.002131849527359009	0.04850649833679199	49.0
134	-56.255828857421875	527.2515765742195	1694.7849	-391.35474	501.0	-0.3722512722015381	-0.3709377944469452	0.24101638793945312	0.2883685827255249	0.002570033073425293	0.0526806116104126	49.0
135	34.65153198242187	517.827384366644	1682.8845	-369.6343	501.0	-0.2970484793186188	-0.2954576015472412	0.1671171635389328	0.30458053946495056	0.005220949649810791	0.07575352489948273	49.0
136	-37.30079040527344	580.9491587049592	2679.9058	-367.21515	501.0	-0.36798086762428284	-0.36823809146881104	0.23937058448791504	0.29139256477355957	0.004571884870529175	0.07186706364154816	49.0
137	-67.3443115234375	474.36033244781333	1619.407	-375.35352	501.0	-0.4345395565032959	-0.4318777620792389	0.3014109134674072	0.2745507061481476	0.004143416881561279	0.06433664262294769	49.0
138	-21.776739501953124	501.7833197705958	1671.0476	-369.5923	501.0	-0.38400161266326904	-0.38502663373947144	0.2541779577732086	0.29113298654556274	0.0022486746311187744	0.04823315143585205	49.0
139	-92.518603515625	466.19912591080646	1637.0085	-378.4704	501.0	-0.37114769220352173	-0.3713845908641815	0.2404211461544037	0.3096247911453247	0.0001907050609588623	0.011774212121963501	49.0
140	-112.76243896484375	442.0308105777243	1602.0317	-386.90845	501.0	-0.31160008907318115	-0.31199097633361816	0.18196238577365875	0.3177803158760071	0.003241628408432007	0.058868661522865295	49.0
141	-50.1964111328125	539.8674605863924	1666.251	-384.24863	501.0	-0.3612295389175415	-0.3604186177253723	0.2282962054014206	0.3389280438423157	0.002155601978302002	0.04295442998409271	49.0
142	44.77495422363281	536.2178894815055	1707.1729	-380.16647	501.075	-0.4844513535499573	-0.48157551884651184	0.35085415840148926	0.28080469369888306	0.016291290521621704	0.12171828746795654	49.0
143	-18.2422119140625	546.6962593616313	1662.2134	-374.36594	501.0	-0.37251758575439453	-0.3744942545890808	0.24491442739963531	0.33807867765426636	0.009882748126983643	0.10268791019916534	49.0
144	-126.767822265625	489.21247939928924	1645.2958	-380.82507	513.425	-0.4141976833343506	-0.41325071454048157	0.2829491198062897	0.29441142082214355	0.0012499690055847168	0.033805862069129944	49.0
145	6.0227294921875	553.1494599111528	1666.176	-380.54428	501.025	-0.4812106490135193	-0.4778926372528076	0.35138317942619324	0.28246933221817017	0.005345374345779419	0.07022595405578613	49.0
146	-204.1554931640625	290.96863018201805	687.3386	-381.1412	501.0	-0.3612316846847534	-0.36311644315719604	0.23158299922943115	0.32861393690109253	0.013212531805038452	0.12006041407585144	49.0
147	12.662149047851562	554.0285642455631	1652.0198	-373.31955	501.0	-0.43923717737197876	-0.43833279609680176	0.30746665596961975	0.3109535276889801	0.005250424146652222	0.07273535430431366	49.0
