timestamp,interval_count,total_count,queue_size,max_queue_size,cpu_percent
2025-08-27T11:38:34.955989,10,10,2.8,6,0.0
2025-08-27T11:38:35.456268,40,50,4.425,10,9.7
2025-08-27T11:38:35.956682,30,80,5.2,10,7.6
2025-08-27T11:38:36.457036,40,120,4.0,10,6.5
2025-08-27T11:38:36.957414,29,149,4.793103448275862,10,6.1
2025-08-27T11:38:37.457848,30,179,4.9,10,8.5
2025-08-27T11:38:37.958949,10,189,2.6,10,2.2
2025-08-27T11:38:38.459708,0,189,2.0,10,1.0
2025-08-27T11:38:38.960426,0,189,2.0,10,1.1
2025-08-27T11:38:39.461166,0,189,2.0,10,0.4
2025-08-27T11:38:39.961963,0,189,2.0,10,0.4
2025-08-27T11:38:40.462769,0,189,2.0,10,0.4
2025-08-27T11:38:40.963586,0,189,2.0,10,0.3
2025-08-27T11:38:41.464355,0,189,2.0,10,0.3
2025-08-27T11:38:41.965145,0,189,2.0,10,0.4
2025-08-27T11:38:42.465749,0,189,2.0,10,4.3
2025-08-27T11:38:42.966360,0,189,2.0,10,1.8
2025-08-27T11:38:43.466855,0,189,2.0,10,3.1
2025-08-27T11:38:43.967498,0,189,2.0,10,3.6
2025-08-27T11:38:44.468043,0,189,2.0,10,1.5
2025-08-27T11:38:44.968663,0,189,2.0,10,3.7
2025-08-27T11:38:45.469339,0,189,2.0,10,0.8
2025-08-27T11:38:45.969914,0,189,2.0,10,1.3
2025-08-27T11:38:46.470262,0,189,2.0,10,2.1
2025-08-27T11:38:46.970948,0,189,2.0,10,0.8
2025-08-27T11:38:47.471459,0,189,2.0,10,1.1
2025-08-27T11:38:47.972111,0,189,2.0,10,0.6
2025-08-27T11:38:48.472656,0,189,2.0,10,0.9
2025-08-27T11:38:48.973195,0,189,2.0,10,0.8
2025-08-27T11:38:49.473942,0,189,2.0,10,0.3
2025-08-27T11:38:49.974630,0,189,2.0,10,1.1
2025-08-27T11:38:50.475233,0,189,2.0,10,0.4
2025-08-27T11:38:50.975754,0,189,2.0,10,1.3
2025-08-27T11:38:51.476087,0,189,2.0,10,1.2
2025-08-27T11:38:51.976737,0,189,2.0,10,1.4
2025-08-27T11:38:52.477394,0,189,2.0,10,1.3
2025-08-27T11:38:52.978167,0,189,2.0,10,0.4
2025-08-27T11:38:53.478946,0,189,2.0,10,0.2
2025-08-27T11:38:53.979596,0,189,2.0,10,1.4
2025-08-27T11:38:54.480147,0,189,2.0,10,1.9
2025-08-27T11:38:54.980841,0,189,2.0,10,0.4
2025-08-27T11:38:55.481215,0,189,2.0,10,2.3
2025-08-27T11:38:55.981639,0,189,2.0,10,1.8
2025-08-27T11:38:56.482155,0,189,2.0,10,0.7
2025-08-27T11:38:56.982729,0,189,2.0,10,0.6
2025-08-27T11:38:57.483329,0,189,2.0,10,2.8
2025-08-27T11:38:57.983863,0,189,2.0,10,1.2
2025-08-27T11:38:58.484406,0,189,2.0,10,1.6
2025-08-27T11:38:58.985014,0,189,2.0,10,5.7
2025-08-27T11:38:59.485603,0,189,2.0,10,1.6
2025-08-27T11:38:59.986236,0,189,2.0,10,1.4
