timestamp,interval_count,total_count,cpu_percent
2025-07-23T09:51:01.372436,8,8,0.0
2025-07-23T09:51:01.872762,16,24,73.3
2025-07-23T09:51:02.373103,23,47,55.5
2025-07-23T09:51:02.873395,34,81,55.6
2025-07-23T09:51:03.373775,30,111,56.3
2025-07-23T09:51:03.875620,35,146,56.1
2025-07-23T09:51:04.377570,32,178,55.7
2025-07-23T09:51:04.877925,32,210,56.1
2025-07-23T09:51:05.378286,24,234,56.0
2025-07-23T09:51:05.878634,27,261,57.7
2025-07-23T09:51:06.378996,35,296,56.2
2025-07-23T09:51:06.884620,34,330,56.3
2025-07-23T09:51:07.444646,23,353,55.5
2025-07-23T09:51:07.946875,49,402,56.8
2025-07-23T09:51:08.447262,35,437,56.8
2025-07-23T09:51:08.947495,34,471,56.3
2025-07-23T09:51:09.447691,32,503,55.6
2025-07-23T09:51:09.948009,28,531,56.2
2025-07-23T09:51:10.448388,26,557,56.6
2025-07-23T09:51:10.948636,30,587,56.0
2025-07-23T09:51:11.448871,34,621,62.0
2025-07-23T09:51:11.949255,34,655,56.5
2025-07-23T09:51:12.449541,35,690,56.4
2025-07-23T09:51:12.952950,35,725,55.7
2025-07-23T09:51:13.453316,31,756,56.3
2025-07-23T09:51:13.953634,36,792,56.8
2025-07-23T09:51:14.453968,31,823,57.1
2025-07-23T09:51:14.954485,25,848,57.5
2025-07-23T09:51:15.456111,29,877,58.0
2025-07-23T09:51:15.956509,29,906,54.6
2025-07-23T09:51:16.456872,16,922,55.4
2025-07-23T09:51:17.154242,31,953,56.3
2025-07-23T09:51:17.656277,52,1005,57.9
2025-07-23T09:51:18.156570,30,1035,56.7
2025-07-23T09:51:18.659838,37,1072,57.4
2025-07-23T09:51:19.160155,34,1106,57.1
2025-07-23T09:51:19.660497,33,1139,57.5
2025-07-23T09:51:20.310862,21,1160,55.8
2025-07-23T09:51:20.812612,41,1201,57.6
2025-07-23T09:51:21.313008,32,1233,57.8
2025-07-23T09:51:21.813707,37,1270,58.7
2025-07-23T09:51:22.318276,29,1299,55.3
2025-07-23T09:51:22.818538,32,1331,53.8
2025-07-23T09:51:23.318762,29,1360,56.2
2025-07-23T09:51:23.822907,31,1391,48.8
2025-07-23T09:51:24.481956,23,1414,41.1
2025-07-23T09:51:24.983434,24,1438,35.9
2025-07-23T09:51:25.483868,14,1452,28.6
2025-07-23T09:51:25.984211,14,1466,34.0
2025-07-23T09:51:26.484524,8,1474,17.5
