Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageEpsilon	StdEpsilon	MaxEpsilon	MinEpsilon	QVals	QTargets	LossQ	DeltaLossQ	StopIter
1	-515.52587890625	27.015914182951963	-392.29385	-523.97296	501.0	0.05087875366210937	0.15913054424175482	1.0	0.01	-0.1694613749186198	-4.734858512878418	0.7109172344207764	0.3748178482055664	79.0
2	-515.8553466796875	19.184732343145292	-446.35452	-523.9066	501.0	0.05087875366210937	0.15913053625104634	1.0	0.01	-3.441623046875	-19.155921936035156	1.1332361698150635	0.2545629143714905	79.0
3	-515.5523681640625	22.249512627796573	-432.992	-523.8488	501.0	0.05087874857584635	0.15913054424175482	1.0	0.01	-18.461828125	-20.76865005493164	0.09282904118299484	0.16643136739730835	79.0
4	-513.365234375	26.434035246269943	-403.61096	-523.9702	501.0	0.05087875366210937	0.15913054424175482	1.0	0.01	-20.6568359375	-18.654769897460938	0.1357896327972412	0.5724552869796753	79.0
5	-515.443115234375	20.962716081051894	-430.09033	-523.84973	501.0	0.05087875366210937	0.15913053625104634	1.0	0.01	-18.829302083333335	-17.655502319335938	0.40370798110961914	0.2485695481300354	79.0
6	-515.4636637369791	22.046235484169117	-432.86984	-523.90753	501.0	0.05087875366210937	0.15913054424175482	1.0	0.01	-17.649138020833334	-19.926311492919922	0.10154100507497787	0.1044996902346611	79.0
7	-513.9845377604166	27.380137990525327	-396.36975	-523.9088	501.0	0.05087874857584635	0.15913053625104634	1.0	0.01	-19.7426328125	-22.48079490661621	0.2260163575410843	0.03750966489315033	79.0
8	-516.4933268229166	16.930029391064025	-447.06906	-523.9679	501.0	0.05087875366210937	0.15913054424175482	1.0	0.01	-22.322205729166665	-21.557893753051758	0.024900836870074272	0.00328078493475914	79.0
9	-515.646484375	21.306549106571183	-426.8088	-523.9676	501.0	0.05087874857584635	0.15913053625104634	1.0	0.01	-21.622537760416666	-20.867082595825195	0.0013254263903945684	0.10159112513065338	79.0
10	-514.97314453125	24.142918917441747	-411.74872	-523.9077	501.0	0.05087874857584635	0.15913055223246286	1.0	0.01	-20.947721354166667	-23.535598754882812	0.17493000626564026	0.039097145199775696	79.0
11	-515.7754313151041	19.55008154654508	-438.86847	-523.8481	501.0	0.05087875366210937	0.15913054424175482	1.0	0.01	-23.39896875	-23.10438346862793	0.17928822338581085	0.0003581196069717407	79.0
12	-514.68212890625	23.77185808848704	-414.28842	-523.96814	501.0	0.05087875366210937	0.15913053625104634	1.0	0.01	-23.17928125	-20.97555160522461	1.652646460570395e-06	0.011079798452556133	79.0
13	-515.6070963541666	21.84028495407054	-430.0884	-523.90753	501.0	0.05087875366210937	0.15913053625104634	1.0	0.01	-21.180303385416668	-22.843191146850586	0.1537611484527588	0.04590660333633423	79.0
14	-514.0663248697916	27.848332488603933	-391.20844	-523.96765	501.0	0.05087874857584635	0.15913055223246286	1.0	0.01	-22.74507291666667	-21.919578552246094	0.03469383716583252	0.030282750725746155	79.0
15	-515.2238362630209	21.273595776893146	-430.36835	-523.9076	501.0	0.05087874857584635	0.15913053625104634	1.0	0.01	-22.035932291666665	-20.038604736328125	0.03812168911099434	0.01459556445479393	79.0
16	-515.1471354166666	21.110839913394216	-426.92825	-523.9082	501.0	0.05087875366210937	0.15913053625104634	1.0	0.01	-20.21507942708333	-20.028507232666016	0.07197212427854538	0.1897468864917755	79.0
17	-514.8121744791666	23.958901714272436	-422.14835	-523.90826	501.0	0.05087875366210937	0.15913053625104634	1.0	0.01	-19.999673177083334	-20.30828094482422	0.03663189709186554	0.10327155888080597	79.0
18	-514.1171875	25.401270204357726	-407.04837	-523.9079	501.0	0.05087875366210937	0.15913054424175482	1.0	0.01	-20.309837239583334	-20.486404418945312	0.025900069624185562	0.016625531017780304	79.0
19	-514.713134765625	25.82494954894838	-414.1685	-523.96826	501.0	0.05087875366210937	0.15913054424175482	1.0	0.01	-20.49845572916667	-20.969905853271484	0.00019158818759024143	0.0827774927020073	79.0
20	-522.1798909505209	1.257898426477526	-518.9272	-523.90753	501.0	0.009999999364217122	0.0	0.01	0.01	-20.493639322916668	-20.37457275390625	0.031265031546354294	0.004999179393053055	79.0
