timestamp,datetime,memory_percent,memory_available_gb,memory_used_gb,cpu_percent,disk_usage_percent,process_memory_mb,process_cpu_percent,network_bytes_sent,network_bytes_recv,network_packets_sent,network_packets_recv
1756814621.973264,2025-09-02T08:03:41.973264,4.8,119.4517593383789,5.04815673828125,4.4,7.8,964.19921875,0.0,0,0,0,0
1756814652.1149895,2025-09-02T08:04:12.114990,5.5,118.65373229980469,5.823097229003906,3.8,7.8,1197.515625,2.3,600606,190599,703,529
1756814682.2616975,2025-09-02T08:04:42.261698,5.5,118.65288543701172,5.823966979980469,5.5,7.8,1197.515625,0.3,75313,58379,280,275
1756814712.402347,2025-09-02T08:05:12.402347,5.5,118.56823348999023,5.920234680175781,3.2,7.8,1281.3671875,0.6,37957,35292,309,302
1756814742.5429354,2025-09-02T08:05:42.542935,5.5,118.66101455688477,5.813911437988281,0.3,7.8,1281.3671875,0.5,139230,177566,912,935
1756814772.674885,2025-09-02T08:06:12.674885,5.5,118.61534881591797,5.85955810546875,1.2,7.8,1281.3671875,0.5,106574,105018,732,726
1756814802.815329,2025-09-02T08:06:42.815329,5.4,118.68155670166016,5.807121276855469,0.3,7.8,1281.3671875,0.4,22342,18975,155,153
1756814832.936491,2025-09-02T08:07:12.936491,5.4,118.67067337036133,5.81793212890625,0.6,7.8,1281.6171875,0.5,8611,12874,102,126
1756814863.0581226,2025-09-02T08:07:43.058123,5.4,118.67062759399414,5.81805419921875,0.3,7.8,1281.6171875,0.5,13995,15237,134,132
1756814893.195571,2025-09-02T08:08:13.195571,5.4,118.67671966552734,5.811939239501953,0.3,7.8,1281.6171875,0.5,8832,6015,104,97
1756814923.3439016,2025-09-02T08:08:43.343902,5.5,118.6630630493164,5.826656341552734,0.6,7.8,1281.6171875,0.5,30944,65271,208,217
1756814953.4918344,2025-09-02T08:09:13.491834,5.5,118.65197372436523,5.838176727294922,0.6,7.8,1281.6171875,0.5,15034,14436,136,124
1756814983.633466,2025-09-02T08:09:43.633466,5.5,118.65837097167969,5.8317718505859375,0.3,7.8,1281.6171875,0.5,20367,17819,153,143
1756815013.7491868,2025-09-02T08:10:13.749187,5.5,118.65141677856445,5.8386688232421875,0.3,7.8,1281.6171875,0.5,9212,6302,106,99
1756815043.8692007,2025-09-02T08:10:43.869201,5.5,118.64657974243164,5.8435211181640625,0.3,7.8,1281.6171875,0.5,48838,80975,285,325
1756815073.9920948,2025-09-02T08:11:13.992095,5.0,119.27636337280273,5.2176361083984375,0.9,7.8,1281.8671875,0.5,20712,34296,114,136
1756815104.139833,2025-09-02T08:11:44.139833,4.9,119.32136154174805,5.167064666748047,0.9,7.8,1281.8671875,0.5,426025,31191,372,169
1756815134.2808728,2025-09-02T08:12:14.280873,4.9,119.30795669555664,5.180400848388672,0.3,7.8,1281.8671875,0.5,4736,1404,20,14
1756815164.4218364,2025-09-02T08:12:44.421836,4.9,119.29240036010742,5.18817138671875,0.3,7.8,1281.8671875,0.4,9994,11318,59,56
1756815194.5660257,2025-09-02T08:13:14.566026,4.9,119.29366683959961,5.186866760253906,0.3,7.8,1281.8671875,0.5,4374,1714,20,17
1756815224.7064676,2025-09-02T08:13:44.706468,5.0,119.28731918334961,5.1932525634765625,0.3,7.8,1281.8671875,0.5,20202,36543,106,101
1756815254.8457592,2025-09-02T08:14:14.845759,5.0,119.28064346313477,5.200172424316406,0.3,7.8,1281.8671875,0.4,4309,1338,19,13
1756815284.9861717,2025-09-02T08:14:44.986172,5.0,119.27924346923828,5.201526641845703,0.0,7.8,1281.8671875,0.5,8694,9553,45,43
1756815315.1262934,2025-09-02T08:15:15.126293,4.9,119.29874801635742,5.196628570556641,0.6,7.8,1281.8671875,0.4,4974,2357,27,19
1756815345.2532864,2025-09-02T08:15:45.253286,4.9,119.29460525512695,5.2038421630859375,0.3,7.8,1281.8671875,0.5,48359,82951,224,260
1756815375.4006846,2025-09-02T08:16:15.400685,4.9,119.2937126159668,5.204730987548828,0.6,7.8,1281.8671875,0.4,10009,11543,43,42
1756815405.5472069,2025-09-02T08:16:45.547207,4.9,119.33333206176758,5.1753692626953125,0.9,7.8,1281.8671875,0.4,9659,10780,51,52
1756815435.6846628,2025-09-02T08:17:15.684663,4.9,119.31897735595703,5.200767517089844,3.7,7.8,1282.1171875,0.4,7092,2321,27,19
1756815465.797187,2025-09-02T08:17:45.797187,5.0,119.28355026245117,5.236751556396484,0.9,7.8,1282.1171875,0.3,8450,9818,43,44
1756815495.9134402,2025-09-02T08:18:15.913440,4.9,119.36544418334961,5.156333923339844,1.6,7.8,1282.1171875,0.4,4515,1600,22,16
1756815526.053619,2025-09-02T08:18:46.053619,4.9,119.34519577026367,5.174629211425781,1.6,7.8,1282.1171875,0.5,19368,15072,79,79
1756815556.1973512,2025-09-02T08:19:16.197351,4.9,119.3378677368164,5.181098937988281,2.8,7.8,1282.1171875,0.4,4319,4008,19,26
1756815586.3370857,2025-09-02T08:19:46.337086,4.9,119.33661651611328,5.185356140136719,0.3,7.8,1282.1171875,0.5,8742,13556,46,63
1756815616.4776638,2025-09-02T08:20:16.477664,4.9,119.33749771118164,5.184478759765625,0.3,7.8,1282.1171875,0.5,5102,12273,29,61
1756815646.6170158,2025-09-02T08:20:46.617016,4.9,119.33288192749023,5.192138671875,0.6,7.8,1282.1171875,0.4,103985,156428,433,468
1756815676.7520208,2025-09-02T08:21:16.752021,4.9,119.32273483276367,5.201545715332031,9.5,7.8,1282.1171875,0.5,32871,31089,102,94
1756815706.8888013,2025-09-02T08:21:46.888801,5.0,119.26684951782227,5.246555328369141,3.4,7.8,1282.1171875,0.4,521633,247732,1079,1006
1756815737.0287592,2025-09-02T08:22:17.028759,5.0,119.28850555419922,5.242511749267578,0.6,7.8,1282.1171875,0.4,45630,83210,440,502
1756815767.169374,2025-09-02T08:22:47.169374,5.0,119.26731872558594,5.263919830322266,0.6,7.8,1282.1171875,0.5,12796,12916,67,68
1756815797.3104975,2025-09-02T08:23:17.310498,5.0,119.2783317565918,5.252796173095703,0.3,7.8,1282.1171875,0.4,6764,3502,52,41
1756815827.4587243,2025-09-02T08:23:47.458724,5.0,119.2628288269043,5.268299102783203,0.0,7.8,1282.1171875,0.5,9387,10596,46,50
1756815857.6023571,2025-09-02T08:24:17.602357,5.0,119.27305603027344,5.258518218994141,0.3,7.8,1282.1171875,0.5,4447,1534,21,15
1756815887.7302473,2025-09-02T08:24:47.730247,5.0,119.2606201171875,5.270927429199219,0.9,7.8,1282.1171875,0.4,10268,11121,53,51
1756815917.8538835,2025-09-02T08:25:17.853884,5.0,119.271484375,5.260135650634766,0.9,7.8,1282.1171875,0.5,5538,2976,35,27
1756815947.9950132,2025-09-02T08:25:47.995013,4.9,119.29834747314453,5.237457275390625,0.6,7.8,1282.1171875,0.5,58664,112601,274,332
1756815978.1170185,2025-09-02T08:26:18.117018,4.9,119.30351638793945,5.232280731201172,0.3,7.8,1282.1171875,0.5,4541,1840,23,20
1756816008.2321274,2025-09-02T08:26:48.232127,5.0,119.26316452026367,5.269695281982422,1.6,7.8,1282.1171875,0.4,460686,30220,375,182
1756816038.3754454,2025-09-02T08:27:18.375445,5.0,119.23758316040039,5.292201995849609,5.9,7.8,1282.1171875,0.4,1686116,55982,1202,401
1756816068.5087006,2025-09-02T08:27:48.508701,4.9,119.30660629272461,5.225254058837891,0.3,7.8,1282.1171875,0.4,9364,5880,46,43
1756816098.6486206,2025-09-02T08:28:18.648621,4.9,119.29957580566406,5.2301788330078125,0.6,7.8,1282.1171875,0.4,28651,17172,78,68
1756816128.795894,2025-09-02T08:28:48.795894,5.0,119.23088836669922,5.297916412353516,2.8,7.8,1282.1171875,0.4,513499,169713,690,551
1756816158.9358797,2025-09-02T08:29:18.935880,5.0,119.21572875976562,5.314453125,4.4,7.8,1282.1171875,0.4,119215,172840,500,480
1756816189.0837007,2025-09-02T08:29:49.083701,5.0,119.18028259277344,5.334358215332031,3.4,7.8,1282.1171875,0.4,134792,224500,604,612
1756816219.2248535,2025-09-02T08:30:19.224854,5.0,119.1766471862793,5.354572296142578,0.3,7.8,1282.1171875,0.5,86339,133907,447,453
1756816249.373462,2025-09-02T08:30:49.373462,5.0,119.17469787597656,5.356437683105469,3.4,7.8,1282.1171875,0.4,51559,82060,239,250
