timestamp,interval_count,total_count,queue_size,max_queue_size,cpu_percent
2025-07-28T01:20:24.539367,8,8,1.0,1,0.0
2025-07-28T01:20:25.039915,8,16,1.0,1,28.5
2025-07-28T01:20:25.540355,8,24,1.0,1,29.5
2025-07-28T01:20:26.041191,4,28,1.0,1,27.3
2025-07-28T01:20:26.541967,9,37,1.0,1,29.0
2025-07-28T01:20:27.042348,5,42,1.0,1,30.1
2025-07-28T01:20:27.542963,8,50,1.0,1,28.1
2025-07-28T01:20:28.043470,8,58,1.0,1,27.2
2025-07-28T01:20:28.544482,7,65,1.0,1,28.4
2025-07-28T01:20:29.044926,6,71,1.0,1,28.6
2025-07-28T01:20:29.550901,6,77,1.0,1,27.2
2025-07-28T01:20:30.051290,6,83,1.0,1,28.4
2025-07-28T01:20:30.551679,7,90,1.0,1,28.7
2025-07-28T01:20:31.052060,8,98,1.0,1,26.8
2025-07-28T01:20:31.552750,7,105,1.0,1,28.1
2025-07-28T01:20:32.053232,8,113,1.0,1,26.3
2025-07-28T01:20:32.874942,5,118,1.0,1,17.5
2025-07-28T01:20:33.380270,11,129,1.25,3,27.9
2025-07-28T01:20:33.881930,7,136,1.0,3,28.8
2025-07-28T01:20:34.382616,8,144,1.0,3,29.5
2025-07-28T01:20:34.883096,5,149,1.0,3,28.3
2025-07-28T01:20:35.383457,8,157,1.0,3,28.9
2025-07-28T01:20:35.883895,7,164,1.0,3,28.3
2025-07-28T01:20:36.384444,8,172,1.0,3,28.5
2025-07-28T01:20:36.885102,6,178,1.0,3,29.0
2025-07-28T01:20:37.385875,7,185,1.0,3,28.3
2025-07-28T01:20:37.886395,7,192,1.0,3,28.8
2025-07-28T01:20:38.390155,7,199,1.0,3,27.1
2025-07-28T01:20:38.890607,5,204,1.0,3,27.4
2025-07-28T01:20:39.392342,8,212,1.0,3,28.0
2025-07-28T01:20:39.892875,6,218,1.0,3,27.7
2025-07-28T01:20:40.393424,6,224,1.0,3,28.6
2025-07-28T01:20:40.893988,8,232,1.0,3,28.8
2025-07-28T01:20:41.394620,8,240,1.0,3,28.9
