timestamp,interval_count,total_count,cpu_percent
2025-07-27T20:00:03.915936,1,1,50.0
2025-07-27T20:00:04.416199,4,5,5.2
2025-07-27T20:00:04.916625,4,9,4.6
2025-07-27T20:00:05.417038,3,12,4.8
2025-07-27T20:00:05.917303,2,14,4.3
2025-07-27T20:00:06.417630,4,18,5.0
2025-07-27T20:00:06.917963,4,22,6.6
2025-07-27T20:00:07.418380,4,26,4.8
2025-07-27T20:00:07.918663,4,30,4.9
2025-07-27T20:00:08.419015,3,33,4.6
2025-07-27T20:00:08.919248,4,37,4.8
2025-07-27T20:00:09.419480,4,41,4.9
2025-07-27T20:00:09.919943,4,45,4.9
2025-07-27T20:00:10.420146,4,49,4.8
2025-07-27T20:00:10.920320,4,53,4.9
2025-07-27T20:00:11.420504,2,55,4.2
2025-07-27T20:00:11.920735,4,59,4.9
2025-07-27T20:00:12.420985,3,62,4.4
2025-07-27T20:00:12.921246,3,65,4.7
2025-07-27T20:00:13.421452,4,69,4.6
2025-07-27T20:00:13.921724,3,72,4.6
2025-07-27T20:00:14.421920,4,76,4.8
2025-07-27T20:00:14.922166,4,80,4.8
2025-07-27T20:00:15.422398,4,84,4.8
2025-07-27T20:00:15.922631,3,87,5.6
2025-07-27T20:00:16.422813,4,91,5.2
2025-07-27T20:00:16.923052,3,94,4.8
2025-07-27T20:00:17.423296,4,98,4.9
2025-07-27T20:00:17.923506,4,102,10.4
2025-07-27T20:00:18.423682,4,106,7.0
2025-07-27T20:00:18.923940,4,110,7.8
2025-07-27T20:00:19.424159,3,113,6.9
2025-07-27T20:00:19.924363,4,117,7.1
2025-07-27T20:00:20.424639,3,120,6.8
2025-07-27T20:00:20.924883,2,122,4.1
2025-07-27T20:00:21.425080,4,126,5.1
2025-07-27T20:00:21.925265,3,129,4.8
2025-07-27T20:00:22.425434,5,134,5.3
2025-07-27T20:00:22.925644,3,137,4.6
2025-07-27T20:00:23.425912,3,140,4.5
2025-07-27T20:00:23.926170,4,144,5.1
2025-07-27T20:00:24.426412,4,148,4.9
2025-07-27T20:00:24.926679,3,151,4.4
2025-07-27T20:00:25.426874,3,154,4.5
2025-07-27T20:00:25.927065,4,158,4.9
2025-07-27T20:00:26.427309,4,162,6.2
2025-07-27T20:00:26.927543,3,165,4.6
2025-07-27T20:00:27.427749,4,169,4.9
2025-07-27T20:00:27.927962,5,174,5.1
2025-07-27T20:00:28.428158,3,177,4.6
2025-07-27T20:00:28.928350,4,181,4.7
2025-07-27T20:00:29.428646,4,185,4.8
2025-07-27T20:00:29.928881,4,189,5.6
2025-07-27T20:00:30.429166,4,193,4.7
2025-07-27T20:00:30.929374,4,197,5.1
2025-07-27T20:00:31.429577,4,201,4.8
2025-07-27T20:00:31.929769,3,204,4.8
2025-07-27T20:00:32.429971,4,208,4.8
2025-07-27T20:00:32.930180,3,211,4.5
2025-07-27T20:00:33.430375,4,215,4.8
2025-07-27T20:00:33.930556,4,219,4.9
2025-07-27T20:00:34.430775,3,222,4.3
2025-07-27T20:00:34.931041,3,225,11.7
2025-07-27T20:00:35.431296,4,229,6.9
2025-07-27T20:00:35.931528,3,232,6.9
2025-07-27T20:00:36.431765,3,235,8.3
2025-07-27T20:00:36.932032,3,238,6.1
2025-07-27T20:00:37.432305,2,240,4.1
2025-07-27T20:00:37.932504,3,243,4.6
2025-07-27T20:00:38.432707,4,247,4.7
2025-07-27T20:00:38.932955,4,251,4.8
2025-07-27T20:00:39.433209,4,255,4.9
2025-07-27T20:00:39.933483,3,258,4.3
2025-07-27T20:00:40.433712,3,261,4.4
2025-07-27T20:00:40.933994,3,264,4.3
2025-07-27T20:00:41.434255,3,267,4.4
2025-07-27T20:00:41.934507,4,271,4.9
2025-07-27T20:00:42.434776,4,275,4.8
2025-07-27T20:00:42.934981,4,279,5.1
2025-07-27T20:00:43.435228,3,282,4.5
2025-07-27T20:00:43.935481,4,286,4.9
2025-07-27T20:00:44.435669,4,290,4.8
2025-07-27T20:00:44.935925,4,294,4.9
2025-07-27T20:00:45.436167,4,298,4.8
2025-07-27T20:00:45.936425,4,302,4.9
2025-07-27T20:00:46.436628,3,305,4.5
2025-07-27T20:00:46.936999,4,309,4.8
2025-07-27T20:00:47.437209,4,313,6.1
2025-07-27T20:00:47.937473,3,316,4.7
2025-07-27T20:00:48.437713,4,320,4.8
2025-07-27T20:00:48.937925,3,323,4.6
2025-07-27T20:00:49.438122,4,327,4.6
2025-07-27T20:00:49.938359,4,331,4.7
2025-07-27T20:00:50.438618,3,334,4.5
2025-07-27T20:00:50.938858,3,337,4.3
2025-07-27T20:00:51.439135,3,340,9.6
2025-07-27T20:00:51.939429,3,343,7.0
2025-07-27T20:00:52.439653,4,347,7.3
2025-07-27T20:00:52.939903,3,350,7.0
2025-07-27T20:00:53.440167,4,354,7.1
2025-07-27T20:00:53.940468,3,357,5.1
2025-07-27T20:00:54.440680,2,359,4.1
2025-07-27T20:00:54.940931,4,363,4.8
2025-07-27T20:00:55.441116,3,366,4.4
2025-07-27T20:00:55.941348,4,370,5.0
2025-07-27T20:00:56.441624,4,374,5.1
2025-07-27T20:00:56.941905,3,377,5.0
2025-07-27T20:00:57.442156,4,381,6.6
2025-07-27T20:00:57.942415,4,385,4.9
2025-07-27T20:00:58.442690,3,388,4.7
2025-07-27T20:00:58.943041,4,392,5.1
2025-07-27T20:00:59.443337,4,396,5.7
2025-07-27T20:00:59.943657,3,399,5.1
2025-07-27T20:01:00.443953,4,403,5.1
2025-07-27T20:01:00.944260,4,407,5.8
2025-07-27T20:01:01.444463,3,410,4.7
2025-07-27T20:01:01.944683,3,413,5.0
2025-07-27T20:01:02.444879,3,416,5.5
2025-07-27T20:01:02.945078,3,419,4.6
2025-07-27T20:01:03.445341,3,422,4.8
2025-07-27T20:01:03.945587,4,426,4.9
2025-07-27T20:01:04.445847,3,429,7.5
2025-07-27T20:01:04.946048,4,433,5.6
