timestamp,interval_count,total_count,cpu_percent
2025-07-23T09:57:03.582388,2,2,0.0
2025-07-23T09:57:04.082756,13,15,82.3
2025-07-23T09:57:04.583096,12,27,84.2
2025-07-23T09:57:05.083404,12,39,87.9
2025-07-23T09:57:05.587604,20,59,85.1
2025-07-23T09:57:06.088127,30,89,75.8
2025-07-23T09:57:06.588469,32,121,80.9
2025-07-23T09:57:07.090307,33,154,82.3
2025-07-23T09:57:07.590680,26,180,79.7
2025-07-23T09:57:08.091073,27,207,78.6
2025-07-23T09:57:08.591329,43,250,78.0
2025-07-23T09:57:09.091680,39,289,78.9
2025-07-23T09:57:09.591947,33,322,81.0
2025-07-23T09:57:10.269786,37,359,78.8
2025-07-23T09:57:10.772940,59,418,84.0
2025-07-23T09:57:11.273197,35,453,83.9
2025-07-23T09:57:11.773498,41,494,78.3
2025-07-23T09:57:12.273848,34,528,76.4
2025-07-23T09:57:12.774136,29,557,76.2
2025-07-23T09:57:13.274438,31,588,77.3
2025-07-23T09:57:13.774715,39,627,76.3
2025-07-23T09:57:14.281143,41,668,78.3
2025-07-23T09:57:14.781415,43,711,76.2
2025-07-23T09:57:15.281920,38,749,75.8
2025-07-23T09:57:15.782338,40,789,79.3
2025-07-23T09:57:16.286133,34,823,80.4
2025-07-23T09:57:16.786397,39,862,81.7
2025-07-23T09:57:17.291194,31,893,85.8
2025-07-23T09:57:17.791511,29,922,81.3
2025-07-23T09:57:18.292558,38,960,78.8
2025-07-23T09:57:18.802295,5,965,74.3
2025-07-23T09:57:19.303231,71,1036,77.1
2025-07-23T09:57:19.805097,40,1076,75.5
2025-07-23T09:57:20.305397,42,1118,75.8
2025-07-23T09:57:20.805662,41,1159,76.0
2025-07-23T09:57:21.305997,37,1196,76.7
2025-07-23T09:57:21.806306,41,1237,76.4
2025-07-23T09:57:22.306563,30,1267,78.1
2025-07-23T09:57:22.807006,17,1284,79.2
2025-07-23T09:57:23.307483,26,1310,78.7
2025-07-23T09:57:23.807735,34,1344,79.7
2025-07-23T09:57:24.486101,32,1376,78.6
2025-07-23T09:57:24.986414,61,1437,76.0
2025-07-23T09:57:25.486647,39,1476,75.3
2025-07-23T09:57:25.986943,43,1519,77.4
2025-07-23T09:57:26.487238,44,1563,77.1
2025-07-23T09:57:27.081722,33,1596,76.4
2025-07-23T09:57:27.582169,44,1640,77.1
2025-07-23T09:57:28.082580,28,1668,75.1
2025-07-23T09:57:28.584284,43,1711,74.8
2025-07-23T09:57:29.085618,35,1746,76.5
2025-07-23T09:57:29.585943,38,1784,82.7
2025-07-23T09:57:30.088177,43,1827,79.3
2025-07-23T09:57:30.810753,33,1860,74.0
2025-07-23T09:57:31.311122,65,1925,72.2
2025-07-23T09:57:31.811505,42,1967,72.1
2025-07-23T09:57:32.311921,30,1997,70.4
2025-07-23T09:57:32.812332,16,2013,62.3
2025-07-23T09:57:33.312695,24,2037,51.6
2025-07-23T09:57:33.812990,15,2052,41.5
2025-07-23T09:57:34.313435,9,2061,29.5
2025-07-23T09:57:34.813846,4,2065,13.6
