timestamp,buffer_len,memory_bytes
2025-07-16T09:14:21.468,1,584
2025-07-16T09:14:21.590,2,824
2025-07-16T09:14:21.706,3,1032
2025-07-16T09:14:21.835,4,1240
2025-07-16T09:14:21.949,5,1480
2025-07-16T09:14:22.070,6,1688
2025-07-16T09:14:22.203,7,1896
2025-07-16T09:14:22.316,8,2104
2025-07-16T09:14:22.426,9,2376
2025-07-16T09:14:22.581,10,2584
2025-07-16T09:14:22.714,1,584
2025-07-16T09:14:22.869,2,824
2025-07-16T09:14:22.988,3,1032
2025-07-16T09:14:23.185,4,1240
2025-07-16T09:14:23.361,5,1480
2025-07-16T09:14:23.556,6,1688
2025-07-16T09:14:23.663,7,1896
2025-07-16T09:14:23.812,8,2104
2025-07-16T09:14:23.934,9,2376
2025-07-16T09:14:24.077,10,2584
2025-07-16T09:14:24.186,1,584
2025-07-16T09:14:24.300,2,824
2025-07-16T09:14:24.414,3,1032
2025-07-16T09:14:24.522,4,1240
2025-07-16T09:14:24.654,5,1480
2025-07-16T09:14:24.785,6,1688
2025-07-16T09:14:24.906,7,1896
2025-07-16T09:14:25.027,8,2104
2025-07-16T09:14:25.130,9,2376
2025-07-16T09:14:25.227,10,2584
2025-07-16T09:14:25.338,1,584
2025-07-16T09:14:25.486,2,824
2025-07-16T09:14:25.685,3,1032
2025-07-16T09:14:25.801,4,1240
2025-07-16T09:14:25.909,5,1480
2025-07-16T09:14:26.014,6,1688
2025-07-16T09:14:26.121,7,1896
2025-07-16T09:14:26.220,8,2104
2025-07-16T09:14:26.355,9,2376
2025-07-16T09:14:26.463,10,2584
2025-07-16T09:14:26.583,1,584
2025-07-16T09:14:26.766,2,824
2025-07-16T09:14:26.873,3,1032
2025-07-16T09:14:26.991,4,1240
2025-07-16T09:14:27.101,5,1480
2025-07-16T09:14:27.221,6,1688
2025-07-16T09:14:27.331,7,1896
2025-07-16T09:14:27.438,8,2104
2025-07-16T09:14:27.587,9,2376
2025-07-16T09:14:27.693,10,2584
2025-07-16T09:14:27.801,1,584
2025-07-16T09:14:27.905,2,824
2025-07-16T09:14:28.012,3,1032
2025-07-16T09:14:28.122,4,1240
2025-07-16T09:14:28.334,5,1480
2025-07-16T09:14:28.539,6,1688
2025-07-16T09:14:28.714,7,1896
2025-07-16T09:14:28.820,8,2104
2025-07-16T09:14:28.929,9,2376
2025-07-16T09:14:29.045,10,2584
2025-07-16T09:14:29.245,1,584
2025-07-16T09:14:29.348,2,824
2025-07-16T09:14:29.450,3,1032
2025-07-16T09:14:29.557,4,1240
2025-07-16T09:14:29.694,5,1480
2025-07-16T09:14:29.797,6,1688
2025-07-16T09:14:29.899,7,1896
2025-07-16T09:14:30.003,8,2104
2025-07-16T09:14:30.180,9,2376
2025-07-16T09:14:30.352,10,2584
2025-07-16T09:14:30.467,1,584
2025-07-16T09:14:30.574,2,824
2025-07-16T09:14:30.681,3,1032
2025-07-16T09:14:30.843,4,1240
2025-07-16T09:14:30.955,5,1480
2025-07-16T09:14:31.066,6,1688
2025-07-16T09:14:31.172,7,1896
2025-07-16T09:14:31.302,8,2104
2025-07-16T09:14:31.411,9,2376
2025-07-16T09:14:31.515,10,2584
2025-07-16T09:14:31.649,1,584
2025-07-16T09:14:31.756,2,824
2025-07-16T09:14:31.882,3,1032
2025-07-16T09:14:31.994,4,1240
2025-07-16T09:14:32.121,5,1480
2025-07-16T09:14:32.278,6,1688
2025-07-16T09:14:32.426,7,1896
2025-07-16T09:14:32.589,8,2104
2025-07-16T09:14:32.690,9,2376
2025-07-16T09:14:32.793,10,2584
2025-07-16T09:14:32.924,1,584
2025-07-16T09:14:33.050,2,824
2025-07-16T09:14:33.153,3,1032
2025-07-16T09:14:33.259,4,1240
2025-07-16T09:14:33.379,5,1480
2025-07-16T09:14:33.534,6,1688
2025-07-16T09:14:33.666,7,1896
2025-07-16T09:14:33.808,8,2104
2025-07-16T09:14:33.913,9,2376
2025-07-16T09:14:34.022,10,2584
2025-07-16T09:14:34.129,1,584
2025-07-16T09:14:34.244,2,824
2025-07-16T09:14:34.352,3,1032
2025-07-16T09:14:34.456,4,1240
2025-07-16T09:14:34.590,5,1480
2025-07-16T09:14:34.696,6,1688
2025-07-16T09:14:34.801,7,1896
2025-07-16T09:14:34.911,8,2104
2025-07-16T09:14:35.068,9,2376
2025-07-16T09:14:35.169,10,2584
2025-07-16T09:14:35.277,1,584
2025-07-16T09:14:35.421,2,824
2025-07-16T09:14:35.537,3,1032
2025-07-16T09:14:35.712,4,1240
2025-07-16T09:14:35.889,5,1480
2025-07-16T09:14:35.991,6,1688
2025-07-16T09:14:36.106,7,1896
2025-07-16T09:14:36.214,8,2104
2025-07-16T09:14:36.359,9,2376
2025-07-16T09:14:36.463,10,2584
2025-07-16T09:14:36.647,1,584
2025-07-16T09:14:36.779,2,824
2025-07-16T09:14:36.939,3,1032
2025-07-16T09:14:37.098,4,1240
2025-07-16T09:14:37.201,5,1480
2025-07-16T09:14:37.315,6,1688
2025-07-16T09:14:37.431,7,1896
2025-07-16T09:14:37.558,8,2104
2025-07-16T09:14:37.662,9,2376
2025-07-16T09:14:37.771,10,2584
2025-07-16T09:14:37.893,1,584
2025-07-16T09:14:38.077,2,824
2025-07-16T09:14:38.182,3,1032
2025-07-16T09:14:38.289,4,1240
2025-07-16T09:14:38.391,5,1480
2025-07-16T09:14:38.488,6,1688
2025-07-16T09:14:38.599,7,1896
2025-07-16T09:14:38.771,8,2104
2025-07-16T09:14:38.880,9,2376
2025-07-16T09:14:38.989,10,2584
2025-07-16T09:14:39.152,1,584
2025-07-16T09:14:39.288,2,824
2025-07-16T09:14:39.444,3,1032
2025-07-16T09:14:39.546,4,1240
2025-07-16T09:14:39.680,5,1480
2025-07-16T09:14:39.793,6,1688
2025-07-16T09:14:39.932,7,1896
2025-07-16T09:14:40.037,8,2104
2025-07-16T09:14:40.146,9,2376
2025-07-16T09:14:40.254,10,2584
2025-07-16T09:14:40.432,1,584
2025-07-16T09:14:40.645,2,824
2025-07-16T09:14:40.772,3,1032
2025-07-16T09:14:40.874,4,1240
2025-07-16T09:14:40.991,5,1480
2025-07-16T09:14:41.170,6,1688
2025-07-16T09:14:41.344,7,1896
2025-07-16T09:14:41.460,8,2104
2025-07-16T09:14:41.574,9,2376
2025-07-16T09:14:41.674,10,2584
2025-07-16T09:14:41.779,1,584
2025-07-16T09:14:41.879,2,824
2025-07-16T09:14:41.977,3,1032
2025-07-16T09:14:42.090,4,1240
2025-07-16T09:14:42.261,5,1480
2025-07-16T09:14:42.371,6,1688
2025-07-16T09:14:42.472,7,1896
2025-07-16T09:14:42.611,8,2104
2025-07-16T09:14:42.716,9,2376
2025-07-16T09:14:42.823,10,2584
2025-07-16T09:14:42.928,1,584
2025-07-16T09:14:43.035,2,824
2025-07-16T09:14:43.146,3,1032
2025-07-16T09:14:43.257,4,1240
2025-07-16T09:14:43.378,5,1480
2025-07-16T09:14:43.485,6,1688
2025-07-16T09:14:43.593,7,1896
2025-07-16T09:14:43.752,8,2104
2025-07-16T09:14:43.863,9,2376
2025-07-16T09:14:43.965,10,2584
2025-07-16T09:14:44.071,1,584
2025-07-16T09:14:44.190,2,824
2025-07-16T09:14:44.361,3,1032
2025-07-16T09:14:44.470,4,1240
2025-07-16T09:14:44.580,5,1480
2025-07-16T09:14:44.683,6,1688
2025-07-16T09:14:44.787,7,1896
2025-07-16T09:14:44.894,8,2104
2025-07-16T09:14:44.997,9,2376
2025-07-16T09:14:45.095,10,2584
2025-07-16T09:14:45.241,1,584
2025-07-16T09:14:45.344,2,824
2025-07-16T09:14:45.449,3,1032
2025-07-16T09:14:45.584,4,1240
2025-07-16T09:14:45.707,5,1480
2025-07-16T09:14:45.813,6,1688
2025-07-16T09:14:45.923,7,1896
2025-07-16T09:14:46.020,8,2104
2025-07-16T09:14:46.125,9,2376
2025-07-16T09:14:46.233,10,2584
2025-07-16T09:14:46.336,1,584
2025-07-16T09:14:46.473,2,824
2025-07-16T09:14:46.579,3,1032
2025-07-16T09:14:46.695,4,1240
2025-07-16T09:14:46.865,5,1480
2025-07-16T09:14:46.969,6,1688
2025-07-16T09:14:47.136,7,1896
2025-07-16T09:14:47.248,8,2104
2025-07-16T09:14:47.394,9,2376
2025-07-16T09:14:47.509,10,2584
2025-07-16T09:14:47.649,1,584
2025-07-16T09:14:47.787,2,824
2025-07-16T09:14:47.896,3,1032
2025-07-16T09:14:48.009,4,1240
2025-07-16T09:14:48.172,5,1480
2025-07-16T09:14:48.295,6,1688
2025-07-16T09:14:48.403,7,1896
2025-07-16T09:14:48.511,8,2104
2025-07-16T09:14:48.636,9,2376
2025-07-16T09:14:48.767,10,2584
2025-07-16T09:14:48.875,1,584
2025-07-16T09:14:49.039,2,824
2025-07-16T09:14:49.162,3,1032
2025-07-16T09:14:49.343,4,1240
2025-07-16T09:14:49.449,5,1480
2025-07-16T09:14:49.575,6,1688
2025-07-16T09:14:49.702,7,1896
2025-07-16T09:14:49.807,8,2104
2025-07-16T09:14:49.920,9,2376
2025-07-16T09:14:50.041,10,2584
2025-07-16T09:14:50.143,1,584
2025-07-16T09:14:50.252,2,824
2025-07-16T09:14:50.375,3,1032
2025-07-16T09:14:50.530,4,1240
2025-07-16T09:14:50.721,5,1480
2025-07-16T09:14:50.834,6,1688
2025-07-16T09:14:50.975,7,1896
2025-07-16T09:14:51.121,8,2104
2025-07-16T09:14:51.244,9,2376
2025-07-16T09:14:51.359,10,2584
2025-07-16T09:14:51.544,1,584
2025-07-16T09:14:51.707,2,824
2025-07-16T09:14:51.877,3,1032
2025-07-16T09:14:52.031,4,1240
2025-07-16T09:14:52.175,5,1480
2025-07-16T09:14:52.283,6,1688
2025-07-16T09:14:52.404,7,1896
2025-07-16T09:14:52.520,8,2104
2025-07-16T09:14:52.712,9,2376
2025-07-16T09:14:52.809,10,2584
2025-07-16T09:14:52.911,1,584
2025-07-16T09:14:53.018,2,824
2025-07-16T09:14:53.135,3,1032
2025-07-16T09:14:53.244,4,1240
2025-07-16T09:14:53.363,5,1480
2025-07-16T09:14:53.472,6,1688
2025-07-16T09:14:53.580,7,1896
2025-07-16T09:14:53.684,8,2104
2025-07-16T09:14:53.788,9,2376
2025-07-16T09:14:53.892,10,2584
2025-07-16T09:14:54.062,1,584
2025-07-16T09:14:54.235,2,824
2025-07-16T09:14:54.351,3,1032
2025-07-16T09:14:54.495,4,1240
2025-07-16T09:14:54.680,5,1480
2025-07-16T09:14:54.779,6,1688
2025-07-16T09:14:54.981,7,1896
2025-07-16T09:14:55.190,8,2104
2025-07-16T09:14:55.366,9,2376
2025-07-16T09:14:55.480,10,2584
2025-07-16T09:14:55.677,1,584
2025-07-16T09:14:55.789,2,824
2025-07-16T09:14:55.894,3,1032
2025-07-16T09:14:56.012,4,1240
2025-07-16T09:14:56.136,5,1480
2025-07-16T09:14:56.241,6,1688
2025-07-16T09:14:56.348,7,1896
2025-07-16T09:14:56.453,8,2104
2025-07-16T09:14:56.564,9,2376
2025-07-16T09:14:56.699,10,2584
2025-07-16T09:14:56.799,1,584
2025-07-16T09:14:56.901,2,824
2025-07-16T09:14:57.070,3,1032
2025-07-16T09:14:57.181,4,1240
2025-07-16T09:14:57.302,5,1480
2025-07-16T09:14:57.407,6,1688
2025-07-16T09:14:57.512,7,1896
2025-07-16T09:14:57.617,8,2104
2025-07-16T09:14:57.725,9,2376
2025-07-16T09:14:57.840,10,2584
2025-07-16T09:14:57.954,1,584
2025-07-16T09:14:58.079,2,824
2025-07-16T09:14:58.184,3,1032
2025-07-16T09:14:58.292,4,1240
2025-07-16T09:14:58.421,5,1480
2025-07-16T09:14:58.546,6,1688
2025-07-16T09:14:58.650,7,1896
2025-07-16T09:14:58.757,8,2104
2025-07-16T09:14:58.872,9,2376
2025-07-16T09:14:59.014,10,2584
2025-07-16T09:14:59.117,1,584
2025-07-16T09:14:59.232,2,824
2025-07-16T09:14:59.341,3,1032
2025-07-16T09:14:59.503,4,1240
2025-07-16T09:14:59.612,5,1480
2025-07-16T09:14:59.765,6,1688
2025-07-16T09:14:59.868,7,1896
2025-07-16T09:14:59.972,8,2104
2025-07-16T09:15:00.183,9,2376
2025-07-16T09:15:00.289,10,2584
2025-07-16T09:15:00.397,1,584
2025-07-16T09:15:00.502,2,824
2025-07-16T09:15:00.618,3,1032
2025-07-16T09:15:00.741,4,1240
2025-07-16T09:15:00.842,5,1480
2025-07-16T09:15:00.949,6,1688
2025-07-16T09:15:01.056,7,1896
2025-07-16T09:15:01.188,8,2104
2025-07-16T09:15:01.305,9,2376
2025-07-16T09:15:01.423,10,2584
2025-07-16T09:15:01.552,1,584
2025-07-16T09:15:01.660,2,824
2025-07-16T09:15:01.778,3,1032
2025-07-16T09:15:01.907,4,1240
2025-07-16T09:15:02.075,5,1480
2025-07-16T09:15:02.181,6,1688
2025-07-16T09:15:02.311,7,1896
2025-07-16T09:15:02.427,8,2104
2025-07-16T09:15:02.555,9,2376
2025-07-16T09:15:02.655,10,2584
2025-07-16T09:15:02.764,1,584
2025-07-16T09:15:02.871,2,824
2025-07-16T09:15:02.976,3,1032
2025-07-16T09:15:03.152,4,1240
2025-07-16T09:15:03.257,5,1480
2025-07-16T09:15:03.442,6,1688
2025-07-16T09:15:03.555,7,1896
2025-07-16T09:15:03.718,8,2104
2025-07-16T09:15:03.835,9,2376
2025-07-16T09:15:04.046,10,2584
2025-07-16T09:15:04.234,1,584
2025-07-16T09:15:04.371,2,824
2025-07-16T09:15:04.519,3,1032
2025-07-16T09:15:04.649,4,1240
2025-07-16T09:15:04.810,5,1480
2025-07-16T09:15:04.913,6,1688
2025-07-16T09:15:05.019,7,1896
2025-07-16T09:15:05.153,8,2104
2025-07-16T09:15:05.300,9,2376
2025-07-16T09:15:05.407,10,2584
2025-07-16T09:15:05.518,1,584
2025-07-16T09:15:05.629,2,824
2025-07-16T09:15:05.819,3,1032
2025-07-16T09:15:05.925,4,1240
2025-07-16T09:15:06.030,5,1480
2025-07-16T09:15:06.135,6,1688
2025-07-16T09:15:06.242,7,1896
2025-07-16T09:15:06.393,8,2104
2025-07-16T09:15:06.510,9,2376
2025-07-16T09:15:06.612,10,2584
2025-07-16T09:15:06.716,1,584
2025-07-16T09:15:06.873,2,824
2025-07-16T09:15:07.020,3,1032
2025-07-16T09:15:07.195,4,1240
2025-07-16T09:15:07.315,5,1480
2025-07-16T09:15:07.498,6,1688
2025-07-16T09:15:07.599,7,1896
2025-07-16T09:15:07.712,8,2104
2025-07-16T09:15:07.824,9,2376
2025-07-16T09:15:07.988,10,2584
2025-07-16T09:15:08.143,1,584
2025-07-16T09:15:08.263,2,824
2025-07-16T09:15:08.421,3,1032
2025-07-16T09:15:08.531,4,1240
2025-07-16T09:15:08.672,5,1480
2025-07-16T09:15:08.780,6,1688
2025-07-16T09:15:08.889,7,1896
2025-07-16T09:15:09.004,8,2104
2025-07-16T09:15:09.190,9,2376
2025-07-16T09:15:09.300,10,2584
2025-07-16T09:15:09.404,1,584
2025-07-16T09:15:09.509,2,824
2025-07-16T09:15:09.616,3,1032
2025-07-16T09:15:09.732,4,1240
2025-07-16T09:15:09.838,5,1480
2025-07-16T09:15:09.946,6,1688
2025-07-16T09:15:10.056,7,1896
2025-07-16T09:15:10.182,8,2104
2025-07-16T09:15:10.294,9,2376
2025-07-16T09:15:10.403,10,2584
2025-07-16T09:15:10.554,1,584
2025-07-16T09:15:10.665,2,824
2025-07-16T09:15:10.838,3,1032
2025-07-16T09:15:10.982,4,1240
2025-07-16T09:15:11.096,5,1480
2025-07-16T09:15:11.206,6,1688
2025-07-16T09:15:11.310,7,1896
2025-07-16T09:15:11.414,8,2104
2025-07-16T09:15:11.563,9,2376
2025-07-16T09:15:11.667,10,2584
2025-07-16T09:15:11.775,1,584
2025-07-16T09:15:11.898,2,824
2025-07-16T09:15:12.004,3,1032
2025-07-16T09:15:12.116,4,1240
2025-07-16T09:15:12.225,5,1480
2025-07-16T09:15:12.337,6,1688
2025-07-16T09:15:12.442,7,1896
2025-07-16T09:15:12.546,8,2104
2025-07-16T09:15:12.648,9,2376
2025-07-16T09:15:12.767,10,2584
2025-07-16T09:15:12.874,1,584
2025-07-16T09:15:12.985,2,824
2025-07-16T09:15:13.112,3,1032
2025-07-16T09:15:13.314,4,1240
2025-07-16T09:15:13.433,5,1480
2025-07-16T09:15:13.540,6,1688
2025-07-16T09:15:13.658,7,1896
2025-07-16T09:15:13.848,8,2104
2025-07-16T09:15:13.992,9,2376
2025-07-16T09:15:14.137,10,2584
2025-07-16T09:15:14.240,1,584
2025-07-16T09:15:14.350,2,824
2025-07-16T09:15:14.553,3,1032
2025-07-16T09:15:14.660,4,1240
2025-07-16T09:15:14.780,5,1480
2025-07-16T09:15:14.905,6,1688
2025-07-16T09:15:15.125,7,1896
2025-07-16T09:15:15.232,8,2104
2025-07-16T09:15:15.346,9,2376
