timestamp,interval_count,total_count,cpu_percent
2025-07-23T09:34:11.630875,3,3,0.0
2025-07-23T09:34:12.131075,4,7,5.3
2025-07-23T09:34:12.631275,4,11,5.1
2025-07-23T09:34:13.131528,4,15,5.6
2025-07-23T09:34:13.631799,3,18,5.2
2025-07-23T09:34:14.132054,5,23,5.6
2025-07-23T09:34:14.632402,3,26,5.1
2025-07-23T09:34:15.132612,4,30,5.3
2025-07-23T09:34:15.632828,4,34,5.2
2025-07-23T09:34:16.133049,4,38,5.0
2025-07-23T09:34:16.633352,3,41,4.8
2025-07-23T09:34:17.133623,3,44,4.9
2025-07-23T09:34:17.633855,3,47,5.0
2025-07-23T09:34:18.134134,4,51,5.0
2025-07-23T09:34:18.634340,4,55,4.8
2025-07-23T09:34:19.134624,3,58,4.9
2025-07-23T09:34:19.634902,3,61,4.7
2025-07-23T09:34:20.135097,3,64,4.8
2025-07-23T09:34:20.635320,4,68,5.2
2025-07-23T09:34:21.135537,3,71,4.8
2025-07-23T09:34:21.635821,4,75,5.1
2025-07-23T09:34:22.136093,4,79,5.2
2025-07-23T09:34:22.636366,3,82,4.7
2025-07-23T09:34:23.136588,4,86,5.0
2025-07-23T09:34:23.636809,3,89,4.7
2025-07-23T09:34:24.137007,3,92,4.9
2025-07-23T09:34:24.637210,3,95,4.7
2025-07-23T09:34:25.137415,3,98,5.1
2025-07-23T09:34:25.638003,1,99,3.0
