timestamp,datetime,memory_percent,memory_available_gb,memory_used_gb,cpu_percent,disk_usage_percent,process_memory_mb,process_cpu_percent,network_bytes_sent,network_bytes_recv,network_packets_sent,network_packets_recv
1755223442.4197934,2025-08-14T22:04:02.419793,8.5,114.8864974975586,10.597808837890625,9.8,7.1,966.11328125,0.0,0,0,0,0
1755223472.5631063,2025-08-14T22:04:32.563106,8.6,114.76789855957031,10.701950073242188,4.7,7.1,1199.734375,2.5,10273593,3225712,7261,4144
1755223502.706258,2025-08-14T22:05:02.706258,9.1,114.11505508422852,11.347209930419922,6.6,7.1,1199.734375,0.3,11704776,3082022,8697,4575
1755223532.8511288,2025-08-14T22:05:32.851129,9.1,114.03888320922852,11.4111328125,5.9,7.1,1199.734375,0.3,325078,2561878,835,2145
1755223562.9853427,2025-08-14T22:06:02.985343,9.5,113.61113357543945,11.831127166748047,6.3,7.1,1199.734375,0.2,214824,2979359,667,2310
1755223593.1195357,2025-08-14T22:06:33.119536,9.4,113.75045394897461,11.692161560058594,6.6,7.1,1199.734375,0.1,71287,1972925,381,1502
1755223623.2523289,2025-08-14T22:07:03.252329,8.3,115.12865447998047,10.322883605957031,7.3,7.1,1199.734375,0.1,142481,1684599,582,1525
1755223653.3863313,2025-08-14T22:07:33.386331,8.8,114.45561981201172,10.987552642822266,7.5,7.1,1199.734375,0.3,319702,2184499,884,1948
1755223683.520213,2025-08-14T22:08:03.520213,9.3,113.86162948608398,11.58028793334961,7.5,7.1,1199.734375,0.1,90282,2032218,475,1610
1755223713.6548219,2025-08-14T22:08:33.654822,9.6,113.40894317626953,12.028045654296875,6.0,7.1,1199.734375,0.1,91535,1465598,433,1253
1755223743.7895935,2025-08-14T22:09:03.789593,10.3,112.6329345703125,12.80499267578125,6.9,7.1,1199.734375,0.1,85084,1500230,372,1235
1755223773.924073,2025-08-14T22:09:33.924073,10.7,112.02970123291016,13.410167694091797,6.2,7.1,1199.734375,0.1,61576,1389625,316,1083
1755223804.058111,2025-08-14T22:10:04.058111,11.3,111.2899055480957,14.150253295898438,5.9,7.1,1199.734375,0.1,95948,1613172,432,1311
1755223834.1927273,2025-08-14T22:10:34.192727,11.9,110.51350402832031,14.921146392822266,5.7,7.1,1199.734375,0.1,80238,2201473,391,1635
1755223864.3041265,2025-08-14T22:11:04.304127,12.5,109.81653594970703,15.618064880371094,5.3,7.1,1199.734375,0.1,107985,2044460,501,1630
1755223894.4350424,2025-08-14T22:11:34.435042,13.0,109.1783218383789,16.25823211669922,6.5,7.1,1199.734375,0.1,74633,1994088,340,1514
1755223924.5691516,2025-08-14T22:12:04.569152,13.4,108.68243408203125,16.785404205322266,6.3,7.1,1199.734375,0.1,103253,1970766,492,1548
1755223954.7031946,2025-08-14T22:12:34.703195,14.0,107.9328384399414,17.523178100585938,6.6,7.1,1199.734375,0.1,76215,2151590,415,1611
1755223984.8376515,2025-08-14T22:13:04.837651,14.6,107.21484756469727,18.241104125976562,6.6,7.1,1199.734375,0.1,97932,1887824,478,1521
1755224014.9711099,2025-08-14T22:13:34.971110,15.1,106.53781127929688,18.91937255859375,6.6,7.1,1199.734375,0.1,82209,1898720,419,1471
1755224045.1051207,2025-08-14T22:14:05.105121,15.7,105.80329513549805,19.653865814208984,5.0,7.1,1199.734375,0.1,72454,2923767,455,2143
1755224075.2276971,2025-08-14T22:14:35.227697,16.3,105.06536102294922,20.398460388183594,5.0,7.1,1199.734375,0.1,116053,2228586,486,1715
1755224105.3611596,2025-08-14T22:15:05.361160,16.9,104.32711791992188,21.13669204711914,6.9,7.1,1199.734375,0.1,86383,2493641,482,1877
1755224135.4951963,2025-08-14T22:15:35.495196,17.5,103.59695053100586,21.865924835205078,6.3,7.1,1199.734375,0.1,88068,2629606,419,1909
1755224165.6291919,2025-08-14T22:16:05.629192,18.0,102.86350631713867,22.59946060180664,6.3,7.1,1199.734375,0.1,101122,2447093,507,1893
1755224195.76336,2025-08-14T22:16:35.763360,18.7,102.07295608520508,23.381244659423828,6.6,7.1,1199.734375,0.1,391434,4525373,1948,4424
1755224225.8971748,2025-08-14T22:17:05.897175,19.5,101.06389236450195,24.40578842163086,9.1,7.1,1199.734375,0.1,660835,21755558,4137,16261
1755224256.0317645,2025-08-14T22:17:36.031765,20.1,100.3202896118164,25.155864715576172,7.2,7.1,1199.734375,0.1,334064,23346137,4033,16150
1755224286.1654942,2025-08-14T22:18:06.165494,20.7,99.52578735351562,25.972354888916016,7.8,7.1,1199.734375,0.1,196493,13235257,2257,9283
1755224316.2994473,2025-08-14T22:18:36.299447,21.2,98.86348342895508,26.647361755371094,7.2,7.1,1199.734375,0.1,119109,9430751,1321,6591
