timestamp,interval_count,total_count,queue_size,max_queue_size,cpu_percent
2025-09-02T08:32:26.443203,131,131,1.0,1,0.0
2025-09-02T08:32:26.943564,127,258,1.0,1,6.9
2025-09-02T08:32:27.443913,87,345,1.0,1,9.1
2025-09-02T08:32:27.944186,47,392,1.0,1,6.4
2025-09-02T08:32:28.444540,11,403,1.0,1,7.0
2025-09-02T08:32:28.944809,21,424,1.0,1,5.5
2025-09-02T08:32:29.445119,176,600,1.0,1,7.8
2025-09-02T08:32:29.945472,33,633,1.0,1,7.5
2025-09-02T08:32:30.445741,55,688,1.0,1,6.2
2025-09-02T08:32:30.946084,12,700,1.0,1,7.6
2025-09-02T08:32:31.446532,44,744,1.0,1,7.9
2025-09-02T08:32:31.947056,41,785,1.0,1,8.3
2025-09-02T08:32:32.447432,0,785,1.0,1,8.8
2025-09-02T08:32:32.947775,68,853,1.0,1,9.3
2025-09-02T08:32:33.448053,0,853,1.0,1,7.2
2025-09-02T08:32:33.948389,72,925,1.0,1,6.9
2025-09-02T08:32:34.448805,76,1001,1.0,1,6.9
2025-09-02T08:32:34.949106,147,1148,1.0,1,8.6
2025-09-02T08:32:35.449466,0,1148,1.0,1,4.7
2025-09-02T08:32:35.949768,73,1221,1.0,1,9.1
2025-09-02T08:32:36.450083,55,1276,1.0,1,6.5
2025-09-02T08:32:36.950368,79,1355,1.0,1,8.6
2025-09-02T08:32:37.450646,5,1360,1.0,1,4.6
2025-09-02T08:32:37.950950,0,1360,1.0,1,4.6
2025-09-02T08:32:38.451245,0,1360,1.0,1,6.7
2025-09-02T08:32:38.951539,0,1360,1.0,1,4.4
2025-09-02T08:32:39.451832,69,1429,1.0,1,7.1
2025-09-02T08:32:39.952127,84,1513,1.0,1,8.8
2025-09-02T08:32:40.452433,0,1513,1.0,1,4.7
2025-09-02T08:32:40.952738,0,1513,1.0,1,4.9
2025-09-02T08:32:41.453037,1,1514,1.0,1,4.5
2025-09-02T08:32:41.953352,0,1514,1.0,1,4.6
2025-09-02T08:32:42.453654,0,1514,1.0,1,6.6
2025-09-02T08:32:42.953956,0,1514,1.0,1,4.7
2025-09-02T08:32:43.454271,55,1569,1.0,1,7.1
2025-09-02T08:32:43.954549,0,1569,1.0,1,7.0
2025-09-02T08:32:44.454858,39,1608,1.0,1,6.6
2025-09-02T08:32:44.955122,154,1762,1.0,1,7.9
2025-09-02T08:32:45.455363,44,1806,1.0,1,7.7
2025-09-02T08:32:45.955580,92,1898,1.0,1,6.6
